RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,23349,Charles Warren,69.48,526,757,-0.14
2,0,20645,John Senden,69.30,867,1251,-0.15
3,0,08375,Paul Stankowski,69.24,538,777,-0.20
4,0,27120,Troy Matteson,69.12,761,1101,-0.14
5,0,06621,Joe Durant,69.08,583,844,-0.19
6,0,28087,Kris Blanks,68.53,736,1074,-0.12
7,0,22056,Cameron Percy,68.48,567,828,-0.16
8,0,27436,Graham DeLaet,68.04,709,1042,-0.14
9,0,06595,Kevin Sutherland,67.73,787,1162,-0.15
10,0,01706,Davis Love III,67.63,652,964,-0.16
11,0,23638,Brendon de Jonge,67.36,902,1339,-0.20
12,0,20574,Mathew Goggin,67.30,749,1113,-0.14
13,0,01797,Rocco Mediate,67.25,620,922,-0.14
14,0,12602,Dean Wilson,67.17,487,725,-0.21
15,0,21878,Mark Wilson,67.04,775,1156,-0.14
16,0,28620,Aron Price,66.96,616,920,-0.19
17,0,20498,Briny Baird,66.89,790,1181,-0.13
18,0,10425,Jay Williamson,66.81,616,922,-0.16
19,0,27963,Chris Stroud,66.79,698,1045,-0.16
20,0,07749,Brett Quigley,66.74,871,1305,-0.16
21,0,20436,Garrett Willis,66.73,692,1037,-0.19
22,0,33419,Cameron Tringale,66.72,421,631,-0.15
23,0,22621,Ben Curtis,66.63,677,1016,-0.17
24,0,27933,John Merrick,66.54,887,1333,-0.15
24,0,01945,Kenny Perry,66.54,525,789,-0.14
26,0,24925,Jonathan Byrd,66.50,796,1197,-0.16
27,0,23788,D.J. Trahan,66.37,750,1130,-0.16
28,0,27466,Spencer Levin,66.35,970,1462,-0.20
29,0,06567,Vijay Singh,66.34,540,814,-0.16
30,0,20105,Jeff Gove,66.30,425,641,-0.13
31,0,27095,Nick Watney,66.25,642,969,-0.20
32,0,01766,Billy Mayfair,66.22,641,968,-0.13
32,0,23307,Roger Tambellini,66.22,594,897,-0.11
34,0,01941,Tom Pernice Jr.,66.18,591,893,-0.17
35,0,27302,Garth Mulroy,66.16,393,594,-0.09
36,0,24502,Adam Scott,66.05,496,751,-0.19
37,0,26951,Johnson Wagner,65.94,728,1104,-0.16
38,0,12510,Chad Campbell,65.91,787,1194,-0.19
39,0,26420,Richard Johnson,65.90,744,1129,-0.17
40,0,26289,Boo Weekley,65.81,695,1056,-0.16
41,0,23322,Brett Wetterich,65.75,476,724,-0.17
42,0,22946,Henrik Bjornstad,65.68,574,874,-0.15
43,0,23353,J.J. Henry,65.67,767,1168,-0.15
44,0,24924,Bill Haas,65.65,707,1077,-0.17
45,0,25364,Paul Casey,65.50,429,655,-0.23
46,0,32102,Rickie Fowler,65.49,780,1191,-0.18
47,0,06527,Steve Stricker,65.45,540,825,-0.23
48,0,08075,Jerry Kelly,65.44,799,1221,-0.16
49,0,24140,Sean O'Hair,65.43,598,914,-0.13
50,0,23623,Bo Van Pelt,65.41,813,1243,-0.17
51,0,01116,Michael Bradley,65.40,656,1003,-0.16
52,0,06004,Stephen Ames,65.37,672,1028,-0.20
53,0,24361,Pat Perez,65.30,779,1193,-0.19
54,0,29285,Brent Delahoussaye,65.23,469,719,-0.17
55,0,22046,Geoff Ogilvy,65.14,469,720,-0.22
56,0,12705,Cliff Kresge,65.02,435,669,-0.13
57,0,24846,Ricky Barnes,64.98,783,1205,-0.19
58,0,23108,Matt Kuchar,64.97,701,1079,-0.22
59,0,02206,David Toms,64.95,669,1030,-0.21
60,0,24357,K.J. Choi,64.82,584,901,-0.20
60,0,20378,Mathias Grönberg,64.82,468,722,-0.16
60,0,22293,Heath Slocum,64.82,691,1066,-0.17
63,0,10885,Robert Allenby,64.79,587,906,-0.20
64,0,26596,Ryan Moore,64.76,566,874,-0.20
65,0,27060,John Mallinger,64.74,626,967,-0.17
66,0,21961,Charles Howell III,64.72,831,1284,-0.18
67,0,01320,Bob Estes,64.60,688,1065,-0.17
68,0,20229,Stewart Cink,64.58,598,926,-0.18
69,0,07867,Woody Austin,64.51,787,1220,-0.17
70,0,10809,Jim Furyk,64.47,586,909,-0.18
70,0,20691,Greg Owen,64.47,568,881,-0.14
72,0,26695,Michael Letzig,64.44,743,1153,-0.19
