RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,01116,Michael Bradley,72.3,47,65,-8.00
2,0,02239,Scott Verplank,66.7,32,48,-9.00
3,0,23788,D.J. Trahan,66.2,45,68,-9.00
4,0,20663,Brenden Pappas,65.2,30,46,-5.00
5,0,20229,Stewart Cink,63.6,28,44,-5.00
6,0,23621,Rory Sabbatini,63.1,41,65,-4.00
7,0,24846,Ricky Barnes,62.8,49,78,-11.00
8,0,24502,Adam Scott,61.9,26,42,-2.00
9,0,27649,Brandt Snedeker,61.2,41,67,-15.00
10,0,01810,Phil Mickelson,60.4,29,48,-5.00
11,0,22405,Justin Rose,59.6,28,47,-5.00
12,0,12782,Tim Herron,59.4,38,64,-6.00
13,0,23135,Tim Clark,59.2,29,49,-9.00
13,0,24924,Bill Haas,59.2,42,71,-7.00
15,0,25364,Paul Casey,59.1,26,44,-7.00
16,0,27963,Chris Stroud,58.6,34,58,-4.00
16,0,10425,Jay Williamson,58.6,17,29,-1.00
18,0,23349,Charles Warren,58.3,21,36,-5.00
19,0,23353,J.J. Henry,57.4,35,61,-4.00
19,0,01766,Billy Mayfair,57.4,27,47,-1.00
21,0,24357,K.J. Choi,57.1,32,56,-6.00
21,0,20850,Daniel Chopra,57.1,40,70,-13.00
21,0,20766,Padraig Harrington,57.1,20,35,-4.00
21,0,24140,Sean O'Hair,57.1,28,49,-2.00
25,0,11123,Chris Couch,56.8,25,44,-4.00
25,0,23541,Ben Crane,56.8,25,44,-5.00
25,0,27933,John Merrick,56.8,46,81,-4.00
28,0,21731,Freddie Jacobson,56.7,38,67,-5.00
28,0,26289,Boo Weekley,56.7,34,60,E
30,0,01724,Jeff Maggert,56.5,26,46,-8.00
31,0,06527,Steve Stricker,56.4,22,39,-8.00
32,0,24925,Jonathan Byrd,56.3,36,64,-8.00
32,0,21961,Charles Howell III,56.3,54,96,-11.00
32,0,22046,Geoff Ogilvy,56.3,27,48,-5.00
32,0,23325,Vaughn Taylor,56.3,27,48,-8.00
36,0,01941,Tom Pernice Jr.,56.1,23,41,-5.00
37,0,09011,David Duval,56.0,28,50,-6.00
38,0,30925,Dustin Johnson,55.4,31,56,-6.00
38,0,22293,Heath Slocum,55.4,31,56,-1.00
38,0,26679,Kevin Stadler,55.4,31,56,-5.00
41,0,20593,Greg Chalmers,55.1,43,78,-12.00
41,0,24358,Robert Garrigus,55.1,27,49,-4.00
41,0,27613,David Lutterus,55.1,27,49,-2.00
44,0,26695,Michael Letzig,55.0,33,60,-4.00
45,0,23613,Rich Barcelo,54.9,28,51,-6.00
45,0,06595,Kevin Sutherland,54.9,39,71,E
47,0,12510,Chad Campbell,54.8,23,42,-3.00
48,0,24490,George McNeill,54.7,35,64,-9.00
49,0,22371,Aaron Baddeley,54.5,30,55,-8.00
49,0,23638,Brendon de Jonge,54.5,48,88,-7.00
49,0,27120,Troy Matteson,54.5,30,55,-8.00
49,0,22913,John Rollins,54.5,30,55,-3.00
53,0,07457,Steve Flesch,54.3,25,46,-5.00
54,0,01577,Lee Janzen,54.0,27,50,-2.00
55,0,21878,Mark Wilson,53.2,25,47,-3.00
56,0,12716,Charley Hoffman,53.1,34,64,-6.00
57,0,06004,Stephen Ames,53.0,35,66,-2.00
58,0,23718,Nathan Green,52.8,38,72,-6.00
58,0,20378,Mathias Grönberg,52.8,19,36,E
58,0,20691,Greg Owen,52.8,28,53,-2.00
61,0,27095,Nick Watney,52.7,29,55,-8.00
62,0,20498,Briny Baird,52.6,20,38,-3.00
62,0,28087,Kris Blanks,52.6,30,57,-6.00
64,0,26300,Matt Jones,52.3,46,88,-15.00
65,0,24781,Hunter Mahan,52.0,26,50,-3.00
66,0,01948,Tim Petrovic,51.5,35,68,-9.00
66,0,08385,Omar Uresti,51.5,17,33,-3.00
68,0,06012,Greg Kraft,51.4,18,35,-3.00
69,0,01313,Steve Elkington,51.3,20,39,+1.00
