RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,08793,Tiger Woods,68.67,2472,36
2,0,08385,Omar Uresti,69.73,767,11
3,0,07749,Brett Quigley,69.74,2999,43
4,0,22378,Trevor Immelman,69.85,2864,41
5,0,24925,Jonathan Byrd,69.86,1537,22
6,0,10809,Jim Furyk,69.87,3633,52
7,0,11032,Frank Lickliter II,69.91,2447,35
8,0,24502,Adam Scott,69.92,2727,39
9,0,06527,Steve Stricker,69.93,2028,29
10,0,07867,Woody Austin,70.03,2101,30
11,0,23983,Luke Donald,70.09,2453,35
12,0,06350,Bob May,70.18,1193,17
13,0,22293,Heath Slocum,70.28,1757,25
14,0,20229,Stewart Cink,70.29,2460,35
14,0,06567,Vijay Singh,70.29,3866,55
16,0,01945,Kenny Perry,70.35,1829,26
16,0,27095,Nick Watney,70.35,2392,34
18,0,26420,Richard Johnson,70.36,2533,36
19,0,10505,Shane Bertsch,70.39,1971,28
20,0,20105,Jeff Gove,70.41,1901,27
21,0,08075,Jerry Kelly,70.42,2676,38
22,0,26596,Ryan Moore,70.44,1761,25
22,0,02206,David Toms,70.44,2536,36
22,0,02239,Scott Verplank,70.44,2395,34
25,0,21350,Ryuji Imada,70.45,2043,29
26,0,01320,Bob Estes,70.48,1903,27
26,0,06373,José María Olazábal,70.48,1480,21
28,0,20812,Tjaart van der Walt,70.50,846,12
29,0,19824,Craig Barlow,70.52,1622,23
30,0,23718,Nathan Green,70.53,2398,34
31,0,24924,Bill Haas,70.56,1764,25
31,0,25804,Bubba Watson,70.56,1764,25
33,0,02110,Jerry Smith,70.58,1694,24
34,0,23541,Ben Crane,70.59,2047,29
34,0,06522,Ernie Els,70.59,2612,37
36,0,06595,Kevin Sutherland,70.62,1836,26
37,0,01388,Robert Gamez,70.63,1695,24
38,0,23621,Rory Sabbatini,70.64,1978,28
39,0,07223,Brian Bateman,70.65,1413,20
40,0,23320,Ryan Palmer,70.66,2049,29
41,0,27770,Camilo Villegas,70.67,2544,36
42,0,01810,Phil Mickelson,70.68,2403,34
43,0,20645,John Senden,70.69,1838,26
44,0,23325,Vaughn Taylor,70.70,1909,27
45,0,12510,Chad Campbell,70.74,2476,35
45,0,20382,Stephen Leaney,70.74,1910,27
47,0,06643,Paul Goydos,70.76,1486,21
47,0,23349,Charles Warren,70.76,1769,25
49,0,24024,Zach Johnson,70.78,2548,36
50,0,20472,Alex Cejka,70.81,1841,26
51,0,08537,J.P. Hayes,70.83,1275,18
