RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,26300,Matt Jones,93.4,1494,16
2,0,22405,Justin Rose,102.0,1224,12
3,0,25274,Steven Bowditch,104.6,1674,16
4,0,24912,Will MacKenzie,105.4,1476,14
5,0,30925,Dustin Johnson,114.0,1026,9
6,0,29420,Billy Horschel,115.7,1620,14
6,0,34360,Patrick Reed,115.7,1620,14
8,0,23320,Ryan Palmer,117.7,1530,13
9,0,25804,Bubba Watson,119.5,1314,11
10,0,26851,Marc Leishman,120.0,1440,12
11,0,27936,Martin Laird,124.0,1116,9
12,0,20229,Stewart Cink,126.0,1638,13
13,0,28237,Rory McIlroy,128.0,1152,9
14,0,32334,Charlie Beljan,129.6,1296,10
15,0,28780,Nicholas Thompson,132.5,1458,11
16,0,33418,Shawn Stefani,135.0,1080,8
17,0,21961,Charles Howell III,136.3,1908,14
18,0,25562,Andres Romero,138.6,1386,10
19,0,27644,Brian Harman,142.7,1998,14
20,0,25364,Paul Casey,144.0,1008,7
20,0,24358,Robert Garrigus,144.0,1440,10
20,0,36689,Brooks Koepka,144.0,1008,7
23,0,26679,Kevin Stadler,145.6,1602,11
24,0,30944,Jason Kokrak,146.3,1170,8
24,0,26951,Johnson Wagner,146.3,1170,8
26,0,25834,Daniel Summerhays,147.0,1764,12
27,0,24502,Adam Scott,153.0,1224,8
27,0,29518,Brendan Steele,153.0,1530,10
29,0,32448,James Hahn,160.0,1440,9
30,0,25686,Jason Dufner,162.0,972,6
31,0,34099,Harris English,165.6,1656,10
32,0,27933,John Merrick,166.0,1494,9
32,0,23623,Bo Van Pelt,166.0,1494,9
34,0,26596,Ryan Moore,168.0,1512,9
35,0,25396,Kevin Na,169.2,1692,10
36,0,28475,Jeff Overton,171.0,1368,8
36,0,30692,Scott Stallings,171.0,1368,8
38,0,31557,Jim Herman,174.0,1044,6
39,0,23621,Rory Sabbatini,175.5,1404,8
40,0,24494,Erik Compton,176.0,1584,9
41,0,34265,Will Wilcox,176.4,882,5
42,0,06522,Ernie Els,177.8,1422,8
42,0,24490,George McNeill,177.8,1422,8
44,0,22378,Trevor Immelman,180.0,1440,8
44,0,33413,Ben Martin,180.0,1440,8
44,0,32839,Hideki Matsuyama,180.0,1440,8
44,0,22046,Geoff Ogilvy,180.0,1440,8
44,0,20160,Charlie Wi,180.0,1260,7
49,0,23409,James Driscoll,182.6,1278,7
50,0,33122,Russell Knox,184.0,1656,9
51,0,21753,Brian Davis,186.0,1674,9
51,0,25572,Graeme McDowell,186.0,1116,6
51,0,26331,Charl Schwartzel,186.0,1116,6
54,0,32200,Roberto Castro,190.3,1332,7
55,0,35539,Luke Guthrie,191.3,1530,8
56,0,27408,Martin Kaymer,192.0,1152,6
57,0,30852,Ryo Ishikawa,192.9,1350,7
58,0,28259,Sangmoon Bae,195.4,1368,7
59,0,33461,Morgan Hoffmann,198.0,1782,9
59,0,20645,John Senden,198.0,1782,9
61,0,33419,Cameron Tringale,199.8,1998,10
62,0,27214,Kevin Streelman,200.6,1404,7
63,0,20396,Lee Westwood,201.6,1008,5
64,0,25345,Carl Pettersson,204.8,1638,8
65,0,29289,S.Y. Noh,207.0,1656,8
65,0,31323,Gary Woodland,207.0,1656,8
67,0,30926,Chris Kirk,208.0,1872,9
68,0,21209,Sergio Garcia,208.8,1044,5
