RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,28237,Rory McIlroy,26.22,302,1152
2,0,24502,Adam Scott,24.18,296,1224
3,0,25632,Jimmy Walker,23.50,406,1728
4,0,30925,Dustin Johnson,23.39,240,1026
5,0,26331,Charl Schwartzel,22.85,255,1116
6,0,25804,Bubba Watson,22.83,300,1314
7,0,23320,Ryan Palmer,22.68,347,1530
8,0,21528,Henrik Stenson,22.33,217,972
9,0,34046,Jordan Spieth,22.28,393,1764
10,0,30852,Ryo Ishikawa,22.15,299,1350
10,0,32839,Hideki Matsuyama,22.15,319,1440
12,0,36689,Brooks Koepka,22.02,222,1008
13,0,24358,Robert Garrigus,22.01,317,1440
14,0,12716,Charley Hoffman,21.98,368,1674
15,0,21209,Sergio Garcia,21.93,229,1044
16,0,22405,Justin Rose,21.90,268,1224
17,0,32102,Rickie Fowler,21.83,334,1530
18,0,27963,Chris Stroud,21.72,344,1584
19,0,30944,Jason Kokrak,21.71,254,1170
20,0,26596,Ryan Moore,21.69,328,1512
21,0,34099,Harris English,21.68,359,1656
22,0,32366,Kevin Chappell,21.64,374,1728
23,0,33141,Keegan Bradley,21.59,342,1584
23,0,23108,Matt Kuchar,21.59,342,1584
25,0,27436,Graham DeLaet,21.38,304,1422
26,0,25364,Paul Casey,21.33,215,1008
27,0,24490,George McNeill,21.24,302,1422
28,0,29221,Webb Simpson,21.23,321,1512
29,0,01810,Phil Mickelson,21.13,270,1278
30,0,25396,Kevin Na,21.10,357,1692
31,0,33461,Morgan Hoffmann,21.04,375,1782
31,0,35300,Andrew Loupe,21.04,231,1098
33,0,20396,Lee Westwood,21.03,212,1008
34,0,21961,Charles Howell III,21.02,401,1908
35,0,27408,Martin Kaymer,21.01,242,1152
36,0,35732,Wes Roach,20.99,238,1134
37,0,28259,Sangmoon Bae,20.98,287,1368
38,0,30926,Chris Kirk,20.94,392,1872
38,0,27770,Camilo Villegas,20.94,358,1710
40,0,34431,Robert Streb,20.89,267,1278
41,0,31560,Brian Stuard,20.88,327,1566
42,0,27141,J.B. Holmes,20.87,323,1548
43,0,29926,Danny Lee,20.83,300,1440
44,0,29420,Billy Horschel,20.80,337,1620
44,0,24912,Will MacKenzie,20.80,307,1476
46,0,25686,Jason Dufner,20.78,202,972
46,0,35539,Luke Guthrie,20.78,318,1530
48,0,20848,Ángel Cabrera,20.77,258,1242
48,0,31323,Gary Woodland,20.77,344,1656
50,0,26679,Kevin Stadler,20.72,332,1602
51,0,29518,Brendan Steele,20.65,316,1530
52,0,25572,Graeme McDowell,20.61,230,1116
53,0,34563,Chesson Hadley,20.57,311,1512
53,0,32150,Michael Thompson,20.57,274,1332
55,0,08075,Jerry Kelly,20.56,296,1440
56,0,28475,Jeff Overton,20.54,281,1368
56,0,24138,Ian Poulter,20.54,207,1008
58,0,28307,Matt Every,20.52,314,1530
59,0,27214,Kevin Streelman,20.51,288,1404
60,0,26851,Marc Leishman,20.49,295,1440
61,0,29479,Scott Brown,20.44,368,1800
62,0,24024,Zach Johnson,20.43,353,1728
63,0,29478,Kevin Kisner,20.39,312,1530
64,0,25562,Andres Romero,20.27,281,1386
65,0,24924,Bill Haas,20.26,383,1890
66,0,20098,Stuart Appleby,20.25,328,1620
66,0,34360,Patrick Reed,20.25,328,1620
68,0,23621,Rory Sabbatini,20.23,284,1404
69,0,27644,Brian Harman,20.17,403,1998
70,0,27936,Martin Laird,20.16,225,1116
71,0,02206,David Toms,20.07,224,1116
72,0,32334,Charlie Beljan,20.06,260,1296
73,0,30750,Tommy Gainey,20.05,249,1242
74,0,28089,Jason Day,20.02,173,864
75,0,26300,Matt Jones,20.01,299,1494
75,0,30927,Brendon Todd,20.01,389,1944
77,0,33413,Ben Martin,20.00,288,1440
77,0,27095,Nick Watney,20.00,270,1350
79,0,34098,Russell Henley,19.99,331,1656
80,0,29461,Jamie Lovemark,19.91,215,1080
81,0,29289,S.Y. Noh,19.87,329,1656
82,0,25345,Carl Pettersson,19.84,325,1638
82,0,25834,Daniel Summerhays,19.84,350,1764
84,0,22371,Aaron Baddeley,19.83,257,1296
85,0,24846,Ricky Barnes,19.82,314,1584
86,0,27649,Brandt Snedeker,19.80,310,1566
87,0,29740,Brad Fritsch,19.79,171,864
88,0,25274,Steven Bowditch,19.77,331,1674
89,0,31202,William McGirt,19.73,341,1728
90,0,21731,Freddie Jacobson,19.66,322,1638
91,0,20645,John Senden,19.64,350,1782
92,0,23623,Bo Van Pelt,19.54,292,1494
93,0,34261,Scott Langley,19.53,327,1674
94,0,28132,Tyrone Van Aswegen,19.52,274,1404
95,0,24781,Hunter Mahan,19.48,298,1530
95,0,27064,Jhonattan Vegas,19.48,263,1350
97,0,34021,Bud Cauley,19.44,196,1008
97,0,10809,Jim Furyk,19.44,280,1440
99,0,25444,Justin Hicks,19.42,346,1782
100,0,24507,Jason Bohn,19.41,283,1458
100,0,29425,Andrew Svoboda,19.41,269,1386
102,0,33122,Russell Knox,19.38,321,1656
102,0,24361,Pat Perez,19.38,293,1512
104,0,26758,David Hearn,19.36,338,1746
105,0,32640,Troy Merritt,19.35,216,1116
106,0,20229,Stewart Cink,19.29,316,1638
107,0,27895,Jonas Blixt,19.27,215,1116
108,0,23983,Luke Donald,19.25,194,1008
109,0,21753,Brian Davis,19.24,322,1674
110,0,26329,Louis Oosthuizen,19.20,159,828
111,0,24925,Jonathan Byrd,19.14,248,1296
111,0,20593,Greg Chalmers,19.14,279,1458
113,0,24494,Erik Compton,19.13,303,1584
114,0,33419,Cameron Tringale,19.12,382,1998
115,0,34409,David Lingmerth,19.08,261,1368
116,0,24357,K.J. Choi,19.03,274,1440
117,0,28500,Martin Flores,19.02,291,1530
118,0,23409,James Driscoll,19.01,243,1278
118,0,28486,Michael Putnam,19.01,349,1836
118,0,34264,Hudson Swafford,19.01,243,1278
121,0,33418,Shawn Stefani,18.98,205,1080
122,0,25191,Gonzalo Fernandez-Castaño,18.90,279,1476
123,0,22046,Geoff Ogilvy,18.89,272,1440
124,0,29535,Brice Garnett,18.88,299,1584
125,0,01706,Davis Love III,18.83,244,1296
126,0,23135,Tim Clark,18.81,254,1350
127,0,20104,Ken Duke,18.80,264,1404
128,0,06522,Ernie Els,18.78,267,1422
129,0,34265,Will Wilcox,18.71,165,882
130,0,23638,Brendon de Jonge,18.65,366,1962
131,0,27933,John Merrick,18.61,278,1494
131,0,30110,Kyle Stanley,18.61,278,1494
133,0,23800,Bryce Molder,18.49,243,1314
134,0,20157,Retief Goosen,18.46,299,1620
135,0,23541,Ben Crane,18.38,268,1458
135,0,35139,Richard Lee,18.38,258,1404
137,0,25900,Lucas Glover,18.35,218,1188
138,0,22621,Ben Curtis,18.34,241,1314
139,0,10885,Robert Allenby,18.31,267,1458
140,0,27120,Troy Matteson,18.30,191,1044
141,0,06567,Vijay Singh,18.27,273,1494
142,0,31557,Jim Herman,18.20,190,1044
143,0,27466,Spencer Levin,18.17,193,1062
143,0,31193,Jim Renner,18.17,193,1062
145,0,30692,Scott Stallings,18.13,248,1368
146,0,22293,Heath Slocum,18.12,225,1242
147,0,20160,Charlie Wi,18.10,228,1260
148,0,07867,Woody Austin,18.08,192,1062
