RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,28237,Rory McIlroy,1.84,302,164
2,0,21209,Sergio Garcia,1.76,229,130
3,0,24502,Adam Scott,1.71,296,173
4,0,30925,Dustin Johnson,1.62,240,148
5,0,10809,Jim Furyk,1.61,280,174
6,0,25804,Bubba Watson,1.60,300,188
7,0,25632,Jimmy Walker,1.55,406,262
8,0,23108,Matt Kuchar,1.51,342,226
9,0,33141,Keegan Bradley,1.49,342,229
10,0,25396,Kevin Na,1.48,357,241
11,0,22405,Justin Rose,1.46,268,184
12,0,27436,Graham DeLaet,1.45,304,210
13,0,32102,Rickie Fowler,1.44,334,232
14,0,28089,Jason Day,1.43,173,121
14,0,27963,Chris Stroud,1.43,344,240
16,0,24024,Zach Johnson,1.42,353,249
16,0,08075,Jerry Kelly,1.42,296,208
16,0,26331,Charl Schwartzel,1.42,255,180
19,0,12716,Charley Hoffman,1.41,368,261
20,0,21961,Charles Howell III,1.40,401,286
20,0,30944,Jason Kokrak,1.40,254,182
22,0,33122,Russell Knox,1.38,321,233
22,0,02206,David Toms,1.38,224,162
24,0,34099,Harris English,1.37,359,262
24,0,24924,Bill Haas,1.37,383,280
24,0,01810,Phil Mickelson,1.37,270,197
24,0,26596,Ryan Moore,1.37,328,240
24,0,23320,Ryan Palmer,1.37,347,253
24,0,34046,Jordan Spieth,1.37,393,287
30,0,25572,Graeme McDowell,1.36,230,169
31,0,32366,Kevin Chappell,1.35,374,278
31,0,30926,Chris Kirk,1.35,392,291
31,0,20645,John Senden,1.35,350,259
34,0,31323,Gary Woodland,1.34,344,256
35,0,30927,Brendon Todd,1.33,389,292
36,0,26758,David Hearn,1.31,338,258
36,0,29420,Billy Horschel,1.31,337,257
36,0,36689,Brooks Koepka,1.31,222,169
39,0,24490,George McNeill,1.29,302,235
39,0,31560,Brian Stuard,1.29,327,254
41,0,12510,Chad Campbell,1.28,172,134
41,0,33413,Ben Martin,1.28,288,225
41,0,32839,Hideki Matsuyama,1.28,319,250
41,0,21528,Henrik Stenson,1.28,217,169
45,0,29518,Brendan Steele,1.27,316,249
45,0,29425,Andrew Svoboda,1.27,269,212
47,0,25364,Paul Casey,1.26,215,170
47,0,35539,Luke Guthrie,1.26,318,252
47,0,27644,Brian Harman,1.26,403,320
47,0,30852,Ryo Ishikawa,1.26,299,237
47,0,34261,Scott Langley,1.26,327,260
47,0,29289,S.Y. Noh,1.26,329,261
47,0,28475,Jeff Overton,1.26,281,223
47,0,29221,Webb Simpson,1.26,321,254
47,0,25834,Daniel Summerhays,1.26,350,277
47,0,27770,Camilo Villegas,1.26,358,284
57,0,24846,Ricky Barnes,1.25,314,252
58,0,24358,Robert Garrigus,1.24,317,256
58,0,25444,Justin Hicks,1.24,346,278
58,0,29478,Kevin Kisner,1.24,312,251
58,0,34431,Robert Streb,1.24,267,216
58,0,33419,Cameron Tringale,1.24,382,308
63,0,29479,Scott Brown,1.23,368,300
63,0,21731,Freddie Jacobson,1.23,322,262
63,0,26851,Marc Leishman,1.23,295,240
63,0,31202,William McGirt,1.23,341,278
63,0,26679,Kevin Stadler,1.23,332,270
68,0,29740,Brad Fritsch,1.22,171,140
68,0,23623,Bo Van Pelt,1.22,292,240
70,0,20098,Stuart Appleby,1.21,328,272
70,0,34021,Bud Cauley,1.21,196,162
70,0,32150,Michael Thompson,1.21,274,226
70,0,27064,Jhonattan Vegas,1.21,263,217
74,0,24912,Will MacKenzie,1.20,307,256
75,0,24361,Pat Perez,1.19,293,246
76,0,29926,Danny Lee,1.18,300,255
76,0,25345,Carl Pettersson,1.18,325,275
76,0,34360,Patrick Reed,1.18,328,277
76,0,34265,Will Wilcox,1.18,165,140
80,0,33461,Morgan Hoffmann,1.17,375,320
80,0,27649,Brandt Snedeker,1.17,310,265
82,0,28307,Matt Every,1.16,314,271
82,0,29535,Brice Garnett,1.16,299,258
82,0,23800,Bryce Molder,1.16,243,210
82,0,33418,Shawn Stefani,1.16,205,176
86,0,20157,Retief Goosen,1.15,299,259
86,0,29222,Billy Hurley III,1.15,276,239
88,0,24507,Jason Bohn,1.14,283,249
88,0,27556,Ted Potter Jr.,1.14,209,184
88,0,28132,Tyrone Van Aswegen,1.14,274,241
88,0,27095,Nick Watney,1.14,270,237
