RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01945,Kenny Perry,38,5,4,10,2009270
2,0,24503,Jeff Klauk,34,0,1,6,2009440
3,0,24140,Sean O'Hair,32,1,1,8,2009230
4,0,28158,Steve Marino,30,1,4,18,2009020
4,0,20691,Greg Owen,30,3,4,10,2009440
4,0,23788,D.J. Trahan,30,2,1,9,2009290
7,0,32102,Rickie Fowler,29,1,4,11,2009440
7,0,23353,J.J. Henry,29,29,3,8,2009450
7,0,24912,Will MacKenzie,29,3,2,7,2009010
7,0,23800,Bryce Molder,29,1,3,6,2009450
11,0,24925,Jonathan Byrd,28,3,4,8,2009400
11,0,24449,Parker McLachlin,28,9,1,15,2009010
13,0,24924,Bill Haas,27,0,3,6,2009030
13,0,10423,Mike Weir,27,4,4,15,2009280
15,0,08931,Glen Day,26,2,4,7,2009020
15,0,01320,Bob Estes,26,0,2,18,2009290
15,0,24358,Robert Garrigus,26,2,2,1,2009370
15,0,27060,John Mallinger,26,0,1,11,2009030
15,0,23497,Tag Ridings,26,1,3,12,2009300
20,0,23778,Brad Adamonis,25,0,1,15,2009030
20,0,19846,Brian Gay,25,11,4,15,2009020
20,0,10860,Justin Leonard,25,1,1,13,2009010
23,0,01553,John Huston,24,0,3,11,2009030
23,0,01938,David Peoples,24,2,1,6,2009300
23,0,01941,Tom Pernice Jr.,24,3,3,8,2009450
23,0,10425,Jay Williamson,24,3,1,3,2009420
27,0,23135,Tim Clark,23,11,2,14,2009030
27,0,10809,Jim Furyk,23,6,1,1,2009390
27,0,01473,Todd Hamilton,23,4,2,9,2009370
27,0,25818,Scott Piercy,23,0,1,15,2009420
27,0,20645,John Senden,23,3,4,11,2009220
27,0,27963,Chris Stroud,23,6,2,9,2009440
27,0,06595,Kevin Sutherland,23,0,4,5,2009030
27,0,23623,Bo Van Pelt,23,0,2,9,2009150
35,0,24846,Ricky Barnes,22,5,2,11,2009480
35,0,22621,Ben Curtis,22,2,2,18,2009270
35,0,27936,Martin Laird,22,8,1,15,2009220
35,0,27120,Troy Matteson,22,0,4,11,2009390
35,0,27214,Kevin Streelman,22,1,2,7,2009290
35,0,25804,Bubba Watson,22,2,4,6,2009390
41,0,23614,Rich Beem,21,2,2,1,2009370
41,0,20070,Matt Bettencourt,21,0,2,12,2009290
41,0,30711,Colt Knost,21,0,3,8,2009420
