RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01876,Greg Norman,+2.59,69.48,72.07
2,0,01968,Nick Price,+2.08,69.75,71.83
3,0,01378,David Frost,+1.78,70.12,71.90
4,0,02146,Payne Stewart,+1.75,70.10,71.85
5,0,01042,Paul Azinger,+1.64,70.40,72.04
6,0,01226,Fred Couples,+1.60,70.42,72.02
7,0,01633,Tom Kite,+1.51,70.13,71.64
8,0,01928,Corey Pavin,+1.46,70.27,71.73
9,0,02321,Fuzzy Zoeller,+1.38,70.39,71.77
10,0,01837,Gil Morgan,+1.31,70.05,71.36
11,0,01313,Steve Elkington,+1.30,70.31,71.61
12,0,01331,Rick Fehr,+1.29,70.40,71.69
13,0,01783,Mark McCumber,+1.28,70.61,71.89
14,0,01577,Lee Janzen,+1.24,70.91,72.15
14,0,01823,Larry Mize,+1.24,70.55,71.79
16,0,01677,Tom Lehman,+1.17,70.67,71.84
16,0,02256,Tom Watson,+1.17,70.84,72.01
18,0,01724,Jeff Maggert,+1.13,70.67,71.80
19,0,02099,Scott Simpson,+1.12,70.82,71.94
20,0,01527,Scott Hoch,+1.11,70.49,71.60
21,0,01320,Bob Estes,+1.10,70.68,71.78
22,0,01418,Bill Glasson,+1.08,70.46,71.54
23,0,01475,Donnie Hammond,+1.07,70.84,71.91
23,0,01559,Hale Irwin,+1.07,70.66,71.73
23,0,01706,Davis Love III,+1.07,70.58,71.65
26,0,01457,Jay Haas,+1.04,70.71,71.75
27,0,01200,Keith Clearwater,+1.00,70.73,71.73
27,0,01569,Peter Jacobsen,+1.00,70.95,71.95
29,0,01306,David Edwards,+.99,70.47,71.46
29,0,02159,Curtis Strange,+.99,70.72,71.71
31,0,01361,Dan Forsman,+.97,70.67,71.64
32,0,01219,John Cook,+.95,70.90,71.85
33,0,01648,Billy Kratzert,+.94,70.83,71.77
34,0,01553,John Huston,+.87,70.74,71.61
35,0,02101,Joey Sindelar,+.84,71.49,72.33
36,0,01797,Rocco Mediate,+.82,71.11,71.93
36,0,02010,Loren Roberts,+.82,70.84,71.66
38,0,01495,Morris Hatalsky,+.81,71.05,71.86
39,0,01161,Mark Calcavecchia,+.80,71.11,71.91
40,0,01132,Mark Brooks,+.79,71.12,71.91
40,0,01682,Wayne Levi,+.79,71.09,71.88
42,0,01072,Chip Beck,+.77,71.33,72.10
43,0,01701,Bob Lohr,+.76,70.95,71.71
44,0,01203,Russ Cochran,+.73,70.89,71.62
44,0,06090,Jim McGovern,+.73,71.15,71.88
46,0,01329,Brad Faxon,+.72,71.17,71.89
47,0,02133,Craig Stadler,+.71,71.19,71.90
48,0,02279,Mark Wiebe,+.70,71.16,71.86
49,0,01201,Lennie Clements,+.63,70.89,71.52
50,0,02294,Willie Wood,+.62,71.30,71.92
51,0,01381,Fred Funk,+.61,71.08,71.69
51,0,02225,Howard Twitty,+.61,71.16,71.77
53,0,01920,Craig Parry,+.58,71.44,72.02
53,0,02267,D.A. Weibring,+.58,71.05,71.63
55,0,01014,Fulton Allem,+.57,71.24,71.81
55,0,01024,Billy Andrade,+.57,71.54,72.11
55,0,01690,Bruce Lietzke,+.57,70.88,71.45
55,0,01945,Kenny Perry,+.57,71.26,71.83
59,0,06124,Patrick Burke,+.55,71.68,72.23
60,0,01971,Dillard Pruitt,+.52,71.16,71.68
61,0,01143,Brad Bryant,+.51,71.31,71.82
61,0,01385,Jim Gallagher Jr.,+.51,71.33,71.84
63,0,01353,Bruce Fleisher,+.50,71.26,71.76
63,0,06575,Dudley Hart,+.50,71.59,72.09
63,0,02214,Kirk Triplett,+.50,71.31,71.81
66,0,01771,Blaine McCallister,+.49,71.00,71.49
66,0,01887,Mark O'Meara,+.49,71.27,71.76
68,0,01510,Nolan Henke,+.46,71.32,71.78
69,0,01261,Jay Delsing,+.45,71.42,71.87
69,0,01607,Brian Kamm,+.45,71.18,71.63
69,0,02190,Doug Tewell,+.45,71.65,72.10
72,0,01197,Bobby Clampett,+.44,71.48,71.92
72,0,01766,Billy Mayfair,+.44,71.16,71.60
74,0,01196,Brian Claar,+.43,71.18,71.61
75,0,01926,Steve Pate,+.41,71.22,71.63
76,0,02100,Tim Simpson,+.40,71.32,71.72
77,0,01235,Ben Crenshaw,+.37,71.53,71.90
78,0,01958,Dan Pohl,+.36,71.44,71.80
79,0,01707,Steve Lowery,+.33,71.31,71.64
80,0,06197,Michael Allen,+.30,71.82,72.12
80,0,01723,Andrew Magee,+.30,71.35,71.65
80,0,01755,Dick Mast,+.30,71.64,71.94
80,0,02224,Greg Twiggs,+.30,71.58,71.88
84,0,01185,Brandel Chamblee,+.29,71.48,71.77
84,0,01736,Roger Maltbie,+.29,71.24,71.53
84,0,02242,Lanny Wadkins,+.29,71.13,71.42
