RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,33419,Cameron Tringale,27.19,707,26
2,0,34466,Peter Malnati,27.66,802,29
3,0,34046,Jordan Spieth,27.71,665,24
4,0,34360,Patrick Reed,27.73,610,22
4,0,27330,Josh Teater,27.73,416,15
6,0,27644,Brian Harman,27.78,750,27
7,0,28679,Fabián Gómez,27.95,615,22
7,0,24138,Ian Poulter,27.95,559,20
9,0,23325,Vaughn Taylor,27.96,783,28
10,0,12716,Charley Hoffman,28.00,784,28
10,0,35891,Cameron Smith,28.00,616,22
12,0,36801,Mark Hubbard,28.07,842,30
13,0,51766,Wyndham Clark,28.08,702,25
14,0,26300,Matt Jones,28.14,816,29
15,0,32618,Rhein Gibson,28.19,592,21
16,0,29725,Tony Finau,28.20,705,25
17,0,35532,Tom Hoge,28.22,903,32
17,0,46046,Scottie Scheffler,28.22,762,27
19,0,48887,Matt Wallace,28.25,452,16
20,0,31420,Anirban Lahiri,28.27,622,22
21,0,27556,Ted Potter Jr.,28.28,707,25
22,0,47504,Sam Burns,28.29,679,24
22,0,48822,Sebastián Muñoz,28.29,877,31
24,0,33413,Ben Martin,28.31,453,16
24,0,22405,Justin Rose,28.31,453,16
26,0,33120,Mark Anderson,28.32,538,19
26,0,33448,Justin Thomas,28.32,623,22
28,0,34098,Russell Henley,28.33,680,24
29,0,32757,Patton Kizzire,28.34,822,29
30,0,45157,Cam Davis,28.35,737,26
31,0,24781,Hunter Mahan,28.36,709,25
32,0,33597,Harry Higgs,28.37,766,27
32,0,46441,Robby Shelton,28.37,851,30
34,0,32139,Danny Willett,28.40,426,15
35,0,27554,Scott Harrington,28.46,797,28
35,0,32816,Satoshi Kodaira,28.46,740,26
35,0,28775,Nate Lashley,28.46,683,24
38,0,46442,Maverick McNealy,28.50,684,24
39,0,47959,Bryson DeChambeau,28.52,599,21
40,0,32102,Rickie Fowler,28.54,685,24
40,0,46402,Talor Gooch,28.54,742,26
42,0,26329,Louis Oosthuizen,28.58,543,19
43,0,28252,Seamus Power,28.59,486,17
44,0,48081,Xander Schauffele,28.60,572,20
45,0,35617,Martin Trainer,28.62,744,26
46,0,27349,Alex Noren,28.63,687,24
47,0,30944,Jason Kokrak,28.64,716,25
48,0,27649,Brandt Snedeker,28.65,745,26
49,0,37455,Si Woo Kim,28.66,831,29
50,0,34431,Robert Streb,28.67,774,27
50,0,40006,Erik van Rooyen,28.67,688,24
52,0,53165,Doc Redman,28.68,717,25
52,0,30692,Scott Stallings,28.68,717,25
54,0,32070,Rafael Campos,28.70,660,23
54,0,36689,Brooks Koepka,28.70,574,20
54,0,47993,Denny McCarthy,28.70,861,30
54,0,49960,Sepp Straka,28.70,861,30
58,0,34314,Sebastian Cappelen,28.71,603,21
59,0,34076,Joel Dahmen,28.72,718,25
59,0,51894,Vince Whaley,28.72,718,25
61,0,32150,Michael Thompson,28.73,632,22
62,0,35506,Mackenzie Hughes,28.74,776,27
62,0,39546,Keith Mitchell,28.74,776,27
64,0,22371,Aaron Baddeley,28.75,575,20
65,0,48119,Ben Taylor,28.76,489,17
66,0,39953,Chase Seiffert,28.77,748,26
67,0,27214,Kevin Streelman,28.79,806,28
67,0,31560,Brian Stuard,28.79,950,33
69,0,28237,Rory McIlroy,28.80,576,20
69,0,27942,Rob Oppenheim,28.80,720,25
69,0,25632,Jimmy Walker,28.80,720,25
72,0,32791,K.H. Lee,28.81,922,32
72,0,35658,Kris Ventura,28.81,778,27
74,0,29479,Scott Brown,28.82,807,28
74,0,35450,Patrick Cantlay,28.82,634,22
76,0,34563,Chesson Hadley,28.84,721,25
77,0,39977,Max Homa,28.85,750,26
77,0,30925,Dustin Johnson,28.85,577,20
