RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,01876,Greg Norman,10.80,105,972
2,0,01837,Gil Morgan,11.76,180,1530
3,0,01968,Nick Price,12.56,156,1242
4,0,02146,Payne Stewart,13.00,220,1692
5,0,01928,Corey Pavin,13.06,214,1638
6,0,01331,Rick Fehr,13.40,234,1746
7,0,01418,Bill Glasson,13.60,186,1368
8,0,02010,Loren Roberts,13.98,239,1710
9,0,01306,David Edwards,14.07,195,1386
10,0,01378,David Frost,14.08,185,1314
11,0,02321,Fuzzy Zoeller,14.21,179,1260
12,0,01042,Paul Azinger,14.24,205,1440
13,0,01823,Larry Mize,14.25,195,1368
14,0,01457,Jay Haas,14.36,287,1998
15,0,01527,Scott Hoch,14.37,238,1656
16,0,01361,Dan Forsman,14.43,226,1566
16,0,01559,Hale Irwin,14.43,174,1206
18,0,01648,Billy Kratzert,14.53,136,936
19,0,01690,Bruce Lietzke,14.56,131,900
19,0,02159,Curtis Strange,14.56,207,1422
21,0,01633,Tom Kite,14.62,179,1224
22,0,01569,Peter Jacobsen,14.63,208,1422
23,0,01313,Steve Elkington,14.65,232,1584
24,0,01677,Tom Lehman,14.78,250,1692
25,0,01475,Donnie Hammond,14.79,221,1494
26,0,01701,Bob Lohr,14.81,224,1512
27,0,01783,Mark McCumber,14.86,206,1386
28,0,01132,Mark Brooks,14.91,255,1710
29,0,01706,Davis Love III,15.10,269,1782
30,0,01320,Bob Estes,15.12,264,1746
30,0,01971,Dillard Pruitt,15.12,234,1548
32,0,01346,Ed Fiori,15.20,260,1710
33,0,02267,D.A. Weibring,15.24,203,1332
34,0,01226,Fred Couples,15.26,195,1278
35,0,01219,John Cook,15.28,231,1512
35,0,01495,Morris Hatalsky,15.28,165,1080
37,0,01797,Rocco Mediate,15.39,241,1566
38,0,02294,Willie Wood,15.44,214,1386
39,0,02099,Scott Simpson,15.46,217,1404
40,0,01381,Fred Funk,15.70,325,2070
41,0,02133,Craig Stadler,15.75,224,1422
42,0,01201,Lennie Clements,15.76,227,1440
43,0,01553,John Huston,15.77,315,1998
44,0,02242,Lanny Wadkins,15.79,199,1260
45,0,01196,Brian Claar,15.84,305,1926
46,0,01766,Billy Mayfair,15.90,312,1962
47,0,01200,Keith Clearwater,15.97,296,1854
47,0,01926,Steve Pate,15.97,253,1584
49,0,01060,Dave Barr,16.02,271,1692
50,0,01723,Andrew Magee,16.07,214,1332
50,0,02100,Tim Simpson,16.07,243,1512
52,0,06575,Dudley Hart,16.18,265,1638
53,0,01203,Russ Cochran,16.19,274,1692
54,0,01724,Jeff Maggert,16.23,260,1602
55,0,02279,Mark Wiebe,16.30,264,1620
56,0,02190,Doug Tewell,16.31,185,1134
57,0,02214,Kirk Triplett,16.36,268,1638
58,0,01736,Roger Maltbie,16.38,171,1044
59,0,01887,Mark O'Meara,16.41,251,1530
60,0,01577,Lee Janzen,16.43,275,1674
61,0,01072,Chip Beck,16.48,261,1584
62,0,02101,Joey Sindelar,16.59,212,1278
63,0,01958,Dan Pohl,16.67,156,936
64,0,02104,Jeff Sluman,16.72,292,1746
65,0,01353,Bruce Fleisher,16.73,265,1584
65,0,01385,Jim Gallagher Jr.,16.73,268,1602
65,0,02180,Harry Taylor,16.73,262,1566
68,0,06124,Patrick Burke,16.76,172,1026
69,0,01771,Blaine McCallister,16.86,264,1566
70,0,01288,Ed Dougherty,16.87,334,1980
70,0,02256,Tom Watson,16.87,170,1008
72,0,01261,Jay Delsing,16.89,301,1782
73,0,01161,Mark Calcavecchia,16.90,289,1710
74,0,06044,Scott Gump,16.91,277,1638
75,0,01235,Ben Crenshaw,16.98,214,1260
76,0,01093,Ronnie Black,16.99,266,1566
76,0,01607,Brian Kamm,16.99,260,1530
78,0,01557,John Inman,17.01,297,1746
79,0,02033,Dave Rummells,17.02,242,1422
80,0,01006,John Adams,17.03,282,1656
81,0,01197,Bobby Clampett,17.08,166,972
82,0,07569,Mark Carnevale,17.14,290,1692
83,0,01946,Peter Persons,17.16,278,1620
83,0,02225,Howard Twitty,17.16,281,1638
85,0,06090,Jim McGovern,17.24,363,2106
86,0,01707,Steve Lowery,17.28,336,1944
86,0,01945,Kenny Perry,17.28,283,1638
88,0,01185,Brandel Chamblee,17.34,259,1494
89,0,01715,Mark Lye,17.35,203,1170
90,0,01024,Billy Andrade,17.39,288,1656
91,0,02131,Mike Springer,17.42,254,1458
92,0,01938,David Peoples,17.48,258,1476
93,0,01129,Bill Britton,17.49,277,1584
94,0,01891,David Ogrin,17.57,291,1656
95,0,02322,Richard Zokol,17.58,231,1314
96,0,01329,Brad Faxon,17.59,266,1512
97,0,01143,Brad Bryant,17.60,320,1818
98,0,01510,Nolan Henke,17.62,295,1674
98,0,01550,Ed Humenik,17.62,295,1674
100,0,01307,Joel Edwards,17.67,283,1602
101,0,01682,Wayne Levi,17.70,239,1350
102,0,01014,Fulton Allem,17.78,288,1620
103,0,02224,Greg Twiggs,17.79,285,1602
104,0,02185,Lance Ten Broeck,17.81,311,1746
105,0,01619,Skip Kendall,17.82,308,1728
