RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,01876,Greg Norman,1.74,94,54
2,0,01837,Gil Morgan,1.95,168,86
3,0,01418,Bill Glasson,2.08,160,77
4,0,01968,Nick Price,2.09,144,69
5,0,02146,Payne Stewart,2.14,201,94
6,0,01928,Corey Pavin,2.15,196,91
7,0,01331,Rick Fehr,2.20,216,98
7,0,02321,Fuzzy Zoeller,2.20,156,71
9,0,01378,David Frost,2.25,164,73
10,0,01306,David Edwards,2.27,177,78
11,0,02159,Curtis Strange,2.28,180,79
12,0,01042,Paul Azinger,2.30,186,81
12,0,01361,Dan Forsman,2.30,200,87
14,0,01690,Bruce Lietzke,2.32,116,50
14,0,02010,Loren Roberts,2.32,220,95
16,0,01203,Russ Cochran,2.34,222,95
16,0,01701,Bob Lohr,2.34,199,85
18,0,01475,Donnie Hammond,2.35,195,83
18,0,01527,Scott Hoch,2.35,219,93
18,0,01569,Peter Jacobsen,2.35,186,79
21,0,01706,Davis Love III,2.37,237,100
22,0,01132,Mark Brooks,2.38,226,95
23,0,01219,John Cook,2.39,203,85
24,0,01457,Jay Haas,2.40,266,111
24,0,01633,Tom Kite,2.40,163,68
26,0,02099,Scott Simpson,2.41,188,78
26,0,02242,Lanny Wadkins,2.41,169,70
28,0,01559,Hale Irwin,2.42,162,67
28,0,01677,Tom Lehman,2.42,230,95
30,0,01823,Larry Mize,2.43,185,76
31,0,01320,Bob Estes,2.45,240,98
31,0,01783,Mark McCumber,2.45,191,78
31,0,02133,Craig Stadler,2.45,196,80
34,0,02267,D.A. Weibring,2.47,185,75
35,0,01226,Fred Couples,2.48,176,71
36,0,01971,Dillard Pruitt,2.50,215,86
37,0,01313,Steve Elkington,2.51,221,88
37,0,02101,Joey Sindelar,2.51,178,71
39,0,01797,Rocco Mediate,2.52,219,87
40,0,01495,Morris Hatalsky,2.53,152,60
40,0,01723,Andrew Magee,2.53,187,74
42,0,01648,Billy Kratzert,2.54,132,52
43,0,01887,Mark O'Meara,2.55,219,86
43,0,02100,Tim Simpson,2.55,217,85
