RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
43,0,02214,Kirk Triplett,2.55,235,92
46,0,01200,Keith Clearwater,2.56,266,104
46,0,06575,Dudley Hart,2.56,233,91
46,0,01553,John Huston,2.56,287,112
49,0,01346,Ed Fiori,2.57,244,95
50,0,01381,Fred Funk,2.58,297,115
50,0,01766,Billy Mayfair,2.58,284,110
50,0,01926,Steve Pate,2.58,230,89
50,0,02294,Willie Wood,2.58,201,78
54,0,01196,Brian Claar,2.59,280,108
54,0,01201,Lennie Clements,2.59,207,80
56,0,01724,Jeff Maggert,2.62,233,89
57,0,01235,Ben Crenshaw,2.63,187,71
57,0,06044,Scott Gump,2.63,242,92
57,0,02279,Mark Wiebe,2.63,237,90
60,0,01261,Jay Delsing,2.65,265,100
60,0,01577,Lee Janzen,2.65,246,93
60,0,02190,Doug Tewell,2.65,167,63
63,0,01607,Brian Kamm,2.66,229,86
63,0,01938,David Peoples,2.66,221,83
65,0,01771,Blaine McCallister,2.67,235,88
66,0,06124,Patrick Burke,2.68,153,57
66,0,07569,Mark Carnevale,2.68,252,94
66,0,01707,Steve Lowery,2.68,292,109
66,0,01736,Roger Maltbie,2.68,158,59
70,0,01161,Mark Calcavecchia,2.69,256,95
71,0,01060,Dave Barr,2.70,254,94
71,0,01682,Wayne Levi,2.70,205,76
71,0,02033,Dave Rummells,2.70,213,79
74,0,01098,Jay Don Blake,2.71,214,79
74,0,01385,Jim Gallagher Jr.,2.71,241,89
76,0,01288,Ed Dougherty,2.72,302,111
77,0,01072,Chip Beck,2.73,240,88
77,0,01093,Ronnie Black,2.73,240,88
77,0,02180,Harry Taylor,2.73,240,88
77,0,06589,Jeff Woodland,2.73,216,79
81,0,02104,Jeff Sluman,2.74,266,97
81,0,02322,Richard Zokol,2.74,203,74
83,0,02049,Gene Sauers,2.75,261,95
83,0,02225,Howard Twitty,2.75,253,92
85,0,01006,John Adams,2.76,254,92
86,0,01024,Billy Andrade,2.77,255,92
86,0,01185,Brandel Chamblee,2.77,230,83
86,0,01557,John Inman,2.77,271,98
86,0,01958,Dan Pohl,2.77,144,52
86,0,02131,Mike Springer,2.77,227,82
91,0,01619,Skip Kendall,2.78,267,96
92,0,01143,Brad Bryant,2.79,282,101
92,0,01946,Peter Persons,2.79,251,90
92,0,02224,Greg Twiggs,2.79,248,89
92,0,02256,Tom Watson,2.79,156,56
96,0,01197,Bobby Clampett,2.80,151,54
96,0,01945,Kenny Perry,2.80,255,91
98,0,01329,Brad Faxon,2.81,239,85
98,0,01550,Ed Humenik,2.81,261,93
100,0,06090,Jim McGovern,2.82,333,118
100,0,02007,Larry Rinker,2.82,209,74
102,0,01444,Ken Green,2.83,170,60
103,0,02245,Grant Waite,2.84,256,90
104,0,01353,Bruce Fleisher,2.85,254,89
104,0,01414,Bob Gilder,2.85,222,78
104,0,01510,Nolan Henke,2.85,265,93
107,0,01129,Bill Britton,2.87,255,89
107,0,06332,Neal Lancaster,2.87,287,100
109,0,06034,Marco Dawson,2.88,302,105
109,0,01810,Phil Mickelson,2.88,210,73
109,0,08045,Perry Moss,2.88,248,86
112,0,01014,Fulton Allem,2.90,261,90
112,0,01249,John Daly,2.90,206,71
112,0,01846,Jodie Mudd,2.90,171,59
115,0,06128,Steve Lamontagne,2.91,285,98
115,0,01891,David Ogrin,2.91,268,92
117,0,01408,Kelly Gibson,2.92,298,102
117,0,01715,Mark Lye,2.92,190,65
119,0,02185,Lance Ten Broeck,2.93,284,97
120,0,06086,Russell Beiersdorf,2.94,294,100
120,0,01307,Joel Edwards,2.94,265,90
120,0,06566,Jaime Gomez,2.94,250,85
120,0,02090,Tom Sieckmann,2.94,282,96
120,0,02217,Dennis Trixler,2.94,241,82
125,0,01284,Mike Donald,2.95,271,92
125,0,06058,John Flannery,2.95,304,103
125,0,01920,Craig Parry,2.95,215,73
128,0,01388,Robert Gamez,2.96,240,81
129,0,01049,Ian Baker-Finch,2.98,182,61
129,0,06643,Paul Goydos,2.98,283,95
131,0,02246,Duffy Waldorf,2.99,239,80
132,0,01218,Jeff Cook,3.00,249,83
132,0,01468,Gary Hallberg,3.00,273,91
132,0,02135,Mike Standly,3.00,279,93
135,0,01096,Phil Blackmar,3.01,268,89
136,0,02111,Mike Smith,3.02,272,90
136,0,02201,Jim Thorpe,3.02,169,56
138,0,06617,Brian Henninger,3.03,273,90
139,0,01116,Michael Bradley,3.05,241,79
139,0,05319,Gene Jones,3.05,174,57
139,0,01725,John Mahaffey,3.05,223,73
139,0,01975,Tom Purtzer,3.05,171,56
139,0,02170,Hal Sutton,3.05,259,85
144,0,06197,Michael Allen,3.06,257,84
145,0,01443,Hubert Green,3.07,166,54
146,0,01755,Dick Mast,3.08,268,87
147,0,01191,Barry Cheesman,3.09,269,87
147,0,01864,Larry Nelson,3.09,170,55
147,0,01890,Brett Ogle,3.09,173,56
147,0,02067,Ted Schulz,3.09,294,95
151,0,01282,Trevor Dodds,3.10,254,82
151,0,01549,Mike Hulbert,3.10,310,100
153,0,02298,Jim Woodward,3.12,159,51
154,0,01035,Tommy Armour III,3.13,175,56
154,0,01533,P.H. Horgan III,3.13,272,87
156,0,01323,Brad Fabel,3.15,258,82
156,0,06012,Greg Kraft,3.15,227,72
158,0,02218,Ted Tryba,3.16,297,94
158,0,02303,Robert Wrenn,3.16,256,81
160,0,01849,Bill Murchison,3.17,171,54
161,0,02223,Bob Tway,3.18,216,68
162,0,06144,John Dowdall,3.19,172,54
162,0,01374,Robin Freeman,3.19,274,86
164,0,02241,Bobby Wadkins,3.20,208,65
165,0,01157,Tom Byrum,3.21,244,76
166,0,10195,Tim Conley,3.24,204,63
166,0,06136,Mike Schuchart,3.24,233,72
166,0,02206,David Toms,3.24,272,84
169,0,06006,JC Anderson,3.25,250,77
169,0,01934,Dave Peege,3.25,185,57
171,0,01248,Rick Dalpos,3.27,229,70
172,0,01390,Buddy Gardner,3.28,213,65
173,0,01435,Wayne Grady,3.33,173,52
174,0,01564,David Jackson,3.34,291,87
174,0,08759,Tad Rhyan,3.34,264,79
176,0,08553,Lee Porter,3.35,171,51
177,0,06284,Jim Hallet,3.38,304,90
178,0,06599,John Elliott,3.43,264,77
179,0,01761,Len Mattiace,3.44,268,78
180,0,06691,Greg Cesario,3.45,214,62
180,0,10795,Neale Smith,3.45,193,56
182,0,01068,Andy Bean,3.46,211,61
183,0,02255,Denis Watson,3.50,217,62
184,0,01659,Massy Kuramoto,3.54,216,61
185,0,10207,Jimmy Johnston,3.55,245,69
186,0,06401,Marty Schiene,3.58,222,62
187,0,06247,David Delong,3.60,187,52
188,0,01469,Dan Halldorson,3.65,288,79
189,0,01930,Eddie Pearce,3.66,227,62
