RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
47,0,27064,Jhonattan Vegas,18' 8",74.667,4,37,5
50,0,34046,Jordan Spieth,18' 7",55.833,3,36,9
51,0,32150,Michael Thompson,18' 6",74.083,4,48,6
52,0,26331,Charl Schwartzel,18' 5",73.667,4,43,9
53,0,22371,Aaron Baddeley,18' 4",18.333,1,18,18
54,0,36801,Mark Hubbard,18' 3",109.583,6,33,11
55,0,33141,Keegan Bradley,18' 1",108.417,6,45,2
55,0,34174,John Huh,18' 1",54.250,3,26,8
57,0,39324,J.J. Spaun,17' 8",106.167,6,57,6
58,0,27974,Sung Kang,17' 3",103.583,6,30,2
59,0,31202,William McGirt,17' 2",103.167,6,56,2
60,0,47128,Richy Werenski,17' 0",68.083,4,30,5
61,0,29720,Andres Gonzales,16' 5",82.083,5,38,2
62,0,21209,Sergio Garcia,16' 0",16.000,1,16,16
62,0,30852,Ryo Ishikawa,16' 0",31.917,2,23,9
64,0,19803,Ryan Armour,15' 9",31.500,2,19,12
65,0,30692,Scott Stallings,15' 4",61.417,4,22,5
66,0,37454,Whee Kim,15' 1",60.333,4,22,10
67,0,27895,Jonas Blixt,15' 0",60.000,4,36,3
67,0,25240,D.A. Points,15' 0",15.000,1,15,15
69,0,46550,Brandon Hagy,14' 11",134.083,9,28,6
70,0,32640,Troy Merritt,14' 10",44.500,3,28,3
71,0,24361,Pat Perez,14' 9",59.083,4,19,9
71,0,29485,Brett Stegmaier,14' 9",88.417,6,30,3
71,0,32333,Kevin Tway,14' 9",88.667,6,38,5
74,0,34098,Russell Henley,14' 8",58.750,4,19,4
75,0,40026,Daniel Berger,14' 6",72.417,5,25,8
76,0,29725,Tony Finau,14' 1",196.667,14,34,2
76,0,29420,Billy Horschel,14' 1",14.083,1,14,14
78,0,23497,Tag Ridings,14' 0",56.000,4,44,3
79,0,34213,Grayson Murray,13' 9",55.000,4,19,4
80,0,29221,Webb Simpson,13' 7",108.333,8,37,5
81,0,24846,Ricky Barnes,13' 4",93.417,7,29,2
81,0,29222,Billy Hurley III,13' 4",40.083,3,29,3
83,0,27936,Martin Laird,13' 2",105.167,8,33,3
84,0,35532,Tom Hoge,13' 0",13.000,1,13,13
84,0,26329,Louis Oosthuizen,13' 0",78.083,6,34,5
84,0,26476,Chez Reavie,13' 0",51.917,4,22,8
87,0,27466,Spencer Levin,12' 11",38.750,3,18,7
87,0,27129,Luke List,12' 11",141.917,11,46,2
89,0,29479,Scott Brown,12' 10",38.583,3,25,3
90,0,33948,Byeong Hun An,12' 9",63.917,5,29,2
90,0,25364,Paul Casey,12' 9",63.667,5,17,10
92,0,30944,Jason Kokrak,12' 6",49.917,4,27,5
93,0,46443,Brian Campbell,12' 5",24.750,2,13,12
94,0,33419,Cameron Tringale,12' 4",37.000,3,19,6
95,0,34021,Bud Cauley,12' 3",49.000,4,18,9
95,0,25686,Jason Dufner,12' 3",85.833,7,21,7
95,0,46440,Smylie Kaufman,12' 3",49.083,4,18,10
95,0,34409,David Lingmerth,12' 3",48.833,4,29,3
99,0,28093,Miguel Angel Carballo,12' 2",72.917,6,22,4
99,0,20157,Retief Goosen,12' 2",24.333,2,18,6
99,0,27644,Brian Harman,12' 2",72.917,6,29,2
102,0,24781,Hunter Mahan,12' 1",60.333,5,20,7
103,0,35506,Mackenzie Hughes,12' 0",24.000,2,16,8
103,0,39975,Michael Kim,12' 0",35.917,3,17,7
105,0,20472,Alex Cejka,11' 11",23.750,2,16,7
105,0,29974,Branden Grace,11' 11",35.667,3,20,3
105,0,32448,James Hahn,11' 11",71.250,6,19,5
105,0,12716,Charley Hoffman,11' 11",95.000,8,27,3
109,0,24507,Jason Bohn,11' 10",23.583,2,16,7
110,0,32200,Roberto Castro,11' 9",23.417,2,17,7
111,0,32102,Rickie Fowler,11' 8",23.333,2,14,10
111,0,35879,Kelly Kraft,11' 8",35.083,3,25,3
113,0,35300,Andrew Loupe,11' 7",80.833,7,29,4
114,0,27141,J.B. Holmes,11' 5",80.083,7,25,2
115,0,24358,Robert Garrigus,11' 3",45.000,4,24,3
116,0,25900,Lucas Glover,11' 2",55.667,5,21,4
117,0,28307,Matt Every,11' 1",22.083,2,12,10
118,0,28420,Ryan Brehm,10' 11",43.500,4,19,5
118,0,33418,Shawn Stefani,10' 11",65.250,6,15,4
120,0,29518,Brendan Steele,10' 10",64.750,6,21,6
120,0,31560,Brian Stuard,10' 10",10.833,1,11,11
122,0,27214,Kevin Streelman,10' 9",43.083,4,19,5
123,0,31416,Derek Fathauer,10' 7",21.083,2,14,7
123,0,23353,J.J. Henry,10' 7",52.750,5,18,4
125,0,33461,Morgan Hoffmann,10' 6",31.583,3,17,5
126,0,40058,Zac Blair,10' 3",30.667,3,25,1
126,0,29223,Sam Saunders,10' 3",10.250,1,10,10
128,0,23983,Luke Donald,10' 0",30.083,3,17,4
128,0,28500,Martin Flores,10' 0",70.083,7,19,4
128,0,19846,Brian Gay,10' 0",50.000,5,25,2
128,0,26300,Matt Jones,10' 0",20.000,2,11,9
132,0,46501,Ollie Schniederjans,9' 11",49.500,5,15,4
133,0,33448,Justin Thomas,9' 9",87.667,9,22,2
134,0,30191,Julián Etulain,9' 8",9.667,1,10,10
135,0,28089,Jason Day,9' 0",63.167,7,26,2
135,0,26596,Ryan Moore,9' 0",35.917,4,14,6
137,0,49771,J.T. Poston,8' 11",17.750,2,14,4
138,0,47959,Bryson DeChambeau,8' 10",26.500,3,13,5
138,0,34466,Peter Malnati,8' 10",35.417,4,23,2
140,0,28679,Fabián Gómez,8' 8",17.250,2,14,4
141,0,23320,Ryan Palmer,8' 7",8.583,1,9,9
142,0,33399,Adam Hadwin,8' 5",25.333,3,13,2
142,0,25396,Kevin Na,8' 5",33.500,4,11,5
144,0,33122,Russell Knox,8' 3",8.250,1,8,8
145,0,27436,Graham DeLaet,8' 2",57.333,7,13,4
146,0,33204,Shane Lowry,8' 1",16.167,2,10,6
146,0,25818,Scott Piercy,8' 1",24.167,3,14,2
148,0,33120,Mark Anderson,7' 11",31.750,4,14,4
148,0,24357,K.J. Choi,7' 11",7.917,1,8,8
150,0,27958,Ryan Blaum,7' 10",7.833,1,8,8
151,0,29478,Kevin Kisner,7' 9",23.167,3,15,3
151,0,22046,Geoff Ogilvy,7' 9",15.417,2,14,2
153,0,32757,Patton Kizzire,7' 8",22.917,3,10,5
154,0,37278,Nicholas Lindheim,7' 6",14.917,2,9,6
154,0,35891,Cameron Smith,7' 6",60.083,8,10,3
154,0,27649,Brandt Snedeker,7' 6",14.917,2,13,2
154,0,25804,Bubba Watson,7' 6",52.583,7,12,2"
158,0,24138,Ian Poulter,7' 5",22.333,3,9,6
158,0,28252,Seamus Power,7' 5",29.750,4,13,3
160,0,29461,Jamie Lovemark,7' 0",62.917,9,18,10"
161,0,20572,Rod Pampling,6' 11",13.833,2,13,6"
161,0,23621,Rory Sabbatini,6' 11",34.667,5,16,4
163,0,32839,Hideki Matsuyama,6' 10",40.833,6,13,3
164,0,34264,Hudson Swafford,6' 7",13.083,2,9,5
165,0,25493,Nick Taylor,6' 5",32.000,5,16,3
166,0,31323,Gary Woodland,6' 4",19.083,3,14,11"
167,0,25892,Steve Wheatcroft,6' 3",12.500,2,7,6
168,0,20104,Ken Duke,6' 2",12.333,2,10,3
168,0,46601,Trey Mullinax,6' 2",30.750,5,10,3
170,0,37189,Harold Varner III,6' 1",24.250,4,9,4
171,0,25191,Gonzalo Fernandez-Castaño,6' 0",12.000,2,8,5
171,0,01810,Phil Mickelson,6' 0",24.000,4,8,3
173,0,25834,Daniel Summerhays,5' 7",16.750,3,6,4
174,0,48822,Sebastián Muñoz,5' 1",10.083,2,6,4
175,0,20771,Steven Alker,3' 0",3.000,1,3,3
176,0,29740,Brad Fritsch,2' 7",2.583,1,3,3
177,0,30926,Chris Kirk,2' 1",2.083,1,2,2
178,0,34099,Harris English,1' 11",3.833,2,2,2
179,0,34431,Robert Streb,1' 6",1.500,1,2,2
180,0,40009,Dominic Bozzelli,1",.083,1,0,1"
