RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,25274,Steven Bowditch,56' 2",56.167,1,56,56
2,0,34358,Jonathan Randolph,51' 6",51.500,1,52,52
3,0,23325,Vaughn Taylor,38' 4",76.583,2,70,7
4,0,31646,Emiliano Grillo,37' 7",75.167,2,59,17
5,0,36699,Patrick Rodgers,36' 2",36.167,1,36,36
6,0,24140,Sean O'Hair,34' 11",104.667,3,49,22
7,0,23541,Ben Crane,33' 11",101.750,3,52,12
8,0,28132,Tyrone Van Aswegen,32' 3",64.500,2,56,8
9,0,32366,Kevin Chappell,31' 5",94.250,3,78,4
10,0,25349,Tim Wilkinson,31' 2",62.250,2,48,15
11,0,35545,Blayne Barber,30' 3",121.083,4,54,14
12,0,26758,David Hearn,29' 11",89.750,3,51,1
13,0,28237,Rory McIlroy,29' 1",58.083,2,30,28
14,0,26851,Marc Leishman,28' 2",140.917,5,55,5
15,0,29908,C.T. Pan,27' 11",83.667,3,35,24
16,0,25720,Chad Collins,27' 7",82.750,3,55,7
17,0,21961,Charles Howell III,27' 4",54.583,2,27,27
18,0,29289,S.Y. Noh,27' 2",135.750,5,43,4
19,0,25572,Graeme McDowell,27' 0",81.083,3,37,21
20,0,39954,Cody Gribble,25' 4",126.750,5,41,7
20,0,26951,Johnson Wagner,25' 4",50.667,2,29,22
22,0,48081,Xander Schauffele,25' 0",125.000,5,60,3
23,0,27095,Nick Watney,24' 7",147.417,6,96,7
24,0,10809,Jim Furyk,24' 6",48.917,2,32,17
25,0,22405,Justin Rose,24' 3",72.750,3,43,9
26,0,31557,Jim Herman,24' 1",72.167,3,37,6
27,0,34360,Patrick Reed,23' 5",23.417,1,23,23
27,0,25632,Jimmy Walker,23' 5",46.833,2,38,9
29,0,48084,Wesley Bryan,23' 4",186.333,8,43,4
30,0,06522,Ernie Els,23' 0",92.083,4,57,7
31,0,25198,Francesco Molinari,22' 6",22.500,1,23,23
32,0,22056,Cameron Percy,22' 2",88.583,4,42,11
33,0,30925,Dustin Johnson,21' 9",174.083,8,50,4
34,0,37455,Si Woo Kim,21' 7",43.167,2,31,12
35,0,29926,Danny Lee,21' 5",64.167,3,33,7
36,0,46732,Rick Lamb,21' 4",42.667,2,24,18
37,0,35450,Patrick Cantlay,21' 2",105.667,5,36,6
38,0,25345,Carl Pettersson,20' 10",83.417,4,37,8
39,0,29476,Kyle Reifers,20' 5",122.500,6,42,5
40,0,26289,Boo Weekley,20' 2",40.250,2,33,8
41,0,23108,Matt Kuchar,19' 10",99.250,5,32,11
41,0,24502,Adam Scott,19' 10",39.667,2,22,18
43,0,27770,Camilo Villegas,19' 7",39.167,2,32,8
44,0,20229,Stewart Cink,19' 0",133.250,7,39,3
45,0,30110,Kyle Stanley,18' 10",207.000,11,50,3
46,0,36689,Brooks Koepka,18' 9",149.750,8,45,3
47,0,31420,Anirban Lahiri,18' 8",93.333,5,32,5
47,0,46970,Jon Rahm,18' 8",93.333,5,38,10
