RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
129,0,29461,Jamie Lovemark,71' 0",68143,80,400,3501001986
129,0,34431,Robert Streb,71' 0",71575,84,398,2902002093
129,0,25349,Tim Wilkinson,71' 0",39188,46,399,3801001637
133,0,32366,Kevin Chappell,70' 11",61268,72,399,1901001706
133,0,26758,David Hearn,70' 11",60413,71,398,3802001455
135,0,30925,Dustin Johnson,70' 10",50164,59,396,1903001690
135,0,35879,Kelly Kraft,70' 10",55239,65,398,2602001664
137,0,33141,Keegan Bradley,70' 9",77242,91,397,3802001862
137,0,29725,Tony Finau,70' 9",77271,91,397,1201001771
137,0,31202,William McGirt,70' 9",61101,72,395,4804001549
140,0,35110,Brett Drewitt,70' 8",36469,43,398,0103001588
140,0,27214,Kevin Streelman,70' 8",66155,78,396,4802001692
142,0,31557,Jim Herman,70' 7",55889,66,397,3304002001
142,0,33122,Russell Knox,70' 7",45723,54,398,4403001656
144,0,24781,Hunter Mahan,70' 6",49933,59,394,3801001518
144,0,27963,Chris Stroud,70' 6",40609,48,396,0704001438
144,0,34264,Hudson Swafford,70' 6",64292,76,395,2402001507
144,0,28132,Tyrone Van Aswegen,70' 6",67646,80,396,4603001575
148,0,31560,Brian Stuard,70' 4",58250,69,394,3303001865
149,0,33120,Mark Anderson,70' 3",35417,42,397,3602001337
149,0,29485,Brett Stegmaier,70' 3",48917,58,394,0503001590
149,0,25834,Daniel Summerhays,70' 3",69100,82,395,3701001489
152,0,20472,Alex Cejka,70' 2",52193,62,393,2001001726
152,0,22056,Cameron Percy,70' 2",46305,55,392,0304001786
152,0,25493,Nick Taylor,70' 2",69873,83,394,3104001510
152,0,37189,Harold Varner III,70' 2",72383,86,395,2102001635
156,0,21961,Charles Howell III,70' 1",57191,68,393,1403001492
156,0,25804,Bubba Watson,70' 1",44548,53,392,2101001383
158,0,26331,Charl Schwartzel,70' 0",40298,48,394,2003001404
159,0,26596,Ryan Moore,69' 11",54509,65,393,3201001604
159,0,47128,Richy Werenski,69' 11",51164,61,393,0103001712
161,0,30852,Ryo Ishikawa,69' 10",36030,43,393,3302001783
161,0,32839,Hideki Matsuyama,69' 10",49453,59,394,4501001907
163,0,32448,James Hahn,69' 9",67778,81,392,3101001441
164,0,25818,Scott Piercy,69' 8",40972,49,394,0101001545
164,0,35891,Cameron Smith,69' 8",59374,71,392,4601001695
166,0,36801,Mark Hubbard,69' 6",50895,61,391,1503001377
167,0,31416,Derek Fathauer,69' 5",53284,64,393,1602001689
168,0,26289,Boo Weekley,69' 4",50722,61,390,1301001673
169,0,33948,Byeong Hun An,69' 2",47292,57,389,3701001718
169,0,12510,Chad Campbell,69' 2",70551,85,389,0702001456
169,0,21209,Sergio Garcia,69' 2",38202,46,390,4801001746
172,0,31420,Anirban Lahiri,68' 9",48678,59,386,3302001989
173,0,24138,Ian Poulter,68' 7",45240,55,387,2101001586
174,0,34021,Bud Cauley,68' 6",67377,82,385,2702001598
175,0,46501,Ollie Schniederjans,68' 5",66465,81,385,2702001515
176,0,29740,Brad Fritsch,68' 2",34375,42,385,0702001771
176,0,29974,Branden Grace,68' 2",38436,47,382,3501001488
178,0,25720,Chad Collins,68' 1",44109,54,382,2602001771
178,0,25198,Francesco Molinari,68' 1",48218,59,386,2101001508
180,0,32200,Roberto Castro,67' 10",43945,54,381,4604001390
180,0,20104,Ken Duke,67' 10",48846,60,381,0102001359
182,0,24924,Bill Haas,67' 9",58548,72,383,0101001855
183,0,24507,Jason Bohn,67' 8",50314,62,380,2902001441
184,0,49771,J.T. Poston,67' 7",59227,73,380,1301001477
185,0,27064,Jhonattan Vegas,67' 4",57337,71,378,4204001705
186,0,20572,Rod Pampling,66' 9",52884,66,375,0504001655
187,0,20771,Steven Alker,65' 6",40064,51,369,0701001498
188,0,20157,Retief Goosen,65' 3",32106,41,369,4201001305
189,0,23353,J.J. Henry,64' 8",58169,75,361,2904001421
190,0,23320,Ryan Palmer,62' 1",36523,49,350,2703001546
