RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,36689,Brooks Koepka,85' 6",68739,67,481,3501002161
2,0,40058,Zac Blair,83' 5",81088,81,470,2401002215
3,0,37278,Nicholas Lindheim,83' 2",43932,44,464,2902001820
4,0,35545,Blayne Barber,83' 0",66704,67,466,3004002203
5,0,25892,Steve Wheatcroft,81' 7",39140,40,459,4003001725
6,0,25572,Graeme McDowell,81' 2",48698,50,458,2902001683
7,0,32150,Michael Thompson,81' 1",42818,44,454,2401001876
8,0,25396,Kevin Na,80' 11",64059,66,456,3503002017
9,0,48081,Xander Schauffele,80' 10",71775,74,452,2904002034
10,0,32102,Rickie Fowler,80' 9",61038,63,453,1804001608
11,0,27895,Jonas Blixt,80' 8",57111,59,454,3303001795
12,0,27649,Brandt Snedeker,80' 7",40616,42,454,3502002085
13,0,39954,Cody Gribble,80' 4",67500,70,454,0103001631
13,0,34409,David Lingmerth,80' 4",66502,69,452,3504001935
15,0,34098,Russell Henley,80' 0",82573,86,451,2401002240
16,0,48822,Sebastián Muñoz,79' 11",37395,39,452,3801001725
16,0,26329,Louis Oosthuizen,79' 11",48891,51,449,1802001554
18,0,24140,Sean O'Hair,79' 2",66517,70,446,1803001954
19,0,34466,Peter Malnati,79' 0",69222,73,446,3702002532
20,0,48084,Wesley Bryan,78' 5",72437,77,443,3201001678
21,0,37454,Whee Kim,78' 1",58118,62,440,2901001620
22,0,33448,Justin Thomas,77' 11",60772,65,438,4803001877
23,0,25274,Steven Bowditch,77' 6",41849,45,436,4602001651
24,0,25686,Jason Dufner,77' 4",66830,72,433,1101001586
25,0,26476,Chez Reavie,77' 2",76864,83,435,4603001709
25,0,27770,Camilo Villegas,77' 2",57423,62,435,4701001626
27,0,29222,Billy Hurley III,77' 0",63768,69,434,2904001856
27,0,27974,Sung Kang,77' 0",75769,82,432,2402002360
27,0,24361,Pat Perez,77' 0",67454,73,433,2104001963
27,0,34046,Jordan Spieth,77' 0",62798,68,434,4702001767
31,0,29420,Billy Horschel,76' 11",73806,80,433,3101001759
31,0,29926,Danny Lee,76' 11",70114,76,432,2401001796
33,0,33204,Shane Lowry,76' 10",35036,38,431,2601001870
34,0,35506,Mackenzie Hughes,76' 9",88379,96,432,3601001714
35,0,34099,Harris English,76' 8",66225,72,434,2401002024
35,0,33399,Adam Hadwin,76' 8",72711,79,429,2003001649
35,0,22986,Søren Kjeldsen,76' 8",31279,34,432,4603001613
38,0,25191,Gonzalo Fernandez-Castaño,76' 7",40444,44,430,0502001728
38,0,34174,John Huh,76' 7",69843,76,430,1503001855
40,0,46970,Jon Rahm,76' 6",60620,66,432,1303001789
41,0,27936,Martin Laird,76' 5",66047,72,430,4802001912
42,0,33461,Morgan Hoffmann,76' 4",75093,82,430,3602001861
43,0,28089,Jason Day,76' 3",50346,55,430,3103001625
44,0,29478,Kevin Kisner,76' 2",70405,77,431,3201002086
45,0,29223,Sam Saunders,76' 1",55675,61,428,3802001473
46,0,20229,Stewart Cink,76' 0",73849,81,426,3502001715
47,0,27644,Brian Harman,75' 8",78087,86,425,0502001859
48,0,23325,Vaughn Taylor,75' 7",68896,76,423,4602001964
49,0,35450,Patrick Cantlay,75' 6",41667,46,423,2403001542
49,0,01810,Phil Mickelson,75' 6",62506,69,426,3002001471
51,0,26499,Rafa Cabrera Bello,75' 4",41592,46,426,4404001470
51,0,26851,Marc Leishman,75' 4",65958,73,426,2104001690
53,0,46443,Brian Campbell,75' 2",36980,41,423,3903001776
53,0,27436,Graham DeLaet,75' 2",64070,71,424,1503002149
53,0,23983,Luke Donald,75' 2",38770,43,421,0701001861
53,0,10809,Jim Furyk,75' 2",39669,44,422,3503001437
57,0,31646,Emiliano Grillo,75' 0",59398,66,423,2101001918
58,0,27958,Ryan Blaum,74' 11",73710,82,420,2404001395
58,0,06522,Ernie Els,74' 11",33256,37,419,3104001692
60,0,40026,Daniel Berger,74' 10",61931,69,421,1504001630
61,0,29720,Andres Gonzales,74' 7",51015,57,419,2402002226
61,0,23800,Bryce Molder,74' 7",57250,64,420,1202002144
63,0,29479,Scott Brown,74' 6",69708,78,419,2401001973
63,0,29289,S.Y. Noh,74' 6",67074,75,420,4602001719
65,0,34360,Patrick Reed,74' 5",75032,84,419,4403001590
66,0,35532,Tom Hoge,74' 4",34773,39,417,4601001543
67,0,19846,Brian Gay,74' 0",61244,69,415,0502001904
68,0,28500,Martin Flores,73' 11",59419,67,414,3401001756
68,0,27095,Nick Watney,73' 11",56746,64,416,4201002047
70,0,39975,Michael Kim,73' 10",74451,84,413,3004001635
70,0,23108,Matt Kuchar,73' 10",68237,77,416,4202001681
70,0,23497,Tag Ridings,73' 10",44286,50,414,3901001426
73,0,32640,Troy Merritt,73' 9",61942,70,416,4603001401
74,0,24024,Zach Johnson,73' 8",60115,68,413,4403001528
74,0,34358,Jonathan Randolph,73' 8",45070,51,416,2702001559
74,0,23621,Rory Sabbatini,73' 8",46869,53,415,0303001597
74,0,26951,Johnson Wagner,73' 8",50364,57,413,0101001645
78,0,20593,Greg Chalmers,73' 7",60053,68,417,1802002385
78,0,32757,Patton Kizzire,73' 7",63558,72,413,0702001863
80,0,28679,Fabián Gómez,73' 5",44940,51,413,3302001738
80,0,22405,Justin Rose,73' 5",46715,53,417,1703001879
82,0,46732,Rick Lamb,73' 4",33431,38,412,4604001653
82,0,46601,Trey Mullinax,73' 4",61574,70,412,3802001526
84,0,47959,Bryson DeChambeau,73' 3",64143,73,413,2401001799
84,0,24502,Adam Scott,73' 3",36901,42,411,1801001286
84,0,33419,Cameron Tringale,73' 3",57144,65,412,3202001741
87,0,29221,Webb Simpson,73' 2",73777,84,414,3004001686
88,0,25364,Paul Casey,73' 0",62178,71,412,2101001586
88,0,27141,J.B. Holmes,73' 0",53451,61,411,3501001755
90,0,30191,Julián Etulain,72' 11",44600,51,411,3602001491
91,0,25900,Lucas Glover,72' 10",75141,86,407,4502001516
92,0,36699,Patrick Rodgers,72' 9",57616,66,408,3902001759
93,0,25345,Carl Pettersson,72' 8",45341,52,410,2702001752
93,0,25632,Jimmy Walker,72' 8",43606,50,407,3502001709
95,0,46550,Brandon Hagy,72' 7",60133,69,409,4201001577
95,0,30926,Chris Kirk,72' 7",61002,70,407,0303001419
97,0,23541,Ben Crane,72' 6",60058,69,408,3902002322
97,0,33413,Ben Martin,72' 6",60932,70,409,3903002521
97,0,25240,D.A. Points,72' 6",50450,58,407,4702001832
97,0,30692,Scott Stallings,72' 6",59193,68,410,3902001620
101,0,24357,K.J. Choi,72' 3",46803,54,404,4604001395
101,0,29518,Brendan Steele,72' 3",61591,71,407,1802001728
101,0,32333,Kevin Tway,72' 3",64128,74,405,2702001719
104,0,24846,Ricky Barnes,72' 2",66709,77,405,3903001713
105,0,19803,Ryan Armour,72' 1",42368,49,405,2904001636
105,0,29908,C.T. Pan,72' 1",65732,76,402,0501001646
105,0,28252,Seamus Power,72' 1",58843,68,407,3803001525
108,0,22371,Aaron Baddeley,71' 11",39716,46,405,2001001449
108,0,40009,Dominic Bozzelli,71' 11",47467,55,407,3104001504
110,0,28420,Ryan Brehm,71' 10",56015,65,404,3404001550
110,0,33418,Shawn Stefani,71' 10",51719,60,405,4602001971
112,0,24358,Robert Garrigus,71' 9",51666,60,404,3704001587
112,0,27129,Luke List,71' 9",74081,86,405,0501001823
112,0,28237,Rory McIlroy,71' 9",30983,36,404,4404001444
112,0,30110,Kyle Stanley,71' 9",80954,94,403,4704002195
116,0,26300,Matt Jones,71' 8",43879,51,405,3401001495
116,0,46440,Smylie Kaufman,71' 8",54177,63,401,3002001865
118,0,22046,Geoff Ogilvy,71' 7",57563,67,402,4602001478
119,0,30944,Jason Kokrak,71' 6",71251,83,401,4803001791
119,0,34213,Grayson Murray,71' 6",72928,85,405,1502001587
119,0,39324,J.J. Spaun,71' 6",61750,72,401,1502001791
122,0,28307,Matt Every,71' 5",52247,61,403,3401001490
123,0,27466,Spencer Levin,71' 4",57349,67,399,0502002069
124,0,37455,Si Woo Kim,71' 3",51311,60,401,3503001451
125,0,28093,Miguel Angel Carballo,71' 2",36714,43,398,0302001426
125,0,12716,Charley Hoffman,71' 2",79417,93,402,3603001643
125,0,29476,Kyle Reifers,71' 2",63213,74,400,4003001731
125,0,31323,Gary Woodland,71' 2",58057,68,399,1603001510
129,0,35300,Andrew Loupe,71' 0",40024,47,398,2401001457
