RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,1,56762,Will Gordon,18.5,31235.000,47
2,1,52375,Doug Ghim,18.8,25743.000,38
3,1,28420,Ryan Brehm,19.2,53145.000,77
4,1,33204,Shane Lowry,19.6,50750.000,72
5,1,32448,James Hahn,19.7,40335.000,57
6,2,27330,Josh Teater,20.0,28833.000,40
7,2,27936,Martin Laird,20.8,43496.000,58
8,2,31646,Emiliano Grillo,20.9,78290.000,104
9,2,24361,Pat Perez,21.0,55080.000,73
10,16,34363,Tyrrell Hatton,21.1,52373.000,69
10,1,32839,Hideki Matsuyama,21.1,113896.000,150
12,6,39971,Sungjae Im,21.3,134723.000,176
12,1,39324,J.J. Spaun,21.3,78832.000,103
14,0,21209,Sergio Garcia,21.4,66949.000,87
14,0,49298,Kramer Hickok,21.4,46165.000,60
14,0,40042,Tyler McCumber,21.4,68415.000,89
14,0,48119,Ben Taylor,21.4,30852.000,40
18,0,35450,Patrick Cantlay,21.5,91254.000,118
18,0,23320,Ryan Palmer,21.5,99914.000,129
18,0,34431,Robert Streb,21.5,44792.000,58
18,0,31323,Gary Woodland,21.5,108545.000,140
22,4,52372,Cameron Champ,21.6,140085.000,180
22,14,29221,Webb Simpson,21.6,87274.000,112
22,7,33448,Justin Thomas,21.6,114881.000,148
25,-2,34563,Chesson Hadley,21.7,73345.000,94
25,-2,34213,Grayson Murray,21.7,62443.000,80
25,-2,28252,Seamus Power,21.7,27313.000,35
28,-2,33413,Ben Martin,21.8,28275.000,36
29,0,33120,Mark Anderson,21.9,44055.000,56
29,0,40026,Daniel Berger,21.9,103224.000,131
29,0,26851,Marc Leishman,21.9,78839.000,100
32,1,27129,Luke List,22.0,124624.000,157
32,1,49960,Sepp Straka,22.0,109178.000,138
34,2,46550,Brandon Hagy,22.2,69537.000,87
34,17,35891,Cameron Smith,22.2,80593.000,101
36,2,39977,Max Homa,22.3,104525.000,130
36,2,36871,Matthew NeSmith,22.3,83390.000,104
38,2,32618,Rhein Gibson,22.4,41190.000,51
38,2,27644,Brian Harman,22.4,105040.000,130
38,2,32333,Kevin Tway,22.4,59717.000,74
41,2,19846,Brian Gay,22.5,60830.000,75
41,13,46970,Jon Rahm,22.5,129027.000,159
43,1,29479,Scott Brown,22.6,77210.000,95
43,1,36801,Mark Hubbard,22.6,114771.000,141
43,1,01810,Phil Mickelson,22.6,76444.000,94
