RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
91,0,21528,Henrik Stenson,9' 8",1700.333,176,57,3"
91,0,34431,Robert Streb,9' 8",3644.000,376,54,2"
91,0,34264,Hudson Swafford,9' 8",3016.583,313,56,3"
91,0,30927,Brendon Todd,9' 8",2640.167,272,56,2"
106,0,20771,Steven Alker,9' 7",1567.833,164,47,4"
106,0,23353,J.J. Henry,9' 7",2033.083,213,47,3"
106,0,24024,Zach Johnson,9' 7",2435.000,253,41,1"
106,0,27936,Martin Laird,9' 7",2383.750,249,50,2"
106,0,34358,Jonathan Randolph,9' 7",1738.833,181,43,2"
106,0,25632,Jimmy Walker,9' 7",2459.000,257,58,2"
106,0,27095,Nick Watney,9' 7",2714.333,283,49,2"
113,0,29479,Scott Brown,9' 6",2631.917,278,55,2"
113,0,22056,Cameron Percy,9' 6",1914.250,201,40,2"
115,0,28259,Sangmoon Bae,9' 5",2835.417,302,48,2"
115,0,28089,Jason Day,9' 5",2460.667,261,50,2"
115,0,20104,Ken Duke,9' 5",2376.000,252,56,2"
115,0,34099,Harris English,9' 5",2932.083,311,38,2"
115,0,22892,Jason Gore,9' 5",2057.917,219,43,2"
115,0,27644,Brian Harman,9' 5",2656.167,281,61,5"
115,0,35532,Tom Hoge,9' 5",2299.250,244,68,2"
115,0,29926,Danny Lee,9' 5",3468.167,367,43,1"
115,0,01810,Phil Mickelson,9' 5",1885.250,200,49,4"
124,0,23638,Brendon de Jonge,9' 4",2976.917,319,59,4"
124,0,37273,Derek Ernst,9' 4",1855.750,199,73,3"
124,0,10809,Jim Furyk,9' 4",1687.167,181,52,3"
124,0,24924,Bill Haas,9' 4",2127.500,227,56,10"
124,0,23108,Matt Kuchar,9' 4",2678.750,286,54,2"
124,0,25198,Francesco Molinari,9' 4",1260.000,135,47,4"
124,0,33667,Carlos Ortiz,9' 4",2857.500,307,57,2"
124,0,28486,Michael Putnam,9' 4",1944.500,209,62,3"
124,0,33418,Shawn Stefani,9' 4",2991.083,321,52,1"
133,0,29478,Kevin Kisner,9' 3",2878.417,310,47,1"
133,0,29289,S.Y. Noh,9' 3",1762.750,190,42,5"
133,0,22293,Heath Slocum,9' 3",1020.417,110,40,3"
136,0,32200,Roberto Castro,9' 2",1018.500,111,50,2"
136,0,25720,Chad Collins,9' 2",1836.917,200,65,3"
136,0,12716,Charley Hoffman,9' 2",2565.583,281,70,2"
139,0,33141,Keegan Bradley,9' 1",2265.083,249,49,3"
139,0,29725,Tony Finau,9' 1",3213.583,354,47,2"
139,0,20157,Retief Goosen,9' 1",1760.583,193,41,3"
139,0,30944,Jason Kokrak,9' 1",2540.750,281,54,3"
139,0,34409,David Lingmerth,9' 1",2311.250,254,41,2"
139,0,26596,Ryan Moore,9' 1",2002.500,221,37,8"
139,0,28475,Jeff Overton,9' 1",2218.000,245,48,3"
139,0,26289,Boo Weekley,9' 1",2137.833,236,36,4"
147,0,23048,Eric Axley,9' 0",1122.583,125,37,2"
147,0,06522,Ernie Els,9' 0",1219.333,135,56,2"
147,0,28307,Matt Every,9' 0",1444.250,160,42,6"
147,0,34563,Chesson Hadley,9' 0",2850.667,317,37,3"
147,0,20691,Greg Owen,9' 0",1164.583,130,36,1"
147,0,22405,Justin Rose,9' 0",1917.167,214,51,1"
153,0,39977,Max Homa,8' 11",1814.167,203,31,5"
153,0,26851,Marc Leishman,8' 11",1692.917,190,37,4"
153,0,06567,Vijay Singh,8' 11",2042.000,230,72,2"
153,0,33486,Roger Sloan,8' 11",1129.500,127,41,2"
153,0,25493,Nick Taylor,8' 11",2678.583,301,57,4"
158,0,30926,Chris Kirk,8' 10",1773.917,201,41,4"
158,0,29221,Webb Simpson,8' 10",1933.750,218,53,3"
158,0,29518,Brendan Steele,8' 10",2569.250,290,60,1"
161,0,20848,Ángel Cabrera,8' 9",1185.583,136,53,2"
161,0,30925,Dustin Johnson,8' 9",1896.250,216,64,2"
161,0,01706,Davis Love III,8' 9",1071.500,123,40,8"
161,0,32839,Hideki Matsuyama,8' 9",2505.000,286,39,1"
161,0,36699,Patrick Rodgers,8' 9",1517.000,174,47,4"
161,0,29223,Sam Saunders,8' 9",1957.667,223,55,4"
161,0,28132,Tyrone Van Aswegen,8' 9",1167.833,133,42,2"
168,0,27436,Graham DeLaet,8' 7",1582.167,185,36,4"
168,0,30736,Oscar Fraustro,8' 7",1105.250,129,33,4"
168,0,33461,Morgan Hoffmann,8' 7",2067.250,241,47,5"
168,0,27141,J.B. Holmes,8' 7",2234.083,261,46,2"
168,0,30946,Alex Prugh,8' 7",2094.917,244,48,2"
168,0,20645,John Senden,8' 7",1551.000,181,46,3"
174,0,32334,Charlie Beljan,8' 6",1732.333,203,52,2"
174,0,40026,Daniel Berger,8' 6",2496.833,295,52,2"
174,0,23320,Ryan Palmer,8' 6",1610.833,189,37,5"
174,0,30692,Scott Stallings,8' 6",1385.000,163,35,6"
178,0,25900,Lucas Glover,8' 4",2013.667,242,42,1"
178,0,33448,Justin Thomas,8' 4",3210.750,387,53,2"
180,0,24358,Robert Garrigus,8' 3",1411.000,171,48,1"
181,0,26331,Charl Schwartzel,8' 2",1113.083,136,40,2"
182,0,34130,Sung Joon Park,8' 1",1369.083,170,44,3"
183,0,25804,Bubba Watson,7' 9",1790.500,232,54,3"
184,0,31193,Jim Renner,7' 8",1093.917,142,31,9"
