RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,33413,Ben Martin,46' 5",46.417,1,46,46
2,0,27644,Brian Harman,46' 0",91.917,2,61,31
3,0,27933,John Merrick,38' 2",76.250,2,68,9
4,0,24781,Hunter Mahan,38' 1",114.167,3,69,22
5,0,31557,Jim Herman,33' 0",99.000,3,47,18
6,0,34360,Patrick Reed,32' 7",32.583,1,33,33
7,0,32448,James Hahn,28' 11",144.500,5,51,9
8,0,24924,Bill Haas,28' 2",140.667,5,68,7
9,0,32102,Rickie Fowler,27' 3",136.333,5,81,2
10,0,37273,Derek Ernst,26' 11",107.750,4,41,16
11,0,34265,Will Wilcox,26' 5",132.083,5,62,4
12,0,34563,Chesson Hadley,25' 11",181.500,7,71,4
13,0,34174,John Huh,25' 1",150.417,6,77,7
14,0,30711,Colt Knost,25' 0",75.083,3,33,12
15,0,23638,Brendon de Jonge,24' 1",72.167,3,34,14
16,0,30925,Dustin Johnson,23' 10",142.750,6,51,2
17,0,33419,Cameron Tringale,23' 9",47.500,2,24,23
18,0,20848,Ángel Cabrera,23' 4",93.167,4,58,4
19,0,34130,Sung Joon Park,23' 2",46.250,2,37,9
20,0,20593,Greg Chalmers,22' 11",22.917,1,23,23
21,0,36699,Patrick Rodgers,22' 10",68.500,3,25,20
21,0,20396,Lee Westwood,22' 10",22.833,1,23,23
23,0,40026,Daniel Berger,22' 8",68.000,3,39,5
24,0,40058,Zac Blair,22' 7",45.167,2,41,4
24,0,25396,Kevin Na,22' 7",22.583,1,23,23
26,0,22056,Cameron Percy,22' 6",135.000,6,73,3
27,0,25686,Jason Dufner,22' 3",111.250,5,60,5
27,0,30946,Alex Prugh,22' 3",66.833,3,45,8
29,0,20691,Greg Owen,22' 1",44.167,2,26,18
29,0,33448,Justin Thomas,22' 1",220.500,10,88,7"
31,0,24490,George McNeill,21' 10",131.083,6,42,3
32,0,32839,Hideki Matsuyama,21' 5",149.667,7,65,3
33,0,28259,Sangmoon Bae,21' 2",106.000,5,35,6
33,0,34264,Hudson Swafford,21' 2",105.917,5,32,5
35,0,28780,Nicholas Thompson,20' 8",82.667,4,30,10
36,0,29420,Billy Horschel,20' 7",123.500,6,44,5
37,0,08075,Jerry Kelly,20' 6",40.917,2,36,5
38,0,36801,Mark Hubbard,20' 5",20.417,1,20,20
38,0,25349,Tim Wilkinson,20' 5",20.417,1,20,20
40,0,29289,S.Y. Noh,20' 4",81.417,4,45,8
41,0,23048,Eric Axley,20' 3",40.500,2,37,3
41,0,26300,Matt Jones,20' 3",121.333,6,58,7
41,0,24140,Sean O'Hair,20' 3",121.667,6,43,7
44,0,34409,David Lingmerth,20' 1",60.167,3,30,5
45,0,20645,John Senden,19' 1",57.250,3,39,6
46,0,20104,Ken Duke,19' 0",75.917,4,33,2
47,0,24361,Pat Perez,18' 11",37.833,2,24,14
48,0,21209,Sergio Garcia,18' 9",37.500,2,29,8
49,0,25834,Daniel Summerhays,18' 7",92.917,5,45,6
50,0,26758,David Hearn,18' 5",18.417,1,18,18
51,0,27936,Martin Laird,18' 4",110.167,6,37,5
52,0,26596,Ryan Moore,18' 2",72.500,4,34,5
53,0,34431,Robert Streb,17' 11",71.583,4,48,3
54,0,21528,Henrik Stenson,17' 9",106.250,6,24,10
54,0,25493,Nick Taylor,17' 9",53.250,3,26,11
56,0,27649,Brandt Snedeker,17' 6",87.417,5,43,8
57,0,28089,Jason Day,17' 5",122.083,7,43,11
58,0,12510,Chad Campbell,17' 4",52.083,3,42,4
58,0,23621,Rory Sabbatini,17' 4",104.083,6,52,2
60,0,33399,Adam Hadwin,17' 3",120.833,7,38,2
61,0,34358,Jonathan Randolph,17' 1",17.083,1,17,17
62,0,31323,Gary Woodland,16' 11",101.500,6,39,4
63,0,34046,Jordan Spieth,16' 10",101.083,6,48,3
63,0,25804,Bubba Watson,16' 10",134.833,8,42,1
65,0,33667,Carlos Ortiz,16' 6",132.000,8,37,5
66,0,30944,Jason Kokrak,16' 5",82.167,5,40,5
66,0,29476,Kyle Reifers,16' 5",32.833,2,27,6
68,0,06522,Ernie Els,16' 4",32.667,2,22,11
68,0,22046,Geoff Ogilvy,16' 4",16.333,1,16,16
68,0,21878,Mark Wilson,16' 4",32.667,2,28,5
71,0,29479,Scott Brown,16' 1",32.083,2,18,14
71,0,25364,Paul Casey,16' 1",64.167,4,28,4
71,0,21961,Charles Howell III,16' 1",128.917,8,44,3
74,0,20472,Alex Cejka,16' 0",64.083,4,27,4
75,0,29221,Webb Simpson,15' 11",111.500,7,35,5
76,0,24024,Zach Johnson,15' 9",31.500,2,23,9
77,0,25198,Francesco Molinari,15' 8",15.667,1,16,16
78,0,32640,Troy Merritt,15' 5",15.417,1,15,15
79,0,23983,Luke Donald,15' 4",15.333,1,15,15
79,0,30927,Brendon Todd,15' 4",46.000,3,25,3
81,0,27895,Jonas Blixt,15' 3",45.750,3,26,4
82,0,22371,Aaron Baddeley,15' 1",75.583,5,43,4
82,0,28307,Matt Every,15' 1",45.250,3,27,9
84,0,30926,Chris Kirk,15' 0",30.000,2,16,14
85,0,33461,Morgan Hoffmann,14' 11",29.833,2,16,13
86,0,34262,Jon Curran,14' 10",29.667,2,17,13
86,0,29720,Andres Gonzales,14' 10",88.917,6,32,7
86,0,23108,Matt Kuchar,14' 10",74.167,5,39,6
89,0,29425,Andrew Svoboda,14' 9",59.000,4,27,3
90,0,33122,Russell Knox,14' 8",29.250,2,20,9
91,0,25892,Steve Wheatcroft,14' 7",102.333,7,48,9"
92,0,25274,Steven Bowditch,14' 6",130.417,9,34,3
92,0,35451,Scott Pinckney,14' 6",86.750,6,30,6
94,0,35539,Luke Guthrie,14' 3",42.667,3,28,3
94,0,27141,J.B. Holmes,14' 3",99.583,7,40,11"
96,0,21753,Brian Davis,14' 0",27.917,2,15,13
97,0,26851,Marc Leishman,13' 10",27.583,2,14,13
98,0,32366,Kevin Chappell,13' 9",68.917,5,21,6
99,0,24507,Jason Bohn,13' 8",27.250,2,15,13
100,0,30692,Scott Stallings,13' 6",27.000,2,20,7
101,0,22892,Jason Gore,13' 5",67.167,5,25,3
101,0,24138,Ian Poulter,13' 5",13.417,1,13,13
103,0,24357,K.J. Choi,13' 4",40.083,3,29,4
104,0,20157,Retief Goosen,13' 3",26.417,2,18,9
105,0,29478,Kevin Kisner,13' 2",52.750,4,31,4
105,0,23800,Bryce Molder,13' 2",39.583,3,15,11
107,0,31193,Jim Renner,13' 0",52.083,4,23,3
108,0,29725,Tony Finau,12' 10",128.167,10,34,3
109,0,23541,Ben Crane,12' 9",12.750,1,13,13
110,0,29926,Danny Lee,12' 8",76.167,6,23,6
111,0,39977,Max Homa,12' 5",12.417,1,12,12
112,0,36689,Brooks Koepka,12' 4",159.833,13,26,3
113,0,26329,Louis Oosthuizen,12' 2",48.750,4,16,10
114,0,24494,Erik Compton,11' 11",83.333,7,26,3
114,0,28500,Martin Flores,11' 11",47.750,4,26,1
114,0,27466,Spencer Levin,11' 11",35.750,3,19,4
117,0,29223,Sam Saunders,11' 8",46.500,4,21,3
118,0,25562,Andres Romero,11' 7",34.667,3,21,6
118,0,27064,Jhonattan Vegas,11' 7",92.667,8,34,3
118,0,27770,Camilo Villegas,11' 7",34.667,3,23,5
121,0,30852,Ryo Ishikawa,11' 2",55.750,5,17,5
122,0,20771,Steven Alker,10' 11",32.667,3,26,2
122,0,25818,Scott Piercy,10' 11",98.333,9,18,2
124,0,24502,Adam Scott,10' 10",54.333,5,15,5
125,0,25900,Lucas Glover,10' 9",43.000,4,18,3
126,0,35532,Tom Hoge,10' 8",42.583,4,14,8
127,0,34261,Scott Langley,10' 6",20.917,2,13,8
127,0,25345,Carl Pettersson,10' 6",73.750,7,29,6"
129,0,23353,J.J. Henry,10' 4",61.917,6,18,6
130,0,34099,Harris English,10' 3",71.750,7,26,1
131,0,28475,Jeff Overton,10' 2",40.583,4,23,3
131,0,23320,Ryan Palmer,10' 2",50.750,5,26,1
133,0,27436,Graham DeLaet,10' 0",60.000,6,19,2
133,0,26289,Boo Weekley,10' 0",29.917,3,13,4
135,0,27214,Kevin Streelman,9' 11",49.583,5,19,4
136,0,26951,Johnson Wagner,9' 10",39.333,4,16,4
137,0,25632,Jimmy Walker,9' 8",19.250,2,10,10
138,0,28486,Michael Putnam,9' 7",38.250,4,17,1
138,0,26331,Charl Schwartzel,9' 7",19.083,2,14,5
140,0,20229,Stewart Cink,9' 5",9.417,1,9,9
141,0,31416,Derek Fathauer,9' 2",55.083,6,20,2
142,0,34098,Russell Henley,9' 0",27.000,3,16,4
142,0,29518,Brendan Steele,9' 0",26.917,3,14,4
144,0,29222,Billy Hurley III,8' 11",8.917,1,9,9
145,0,35545,Blayne Barber,8' 9",34.833,4,16,4
146,0,25720,Chad Collins,8' 8",17.333,2,9,8
147,0,01706,Davis Love III,8' 6",17.000,2,12,5
147,0,27095,Nick Watney,8' 6",16.917,2,12,5
149,0,22405,Justin Rose,8' 5",16.833,2,11,6
150,0,32334,Charlie Beljan,7' 10",23.583,3,11,5
151,0,33418,Shawn Stefani,7' 9",61.667,8,16,1
152,0,32150,Michael Thompson,7' 8",30.500,4,19,3
153,0,29535,Brice Garnett,7' 6",14.917,2,10,5
154,0,25240,D.A. Points,7' 5",22.250,3,10,6
155,0,32200,Roberto Castro,7' 4",22.000,3,13,4
156,0,35541,John Peterson,6' 9",20.250,3,9,5
157,0,12716,Charley Hoffman,6' 4",25.333,4,10,5
158,0,06567,Vijay Singh,5' 9",23.000,4,9,3
159,0,33141,Keegan Bradley,5' 8",22.667,4,12,3
160,0,24358,Robert Garrigus,5' 7",22.333,4,8,3
161,0,31202,William McGirt,5' 6",5.500,1,6,6
162,0,26476,Chez Reavie,5' 5",16.250,3,14,6"
163,0,10885,Robert Allenby,5' 4",5.333,1,5,5
164,0,24846,Ricky Barnes,4' 5",4.417,1,4,4
165,0,31560,Brian Stuard,4' 4",4.333,1,4,4
166,0,23548,Bill Lunde,4' 0",4.000,1,4,4
167,0,01810,Phil Mickelson,3' 1",6.167,2,3,3
168,0,10860,Justin Leonard,3' 0",3.000,1,3,3
169,0,28132,Tyrone Van Aswegen,2' 6",4.917,2,4,1
