RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,25804,Bubba Watson,51' 8",1395.583,27
2,0,27895,Jonas Blixt,51' 7",979.333,19
3,0,29478,Kevin Kisner,50' 11",1222.917,24
4,0,23048,Eric Axley,50' 10",610.000,12
5,0,23638,Brendon de Jonge,50' 3",1808.667,36
6,0,27649,Brandt Snedeker,49' 9",1591.583,32
7,0,31560,Brian Stuard,48' 10",1122.333,23
7,0,26951,Johnson Wagner,48' 10",1221.833,25
9,0,23800,Bryce Molder,48' 9",1170.500,24
10,0,29222,Billy Hurley III,48' 5",774.250,16
10,0,25834,Daniel Summerhays,48' 5",1065.083,22
12,0,01810,Phil Mickelson,48' 3",1205.917,25
13,0,30736,Oscar Fraustro,48' 0",1007.833,21
13,0,23108,Matt Kuchar,48' 0",1008.000,21
15,0,28089,Jason Day,47' 10",955.833,20
15,0,34261,Scott Langley,47' 10",1434.667,30
15,0,24490,George McNeill,47' 10",1866.167,39
18,0,32640,Troy Merritt,47' 9",1479.500,31
19,0,20848,Ángel Cabrera,47' 6",998.250,21
20,0,24494,Erik Compton,47' 4",1230.083,26
21,0,20645,John Senden,47' 3",1228.083,26
22,0,30946,Alex Prugh,47' 0",1552.250,33
23,0,23353,J.J. Henry,46' 11",1548.083,33
24,0,29535,Brice Garnett,46' 10",1686.750,36
25,0,34256,Andrew Putnam,46' 7",1071.500,23
26,0,12510,Chad Campbell,46' 6",1907.750,41
26,0,20229,Stewart Cink,46' 6",1953.250,42
26,0,30925,Dustin Johnson,46' 6",697.250,15
29,0,29420,Billy Horschel,46' 5",1669.500,36
30,0,20472,Alex Cejka,46' 4",1759.250,38
30,0,33448,Justin Thomas,46' 4",1947.083,42
32,0,34099,Harris English,46' 2",1154.833,25
32,0,20396,Lee Westwood,46' 2",877.917,19
34,0,27936,Martin Laird,46' 1",1751.333,38
35,0,24846,Ricky Barnes,45' 10",917.083,20
36,0,27466,Spencer Levin,45' 8",1690.500,37
37,0,12716,Charley Hoffman,45' 7",1367.667,30
37,0,21528,Henrik Stenson,45' 7",1093.833,24
39,0,32366,Kevin Chappell,45' 4",1451.917,32
39,0,32102,Rickie Fowler,45' 4",634.500,14
39,0,29720,Andres Gonzales,45' 4",1315.583,29
42,0,27963,Chris Stroud,45' 3",1674.083,37
43,0,10809,Jim Furyk,45' 1",1036.750,23
43,0,27141,J.B. Holmes,45' 1",1532.000,34
45,0,28500,Martin Flores,45' 0",1979.583,44
45,0,26476,Chez Reavie,45' 0",1304.250,29
47,0,24781,Hunter Mahan,44' 11",1077.250,24
48,0,32448,James Hahn,44' 10",1254.833,28
48,0,30927,Brendon Todd,44' 10",985.583,22
50,0,24925,Jonathan Byrd,44' 8",1341.083,30
50,0,33418,Shawn Stefani,44' 8",1652.917,37
52,0,28307,Matt Every,44' 7",1203.000,27
52,0,25198,Francesco Molinari,44' 7",579.583,13
52,0,27064,Jhonattan Vegas,44' 7",1739.417,39
55,0,35545,Blayne Barber,44' 6",1556.417,35
55,0,21961,Charles Howell III,44' 6",1558.000,35
