RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,12682,Hirofumi Miyase,2.5,21,852,+0.286
2,0,01553,John Huston,2.8,20,726,+0.100
3,0,01142,Bart Bryant,2.9,28,958,+0.071
4,0,07363,Craig Bowden,3.0,33,1102,+0.212
4,0,01139,Olin Browne,3.0,36,1197,+0.250
4,0,01157,Tom Byrum,3.0,31,1042,+0.129
4,0,06522,Ernie Els,3.0,18,592,+0.111
4,0,01378,David Frost,3.0,33,1086,+0.182
4,0,01887,Mark O'Meara,3.0,19,642,+0.158
4,0,21878,Mark Wilson,3.0,25,836,+0.400
11,0,19825,Darren Clarke,3.1,16,508,+0.313
11,0,20548,Hidemichi Tanaka,3.1,35,1128,+0.143
13,0,07721,Pat Bates,3.3,44,1351,+0.364
13,0,20029,Notah Begay III,3.3,31,934,+0.194
13,0,23983,Luke Donald,3.3,30,896,+0.367
13,0,24361,Pat Perez,3.3,43,1313,+0.233
13,0,21959,Ted Purdy,3.3,50,1506,+0.300
18,0,01219,John Cook,3.4,25,737,+0.120
18,0,06621,Joe Durant,3.4,39,1152,+0.103
20,0,12652,Cameron Beckman,3.5,46,1308,+0.174
20,0,23135,Tim Clark,3.5,36,1032,+0.222
20,0,25900,Lucas Glover,3.5,43,1240,+0.279
23,0,01320,Bob Estes,3.6,29,816,-0.069
23,0,10425,Jay Williamson,3.6,49,1362,+0.347
25,0,23541,Ben Crane,3.7,45,1232,+0.267
25,0,01928,Corey Pavin,3.7,38,1016,+0.289
27,0,19972,José Coceres,3.8,34,894,+0.382
27,0,01381,Fred Funk,3.8,47,1223,+0.447
27,0,10213,Dicky Pride,3.8,32,852,+0.406
27,0,08793,Tiger Woods,3.8,30,788,+0.100
31,0,06214,Guy Boros,3.9,34,867,+0.353
31,0,08123,Jeff Brehaut,3.9,55,1421,+0.364
31,0,21893,Brian Kortan,3.9,33,838,+0.303
34,0,23353,J.J. Henry,4.0,54,1350,+0.259
34,0,01706,Davis Love III,4.0,34,856,-0.118
34,0,12753,David Morland IV,4.0,39,963,+0.103
37,0,21646,David Branshaw,4.1,46,1117,+0.370
37,0,01361,Dan Forsman,4.1,42,1015,+0.238
37,0,21961,Charles Howell III,4.1,47,1157,E
37,0,02010,Loren Roberts,4.1,41,1012,+0.195
37,0,02099,Scott Simpson,4.1,30,738,+0.333
37,0,06078,Esteban Toledo,4.1,50,1227,+0.260
37,0,02214,Kirk Triplett,4.1,41,1002,+0.122
37,0,02239,Scott Verplank,4.1,43,1044,+0.163
45,0,08337,Mike Heinen,4.2,30,712,+0.300
45,0,24024,Zach Johnson,4.2,56,1328,+0.250
45,0,08339,Spike McRoy,4.2,50,1180,+0.220
45,0,25396,Kevin Na,4.2,55,1306,+0.164
45,0,23497,Tag Ridings,4.2,28,666,+0.179
45,0,22293,Heath Slocum,4.2,51,1227,+0.353
45,0,23623,Bo Van Pelt,4.2,53,1251,+0.264
52,0,01035,Tommy Armour III,4.3,50,1161,+0.160
52,0,23613,Rich Barcelo,4.3,38,878,+0.447
52,0,26420,Richard Johnson,4.3,60,1392,+0.200
52,0,10585,Scott McCarron,4.3,49,1142,+0.306
52,0,02101,Joey Sindelar,4.3,56,1309,+0.268
57,0,01249,John Daly,4.4,45,1020,+0.200
57,0,21805,Harrison Frazar,4.4,48,1082,+0.313
57,0,19846,Brian Gay,4.4,56,1280,+0.250
57,0,01619,Skip Kendall,4.4,53,1208,+0.245
57,0,01677,Tom Lehman,4.4,38,868,+0.500
57,0,01945,Kenny Perry,4.4,40,918,+0.250
57,0,01948,Tim Petrovic,4.4,58,1326,+0.155
64,0,23614,Rich Beem,4.5,42,931,+0.357
64,0,20593,Greg Chalmers,4.5,43,946,+0.186
64,0,01527,Scott Hoch,4.5,29,644,+0.103
64,0,10733,Kent Jones,4.5,59,1320,+0.356
64,0,20628,Arron Oberholser,4.5,42,934,+0.357
69,0,21633,Steve Allan,4.6,61,1323,+0.262
69,0,20585,Niclas Fasth,4.6,35,754,+0.057
69,0,01457,Jay Haas,4.6,42,904,+0.262
69,0,20382,Stephen Leaney,4.6,40,876,+0.150
69,0,01685,J.L. Lewis,4.6,62,1338,+0.339
69,0,24781,Hunter Mahan,4.6,56,1228,+0.071
69,0,01771,Blaine McCallister,4.6,42,922,+0.143
69,0,01797,Rocco Mediate,4.6,27,582,+0.370
69,0,02049,Gene Sauers,4.6,52,1129,+0.231
78,0,07223,Brian Bateman,4.7,50,1058,+0.220
78,0,20433,Mark Hensby,4.7,57,1215,+0.298
78,0,01724,Jeff Maggert,4.7,34,728,+0.324
78,0,01938,David Peoples,4.7,53,1117,+0.075
78,0,01941,Tom Pernice Jr.,4.7,61,1296,+0.213
78,0,23307,Roger Tambellini,4.7,48,1032,+0.313
78,0,23325,Vaughn Taylor,4.7,52,1114,+0.365
78,0,26287,Roland Thatcher,4.7,42,894,+0.381
86,0,10885,Robert Allenby,4.8,51,1060,+0.235
86,0,20098,Stuart Appleby,4.8,43,897,+0.163
86,0,23063,Scott Hend,4.8,50,1050,+0.400
86,0,22913,John Rollins,4.8,52,1078,+0.077
86,0,02106,Chris Smith,4.8,68,1409,+0.265
86,0,08385,Omar Uresti,4.8,54,1132,+0.093
92,0,24507,Jason Bohn,4.9,63,1298,+0.286
92,0,01127,Danny Briggs,4.9,54,1102,+0.204
92,0,24290,D.J. Brigman,4.9,51,1034,+0.353
92,0,20850,Daniel Chopra,4.9,68,1393,+0.206
92,0,08835,Kris Cox,4.9,44,906,+0.227
92,0,06575,Dudley Hart,4.9,37,755,+0.189
92,0,20094,Jonathan Kaye,4.9,47,951,+0.170
92,0,08075,Jerry Kelly,4.9,64,1294,+0.078
92,0,11032,Frank Lickliter II,4.9,56,1132,+0.339
92,0,22046,Geoff Ogilvy,4.9,57,1156,+0.246
92,0,25345,Carl Pettersson,4.9,59,1212,+0.322
92,0,01968,Nick Price,4.9,26,532,+0.077
92,0,02246,Duffy Waldorf,4.9,46,932,+0.283
105,0,06004,Stephen Ames,5.0,59,1184,+0.068
105,0,01024,Billy Andrade,5.0,69,1392,+0.290
105,0,21407,Arjun Atwal,5.0,55,1104,+0.164
105,0,01313,Steve Elkington,5.0,41,820,+0.244
105,0,20121,Todd Fischer,5.0,69,1392,+0.348
105,0,12823,Carlos Franco,5.0,66,1321,+0.182
105,0,10201,Matt Gogel,5.0,53,1063,+0.132
105,0,01766,Billy Mayfair,5.0,70,1407,+0.129
105,0,23320,Ryan Palmer,5.0,68,1363,+0.147
105,0,24502,Adam Scott,5.0,28,564,+0.143
115,0,07867,Woody Austin,5.1,62,1226,+0.226
115,0,06251,Chris DiMarco,5.1,59,1147,+0.203
115,0,07457,Steve Flesch,5.1,64,1248,+0.250
115,0,12645,Brent Geiberger,5.1,64,1267,+0.219
115,0,10860,Justin Leonard,5.1,51,992,+0.294
115,0,06515,Shaun Micheel,5.1,54,1050,+0.333
121,0,01161,Mark Calcavecchia,5.2,48,928,+0.125
121,0,19881,Robert Damron,5.2,65,1254,+0.154
121,0,01261,Jay Delsing,5.2,51,989,+0.314
121,0,20157,Retief Goosen,5.2,31,600,+0.065
121,0,23108,Matt Kuchar,5.2,59,1126,+0.119
121,0,20127,Chris Riley,5.2,43,834,+0.070
121,0,02223,Bob Tway,5.2,52,998,+0.115
128,0,01132,Mark Brooks,5.3,47,894,+0.383
128,0,06809,Bob Burns,5.3,63,1200,+0.159
