RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
128,0,12510,Chad Campbell,5.3,61,1160,+0.131
128,0,01203,Russ Cochran,5.3,44,826,+0.227
128,0,01226,Fred Couples,5.3,33,620,+0.242
128,0,23552,Hank Kuehne,5.3,64,1216,+0.281
134,0,22621,Ben Curtis,5.4,32,592,+0.063
134,0,21209,Sergio Garcia,5.4,39,728,+0.205
134,0,08537,J.P. Hayes,5.4,53,989,+0.302
134,0,20645,John Senden,5.4,69,1286,+0.275
134,0,02245,Grant Waite,5.4,57,1046,+0.211
139,0,12394,Tom Carter,5.5,79,1447,+0.278
139,0,01329,Brad Faxon,5.5,56,1016,+0.107
139,0,23338,David Gossett,5.5,42,764,+0.143
139,0,22548,Patrick Sheehan,5.5,81,1460,+0.284
143,0,24925,Jonathan Byrd,5.6,58,1042,+0.138
143,0,21949,Joe Ogilvie,5.6,72,1285,+0.056
143,0,10107,Deane Pappas,5.6,53,950,+0.264
143,0,20580,Andre Stolz,5.6,40,714,+0.250
143,0,06595,Kevin Sutherland,5.6,59,1048,+0.085
148,0,20472,Alex Cejka,5.7,48,835,+0.083
148,0,24357,K.J. Choi,5.7,51,892,+0.059
148,0,01707,Steve Lowery,5.7,64,1126,+0.328
148,0,25237,Kevin Muncrief,5.7,38,668,+0.395
148,0,06567,Vijay Singh,5.7,73,1288,E
148,0,02104,Jeff Sluman,5.7,71,1236,+0.183
154,0,25686,Jason Dufner,5.8,62,1074,+0.290
154,0,01388,Robert Gamez,5.8,78,1350,+0.179
154,0,12680,Shigeki Maruyama,5.8,65,1124,+0.062
154,0,01926,Steve Pate,5.8,54,932,+0.389
154,0,23621,Rory Sabbatini,5.8,62,1068,+0.113
159,0,20498,Briny Baird,5.9,73,1241,+0.178
159,0,21731,Freddie Jacobson,5.9,56,948,+0.179
159,0,01761,Len Mattiace,5.9,60,1014,+0.217
159,0,07939,Dan Olsen,5.9,57,962,+0.263
159,0,01927,Dennis Paulson,5.9,55,936,E
164,0,08931,Glen Day,6.0,79,1322,+0.215
164,0,12660,Jesper Parnevik,6.0,69,1142,+0.101
164,0,07749,Brett Quigley,6.0,77,1280,+0.260
164,0,12602,Dean Wilson,6.0,82,1376,+0.171
168,0,19824,Craig Barlow,6.1,65,1059,+0.200
168,0,20229,Stewart Cink,6.1,71,1158,+0.127
168,0,12760,Danny Ellis,6.1,66,1074,+0.182
168,0,01666,Bernhard Langer,6.1,40,652,-0.025
168,0,01810,Phil Mickelson,6.1,52,850,-0.019
168,0,22405,Justin Rose,6.1,54,892,+0.111
168,0,02206,David Toms,6.1,51,836,+0.216
175,0,22371,Aaron Baddeley,6.2,68,1102,+0.382
176,0,01473,Todd Hamilton,6.3,63,1008,+0.111
176,0,06332,Neal Lancaster,6.3,88,1406,+0.330
176,0,20634,Peter Lonard,6.3,49,782,+0.245
179,0,11123,Chris Couch,6.5,48,738,+0.292
179,0,01577,Lee Janzen,6.5,71,1086,+0.141
181,0,01042,Paul Azinger,6.6,65,986,+0.215
181,0,20378,Mathias Grönberg,6.6,75,1130,+0.093
181,0,12705,Cliff Kresge,6.6,76,1155,+0.289
181,0,01920,Craig Parry,6.6,35,528,+0.200
185,0,20104,Ken Duke,6.7,80,1188,+0.200
185,0,06373,José María Olazábal,6.7,41,612,+0.024
185,0,20572,Rod Pampling,6.7,78,1170,+0.103
185,0,10912,Craig Perks,6.7,64,950,+0.141
189,0,20663,Brenden Pappas,6.8,100,1474,+0.110
189,0,10423,Mike Weir,6.8,56,826,+0.357
191,0,12782,Tim Herron,6.9,68,989,+0.235
192,0,02002,John Riegger,7.0,52,740,+0.288
193,0,08881,Tripp Isenhour,7.2,49,682,+0.327
194,0,06197,Michael Allen,7.3,86,1186,+0.105
194,0,06527,Steve Stricker,7.3,77,1057,+0.104
196,0,06613,Tommy Tolles,7.4,67,906,+0.194
