RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,01876,Greg Norman,18
2,0,01783,Mark McCumber,16
2,0,01958,Dan Pohl,16
4,0,02255,Denis Watson,15
5,0,02100,Tim Simpson,14
6,0,01633,Tom Kite,13
7,0,02242,Lanny Wadkins,12
8,0,02133,Craig Stadler,11
9,0,01378,David Frost,10
10,0,02159,Curtis Strange,9
11,0,01051,Seve Ballesteros,8
12,0,01042,Paul Azinger,7
12,0,01060,Dave Barr,7
12,0,01093,Ronnie Black,7
12,0,01361,Dan Forsman,7
12,0,01639,Kenny Knox,7
12,0,01864,Larry Nelson,7
12,0,01887,Mark O'Meara,7
12,0,01926,Steve Pate,7
12,0,01996,Mike Reid,7
12,0,02104,Jeff Sluman,7
12,0,02160,Ron Streck,7
12,0,02170,Hal Sutton,7
24,0,01457,Jay Haas,6
24,0,01968,Nick Price,6
24,0,02294,Willie Wood,6
27,0,01096,Phil Blackmar,5
27,0,01161,Mark Calcavecchia,5
27,0,01214,Frank Conner,5
27,0,01226,Fred Couples,5
27,0,01329,Brad Faxon,5
27,0,01846,Jodie Mudd,5
27,0,02041,Bill Sander,5
27,0,02321,Fuzzy Zoeller,5
35,0,01303,Bob Eastwood,4
35,0,01313,Steve Elkington,4
35,0,01326,Nick Faldo,4
35,0,01475,Donnie Hammond,4
35,0,01666,Bernhard Langer,4
35,0,01717,Sandy Lyle,4
35,0,01736,Roger Maltbie,4
35,0,01755,Dick Mast,4
35,0,01823,Larry Mize,4
35,0,01869,Jack Nicklaus,4
35,0,01892,Aki Ohmachi,4
35,0,01960,Don Pooley,4
35,0,02190,Doug Tewell,4
35,0,02322,Richard Zokol,4
49,0,01024,Billy Andrade,3
49,0,01390,Buddy Gardner,3
49,0,01418,Bill Glasson,3
49,0,01452,Jeff Grygiel,3
49,0,01559,Hale Irwin,3
49,0,01858,Tommy Nakajima,3
49,0,01964,Greg Powers,3
49,0,02087,Don Shirey Jr.,3
49,0,02118,J.C. Snead,3
49,0,02213,Lee Trevino,3
59,0,01032,Kikuo Arai,2
59,0,01072,Chip Beck,2
59,0,01098,Jay Don Blake,2
59,0,01113,Steve Bowman,2
59,0,01132,Mark Brooks,2
59,0,01150,George Burns,2
59,0,01198,Howard Clark,2
59,0,01200,Keith Clearwater,2
59,0,01235,Ben Crenshaw,2
59,0,01346,Ed Fiori,2
59,0,01435,Wayne Grady,2
59,0,01510,Nolan Henke,2
59,0,01707,Steve Lowery,2
59,0,01715,Mark Lye,2
59,0,01771,Blaine McCallister,2
59,0,01796,Mark McNulty,2
59,0,01861,Jim Nelford,2
59,0,01906,Masashi Jumbo Ozaki,2
59,0,01928,Corey Pavin,2
59,0,01935,Calvin Peete,2
59,0,01954,Gary Pinns,2
59,0,01998,Jack Renner,2
59,0,02002,John Riegger,2
59,0,02016,Bill Rogers,2
59,0,02146,Payne Stewart,2
59,0,02148,Ray Stewart,2
59,0,02196,Robert Thompson,2
59,0,02226,Tray Tyner,2
59,0,02241,Bobby Wadkins,2
59,0,02256,Tom Watson,2
59,0,02267,D.A. Weibring,2
59,0,02298,Jim Woodward,2
