RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,59.70,514,861,-0.204
2,0,01249,John Daly,51.79,304,587,-0.115
3,0,06567,Vijay Singh,46.09,483,1048,-0.280
4,0,01810,Phil Mickelson,45.50,329,723,-0.155
5,0,19825,Darren Clarke,39.07,202,517,-0.228
6,0,21209,Sergio Garcia,38.80,194,500,-0.155
7,0,06522,Ernie Els,38.22,211,552,-0.223
8,0,20157,Retief Goosen,34.95,209,598,-0.292
9,0,10107,Deane Pappas,34.70,304,876,-0.243
10,0,25450,Ty Tryon,34.51,196,568,-0.163
11,0,24502,Adam Scott,34.40,161,468,-0.081
12,0,01706,Davis Love III,34.31,268,781,-0.235
13,0,01723,Andrew Magee,33.21,347,1045,-0.202
14,0,20663,Brenden Pappas,33.03,394,1193,-0.228
15,0,08337,Mike Heinen,32.81,352,1073,-0.170
16,0,20574,Mathew Goggin,32.76,325,992,-0.215
17,0,12661,Todd Barranger,32.69,288,881,-0.167
18,0,08793,Tiger Woods,32.56,225,691,-0.356
19,0,23621,Rory Sabbatini,31.70,311,981,-0.151
20,0,12823,Carlos Franco,31.00,367,1184,-0.283
21,0,23177,Kenneth Staton,30.78,217,705,-0.175
22,0,10565,Ian Leggatt,29.90,238,796,-0.139
23,0,21805,Harrison Frazar,29.65,303,1022,-0.241
24,0,08375,Paul Stankowski,29.57,225,761,-0.200
25,0,10585,Scott McCarron,29.40,234,796,-0.218
26,0,20098,Stuart Appleby,29.20,266,911,-0.222
27,0,23656,Jason Caron,29.17,245,840,-0.139
28,0,24925,Jonathan Byrd,28.64,297,1037,-0.273
29,0,10885,Robert Allenby,28.62,231,807,-0.273
30,0,01945,Kenny Perry,28.29,271,958,-0.140
31,0,23614,Rich Beem,28.27,216,764,-0.181
32,0,20634,Peter Lonard,27.81,270,971,-0.207
33,0,02106,Chris Smith,27.67,282,1019,-0.195
34,0,23034,Brent Schwarzrock,27.46,190,692,-0.211
