RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,85.82,115,134,-0.33
2,0,01249,John Daly,71.88,69,96,-0.39
3,0,19825,Darren Clarke,63.75,51,80,-0.31
4,0,01810,Phil Mickelson,62.30,76,122,-0.26
5,0,21209,Sergio Garcia,55.81,48,86,-0.21
6,0,08337,Mike Heinen,53.49,92,172,-0.35
7,0,01706,Davis Love III,53.08,69,130,-0.32
8,0,20663,Brenden Pappas,52.97,107,202,-0.42
9,0,06567,Vijay Singh,51.19,86,168,-0.42
10,0,06522,Ernie Els,51.14,45,88,-0.42
11,0,12823,Carlos Franco,51.08,95,186,-0.47
12,0,10107,Deane Pappas,50.00,72,144,-0.42
12,0,24502,Adam Scott,50.00,34,68,-0.21
14,0,01723,Andrew Magee,49.42,85,172,-0.54
15,0,21805,Harrison Frazar,48.82,83,170,-0.41
16,0,20574,Mathew Goggin,48.75,78,160,-0.38
17,0,08793,Tiger Woods,48.08,50,104,-0.52
18,0,20157,Retief Goosen,47.00,47,100,-0.34
19,0,12661,Todd Barranger,46.58,68,146,-0.19
20,0,07223,Brian Bateman,45.38,59,130,-0.31
21,0,22892,Jason Gore,43.90,72,164,-0.42
22,0,23177,Kenneth Staton,43.75,49,112,-0.41
23,0,23656,Jason Caron,43.57,61,140,-0.18
24,0,08375,Paul Stankowski,42.42,56,132,-0.25
25,0,10585,Scott McCarron,41.67,55,132,-0.44
25,0,25450,Ty Tryon,41.67,40,96,-0.45
27,0,20094,Jonathan Kaye,41.56,64,154,-0.34
28,0,20098,Stuart Appleby,41.10,60,146,-0.42
29,0,21961,Charles Howell III,40.91,81,198,-0.33
30,0,10565,Ian Leggatt,40.63,52,128,-0.27
31,0,12645,Brent Geiberger,40.20,41,102,-0.56
32,0,23034,Brent Schwarzrock,40.18,45,112,-0.31
33,0,02106,Chris Smith,40.12,69,172,-0.36
34,0,10885,Robert Allenby,39.39,52,132,-0.38
35,0,06332,Neal Lancaster,39.32,81,206,-0.41
36,0,19824,Craig Barlow,39.25,73,186,-0.40
37,0,22548,Patrick Sheehan,39.18,76,194,-0.33
38,0,06515,Shaun Micheel,39.11,70,179,-0.39
39,0,01226,Fred Couples,39.00,39,100,-0.26
40,0,23353,J.J. Henry,38.54,74,192,-0.46
41,0,07749,Brett Quigley,38.41,63,164,-0.25
42,0,25031,Andy Miller,37.84,56,148,-0.54
43,0,24925,Jonathan Byrd,37.78,68,180,-0.22
44,0,23614,Rich Beem,37.69,49,130,-0.29
45,0,20634,Peter Lonard,37.50,57,152,-0.30
46,0,20645,John Senden,37.14,78,210,-0.46
47,0,20095,Carl Paulson,37.13,75,202,-0.41
48,0,20498,Briny Baird,35.71,75,210,-0.35
49,0,06573,Brandt Jobe,35.62,52,146,-0.25
50,0,12782,Tim Herron,35.29,66,187,-0.42
51,0,07867,Woody Austin,35.11,66,188,-0.44
52,0,01035,Tommy Armour III,35.00,42,120,-0.62
53,0,12510,Chad Campbell,34.66,61,176,-0.36
54,0,26950,John Morgan,34.62,54,156,-0.37
