RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
61,0,20628,Arron Oberholser,7.65,77,1006,+0.065
62,0,10733,Kent Jones,7.57,64,845,-0.031
63,0,02223,Bob Tway,7.52,76,1010,+0.013
64,0,01361,Dan Forsman,7.46,83,1112,+0.036
65,0,20229,Stewart Cink,7.43,85,1144,+0.071
66,0,02239,Scott Verplank,7.40,79,1068,-0.038
67,0,23338,David Gossett,7.38,83,1124,+0.060
68,0,19972,José Coceres,7.37,53,719,+0.264
69,0,12823,Carlos Franco,7.35,87,1184,+0.207
70,0,22371,Aaron Baddeley,7.34,55,749,+0.127
71,0,01035,Tommy Armour III,7.28,54,742,E
72,0,20548,Hidemichi Tanaka,7.27,97,1335,-0.082
73,0,12680,Shigeki Maruyama,7.24,66,911,+0.182
74,0,01707,Steve Lowery,7.22,63,873,+0.063
75,0,20566,Kaname Yokoo,7.18,45,627,+0.089
76,0,22892,Jason Gore,7.10,66,930,+0.288
77,0,06515,Shaun Micheel,7.09,80,1128,+0.150
78,0,26489,Cameron Yancey,7.07,46,651,+0.283
79,0,20663,Brenden Pappas,7.04,84,1193,+0.190
80,0,23135,Tim Clark,7.02,59,840,+0.068
80,0,06034,Marco Dawson,7.02,63,897,+0.206
82,0,25345,Carl Pettersson,7.01,66,942,+0.333
83,0,08337,Mike Heinen,6.99,75,1073,+0.013
84,0,08633,Per-Ulrik Johansson,6.97,78,1119,+0.115
84,0,12755,Vance Veazey,6.97,52,746,+0.346
86,0,06581,David Sutherland,6.95,59,849,+0.254
87,0,20645,John Senden,6.89,88,1278,+0.091
88,0,06522,Ernie Els,6.88,38,552,-0.105
89,0,01553,John Huston,6.86,60,874,-0.117
90,0,20095,Carl Paulson,6.82,85,1246,+0.094
90,0,01941,Tom Pernice Jr.,6.82,79,1158,+0.076
92,0,07223,Brian Bateman,6.73,53,787,+0.019
92,0,01329,Brad Faxon,6.73,66,981,+0.136
94,0,20121,Todd Fischer,6.72,74,1101,+0.108
94,0,08725,Tom Gillis,6.72,55,818,+0.182
96,0,02246,Duffy Waldorf,6.69,63,942,+0.127
97,0,19846,Brian Gay,6.66,73,1096,+0.274
98,0,12662,Thomas Levet,6.63,64,966,+0.109
99,0,20127,Chris Riley,6.56,63,960,+0.175
100,0,20099,Doug Barron,6.52,70,1073,+0.014
101,0,01619,Skip Kendall,6.51,81,1244,+0.148
102,0,12661,Todd Barranger,6.47,57,881,+0.140
102,0,01569,Peter Jacobsen,6.47,54,834,+0.074
102,0,25692,Akio Sadakata,6.47,59,912,+0.203
105,0,11011,Mike Sposa,6.44,56,869,+0.054
106,0,20029,Notah Begay III,6.38,68,1066,+0.147
107,0,23108,Matt Kuchar,6.33,47,743,+0.234
108,0,06809,Bob Burns,6.32,58,918,+0.276
109,0,01024,Billy Andrade,6.31,72,1141,+0.111
110,0,01677,Tom Lehman,6.30,51,809,+0.118
111,0,22046,Geoff Ogilvy,6.27,57,909,+0.175
112,0,10860,Justin Leonard,6.24,51,817,-0.118
113,0,02104,Jeff Sluman,6.23,69,1107,+0.029
114,0,10425,Jay Williamson,6.22,69,1109,+0.043
115,0,10585,Scott McCarron,6.16,49,796,+0.265
116,0,20568,Anthony Painter,6.04,60,993,+0.183
117,0,12602,Dean Wilson,5.99,57,951,+0.281
118,0,07457,Steve Flesch,5.92,75,1266,+0.160
119,0,10565,Ian Leggatt,5.90,47,796,+0.170
120,0,01381,Fred Funk,5.75,70,1217,+0.057
121,0,22913,John Rollins,5.73,45,785,-0.022
122,0,22293,Heath Slocum,5.72,71,1241,+0.056
123,0,23656,Jason Caron,5.71,48,840,+0.292
123,0,23541,Ben Crane,5.71,59,1034,+0.203
123,0,01968,Nick Price,5.71,37,648,-0.027
126,0,12782,Tim Herron,5.70,66,1158,+0.288
127,0,01797,Rocco Mediate,5.69,47,826,+0.085
128,0,01723,Andrew Magee,5.65,59,1045,+0.322
129,0,06595,Kevin Sutherland,5.57,51,916,-0.098
130,0,21633,Steve Allan,5.56,35,630,+0.114
130,0,01388,Robert Gamez,5.56,72,1295,+0.056
132,0,08931,Glen Day,5.52,68,1231,+0.059
133,0,21961,Charles Howell III,5.45,65,1192,+0.123
134,0,06621,Joe Durant,5.42,58,1071,+0.138
134,0,11032,Frank Lickliter II,5.42,55,1015,+0.218
136,0,08075,Jerry Kelly,5.39,59,1094,+0.186
137,0,22621,Ben Curtis,5.38,43,799,+0.047
137,0,12705,Cliff Kresge,5.38,59,1096,+0.203
137,0,01706,Davis Love III,5.38,42,781,-0.143
140,0,01724,Jeff Maggert,5.31,48,904,+0.104
141,0,24925,Jonathan Byrd,5.30,55,1037,+0.127
142,0,10809,Jim Furyk,5.29,54,1021,-0.093
143,0,02214,Kirk Triplett,5.27,52,987,-0.115
144,0,23177,Kenneth Staton,5.25,37,705,+0.270
145,0,20572,Rod Pampling,5.22,47,900,+0.277
146,0,01457,Jay Haas,5.16,48,931,+0.188
147,0,02002,John Riegger,5.14,32,622,+0.188
148,0,12510,Chad Campbell,5.13,56,1091,+0.018
149,0,01161,Mark Calcavecchia,5.01,46,919,-0.022
150,0,10107,Deane Pappas,4.91,43,876,+0.140
151,0,26950,John Morgan,4.90,46,938,+0.413
152,0,08123,Jeff Brehaut,4.80,61,1271,-0.033
152,0,21209,Sergio Garcia,4.80,24,500,+0.167
154,0,23621,Rory Sabbatini,4.79,47,981,+0.277
155,0,20498,Briny Baird,4.78,62,1296,+0.048
156,0,20094,Jonathan Kaye,4.74,45,949,+0.111
157,0,01685,J.L. Lewis,4.73,49,1035,+0.204
158,0,23614,Rich Beem,4.71,36,764,+0.278
159,0,23552,Hank Kuehne,4.65,40,861,+0.250
160,0,10912,Craig Perks,4.62,40,866,+0.250
160,0,23034,Brent Schwarzrock,4.62,32,692,+0.156
162,0,02106,Chris Smith,4.61,47,1019,+0.064
163,0,21806,Paul Gow,4.60,35,761,+0.286
164,0,20472,Alex Cejka,4.59,44,959,+0.295
164,0,01945,Kenny Perry,4.59,44,958,+0.045
166,0,12652,Cameron Beckman,4.57,47,1029,+0.213
167,0,06332,Neal Lancaster,4.56,59,1295,+0.153
168,0,20634,Peter Lonard,4.53,44,971,+0.068
169,0,06251,Chris DiMarco,4.52,44,974,+0.159
170,0,20574,Mathew Goggin,4.44,44,992,+0.182
171,0,10423,Mike Weir,4.41,32,725,+0.031
172,0,01810,Phil Mickelson,4.29,31,723,+0.226
173,0,24357,K.J. Choi,4.16,46,1105,+0.065
174,0,21805,Harrison Frazar,4.11,42,1022,E
175,0,07867,Woody Austin,4.06,48,1182,+0.063
176,0,08375,Paul Stankowski,3.94,30,761,+0.400
177,0,24502,Adam Scott,3.85,18,468,+0.167
178,0,22295,Darron Stiles,3.47,34,979,+0.029
179,0,20436,Garrett Willis,3.36,39,1160,+0.308
180,0,25450,Ty Tryon,3.17,18,568,+0.056
181,0,19824,Craig Barlow,3.11,35,1125,+0.229
182,0,06567,Vijay Singh,3.05,32,1048,+0.063
183,0,08793,Tiger Woods,2.89,20,691,+0.150
184,0,20157,Retief Goosen,2.84,17,598,-0.059
185,0,20098,Stuart Appleby,2.74,25,911,+0.080
186,0,10885,Robert Allenby,2.73,22,807,E
187,0,02206,David Toms,2.65,22,831,-0.227
188,0,01226,Fred Couples,2.64,15,568,-0.200
189,0,01249,John Daly,2.56,15,587,+0.733
190,0,19825,Darren Clarke,2.32,12,517,+0.083
