RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,35.77,308,861,-0.282
2,0,01249,John Daly,28.28,166,587,-0.169
3,0,06567,Vijay Singh,18.42,193,1048,-0.352
4,0,01810,Phil Mickelson,16.46,119,723,-0.210
5,0,06522,Ernie Els,16.30,90,552,-0.233
6,0,21209,Sergio Garcia,16.20,81,500,-0.259
7,0,24502,Adam Scott,13.89,65,468,-0.215
8,0,19825,Darren Clarke,12.38,64,517,-0.313
9,0,20157,Retief Goosen,12.37,74,598,-0.419
10,0,01706,Davis Love III,11.52,90,781,-0.311
11,0,08793,Tiger Woods,11.00,76,691,-0.395
12,0,20663,Brenden Pappas,10.90,130,1193,-0.292
13,0,10107,Deane Pappas,10.84,95,876,-0.337
14,0,08337,Mike Heinen,10.53,113,1073,-0.283
15,0,20574,Mathew Goggin,9.88,98,992,-0.265
16,0,24925,Jonathan Byrd,9.74,101,1037,-0.406
17,0,12661,Todd Barranger,9.65,85,881,-0.188
18,0,12823,Carlos Franco,9.54,113,1184,-0.381
19,0,21805,Harrison Frazar,9.39,96,1022,-0.365
20,0,01226,Fred Couples,9.33,53,568,-0.321
20,0,25450,Ty Tryon,9.33,53,568,-0.264
22,0,01723,Andrew Magee,9.19,96,1045,-0.333
23,0,25031,Andy Miller,9.00,77,856,-0.416
24,0,23621,Rory Sabbatini,8.77,86,981,-0.186
25,0,20098,Stuart Appleby,8.34,76,911,-0.224
26,0,01035,Tommy Armour III,8.22,61,742,-0.295
27,0,10585,Scott McCarron,8.17,65,796,-0.231
28,0,02106,Chris Smith,8.15,83,1019,-0.422
29,0,22892,Jason Gore,8.06,75,930,-0.173
30,0,10885,Robert Allenby,8.05,65,807,-0.262
31,0,23656,Jason Caron,7.98,67,840,-0.209
32,0,23177,Kenneth Staton,7.94,56,705,-0.232
33,0,01945,Kenny Perry,7.93,76,958,-0.184
34,0,10565,Ian Leggatt,7.91,63,796,-0.286
35,0,21961,Charles Howell III,7.89,94,1192,-0.191
36,0,23614,Rich Beem,7.46,57,764,-0.088
37,0,24357,K.J. Choi,7.42,82,1105,-0.305
38,0,20094,Jonathan Kaye,7.27,69,949,-0.290
39,0,23034,Brent Schwarzrock,7.23,50,692,-0.380
40,0,22548,Patrick Sheehan,7.18,87,1211,-0.333
41,0,20572,Rod Pampling,7.00,63,900,-0.175
42,0,08375,Paul Stankowski,6.96,53,761,-0.358
43,0,26950,John Morgan,6.72,63,938,-0.302
44,0,20634,Peter Lonard,6.69,65,971,-0.231
45,0,10912,Craig Perks,6.58,57,866,-0.228
46,0,07749,Brett Quigley,6.52,67,1028,-0.358
47,0,12782,Tim Herron,6.48,75,1158,-0.333
48,0,12645,Brent Geiberger,6.43,39,607,-0.282
49,0,02206,David Toms,6.26,52,831,-0.327
50,0,07867,Woody Austin,6.09,72,1182,-0.222
51,0,22295,Darron Stiles,6.03,59,979,-0.153
52,0,01707,Steve Lowery,5.96,52,873,-0.385
53,0,06515,Shaun Micheel,5.94,67,1128,-0.313
54,0,23353,J.J. Henry,5.89,71,1205,-0.225
55,0,06332,Neal Lancaster,5.79,75,1295,-0.387
56,0,07223,Brian Bateman,5.72,45,787,-0.378
57,0,21633,Steve Allan,5.71,36,630,-0.278
58,0,06573,Brandt Jobe,5.64,50,887,-0.200
59,0,19824,Craig Barlow,5.51,62,1125,-0.194
60,0,12652,Cameron Beckman,5.44,56,1029,-0.125
61,0,20095,Carl Paulson,5.38,67,1246,-0.418
62,0,12755,Vance Veazey,5.23,39,746,-0.282
63,0,12510,Chad Campbell,5.13,56,1091,-0.321
64,0,01161,Mark Calcavecchia,5.11,47,919,-0.340
65,0,06034,Marco Dawson,5.02,45,897,-0.422
66,0,23541,Ben Crane,4.93,51,1034,-0.255
67,0,24356,Jason Buha,4.92,34,691,-0.265
68,0,10423,Mike Weir,4.83,35,725,-0.314
69,0,23125,Brad Elder,4.76,27,567,E
70,0,22046,Geoff Ogilvy,4.73,43,909,-0.256
71,0,11011,Mike Sposa,4.72,41,869,-0.171
72,0,08123,Jeff Brehaut,4.64,59,1271,-0.339
72,0,01685,J.L. Lewis,4.64,48,1035,-0.271
74,0,22913,John Rollins,4.59,36,785,-0.167
75,0,20498,Briny Baird,4.55,59,1296,-0.339
75,0,12662,Thomas Levet,4.55,44,966,-0.364
75,0,02223,Bob Tway,4.55,46,1010,-0.413
78,0,06595,Kevin Sutherland,4.48,41,916,-0.244
79,0,02101,Joey Sindelar,4.43,49,1105,-0.204
80,0,02002,John Riegger,4.34,27,622,-0.148
81,0,20568,Anthony Painter,4.33,43,993,-0.116
82,0,21806,Paul Gow,4.20,32,761,-0.313
