RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,23552,Hank Kuehne,321.4,44994,140
2,0,01249,John Daly,314.3,34576,110
3,0,01810,Phil Mickelson,306.0,48049,157
4,0,19825,Darren Clarke,304.9,32928,108
5,0,06522,Ernie Els,303.3,36398,120
6,0,06567,Vijay Singh,301.9,60982,202
7,0,21209,Sergio Garcia,300.9,34306,114
8,0,08337,Mike Heinen,300.8,52340,174
9,0,20663,Brenden Pappas,300.3,61266,204
10,0,20574,Mathew Goggin,299.8,50965,170
11,0,10107,Deane Pappas,299.5,43431,145
11,0,08793,Tiger Woods,299.5,40735,136
13,0,20157,Retief Goosen,299.4,38320,128
14,0,01723,Andrew Magee,299.3,52684,176
15,0,01706,Davis Love III,299.2,46671,156
15,0,24502,Adam Scott,299.2,27523,92
17,0,12661,Todd Barranger,298.8,44223,148
18,0,21805,Harrison Frazar,298.7,50786,170
19,0,12823,Carlos Franco,298.0,57811,194
20,0,07223,Brian Bateman,297.2,38929,131
21,0,22892,Jason Gore,296.7,48957,165
22,0,20094,Jonathan Kaye,295.9,52085,176
22,0,25450,Ty Tryon,295.9,28994,98
24,0,24925,Jonathan Byrd,295.3,59354,201
25,0,23656,Jason Caron,295.2,41030,139
25,0,23034,Brent Schwarzrock,295.2,33658,114
27,0,01945,Kenny Perry,295.1,56947,193
28,0,10885,Robert Allenby,294.8,47160,160
28,0,10565,Ian Leggatt,294.8,40095,136
30,0,24357,K.J. Choi,294.7,61302,208
31,0,12510,Chad Campbell,294.6,60091,204
31,0,21961,Charles Howell III,294.6,67748,230
31,0,06332,Neal Lancaster,294.6,62453,212
31,0,10585,Scott McCarron,294.6,47433,161
35,0,20098,Stuart Appleby,294.4,50054,170
36,0,01035,Tommy Armour III,294.3,37078,126
37,0,19824,Craig Barlow,293.9,54658,186
37,0,23177,Kenneth Staton,293.9,32917,112
39,0,12645,Brent Geiberger,293.8,29972,102
39,0,08375,Paul Stankowski,293.8,39073,133
41,0,23614,Rich Beem,293.6,45210,154
42,0,01226,Fred Couples,293.4,39021,133
42,0,20095,Carl Paulson,293.4,59270,202
44,0,25031,Andy Miller,293.3,43413,148
44,0,23621,Rory Sabbatini,293.3,54256,185
46,0,23353,J.J. Henry,293.2,56301,192
46,0,22548,Patrick Sheehan,293.2,57465,196
46,0,02106,Chris Smith,293.2,53942,184
49,0,06034,Marco Dawson,292.9,48616,166
50,0,20634,Peter Lonard,292.8,52699,180
51,0,06573,Brandt Jobe,292.7,45075,154
52,0,20498,Briny Baird,292.2,63692,218
53,0,22046,Geoff Ogilvy,291.8,47858,164
53,0,20645,John Senden,291.8,61856,212
55,0,22295,Darron Stiles,291.6,51321,176
56,0,26950,John Morgan,291.0,45396,156
56,0,12755,Vance Veazey,291.0,38124,131
