RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
58,0,12782,Tim Herron,290.9,57596,198
59,0,21633,Steve Allan,290.8,28212,97
59,0,07867,Woody Austin,290.8,59912,206
59,0,24356,Jason Buha,290.8,33735,116
62,0,10912,Craig Perks,290.7,45929,158
63,0,06581,David Sutherland,290.4,41822,144
64,0,20572,Rod Pampling,290.1,47577,164
65,0,01685,J.L. Lewis,289.7,55629,192
66,0,07749,Brett Quigley,289.6,50383,174
67,0,12652,Cameron Beckman,289.4,48036,166
68,0,23541,Ben Crane,289.2,53207,184
68,0,10423,Mike Weir,289.2,43084,149
70,0,01941,Tom Pernice Jr.,289.1,58684,203
71,0,06515,Shaun Micheel,288.9,54027,187
72,0,01707,Steve Lowery,288.8,46205,160
72,0,06595,Kevin Sutherland,288.8,53713,186
72,0,02206,David Toms,288.8,46779,162
72,0,02223,Bob Tway,288.8,49101,170
76,0,11011,Mike Sposa,288.5,39237,136
76,0,26489,Cameron Yancey,288.5,31735,110
78,0,02246,Duffy Waldorf,288.4,49600,172
79,0,08123,Jeff Brehaut,288.3,61117,212
80,0,20593,Greg Chalmers,288.2,54750,190
81,0,20229,Stewart Cink,288.0,57608,200
82,0,22371,Aaron Baddeley,287.9,38585,134
82,0,23338,David Gossett,287.9,52402,182
82,0,08633,Per-Ulrik Johansson,287.9,54709,190
85,0,01388,Robert Gamez,287.7,65019,226
85,0,20436,Garrett Willis,287.7,54670,190
87,0,01161,Mark Calcavecchia,287.6,48313,168
87,0,07941,Mike Grob,287.6,46017,160
89,0,23125,Brad Elder,287.5,28179,98
89,0,20568,Anthony Painter,287.5,48018,167
89,0,24361,Pat Perez,287.5,52895,184
92,0,12662,Thomas Levet,286.9,47623,166
93,0,01677,Tom Lehman,286.8,46461,162
94,0,06621,Joe Durant,286.7,55041,192
95,0,10733,Kent Jones,286.6,39548,138
96,0,08725,Tom Gillis,286.5,38969,136
96,0,21806,Paul Gow,286.5,34949,122
96,0,12705,Cliff Kresge,286.5,57010,199
99,0,06004,Stephen Ames,285.9,50886,178
100,0,07457,Steve Flesch,285.7,60568,212
100,0,02002,John Riegger,285.7,29138,102
102,0,02170,Hal Sutton,285.5,45679,160
103,0,06617,Brian Henninger,285.3,31381,110
103,0,10425,Jay Williamson,285.3,51919,182
105,0,01577,Lee Janzen,285.2,45345,159
106,0,20628,Arron Oberholser,285.1,45050,158
107,0,01553,John Huston,284.8,42715,150
108,0,02101,Joey Sindelar,284.6,51799,182
109,0,06527,Steve Stricker,284.5,31862,112
110,0,01024,Billy Andrade,284.4,56317,198
110,0,20472,Alex Cejka,284.4,51189,180
112,0,01948,Tim Petrovic,284.2,58551,206
113,0,01766,Billy Mayfair,284.0,59647,210
114,0,01938,David Peoples,283.8,53919,190
115,0,22913,John Rollins,283.6,47643,168
116,0,08075,Jerry Kelly,283.5,58405,206
117,0,01042,Paul Azinger,283.4,41374,146
118,0,25692,Akio Sadakata,283.3,45335,160
119,0,22621,Ben Curtis,283.2,38517,136
119,0,01569,Peter Jacobsen,283.2,42196,149
121,0,20121,Todd Fischer,283.1,53230,188
121,0,10213,Dicky Pride,283.1,40773,144
121,0,07101,Dave Stockton Jr.,283.1,43025,152
124,0,01361,Dan Forsman,282.9,55448,196
125,0,19972,José Coceres,282.8,35062,124
126,0,20566,Kaname Yokoo,282.7,29970,106
127,0,21878,Mark Wilson,282.1,44577,158
128,0,25345,Carl Pettersson,281.8,43965,156
128,0,02214,Kirk Triplett,281.8,50166,178
130,0,11032,Frank Lickliter II,281.6,50679,180
131,0,21739,Aaron Barber,281.3,52325,186
131,0,10809,Jim Furyk,281.3,56534,201
133,0,01307,Joel Edwards,281.1,33735,120
133,0,20548,Hidemichi Tanaka,281.1,62959,224
135,0,06251,Chris DiMarco,281.0,52268,186
135,0,20940,Kenichi Kuboya,281.0,49458,176
135,0,12660,Jesper Parnevik,281.0,55911,199
138,0,20573,Scott Laycock,280.6,38157,136
138,0,02104,Jeff Sluman,280.6,58356,208
140,0,01797,Rocco Mediate,280.5,43197,154
141,0,01175,Jim Carter,280.3,51583,184
142,0,01619,Skip Kendall,280.2,60806,217
143,0,01968,Nick Price,280.1,34730,124
144,0,23036,Chris Anderson,279.7,53140,190
145,0,08339,Spike McRoy,279.6,56484,202
146,0,12388,Michael Clark II,279.5,29622,106
147,0,01320,Bob Estes,279.3,50835,182
147,0,20127,Chris Riley,279.3,50278,180
149,0,01457,Jay Haas,279.2,46348,166
150,0,10860,Justin Leonard,279.1,41871,150
150,0,22293,Heath Slocum,279.1,54433,195
152,0,12680,Shigeki Maruyama,278.9,47419,170
153,0,01761,Len Mattiace,278.7,51839,186
154,0,01098,Jay Don Blake,278.4,41202,148
154,0,12602,Dean Wilson,278.4,45101,162
156,0,08931,Glen Day,278.3,55657,200
156,0,26420,Richard Johnson,278.3,48985,176
158,0,01475,Donnie Hammond,278.2,50639,182
158,0,01724,Jeff Maggert,278.2,45075,162
160,0,20099,Doug Barron,278.1,48940,176
160,0,06809,Bob Burns,278.1,46716,168
160,0,19846,Brian Gay,278.1,53949,194
160,0,10201,Matt Gogel,278.1,40045,144
164,0,07721,Pat Bates,278.0,59493,214
165,0,20029,Notah Begay III,277.9,49742,179
165,0,06575,Dudley Hart,277.9,36407,131
167,0,01887,Mark O'Meara,277.5,36625,132
168,0,01378,David Frost,277.2,43790,158
169,0,02049,Gene Sauers,277.0,47095,170
170,0,06078,Esteban Toledo,276.7,58374,211
171,0,01329,Brad Faxon,276.6,51997,188
172,0,08537,J.P. Hayes,276.5,43680,158
173,0,02239,Scott Verplank,275.5,52887,192
174,0,23983,Luke Donald,275.3,48458,176
174,0,23108,Matt Kuchar,275.3,33317,121
176,0,19881,Robert Damron,275.2,52562,191
177,0,01139,Olin Browne,274.2,59774,218
178,0,01381,Fred Funk,274.1,59757,218
179,0,08547,John Maginnes,273.7,47082,172
180,0,23135,Tim Clark,273.3,42089,154
181,0,01157,Tom Byrum,272.7,52363,192
182,0,01666,Bernhard Langer,272.3,34858,128
183,0,20771,Steven Alker,272.2,45999,169
184,0,01132,Mark Brooks,271.9,46765,172
185,0,08545,Glen Hnatiuk,271.1,48260,178
186,0,20623,Gavin Coles,271.0,35228,130
187,0,06643,Paul Goydos,270.9,44420,164
188,0,06475,Jeff Klein,270.1,30787,114
189,0,01928,Corey Pavin,268.9,45707,170
190,0,02010,Loren Roberts,265.9,45202,170
