RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,02010,Loren Roberts,32.64,47,144,-0.23
2,0,01157,Tom Byrum,25.88,44,170,-0.11
3,0,08545,Glen Hnatiuk,25.29,44,174,-0.05
4,0,06475,Jeff Klein,24.56,28,114,+0.04
5,0,20623,Gavin Coles,23.85,31,130,+0.16
6,0,01381,Fred Funk,23.20,45,194,-0.22
7,0,01132,Mark Brooks,22.22,36,162,+0.14
8,0,20771,Steven Alker,21.43,36,168,-0.11
9,0,23135,Tim Clark,20.45,27,132,+0.30
10,0,01968,Nick Price,20.00,20,100,+0.05
11,0,02239,Scott Verplank,19.88,33,166,-0.09
12,0,06643,Paul Goydos,19.51,32,164,-0.06
13,0,01928,Corey Pavin,19.38,31,160,+0.06
14,0,23108,Matt Kuchar,19.17,23,120,-0.04
15,0,19846,Brian Gay,18.13,33,182,-0.09
16,0,20029,Notah Begay III,17.98,32,178,+0.19
17,0,12602,Dean Wilson,17.76,27,152,-0.04
18,0,06809,Bob Burns,17.31,27,156,+0.07
19,0,08547,John Maginnes,17.28,28,162,+0.04
20,0,23983,Luke Donald,17.07,28,164,-0.11
21,0,01139,Olin Browne,16.83,35,208,+0.06
22,0,08537,J.P. Hayes,16.67,25,150,-0.12
23,0,20099,Doug Barron,16.48,29,176,-0.10
24,0,08931,Glen Day,15.90,31,195,-0.03
25,0,26420,Richard Johnson,15.88,27,170,+0.11
26,0,01475,Donnie Hammond,15.73,28,178,-0.07
27,0,01098,Jay Don Blake,15.44,21,136,+0.29
28,0,06251,Chris DiMarco,15.43,25,162,+0.08
29,0,19881,Robert Damron,15.38,28,182,-0.18
29,0,01666,Bernhard Langer,15.38,16,104,E
31,0,01329,Brad Faxon,14.81,24,162,+0.13
32,0,06575,Dudley Hart,14.75,18,122,-0.06
33,0,06078,Esteban Toledo,13.88,29,209,+0.03
34,0,01887,Mark O'Meara,13.86,14,101,+0.21
34,0,02049,Gene Sauers,13.86,23,166,+0.17
36,0,10860,Justin Leonard,13.85,18,130,-0.28
36,0,22293,Heath Slocum,13.85,27,195,+0.07
38,0,01761,Len Mattiace,13.64,21,154,+0.24
39,0,11032,Frank Lickliter II,13.53,23,170,E
40,0,12388,Michael Clark II,13.46,14,104,+0.57
40,0,01378,David Frost,13.46,21,156,E
42,0,01320,Bob Estes,12.99,20,154,+0.20
43,0,08075,Jerry Kelly,12.90,24,186,-0.04
44,0,23036,Chris Anderson,12.78,23,180,+0.09
45,0,20127,Chris Riley,12.66,20,158,-0.10
46,0,20573,Scott Laycock,12.50,17,136,+0.06
46,0,25345,Carl Pettersson,12.50,19,152,-0.16
46,0,06527,Steve Stricker,12.50,14,112,+0.43
49,0,02101,Joey Sindelar,12.36,22,178,+0.14
50,0,01797,Rocco Mediate,12.12,16,132,+0.25
51,0,01175,Jim Carter,11.96,22,184,+0.09
52,0,01307,Joel Edwards,11.67,14,120,+0.21
53,0,20566,Kaname Yokoo,11.54,12,104,E
54,0,10201,Matt Gogel,11.43,16,140,+0.06
55,0,07721,Pat Bates,11.32,24,212,+0.21
56,0,19972,José Coceres,11.11,12,108,+0.08
57,0,23541,Ben Crane,11.05,19,172,+0.26
58,0,22913,John Rollins,10.87,15,138,-0.27
59,0,02104,Jeff Sluman,10.81,20,185,-0.15
60,0,21878,Mark Wilson,10.76,17,158,E
61,0,07457,Steve Flesch,10.71,21,196,-0.05
62,0,12680,Shigeki Maruyama,10.67,16,150,-0.06
63,0,08725,Tom Gillis,10.61,14,132,E
63,0,08339,Spike McRoy,10.61,21,198,-0.29
65,0,01724,Jeff Maggert,10.49,15,143,-0.13
66,0,01948,Tim Petrovic,10.47,20,191,-0.05
67,0,21739,Aaron Barber,10.44,19,182,-0.11
68,0,01457,Jay Haas,10.42,15,144,-0.07
69,0,12662,Thomas Levet,10.39,16,154,+0.25
70,0,20628,Arron Oberholser,10.26,16,156,-0.19
71,0,25692,Akio Sadakata,10.13,16,158,+0.13
72,0,06515,Shaun Micheel,10.06,18,179,-0.06
73,0,01042,Paul Azinger,10.00,14,140,-0.07
