RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01810,Phil Mickelson,43.44,53,122,+3.94
2,0,19825,Darren Clarke,42.50,34,80,+3.71
3,0,01249,John Daly,37.50,36,96,+3.86
4,0,23177,Kenneth Staton,35.71,40,112,+3.68
5,0,01723,Andrew Magee,34.88,60,172,+3.65
6,0,01706,Davis Love III,34.62,45,130,+3.91
6,0,08793,Tiger Woods,34.62,36,104,+3.53
8,0,10107,Deane Pappas,34.03,49,144,+3.96
9,0,10565,Ian Leggatt,32.81,42,128,+3.90
10,0,08337,Mike Heinen,32.56,56,172,+3.64
11,0,24502,Adam Scott,32.35,22,68,+3.77
12,0,20663,Brenden Pappas,32.18,65,202,+3.97
13,0,20157,Retief Goosen,32.00,32,100,+3.78
14,0,12823,Carlos Franco,31.72,59,186,+3.69
15,0,08375,Paul Stankowski,31.06,41,132,+3.76
16,0,20574,Mathew Goggin,30.63,49,160,+3.61
17,0,07749,Brett Quigley,30.49,50,164,+3.98
18,0,06515,Shaun Micheel,30.17,54,179,+3.70
19,0,12661,Todd Barranger,30.14,44,146,+3.86
20,0,20645,John Senden,30.00,63,210,+3.51
21,0,10885,Robert Allenby,29.55,39,132,+3.23
22,0,23656,Jason Caron,29.29,41,140,+3.76
23,0,07223,Brian Bateman,29.23,38,130,+4.00
24,0,23552,Hank Kuehne,29.10,39,134,+3.67
25,0,21805,Harrison Frazar,28.82,49,170,+3.76
26,0,10585,Scott McCarron,28.79,38,132,+3.68
27,0,06522,Ernie Els,28.41,25,88,+3.60
28,0,22548,Patrick Sheehan,28.35,55,194,+3.98
29,0,23353,J.J. Henry,28.13,54,192,+3.52
30,0,22892,Jason Gore,28.05,46,164,+3.61
31,0,21209,Sergio Garcia,27.91,24,86,+3.63
32,0,23614,Rich Beem,27.69,36,130,+3.42
33,0,12645,Brent Geiberger,27.45,28,102,+3.64
34,0,06332,Neal Lancaster,27.18,56,206,+3.82
35,0,25450,Ty Tryon,27.08,26,96,+3.23
36,0,20098,Stuart Appleby,26.71,39,146,+3.59
37,0,20094,Jonathan Kaye,26.62,41,154,+3.49
38,0,22046,Geoff Ogilvy,26.32,40,152,+3.78
39,0,01941,Tom Pernice Jr.,26.29,51,194,+3.78
40,0,02106,Chris Smith,26.16,45,172,+3.64
41,0,24925,Jonathan Byrd,26.11,47,180,+3.89
42,0,23034,Brent Schwarzrock,25.89,29,112,+3.52
43,0,20498,Briny Baird,25.71,54,210,+3.76
44,0,06567,Vijay Singh,25.60,43,168,+3.53
45,0,07867,Woody Austin,25.53,48,188,+3.46
46,0,06573,Brandt Jobe,25.34,37,146,+3.65
47,0,19824,Craig Barlow,25.27,47,186,+3.45
48,0,21961,Charles Howell III,25.25,50,198,+3.70
49,0,21633,Steve Allan,25.00,24,96,+3.96
49,0,20634,Peter Lonard,25.00,38,152,+3.82
49,0,01945,Kenny Perry,25.00,40,160,+3.68
49,0,22295,Darron Stiles,25.00,42,168,+3.33
53,0,02206,David Toms,24.63,33,134,+3.45
54,0,26489,Cameron Yancey,24.07,26,108,+3.58
55,0,12782,Tim Herron,24.06,45,187,+3.62
56,0,12662,Thomas Levet,24.03,37,154,+3.43
57,0,12510,Chad Campbell,23.86,42,176,+3.64
58,0,20095,Carl Paulson,23.76,48,202,+3.58
59,0,06595,Kevin Sutherland,23.75,38,160,+3.58
60,0,12652,Cameron Beckman,23.49,39,166,+3.44
61,0,26950,John Morgan,23.08,36,156,+3.47
61,0,20628,Arron Oberholser,23.08,36,156,+3.67
61,0,12755,Vance Veazey,23.08,30,130,+3.50
64,0,25031,Andy Miller,22.97,34,148,+3.41
65,0,10423,Mike Weir,22.81,26,114,+3.19
66,0,23338,David Gossett,22.47,40,178,+2.98
67,0,24356,Jason Buha,22.41,26,116,+3.54
68,0,02223,Bob Tway,22.22,36,162,+3.72
69,0,01042,Paul Azinger,22.14,31,140,+3.65
70,0,23541,Ben Crane,22.09,38,172,+3.89
71,0,11011,Mike Sposa,22.06,30,136,+3.43
72,0,08725,Tom Gillis,21.97,29,132,+3.69
73,0,06581,David Sutherland,21.83,31,142,+3.23
74,0,01677,Tom Lehman,21.53,31,144,+3.29
75,0,10912,Craig Perks,21.33,32,150,+3.53
75,0,07101,Dave Stockton Jr.,21.33,32,150,+3.81
77,0,20572,Rod Pampling,21.23,31,146,+3.61
78,0,06034,Marco Dawson,21.15,33,156,+3.52
78,0,02246,Duffy Waldorf,21.15,33,156,+3.45
80,0,20229,Stewart Cink,21.11,38,180,+3.58
81,0,01226,Fred Couples,21.00,21,100,+4.00
82,0,01035,Tommy Armour III,20.83,25,120,+3.40
83,0,22371,Aaron Baddeley,20.63,26,126,+3.73
84,0,22621,Ben Curtis,20.49,25,122,+3.52
85,0,01707,Steve Lowery,20.42,29,142,+3.38
85,0,01948,Tim Petrovic,20.42,39,191,+3.62
87,0,06251,Chris DiMarco,20.37,33,162,+3.64
88,0,20593,Greg Chalmers,20.00,38,190,+3.89
89,0,06621,Joe Durant,19.89,35,176,+2.83
90,0,08633,Per-Ulrik Johansson,19.46,36,185,+3.17
91,0,24357,K.J. Choi,19.44,35,180,+3.11
91,0,01569,Peter Jacobsen,19.44,28,144,+3.79
93,0,02002,John Riegger,19.00,19,100,+3.47
94,0,06004,Stephen Ames,18.97,33,174,+3.33
95,0,08123,Jeff Brehaut,18.75,39,208,+3.05
95,0,01553,John Huston,18.75,27,144,+3.89
95,0,06527,Steve Stricker,18.75,21,112,+3.29
98,0,20568,Anthony Painter,18.67,31,166,+3.32
99,0,10425,Jay Williamson,18.60,32,172,+3.59
100,0,02101,Joey Sindelar,18.54,33,178,+3.36
101,0,19972,José Coceres,18.52,20,108,+3.10
102,0,12705,Cliff Kresge,18.48,34,184,+3.82
103,0,23621,Rory Sabbatini,18.29,30,164,+3.07
104,0,20436,Garrett Willis,18.28,34,186,+2.97
105,0,01361,Dan Forsman,17.93,33,184,+3.06
106,0,01766,Billy Mayfair,17.74,33,186,+3.39
107,0,06617,Brian Henninger,17.65,18,102,+3.67
107,0,20573,Scott Laycock,17.65,24,136,+3.71
109,0,01685,J.L. Lewis,17.61,31,176,+2.90
110,0,01968,Nick Price,17.00,17,100,+3.24
111,0,07941,Mike Grob,16.88,27,160,+2.96
112,0,01307,Joel Edwards,16.67,20,120,+3.40
112,0,21806,Paul Gow,16.67,20,120,+3.15
112,0,10733,Kent Jones,16.67,22,132,+3.32
112,0,12660,Jesper Parnevik,16.67,30,180,+3.60
112,0,24361,Pat Perez,16.67,29,174,+3.52
117,0,20121,Todd Fischer,16.49,31,188,+3.58
118,0,20472,Alex Cejka,16.46,27,164,+3.15
119,0,01161,Mark Calcavecchia,16.44,24,146,+3.17
120,0,01320,Bob Estes,16.23,25,154,+3.68
121,0,01457,Jay Haas,15.97,23,144,+3.35
122,0,20566,Kaname Yokoo,15.38,16,104,+3.00
123,0,01388,Robert Gamez,15.28,33,216,+3.12
124,0,01175,Jim Carter,15.22,28,184,+2.68
125,0,20940,Kenichi Kuboya,14.94,26,174,+3.19
126,0,10213,Dicky Pride,14.93,20,134,+3.60
127,0,02214,Kirk Triplett,14.81,24,162,+2.83
128,0,07457,Steve Flesch,14.80,29,196,+3.00
129,0,08075,Jerry Kelly,14.52,27,186,+2.74
130,0,25345,Carl Pettersson,14.47,22,152,+3.41
131,0,01938,David Peoples,14.44,27,187,+2.70
132,0,02170,Hal Sutton,14.38,21,146,+3.24
133,0,01619,Skip Kendall,14.36,29,202,+3.24
134,0,10201,Matt Gogel,14.29,20,140,+2.90
135,0,01577,Lee Janzen,13.43,18,134,+3.44
136,0,25692,Akio Sadakata,13.29,21,158,+2.71
137,0,19846,Brian Gay,13.19,24,182,+2.79
138,0,26420,Richard Johnson,12.94,22,170,+3.41
139,0,06809,Bob Burns,12.82,20,156,+3.00
140,0,21739,Aaron Barber,12.64,23,182,+3.30
141,0,01724,Jeff Maggert,12.59,18,143,+3.00
142,0,12388,Michael Clark II,12.50,13,104,+2.85
143,0,02104,Jeff Sluman,12.43,23,185,+2.61
144,0,20029,Notah Begay III,12.36,22,178,+2.73
145,0,11032,Frank Lickliter II,12.35,21,170,+2.86
