RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,01968,Nick Price,68.984,4060,- 58.948,58
2,0,08793,Tiger Woods,69.100,5650,- 52.881,81
3,0,01876,Greg Norman,69.158,3591,- 63.958,51
4,0,01706,Davis Love III,69.472,6312,- 59.560,90
5,0,01677,Tom Lehman,69.616,5059,- 46.654,72
6,0,12660,Jesper Parnevik,69.628,4917,- 43.026,70
7,0,10809,Jim Furyk,69.638,6869,- 44.428,98
8,0,01527,Scott Hoch,69.697,6093,- 29.335,87
9,0,10860,Justin Leonard,69.762,7114,- 68.051,101
10,0,01810,Phil Mickelson,69.827,5351,- 44.132,76
11,0,02010,Loren Roberts,69.879,5777,- 46.960,82
12,0,06522,Ernie Els,69.896,4397,- 63.420,62
13,0,09011,David Duval,69.910,6896,- 44.829,98
14,0,01577,Lee Janzen,69.961,6975,- 48.828,99
15,0,01329,Brad Faxon,69.972,5301,- 53.110,75
16,0,01161,Mark Calcavecchia,70.002,6805,- 14.827,97
17,0,01891,David Ogrin,70.056,6772,- 46.658,96
18,0,02146,Payne Stewart,70.072,6147,- 50.768,87
19,0,01313,Steve Elkington,70.089,4407,- 61.479,62
19,0,01320,Bob Estes,70.089,4826,10.159,69
21,0,02223,Bob Tway,70.103,6565,- 45.451,93
22,0,01226,Fred Couples,70.126,4043,- 45.843,57
23,0,02256,Tom Watson,70.137,3691,- 43.898,52
24,0,01960,Don Pooley,70.147,5058,- 7.384,72
25,0,01920,Craig Parry,70.172,5034,- 51.811,71
26,0,06567,Vijay Singh,70.181,5906,- 80.953,83
27,0,01887,Mark O'Meara,70.233,5532,- 53.797,78
28,0,02133,Craig Stadler,70.288,4863,- 13.114,69
29,0,01418,Bill Glasson,70.332,4778,4.572,68
30,0,01457,Jay Haas,70.350,5669,- 41.013,80
31,0,01219,John Cook,70.353,7004,- 39.011,99
32,0,06613,Tommy Tolles,70.362,6300,- 37.767,89
33,0,20098,Stuart Appleby,70.366,5559,- 70.485,78
34,0,10457,Frank Nobilo,70.409,4576,- 69.811,64
35,0,01024,Billy Andrade,70.431,7150,- 36.513,101
36,0,01042,Paul Azinger,70.438,4430,- 62.840,62
37,0,01157,Tom Byrum,70.456,6921,- 16.286,98
38,0,12645,Brent Geiberger,70.476,6564,- 9.758,93
39,0,20229,Stewart Cink,70.489,7011,- 32.624,99
40,0,01723,Andrew Magee,70.495,7205,- 14.475,102
41,0,01569,Peter Jacobsen,70.512,6151,- 16.458,87
42,0,10585,Scott McCarron,70.521,5752,- 39.770,81
43,0,01943,Chris Perry,70.535,7521,- 44.332,106
44,0,01707,Steve Lowery,70.545,6986,- 2.093,99
45,0,01748,Doug Martin,70.560,7209,- 11.897,102
46,0,02214,Kirk Triplett,70.563,6218,- 8.453,88
47,0,01098,Jay Don Blake,70.568,6442,- 20.294,91
48,0,01353,Bruce Fleisher,70.574,4299,6.000,61
49,0,01724,Jeff Maggert,70.578,6605,- 41.204,93
50,0,01599,Steve Jones,70.602,5546,- 39.048,78
51,0,06595,Kevin Sutherland,70.603,6027,- 25.777,85
52,0,01203,Russ Cochran,70.616,7280,- 6.588,103
53,0,02104,Jeff Sluman,70.632,6967,- 45.030,98
54,0,01096,Phil Blackmar,70.656,6534,- 33.681,92
55,0,01633,Tom Kite,70.689,5279,- 47.999,74
56,0,01823,Larry Mize,70.691,4925,- 47.338,69
57,0,02170,Hal Sutton,70.704,6806,- 18.399,96
58,0,01381,Fred Funk,70.721,8175,- 42.064,115
59,0,08375,Paul Stankowski,70.724,7183,- 39.901,101
60,0,06643,Paul Goydos,70.731,7095,- 21.950,100
61,0,01326,Nick Faldo,70.743,3519,- 52.609,49
62,0,01116,Michael Bradley,70.769,6266,- 38.285,88
63,0,01996,Mike Reid,70.771,5739,- 6.522,81
64,0,01331,Rick Fehr,70.797,4877,7.963,69
65,0,01175,Jim Carter,70.804,6958,- 19.250,98
66,0,01945,Kenny Perry,70.847,5763,- 24.363,81
67,0,12782,Tim Herron,70.855,7170,- 13.653,101
68,0,01093,Ronnie Black,70.928,6058,- 29.154,85
69,0,01408,Kelly Gibson,70.929,8606,- 23.626,121
70,0,02206,David Toms,70.956,6250,- 5.863,88
71,0,06617,Brian Henninger,70.974,5461,3.971,77
72,0,01797,Rocco Mediate,70.979,5684,- 5.647,80
73,0,19881,Robert Damron,70.986,6978,- 21.341,98
74,0,01323,Brad Fabel,71.015,6680,- 4.594,94
75,0,02242,Lanny Wadkins,71.018,5058,- 15.731,71
76,0,01682,Wayne Levi,71.020,4746,12.353,67
77,0,02245,Grant Waite,71.029,7258,- 12.998,102
78,0,02246,Duffy Waldorf,71.040,6347,- 24.456,89
