RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,301.4,41590,138
2,0,08793,Tiger Woods,298.0,42917,144
3,0,01706,Davis Love III,288.7,50808,176
3,0,01810,Phil Mickelson,288.7,43888,152
5,0,10585,Scott McCarron,288.5,56543,196
6,0,20445,Casey Martin,288.3,50745,176
7,0,21805,Harrison Frazar,287.3,40220,140
8,0,20098,Stuart Appleby,286.4,44105,154
9,0,20574,Mathew Goggin,286.3,50955,178
10,0,10885,Robert Allenby,285.8,51437,180
11,0,23621,Rory Sabbatini,285.5,47110,165
12,0,12782,Tim Herron,285.0,52439,184
13,0,01226,Fred Couples,284.7,37577,132
14,0,20095,Carl Paulson,284.6,58629,206
15,0,01408,Kelly Gibson,284.3,46625,164
15,0,01927,Dennis Paulson,284.3,43779,154
17,0,01191,Barry Cheesman,284.1,52835,186
18,0,09011,David Duval,283.5,35437,125
19,0,08375,Paul Stankowski,283.4,41377,146
19,0,02246,Duffy Waldorf,283.4,42512,150
21,0,01945,Kenny Perry,282.8,42992,152
22,0,12388,Michael Clark II,282.1,45134,160
23,0,06573,Brandt Jobe,281.7,49581,176
24,0,19824,Craig Barlow,281.3,54013,192
25,0,08243,Aaron Bengoechea,281.2,40777,145
26,0,12680,Shigeki Maruyama,281.1,45534,162
27,0,01418,Bill Glasson,280.8,52220,186
28,0,01035,Tommy Armour III,280.3,49898,178
29,0,12652,Cameron Beckman,280.1,45369,162
30,0,06567,Vijay Singh,279.9,48989,175
31,0,01161,Mark Calcavecchia,279.7,48952,175
32,0,07457,Steve Flesch,279.2,65329,234
33,0,02245,Grant Waite,279.0,47436,170
34,0,19881,Robert Damron,278.9,50757,182
34,0,01685,J.L. Lewis,278.9,56892,204
34,0,01975,Tom Purtzer,278.9,31239,112
37,0,07763,Doug Dunakey,278.7,44593,160
38,0,06522,Ernie Els,278.4,35631,128
39,0,21209,Sergio Garcia,278.3,26720,96
39,0,01723,Andrew Magee,278.3,40630,146
41,0,01599,Steve Jones,278.2,37278,134
42,0,20593,Greg Chalmers,278.1,51167,184
43,0,01938,David Peoples,278.0,55042,198
44,0,10117,Bob Heintz,277.9,47240,170
45,0,23614,Rich Beem,277.8,45010,162
45,0,20229,Stewart Cink,277.8,50568,182
47,0,06062,Charles Raulerson,277.7,54428,196
48,0,06809,Bob Burns,277.6,49418,178
48,0,06251,Chris DiMarco,277.6,62177,224
50,0,01042,Paul Azinger,277.5,37743,136
50,0,22913,John Rollins,277.5,39957,144
52,0,01707,Steve Lowery,277.1,57635,208
52,0,06515,Shaun Micheel,277.1,50431,182
54,0,21949,Joe Ogilvie,277.0,50412,182
55,0,06527,Steve Stricker,276.8,32665,118
56,0,23125,Brad Elder,276.6,60846,220
57,0,06350,Bob May,276.4,48101,174
57,0,07749,Brett Quigley,276.4,34829,126
57,0,02133,Craig Stadler,276.4,36486,132
57,0,02218,Ted Tryba,276.4,60253,218
61,0,20043,Edward Fryatt,276.2,53585,194
62,0,06431,Jean Van de Velde,276.0,34773,126
63,0,01569,Peter Jacobsen,275.8,35858,130
63,0,10425,Jay Williamson,275.8,56259,204
65,0,19822,Bobby Cochran,275.7,41910,152
66,0,01116,Michael Bradley,275.5,40226,146
67,0,02170,Hal Sutton,275.4,47921,174
68,0,01307,Joel Edwards,275.2,54224,197
68,0,12823,Carlos Franco,275.2,45133,164
68,0,02206,David Toms,275.2,57787,210
71,0,20094,Jonathan Kaye,275.1,61633,224
72,0,01203,Russ Cochran,275.0,39048,142
73,0,24357,K.J. Choi,274.9,48927,178
73,0,01374,Robin Freeman,274.9,53874,196
75,0,24356,Jason Buha,274.8,45073,164
75,0,01943,Chris Perry,274.8,56332,205
75,0,06613,Tommy Tolles,274.8,32975,120
78,0,06004,Stephen Ames,274.7,52194,190
78,0,06036,Scott Dunlap,274.7,57131,208
80,0,08075,Jerry Kelly,274.6,60959,222
81,0,07867,Woody Austin,274.5,55446,202
81,0,01313,Steve Elkington,274.5,29641,108
83,0,01577,Lee Janzen,274.4,48851,178
84,0,10649,Tom Scherrer,274.1,54263,198
85,0,01261,Jay Delsing,273.9,50949,186
86,0,12645,Brent Geiberger,273.8,41070,150
86,0,01553,John Huston,273.8,42714,156
88,0,01797,Rocco Mediate,273.6,39395,144
89,0,01063,Ben Bates,273.5,56894,208
90,0,20105,Jeff Gove,273.4,44834,164
90,0,06581,David Sutherland,273.4,56869,208
90,0,02214,Kirk Triplett,273.4,50847,186
93,0,20029,Notah Begay III,273.3,40182,147
93,0,08993,Franklin Langham,273.3,49747,182
93,0,12660,Jesper Parnevik,273.3,34978,128
93,0,06595,Kevin Sutherland,273.3,51374,188
97,0,01185,Brandel Chamblee,273.2,38244,140
97,0,01761,Len Mattiace,273.2,58461,214
97,0,01968,Nick Price,273.2,32785,120
97,0,02101,Joey Sindelar,273.2,45899,168
97,0,22064,Craig Spence,273.2,46173,169
102,0,10912,Craig Perks,273.1,44787,164
103,0,01677,Tom Lehman,273.0,35212,129
104,0,20127,Chris Riley,272.9,51031,187
105,0,01024,Billy Andrade,272.7,46908,172
105,0,23656,Jason Caron,272.7,40912,150
105,0,10860,Justin Leonard,272.7,48544,178
105,0,01724,Jeff Maggert,272.7,42545,156
109,0,06014,Eric Booker,272.5,46319,170
110,0,06575,Dudley Hart,272.3,38663,142
110,0,11011,Mike Sposa,272.3,39755,146
112,0,06088,Steve Gotsche,272.2,48446,178
112,0,06332,Neal Lancaster,272.2,51717,190
112,0,12753,David Morland IV,272.2,46822,172
112,0,10423,Mike Weir,272.2,50084,184
116,0,06621,Joe Durant,272.1,51164,188
116,0,06617,Brian Henninger,272.1,48436,178
116,0,10962,Bradley Hughes,272.1,48976,180
119,0,21007,Gabriel Hjertstedt,272.0,45145,166
120,0,08537,J.P. Hayes,271.9,48393,178
121,0,08045,Perry Moss,271.8,28813,106
122,0,01920,Craig Parry,271.7,35322,130
123,0,06090,Jim McGovern,271.6,28794,106
123,0,06140,Sean Murphy,271.6,54315,200
125,0,01619,Skip Kendall,271.5,60812,224
126,0,01388,Robert Gamez,271.2,41222,152
127,0,10457,Frank Nobilo,271.0,51489,190
127,0,01926,Steve Pate,271.0,47422,175
129,0,01331,Rick Fehr,270.8,38451,142
130,0,01941,Tom Pernice Jr.,270.7,51970,192
131,0,01527,Scott Hoch,270.6,56282,208
131,0,02223,Bob Tway,270.6,47081,174
133,0,01093,Ronnie Black,270.4,42717,158
133,0,02257,Brian Watts,270.4,47583,176
135,0,10963,Jimmy Green,270.2,44848,166
136,0,10809,Jim Furyk,269.9,48849,181
137,0,07753,Kevin Wentworth,269.8,43171,160
138,0,01282,Trevor Dodds,269.7,45305,168
139,0,11032,Frank Lickliter II,269.5,56598,210
140,0,01771,Blaine McCallister,269.4,56029,208
141,0,02279,Mark Wiebe,269.2,49541,184
142,0,08535,Gary Nicklaus,269.1,44139,164
143,0,01219,John Cook,268.6,47282,176
143,0,01361,Dan Forsman,268.6,47266,176
143,0,02239,Scott Verplank,268.6,55862,208
146,0,01320,Bob Estes,268.4,31668,118
147,0,20099,Doug Barron,268.3,44000,164
147,0,01326,Nick Faldo,268.3,24149,90
147,0,10201,Matt Gogel,268.3,45076,168
150,0,08931,Glen Day,268.1,49322,184
151,0,01766,Billy Mayfair,268.0,47175,176
152,0,01887,Mark O'Meara,267.9,27328,102
153,0,01157,Tom Byrum,267.8,47661,178
154,0,06012,Greg Kraft,267.7,56762,212
155,0,02131,Mike Springer,267.6,43350,162
156,0,10569,Mike Brisky,267.4,45998,172
157,0,07101,Dave Stockton Jr.,267.2,46488,174
157,0,08385,Omar Uresti,267.2,50225,188
159,0,01905,Joe Ozaki,267.1,27249,102
160,0,01139,Olin Browne,266.9,52843,198
161,0,10213,Dicky Pride,266.8,50165,188
162,0,01381,Fred Funk,266.6,57048,214
163,0,01175,Jim Carter,266.4,49010,184
164,0,01457,Jay Haas,266.3,41009,154
165,0,01098,Jay Don Blake,266.2,49518,186
166,0,01040,Emlyn Aubrey,265.3,33953,128
167,0,02104,Jeff Sluman,265.0,56704,214
168,0,01014,Fulton Allem,264.8,39718,150
168,0,01533,P.H. Horgan III,264.8,34421,130
170,0,19846,Brian Gay,264.6,52399,198
171,0,01329,Brad Faxon,264.4,50765,192
171,0,12449,Ryan Howison,264.4,42565,161
173,0,01378,David Frost,264.2,31178,118
173,0,01823,Larry Mize,264.2,36454,138
175,0,02110,Jerry Smith,264.1,53358,202
