RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
176,0,01142,Bart Bryant,263.7,38496,146
177,0,01132,Mark Brooks,263.6,45339,172
177,0,01323,Brad Fabel,263.6,46392,176
179,0,06643,Paul Goydos,263.4,51093,194
180,0,01510,Nolan Henke,262.9,41542,158
181,0,01549,Mike Hulbert,262.4,41987,160
182,0,06044,Scott Gump,262.1,55045,210
182,0,08545,Glen Hnatiuk,262.1,47180,180
182,0,06315,Pete Jordan,262.1,53470,204
182,0,21593,Keith Nolan,262.1,29874,114
186,0,01376,Bob Friend,261.4,48099,184
187,0,07363,Craig Bowden,260.4,28127,108
188,0,01489,Steve Hart,259.7,36357,140
188,0,08547,John Maginnes,259.7,51417,198
190,0,06078,Esteban Toledo,259.2,57548,222
191,0,01072,Chip Beck,258.1,25292,98
192,0,02010,Loren Roberts,257.9,42300,164
193,0,11653,Paul Curry,255.8,32739,128
194,0,01996,Mike Reid,251.6,36225,144
195,0,01928,Corey Pavin,251.3,36189,144
