RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,08537,J.P. Hayes,141.3,381484000,75
2,0,22293,Heath Slocum,149.0,418350000,78
3,0,06315,Pete Jordan,150.6,357720000,66
4,0,01457,Jay Haas,150.9,374718000,69
5,0,19846,Brian Gay,151.1,739876000,136
6,0,19817,Michael Muehr,151.2,272129000,50
7,0,06012,Greg Kraft,151.9,453999000,83
8,0,01928,Corey Pavin,153.1,380303000,69
9,0,01381,Fred Funk,153.7,730546000,132
10,0,01724,Jeff Maggert,154.5,394793000,71
11,0,23135,Tim Clark,154.9,568681000,102
12,0,01378,David Frost,155.3,519827000,93
13,0,01619,Skip Kendall,155.5,599092000,107
14,0,08339,Spike McRoy,156.3,281400000,50
15,0,01320,Bob Estes,156.5,495735000,88
16,0,02010,Loren Roberts,156.6,512910000,91
17,0,20105,Jeff Gove,157.2,565776000,100
18,0,01132,Mark Brooks,157.8,454559000,80
18,0,06373,José María Olazábal,157.8,380518000,67
20,0,06643,Paul Goydos,158.2,398563000,70
21,0,10649,Tom Scherrer,158.5,553603000,97
22,0,06809,Bob Burns,158.6,473895000,83
23,0,12753,David Morland IV,158.9,400460000,70
24,0,01927,Dennis Paulson,159.2,487098000,85
25,0,06613,Tommy Tolles,159.4,453468000,79
26,0,01514,Eduardo Herrera,160.0,224706000,39
26,0,12663,Phil Tataurangi,160.0,489563000,85
28,0,01035,Tommy Armour III,160.3,386670000,67
28,0,01139,Olin Browne,160.3,623248000,108
28,0,02099,Scott Simpson,160.3,300077000,52
31,0,02170,Hal Sutton,161.1,359628000,62
32,0,02002,John Riegger,161.3,644733000,111
33,0,10860,Justin Leonard,161.7,483070000,83
34,0,01185,Brandel Chamblee,161.8,425179000,73
35,0,01361,Dan Forsman,161.9,559374000,96
35,0,01388,Robert Gamez,161.9,460352000,79
37,0,10912,Craig Perks,162.1,449296000,77
37,0,08553,Lee Porter,162.1,496154000,85
39,0,20593,Greg Chalmers,162.3,531689000,91
40,0,01307,Joel Edwards,162.6,679010000,116
41,0,01157,Tom Byrum,162.8,457281000,78
42,0,01599,Steve Jones,162.9,322597000,55
43,0,08993,Franklin Langham,163.2,340727000,58
44,0,01569,Peter Jacobsen,163.7,306528000,52
44,0,02257,Brian Watts,163.7,265266000,45
46,0,12510,Chad Campbell,164.0,797066000,135
47,0,01771,Blaine McCallister,164.1,413532000,70
47,0,11011,Mike Sposa,164.1,626325000,106
49,0,01968,Nick Price,164.2,336847000,57
50,0,01175,Jim Carter,164.4,520903000,88
51,0,20127,Chris Riley,164.5,645649000,109
52,0,06621,Joe Durant,164.6,503554000,85
53,0,24357,K.J. Choi,164.8,646828000,109
53,0,08881,Tripp Isenhour,164.8,439028000,74
53,0,02322,Richard Zokol,164.8,272841000,46
56,0,01203,Russ Cochran,164.9,296840000,50
57,0,02110,Jerry Smith,165.2,463940000,78
58,0,10213,Dicky Pride,165.3,291653000,49
59,0,10201,Matt Gogel,165.4,398953000,67
59,0,20548,Hidemichi Tanaka,165.4,607379000,102
61,0,01926,Steve Pate,165.5,339610000,57
62,0,08545,Glen Hnatiuk,165.6,679668000,114
63,0,12680,Shigeki Maruyama,165.7,531025000,89
63,0,06078,Esteban Toledo,165.7,423604000,71
65,0,01685,J.L. Lewis,166.3,748190000,125
66,0,20229,Stewart Cink,166.5,581344000,97
67,0,01723,Andrew Magee,166.6,479853000,80
68,0,06527,Steve Stricker,167.0,306555000,51
69,0,06498,Matt Peterson,167.1,487200000,81
70,0,01941,Tom Pernice Jr.,167.2,571919000,95
71,0,02223,Bob Tway,167.4,427966000,71
72,0,19824,Craig Barlow,167.5,452333000,75
72,0,23903,Stephen Gangluff,167.5,470431000,78
72,0,01553,John Huston,167.5,729700000,121
75,0,02239,Scott Verplank,167.7,543338000,90
76,0,06004,Stephen Ames,167.8,477296000,79
76,0,06251,Chris DiMarco,167.8,634248000,105
76,0,23108,Matt Kuchar,167.8,501329000,83
79,0,01329,Brad Faxon,167.9,525983000,87
79,0,01374,Robin Freeman,167.9,483670000,80
81,0,20572,Rod Pampling,168.1,629463000,104
81,0,02206,David Toms,168.1,822906000,136
83,0,10117,Bob Heintz,168.2,375392000,62
83,0,01797,Rocco Mediate,168.2,520607000,86
85,0,01219,John Cook,168.3,484828000,80
85,0,08931,Glen Day,168.3,678677000,112
87,0,07721,Pat Bates,168.5,618716000,102
88,0,12652,Cameron Beckman,168.6,491725000,81
89,0,22913,John Rollins,168.8,936068000,154
90,0,23353,J.J. Henry,168.9,626111000,103
91,0,08633,Per-Ulrik Johansson,169.0,492855000,81
92,0,12823,Carlos Franco,169.1,687869000,113
92,0,01920,Craig Parry,169.1,578261000,95
94,0,10425,Jay Williamson,169.2,603204000,99
95,0,23983,Luke Donald,169.3,646038000,106
95,0,01938,David Peoples,169.3,645870000,106
97,0,21806,Paul Gow,169.4,670762000,110
98,0,02214,Kirk Triplett,169.5,402618000,66
99,0,01014,Fulton Allem,169.6,335877000,55
100,0,23614,Rich Beem,169.7,617028000,101
100,0,01527,Scott Hoch,169.7,403233000,66
100,0,01677,Tom Lehman,169.7,299270000,49
100,0,10107,Deane Pappas,169.7,439864000,72
104,0,06595,Kevin Sutherland,169.8,409642000,67
105,0,24361,Pat Perez,170.0,501703000,82
106,0,10809,Jim Furyk,170.3,533442000,87
107,0,02106,Chris Smith,170.5,613765000,100
108,0,10733,Kent Jones,170.6,718376000,117
109,0,01475,Donnie Hammond,170.7,411757000,67
110,0,01098,Jay Don Blake,170.9,645836000,105
110,0,06350,Bob May,170.9,535286000,87
110,0,02101,Joey Sindelar,170.9,701315000,114
113,0,11032,Frank Lickliter II,171.2,560760000,91
114,0,12826,Paul Claxton,171.3,505572000,82
114,0,02246,Duffy Waldorf,171.3,622917000,101
116,0,01761,Len Mattiace,171.6,642433000,104
117,0,01577,Lee Janzen,171.8,556657000,90
117,0,23800,Bryce Molder,171.8,531994000,86
119,0,24937,Jess Daley,172.1,458562000,74
120,0,01142,Bart Bryant,172.3,489940000,79
121,0,12782,Tim Herron,172.5,670671000,108
122,0,02104,Jeff Sluman,172.6,739604000,119
123,0,19972,José Coceres,172.7,254940000,41
124,0,20094,Jonathan Kaye,172.8,603343000,97
125,0,08123,Jeff Brehaut,172.9,653422000,105
126,0,10565,Ian Leggatt,173.0,572953000,92
127,0,06036,Scott Dunlap,173.1,380110000,61
128,0,20098,Stuart Appleby,173.2,704516000,113
129,0,21805,Harrison Frazar,173.3,580234000,93
130,0,24925,Jonathan Byrd,173.8,750632000,120
131,0,06617,Brian Henninger,173.9,388047000,62
132,0,06332,Neal Lancaster,174.1,520215000,83
133,0,20502,Michael Long,174.3,514628000,82
134,0,20498,Briny Baird,174.4,715931000,114
134,0,08075,Jerry Kelly,174.4,596466000,95
136,0,21633,Steve Allan,174.5,690878000,110
136,0,06515,Shaun Micheel,174.5,640901000,102
138,0,02245,Grant Waite,174.9,679954000,108
139,0,20043,Edward Fryatt,175.3,542773000,86
140,0,07223,Brian Bateman,175.5,600319000,95
140,0,01161,Mark Calcavecchia,175.5,486434000,77
142,0,12645,Brent Geiberger,175.6,549967000,87
142,0,01707,Steve Lowery,175.6,651203000,103
144,0,07749,Brett Quigley,175.8,626482000,99
145,0,20029,Notah Begay III,176.0,665289000,105
145,0,19881,Robert Damron,176.0,614517000,97
147,0,07003,David Berganio Jr.,176.1,538875000,85
147,0,01706,Davis Love III,176.1,665471000,105
149,0,19958,Miguel Angel Jiménez,176.5,254212000,40
149,0,06573,Brandt Jobe,176.5,641861000,101
149,0,06567,Vijay Singh,176.5,781338000,123
152,0,01945,Kenny Perry,176.6,762799000,120
152,0,20436,Garrett Willis,176.6,546904000,86
154,0,01024,Billy Andrade,176.7,744305000,117
155,0,07457,Steve Flesch,176.8,547464000,86
156,0,21949,Joe Ogilvie,177.0,280357000,44
157,0,06575,Dudley Hart,177.1,395332000,62
158,0,23338,David Gossett,177.3,619194000,97
159,0,20566,Kaname Yokoo,177.4,427820000,67
160,0,10885,Robert Allenby,177.6,722393000,113
161,0,21259,Jason Hill,178.2,333639000,52
162,0,01313,Steve Elkington,179.0,406020000,63
163,0,20645,John Senden,179.2,593491000,92
164,0,22046,Geoff Ogilvy,179.4,607129000,94
165,0,01948,Tim Petrovic,179.5,626762000,97
166,0,12388,Michael Clark II,179.8,588959000,91
166,0,01887,Mark O'Meara,179.8,317251000,49
168,0,20634,Peter Lonard,180.1,642011000,99
169,0,01810,Phil Mickelson,180.5,734306000,113
170,0,01766,Billy Mayfair,180.8,540103000,83
171,0,21961,Charles Howell III,181.0,801651000,123
172,0,06197,Michael Allen,181.5,418185000,64
172,0,10585,Scott McCarron,181.5,660058000,101
174,0,01226,Fred Couples,181.6,300801000,46
175,0,08375,Paul Stankowski,181.7,634400000,97
176,0,01549,Mike Hulbert,181.9,189896000,29
177,0,23541,Ben Crane,182.1,622684000,95
177,0,23621,Rory Sabbatini,182.1,334309000,51
179,0,26289,Boo Weekley,182.5,381131000,58
180,0,10962,Bradley Hughes,182.7,368387000,56
181,0,20095,Carl Paulson,182.9,652018000,99
182,0,08535,Gary Nicklaus,183.0,375474000,57
183,0,06522,Ernie Els,183.1,421771000,64
184,0,02133,Craig Stadler,183.6,370138000,56
185,0,20157,Retief Goosen,183.8,416766000,63
186,0,07867,Woody Austin,184.5,664239000,100
186,0,23322,Brett Wetterich,184.5,624258000,94
188,0,23177,Kenneth Staton,184.7,658153000,99
189,0,09011,David Duval,185.3,540330000,81
190,0,01042,Paul Azinger,186.0,308034000,46
191,0,20663,Brenden Pappas,186.2,408968000,61
192,0,10457,Frank Nobilo,187.4,586806000,87
193,0,06016,Brad Lardon,187.8,297498000,44
194,0,21209,Sergio Garcia,188.4,393311000,58
195,0,23125,Brad Elder,189.3,456598000,67
196,0,10423,Mike Weir,189.4,531912000,78
197,0,20574,Mathew Goggin,190.1,424337000,62
198,0,01666,Bernhard Langer,190.3,274017000,40
199,0,12660,Jesper Parnevik,192.4,311723000,45
200,0,23623,Bo Van Pelt,192.8,596844000,86
201,0,08793,Tiger Woods,197.8,534009000,75
202,0,01249,John Daly,201.5,348127000,48
