RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
35,0,01938,David Peoples,140,SEI Pennsylvani,4,11 - Par 4
36,0,07223,Brian Bateman,139,FedEx St. Jude,4,15 - Par 4
37,0,19958,Miguel Angel Jiménez,138,THE PLAYERS,1,17 - Par 3
38,0,01307,Joel Edwards,138,Texas Open,2,12 - Par 4
39,0,01717,Sandy Lyle,136,Tampa Bay,2,10 - Par 4
40,0,20098,Stuart Appleby,135,Buick Challenge,3,13 - Par 4
41,0,12680,Shigeki Maruyama,135,Tucson Open,4,16 - Par 4
42,0,12652,Cameron Beckman,130,Buick Challenge,1,3 - Par 4 -
43,0,01810,Phil Mickelson,129,WGC-Am Express,4,15 - Par 4
44,0,01068,Andy Bean,125,B.C. Open,2,18 - Par 4
45,0,07867,Woody Austin,121,Greater Milwauk,2,12 - Par 4
46,0,23623,Bo Van Pelt,120,BellSouth Class,3,18 - Par 5
47,0,23338,David Gossett,119,Disney Classic,2,16 - Par 4
48,0,06621,Joe Durant,117,Greater Milwauk,1,18 - Par 5
49,0,01385,Jim Gallagher Jr.,113,Buick Open,2,10 - Par 4
50,0,21961,Charles Howell III,111,THE TOUR Champ,4,13 - Par 4
51,0,23108,Matt Kuchar,109,Memorial Tourna,3,11 - Par 5
52,0,06004,Stephen Ames,107,Buick Open,4,13 - Par 5
54,0,23983,Luke Donald,107,Greater Greens,3,16 - Par 4
55,0,22913,John Rollins,106,Memorial Tourna,3,14 - Par 4
56,0,24357,K.J. Choi,104,Tucson Open,3,15 - Par 5
58,0,01374,Robin Freeman,100,So. Farm Bureau,3,18 - Par 5
59,0,06573,Brandt Jobe,99,BellSouth Class,1,10 - Par 5
60,0,23135,Tim Clark,97,Advil Western,4,10 - Par 4
62,0,01116,Michael Bradley,96,Tampa Bay,4,11 - Par 5
63,0,12510,Chad Campbell,95,Honda Classic,2,13 - Par 4
64,0,01619,Skip Kendall,93,Canon Greater H,2,13 - Par 5
65,0,01569,Peter Jacobsen,90,Canon Greater H,1,13 - Par 5
67,0,20094,Jonathan Kaye,90,Canon Greater H,4,13 - Par 5
68,0,02257,Brian Watts,89,Kemper Ins Open,1,14 - Par 4
69,0,02206,David Toms,89,THE PLAYERS,3,12 - Par 4
71,0,23621,Rory Sabbatini,83,Canon Greater H,2,18 - Par 4
73,0,20043,Edward Fryatt,82,Shell Houston,2,6 - Par 5 -
74,0,06251,Chris DiMarco,81,Shell Houston,2,18 - Par 4
75,0,01093,Ronnie Black,81,SEI Pennsylvani,2,12 - Par 4
76,0,01457,Jay Haas,80,Buick Open,4,12 - Par 4
77,0,01381,Fred Funk,80,THE TOUR Champ,1,10 - Par 4
78,0,10912,Craig Perks,79,Buick Open,4,12 - Par 4
79,0,06090,Jim McGovern,78,SEI Pennsylvani,3,12 - Par 4
80,0,21631,Iain Steel,77,Bell Canadian O,2,16 - Par 5
81,0,21806,Paul Gow,73,So. Farm Bureau,1,18 - Par 5
83,0,12753,David Morland IV,65,B.C. Open,1,16 - Par 4
84,0,10649,Tom Scherrer,65,Sony Open,2,18 - Par 5
86,0,06064,Jeff Gallagher,61,Buick Open,1,14 - Par 4
87,0,01958,Dan Pohl,60,Texas Open,1,14 - Par 5
89,0,21633,Steve Allan,59,Buick Open,3,14 - Par 4
91,0,01203,Russ Cochran,57,Buick Open,4,12 - Par 4
92,0,08545,Glen Hnatiuk,53,Advil Western,4,11 - Par 5
94,0,08123,Jeff Brehaut,51,BellSouth Class,2,10 - Par 5
95,0,20229,Stewart Cink,49,Bob Hope Chrysl,4,15 - Par 3
96,0,06595,Kevin Sutherland,49,Air Canada,2,13 - Par 4
97,0,01132,Mark Brooks,46,Advil Western,1,18 - Par 4
98,0,23125,Brad Elder,43,SEI Pennsylvani,2,15 - Par 5
100,0,10809,Jim Furyk,39,Phoenix Open,1,13 - Par 5
102,0,06012,Greg Kraft,37,Bob Hope Chrysl,3,18 - Par 5
103,0,06140,Sean Murphy,36,FedEx St. Jude,2,17 - Par 4
104,0,25900,Lucas Glover,35,John Deere Clas,3,14 - Par 4
105,0,01014,Fulton Allem,34,Genuity,1,13 - Par 3
106,0,01666,Bernhard Langer,33,WGC-Am Express,4,16 - Par 4
107,0,02170,Hal Sutton,33,FedEx St. Jude,1,16 - Par 5
108,0,20157,Retief Goosen,33,BellSouth Class,4,4 - Par 5 -
109,0,21259,Jason Hill,33,B.C. Open,1,16 - Par 4
110,0,21209,Sergio Garcia,32,WGC-Am Express,4,17 - Par 5
112,0,12388,Michael Clark II,32,Air Canada,4,13 - Par 4
114,0,25052,Derek Gillespie,32,Bell Canadian O,1,16 - Par 5
116,0,01313,Steve Elkington,31,Kemper Ins Open,2,14 - Par 4
117,0,01098,Jay Don Blake,31,Reno-Tahoe Open,1,15 - Par 4
119,0,12782,Tim Herron,30,SEI Pennsylvani,2,16 - Par 4
120,0,10117,Bob Heintz,30,B.C. Open,1,16 - Par 4
125,0,20095,Carl Paulson,29,FedEx St. Jude,3,17 - Par 4
126,0,06350,Bob May,28,Buick Challenge,1,7 - Par 5 -
128,0,24502,Adam Scott,27,THE PLAYERS,2,15 - Par 4
129,0,20548,Hidemichi Tanaka,27,Canon Greater H,2,15 - Par 4
130,0,01334,Keith Fergus,27,Bob Hope Chrysl,4,18 - Par 5
131,0,24494,Erik Compton,27,Memorial Tourna,2,18 - Par 4
133,0,01475,Donnie Hammond,26,FedEx St. Jude,3,13 - Par 4
134,0,10733,Kent Jones,26,Genuity,2,13 - Par 3
135,0,01346,Ed Fiori,26,B.C. Open,1,14 - Par 3
137,0,01035,Tommy Armour III,26,Bay Hill Invita,1,15 - Par 4
139,0,01766,Billy Mayfair,25,Memorial Tourna,1,18 - Par 4
142,0,01329,Brad Faxon,25,Bay Hill Invita,3,16 - Par 5
144,0,24361,Pat Perez,24,Bell Canadian O,4,12 - Par 3
145,0,06332,Neal Lancaster,24,Bell Canadian O,1,12 - Par 3
147,0,07003,David Berganio Jr.,24,So. Farm Bureau,3,14 - Par 4
148,0,11032,Frank Lickliter II,24,Buick Challenge,3,15 - Par 5
149,0,12695,Robert Floyd,23,Texas Open,2,17 - Par 3
150,0,06315,Pete Jordan,23,John Deere Clas,4,16 - Par 3
151,0,01219,John Cook,23,Sony Open,2,18 - Par 5
155,0,07749,Brett Quigley,22,Honda Classic,2,13 - Par 4
156,0,02294,Willie Wood,22,SEI Pennsylvani,1,15 - Par 5
157,0,08881,Tripp Isenhour,22,FedEx St. Jude,3,14 - Par 3
159,0,06751,Chris Tucker,22,Greater Greens,1,16 - Par 4
160,0,06809,Bob Burns,22,Buick Challenge,1,2 - Par 5 -
161,0,02010,Loren Roberts,22,Buick Classic,1,17 - Par 4
162,0,23614,Rich Beem,21,Texas Open,1,14 - Par 5
164,0,22046,Geoff Ogilvy,21,Reno-Tahoe Open,4,17 - Par 5
165,0,19881,Robert Damron,21,Memorial Tourna,4,15 - Par 5
166,0,01761,Len Mattiace,21,THE TOUR Champ,2,3 - Par 4 -
168,0,08535,Gary Nicklaus,21,Tampa Bay,2,10 - Par 4
169,0,02049,Gene Sauers,21,Bell Canadian O,3,17 - Par 3
170,0,22293,Heath Slocum,21,Greater Milwauk,1,11 - Par 3
172,0,01723,Andrew Magee,21,Buick Challenge,1,11 - Par 5
173,0,02239,Scott Verplank,20,THE PLAYERS,4,15 - Par 4
174,0,01553,John Huston,20,Compaq Classic,1,18 - Par 4
176,0,06006,JC Anderson,20,Verizon,2,13 - Par 3
177,0,20848,Ángel Cabrera,20,WGC-Am Express,3,13 - Par 4
179,0,20645,John Senden,20,FedEx St. Jude,4,17 - Par 4
181,0,02104,Jeff Sluman,20,Greater Milwauk,1,15 - Par 5
182,0,10107,Deane Pappas,20,Buick Open,1,17 - Par 3
185,0,12663,Phil Tataurangi,20,B.C. Open,2,14 - Par 3
190,0,01677,Tom Lehman,19,THE PLAYERS,3,17 - Par 3
191,0,20127,Chris Riley,19,Invensys Las V,5,11 - Par 4
193,0,01261,Jay Delsing,18,Air Canada,4,15 - Par 4
195,0,01920,Craig Parry,18,THE PLAYERS,3,11 - Par 5
196,0,06498,Matt Peterson,18,Reno-Tahoe Open,1,18 - Par 4
197,0,23177,Kenneth Staton,18,Compaq Classic,2,14 - Par 4
198,0,06567,Vijay Singh,18,Shell Houston,2,16 - Par 3
199,0,06016,Brad Lardon,18,Compaq Classic,2,16 - Par 4
200,0,07205,Henrik Simonsen,18,Texas Open,2,13 - Par 3
202,0,01139,Olin Browne,18,SEI Pennsylvani,3,18 - Par 5
204,0,06643,Paul Goydos,18,Michelob Champ,2,14 - Par 4
211,0,01577,Lee Janzen,17,Michelob Champ,3,12 - Par 4
214,0,24925,Jonathan Byrd,17,Invensys Las V,5,10 - Par 4
216,0,02110,Jerry Smith,17,Phoenix Open,1,16 - Par 3
221,0,23541,Ben Crane,17,Greater Greens,2,16 - Par 4
223,0,01175,Jim Carter,16,Sony Open,2,17 - Par 3
224,0,07457,Steve Flesch,16,Honda Classic,2,13 - Par 4
226,0,01185,Brandel Chamblee,16,Compaq Classic,2,13 - Par 4
229,0,01191,Barry Cheesman,16,B.C. Open,4,17 - Par 3
231,0,10585,Scott McCarron,16,Buick Challenge,4,13 - Par 4
235,0,10962,Bradley Hughes,16,Greater Milwauk,4,11 - Par 3
237,0,01527,Scott Hoch,16,Canon Greater H,4,14 - Par 4
242,0,01941,Tom Pernice Jr.,16,Canon Greater H,4,13 - Par 5
243,0,01024,Billy Andrade,16,Buick Open,1,13 - Par 5
245,0,19817,Michael Muehr,15,Shell Houston,2,16 - Par 3
248,0,23903,Stephen Gangluff,15,Advil Western,3,18 - Par 4
250,0,01603,Jeff Julian,15,WORLDCOM,1,13 - Par 4
254,0,12645,Brent Geiberger,15,THE PLAYERS,1,9 - Par 5 -
255,0,19824,Craig Barlow,15,Verizon,3,15 - Par 4
259,0,06078,Esteban Toledo,15,Canon Greater H,1,13 - Par 5
260,0,02099,Scott Simpson,15,Bell Canadian O,2,13 - Par 4
263,0,26488,Andy Crain,15,Greater Greens,1,16 - Par 4
265,0,19846,Brian Gay,15,Buick Challenge,2,17 - Par 4
269,0,20436,Garrett Willis,14,Texas Open,1,14 - Par 5
271,0,25364,Paul Casey,14,Phoenix Open,1,17 - Par 4
274,0,06575,Dudley Hart,14,Disney Classic,2,15 - Par 3
279,0,01060,Dave Barr,14,Texas Open,2,16 - Par 4
280,0,20400,Michael Campbell,14,Bay Hill Invita,4,18 - Par 4
284,0,23353,J.J. Henry,14,Greater Milwauk,4,15 - Par 5
286,0,10201,Matt Gogel,14,Buick Classic,1,12 - Par 4
291,0,02007,Larry Rinker,14,Tampa Bay,1,17 - Par 3
292,0,07591,Jason Fitchett,14,Greater Milwauk,2,16 - Par 4
293,0,23800,Bryce Molder,14,So. Farm Bureau,2,18 - Par 5
294,0,21874,Mark Scheibach,14,Greater Milwauk,2,11 - Par 3
301,0,20502,Michael Long,13,So. Farm Bureau,2,14 - Par 4
302,0,01887,Mark O'Meara,13,Bay Hill Invita,3,17 - Par 3
310,0,01249,John Daly,13,FedEx St. Jude,1,18 - Par 4
315,0,01968,Nick Price,13,MasterCard Colo,4,14 - Par 4
319,0,02245,Grant Waite,13,Tampa Bay,3,16 - Par 4
326,0,26369,Greg Enholm,12,Tucson Open,2,17 - Par 3
328,0,20634,Peter Lonard,12,Buick Challenge,2,15 - Par 5
330,0,20593,Greg Chalmers,12,WORLDCOM,2,15 - Par 5
337,0,02106,Chris Smith,12,Greater Milwauk,3,13 - Par 4
338,0,01797,Rocco Mediate,12,WGC-NEC Invit'l,1,17 - Par 3
340,0,10944,Thomas Bjørn,12,WGC-Am Express,3,18 - Par 4
344,0,22378,Trevor Immelman,12,WGC-Am Express,4,17 - Par 5
345,0,08931,Glen Day,12,Canon Greater H,1,16 - Par 3
348,0,07721,Pat Bates,11,Genuity,1,18 - Par 4
351,0,23322,Brett Wetterich,11,Memorial Tourna,1,14 - Par 4
363,0,06581,David Sutherland,11,Compaq Classic,3,13 - Par 4
370,0,01925,Jerry Pate,11,FedEx St. Jude,3,13 - Par 4
373,0,10425,Jay Williamson,11,Texas Open,1,16 - Par 4
379,0,12760,Danny Ellis,10,FedEx St. Jude,1,18 - Par 4
380,0,26289,Boo Weekley,10,FedEx St. Jude,4,14 - Par 3
384,0,01156,Curt Byrum,10,John Deere Clas,2,15 - Par 4
396,0,22405,Justin Rose,10,WGC-Am Express,2,16 - Par 4
397,0,08553,Lee Porter,10,John Deere Clas,2,10 - Par 5
399,0,10565,Ian Leggatt,10,Disney Classic,4,12 - Par 3
403,0,02267,D.A. Weibring,10,Michelob Champ,2,12 - Par 4
409,0,12826,Paul Claxton,10,Reno-Tahoe Open,3,17 - Par 5
414,0,01142,Bart Bryant,10,Buick Open,3,15 - Par 4
426,0,10457,Frank Nobilo,9,Air Canada,3,16 - Par 3
428,0,19825,Darren Clarke,9,Shell Houston,4,5 - Par 4 -
434,0,01333,Jack Ferenz,9,Tampa Bay,2,10 - Par 4
437,0,02224,Greg Twiggs,9,B.C. Open,4,14 - Par 3
440,0,02246,Duffy Waldorf,9,Buick Classic,3,14 - Par 3
442,0,19822,Bobby Cochran,9,FedEx St. Jude,1,14 - Par 3
450,0,24727,David Hutsell,9,Kemper Ins Open,1,13 - Par 5
454,0,20935,Toru Taniguchi,9,Memorial Tourna,4,14 - Par 4
459,0,08993,Franklin Langham,9,Verizon,3,14 - Par 4
472,0,06527,Steve Stricker,8,SEI Pennsylvani,2,11 - Par 4
474,0,24024,Zach Johnson,8,John Deere Clas,2,17 - Par 5
477,0,12461,Paul McGinley,8,Bay Hill Invita,3,15 - Par 4
479,0,01361,Dan Forsman,8,Buick Challenge,3,6 - Par 4 -
491,0,01378,David Frost,8,Buick Classic,3,15 - Par 4
500,0,24937,Jess Daley,8,B.C. Open,3,17 - Par 3
504,0,23409,James Driscoll,7,Canon Greater H,3,16 - Par 3
514,0,10860,Justin Leonard,7,WGC-Am Express,4,15 - Par 4
517,0,07235,John Morse,7,Bell Canadian O,1,12 - Par 3
524,0,02002,John Riegger,7,Texas Open,2,17 - Par 3
534,0,02128,Dave Spengler,7,Greater Milwauk,2,18 - Par 5
535,0,20029,Notah Begay III,7,FedEx St. Jude,1,18 - Par 4
536,0,07363,Craig Bowden,7,B.C. Open,1,18 - Par 4
539,0,12657,Kevin DeNike,7,John Deere Clas,2,10 - Par 5
552,0,08375,Paul Stankowski,7,Tampa Bay,1,16 - Par 4
554,0,20498,Briny Baird,7,THE PLAYERS,1,17 - Par 3
556,0,02322,Richard Zokol,6,John Deere Clas,3,13 - Par 4
563,0,21584,Richie Coughlan,6,Buick Open,4,11 - Par 3
564,0,02131,Mike Springer,6,Michelob Champ,1,11 - Par 4
565,0,01161,Mark Calcavecchia,6,Kemper Ins Open,2,18 - Par 4
569,0,08339,Spike McRoy,6,Buick Open,1,14 - Par 4
576,0,08793,Tiger Woods,6,THE TOUR Champ,1,5 - Par 4 -
586,0,21007,Gabriel Hjertstedt,6,Texas Open,3,18 - Par 4
589,0,01599,Steve Jones,6,So. Farm Bureau,2,12 - Par 3
590,0,01282,Trevor Dodds,6,Kemper Ins Open,2,13 - Par 5
591,0,26682,Jason Beebe,6,B.C. Open,2,16 - Par 4
602,0,23034,Brent Schwarzrock,5,Genuity,4,18 - Par 4
603,0,02218,Ted Tryba,5,FedEx St. Jude,3,13 - Par 4
608,0,01927,Dennis Paulson,5,B.C. Open,4,10 - Par 4
609,0,21047,Mike Deuel,5,B.C. Open,4,12 - Par 5
611,0,10423,Mike Weir,5,Michelob Champ,1,12 - Par 4
612,0,07569,Mark Carnevale,5,B.C. Open,2,11 - Par 4
626,0,20105,Jeff Gove,4,Buick Challenge,3,4 - Par 4 -
628,0,08337,Mike Heinen,4,B.C. Open,3,15 - Par 4
