RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,35532,Tom Hoge,28' 3",474,13388.667,-49.00
1,0,30925,Dustin Johnson,28' 3",731,20634.083,-132.00
3,0,33448,Justin Thomas,28' 9",772,22194.833,-119.00
3,0,27095,Nick Watney,28' 9",802,23049.000,-60.00
5,0,25396,Kevin Na,28' 10",852,24588.917,-84.00
6,0,24358,Robert Garrigus,28' 11",775,22442.083,-90.00
6,0,25818,Scott Piercy,28' 11",618,17891.917,-59.00
8,0,34046,Jordan Spieth,29' 1",872,25383.083,-143.00
9,0,32839,Hideki Matsuyama,29' 2",737,21500.833,-108.00
10,0,35545,Blayne Barber,29' 4",900,26393.500,-86.00
10,0,40026,Daniel Berger,29' 4",905,26544.667,-104.00
10,0,23320,Ryan Palmer,29' 4",596,17499.750,-29.00
10,0,46501,Ollie Schniederjans,29' 4",957,28034.917,-103.00
10,0,30110,Kyle Stanley,29' 4",1311,38484.000,-149.00
15,0,29740,Brad Fritsch,29' 5",522,15335.083,-25.00
15,0,46732,Rick Lamb,29' 5",499,14675.167,-33.00
17,0,20229,Stewart Cink,29' 6",1025,30234.917,-122.00
17,0,34213,Grayson Murray,29' 6",1039,30654.750,-94.00
17,0,30692,Scott Stallings,29' 6",864,25466.833,-82.00
20,0,12510,Chad Campbell,29' 8",1160,34375.333,-121.00
20,0,32102,Rickie Fowler,29' 8",845,25098.583,-142.00
20,0,28132,Tyrone Van Aswegen,29' 8",1055,31332.750,-74.00
23,0,48084,Wesley Bryan,29' 9",999,29722.750,-86.00
24,0,10809,Jim Furyk,29' 10",640,19110.000,-38.00
25,0,35110,Brett Drewitt,29' 11",545,16327.000,-28.00
25,0,36689,Brooks Koepka,29' 11",796,23829.667,-113.00
25,0,26476,Chez Reavie,29' 11",1185,35450.417,-127.00
28,0,19803,Ryan Armour,30' 0",712,21343.750,-46.00
28,0,27141,J.B. Holmes,30' 0",703,21118.250,-68.00
28,0,23497,Tag Ridings,30' 0",622,18682.083,-56.00
28,0,34264,Hudson Swafford,30' 0",1007,30168.917,-69.00
28,0,47128,Richy Werenski,30' 0",846,25368.000,-77.00
33,0,20771,Steven Alker,30' 1",722,21740.667,-51.00
33,0,29478,Kevin Kisner,30' 1",1073,32289.250,-118.00
33,0,23621,Rory Sabbatini,30' 1",703,21125.583,-69.00
36,0,26758,David Hearn,30' 2",981,29605.833,-47.00
36,0,46440,Smylie Kaufman,30' 2",744,22414.000,-72.00
36,0,33122,Russell Knox,30' 2",748,22553.000,-39.00
36,0,33413,Ben Martin,30' 2",957,28836.750,-67.00
40,0,29720,Andres Gonzales,30' 3",695,21021.250,-58.00
40,0,30926,Chris Kirk,30' 3",919,27783.167,-76.00
40,0,32757,Patton Kizzire,30' 3",877,26504.250,-49.00
40,0,46601,Trey Mullinax,30' 3",842,25483.667,-66.00
40,0,33418,Shawn Stefani,30' 3",771,23336.500,-68.00
40,0,27770,Camilo Villegas,30' 3",767,23227.667,-72.00
40,0,26951,Johnson Wagner,30' 3",746,22586.417,-49.00
40,0,26289,Boo Weekley,30' 3",866,26186.417,-28.00
48,0,20157,Retief Goosen,30' 4",510,15468.417,-32.00
48,0,29485,Brett Stegmaier,30' 4",768,23286.167,-3.00
48,0,23325,Vaughn Taylor,30' 4",1059,32133.000,-85.00
48,0,37189,Harold Varner III,30' 4",1114,33749.500,-92.00
48,0,31323,Gary Woodland,30' 4",872,26466.583,-88.00
53,0,37278,Nicholas Lindheim,30' 5",552,16767.167,-29.00
53,0,32640,Troy Merritt,30' 5",916,27845.333,-75.00
53,0,49771,J.T. Poston,30' 5",901,27396.083,-93.00
53,0,29221,Webb Simpson,30' 5",1154,35139.667,-116.00
57,0,28307,Matt Every,30' 6",706,21546.917,-14.00
57,0,27129,Luke List,30' 6",1039,31718.417,-90.00
59,0,27436,Graham DeLaet,30' 7",966,29558.583,-95.00
59,0,21209,Sergio Garcia,30' 7",586,17900.500,-60.00
59,0,29518,Brendan Steele,30' 7",934,28579.333,-110.00
62,0,30852,Ryo Ishikawa,30' 8",490,15036.833,-21.00
62,0,39975,Michael Kim,30' 8",1085,33296.833,-92.00
62,0,28252,Seamus Power,30' 8",815,24991.417,-80.00
62,0,46970,Jon Rahm,30' 8",832,25512.000,-109.00
62,0,27214,Kevin Streelman,30' 8",1050,32181.917,-73.00
62,0,31560,Brian Stuard,30' 8",985,30235.500,-46.00
68,0,25686,Jason Dufner,30' 9",988,30364.917,-91.00
68,0,25900,Lucas Glover,30' 9",1162,35706.000,-130.00
68,0,24024,Zach Johnson,30' 9",929,28593.083,-88.00
68,0,35891,Cameron Smith,30' 9",874,26904.500,-117.00
72,0,31416,Derek Fathauer,30' 10",781,24074.083,-59.00
72,0,29725,Tony Finau,30' 10",1121,34560.083,-151.00
72,0,29222,Billy Hurley III,30' 10",904,27852.083,-58.00
75,0,20472,Alex Cejka,30' 11",844,26076.583,-42.00
75,0,28500,Martin Flores,30' 11",796,24632.167,-57.00
77,0,33141,Keegan Bradley,31' 0",1240,38420.500,-144.00
77,0,25364,Paul Casey,31' 0",960,29783.583,-118.00
77,0,30191,Julián Etulain,31' 0",657,20365.417,-40.00
77,0,31646,Emiliano Grillo,31' 0",901,27938.750,-56.00
77,0,48822,Sebastián Muñoz,31' 0",465,14404.667,-46.00
77,0,22056,Cameron Percy,31' 0",706,21874.333,-54.00
77,0,22405,Justin Rose,31' 0",679,21040.167,-89.00
77,0,25632,Jimmy Walker,31' 0",617,19111.083,-57.00
85,0,32366,Kevin Chappell,31' 1",908,28207.500,-71.00
85,0,19846,Brian Gay,31' 1",938,29162.417,-80.00
85,0,36801,Mark Hubbard,31' 1",773,24002.250,-41.00
85,0,31420,Anirban Lahiri,31' 1",747,23233.583,-37.00
89,0,24846,Ricky Barnes,31' 2",939,29238.583,-64.00
89,0,28089,Jason Day,31' 2",657,20460.333,-95.00
89,0,33399,Adam Hadwin,31' 2",1056,32944.083,-89.00
89,0,01810,Phil Mickelson,31' 2",839,26119.083,-124.00
89,0,25349,Tim Wilkinson,31' 2",614,19132.667,-44.00
94,0,24507,Jason Bohn,31' 3",807,25248.167,-18.00
94,0,34021,Bud Cauley,31' 3",1054,32903.667,-91.00
94,0,29926,Danny Lee,31' 3",999,31186.250,-92.00
97,0,46443,Brian Campbell,31' 4",524,16418.500,-51.00
97,0,47959,Bryson DeChambeau,31' 4",935,29279.250,-86.00
97,0,29974,Branden Grace,31' 4",593,18565.167,-37.00
97,0,28237,Rory McIlroy,31' 4",434,13582.667,-40.00
97,0,26596,Ryan Moore,31' 4",904,28295.417,-75.00
97,0,29223,Sam Saunders,31' 4",816,25593.250,-62.00
103,0,33120,Mark Anderson,31' 5",528,16607.250,-37.00
103,0,35300,Andrew Loupe,31' 5",530,16634.583,+5.00
103,0,33204,Shane Lowry,31' 5",525,16492.167,-46.00
103,0,25198,Francesco Molinari,31' 5",821,25802.167,-105.00
107,0,35879,Kelly Kraft,31' 6",833,26235.333,-40.00
107,0,26851,Marc Leishman,31' 6",896,28196.250,-126.00
107,0,34466,Peter Malnati,31' 6",977,30784.833,-79.00
107,0,29289,S.Y. Noh,31' 6",902,28445.333,-87.00
107,0,25240,D.A. Points,31' 6",784,24670.417,-17.00
112,0,34098,Russell Henley,31' 7",1141,36008.917,-143.00
112,0,12716,Charley Hoffman,31' 7",1157,36495.417,-129.00
114,0,40009,Dominic Bozzelli,31' 8",672,21256.250,-39.00
114,0,20104,Ken Duke,31' 8",816,25866.250,-33.00
116,0,32200,Roberto Castro,31' 9",749,23774.167,-5.00
116,0,23353,J.J. Henry,31' 9",993,31548.667,-64.00
116,0,27974,Sung Kang,31' 9",1024,32504.000,-77.00
119,0,21961,Charles Howell III,31' 10",842,26782.083,-82.00
119,0,23108,Matt Kuchar,31' 10",1067,33965.750,-119.00
119,0,24502,Adam Scott,31' 10",526,16740.500,-45.00
119,0,27963,Chris Stroud,31' 10",636,20261.833,-34.00
119,0,25804,Bubba Watson,31' 10",668,21291.333,-55.00
124,0,27644,Brian Harman,31' 11",1127,35965.167,-131.00
124,0,32333,Kevin Tway,31' 11",863,27517.167,-83.00
126,0,40058,Zac Blair,32' 0",1120,35799.750,-59.00
126,0,25572,Graeme McDowell,32' 0",707,22637.083,-58.00
126,0,39324,J.J. Spaun,32' 0",970,31055.833,-55.00
129,0,35450,Patrick Cantlay,32' 1",606,19448.667,-62.00
129,0,48081,Xander Schauffele,32' 1",941,30210.000,-97.00
131,0,29479,Scott Brown,32' 2",1029,33113.250,-60.00
131,0,34099,Harris English,32' 2",857,27540.667,-46.00
131,0,37454,Whee Kim,32' 2",768,24686.083,-39.00
134,0,28420,Ryan Brehm,32' 3",757,24386.167,-43.00
134,0,34174,John Huh,32' 3",1003,32343.667,-61.00
134,0,25345,Carl Pettersson,32' 3",635,20467.583,-29.00
137,0,27958,Ryan Blaum,32' 4",1038,33571.500,-97.00
137,0,24924,Bill Haas,32' 4",941,30432.500,-89.00
137,0,22986,Søren Kjeldsen,32' 4",469,15177.917,-22.00
137,0,30944,Jason Kokrak,32' 4",1053,34025.000,-41.00
141,0,28093,Miguel Angel Carballo,32' 5",541,17542.000,-19.00
141,0,24357,K.J. Choi,32' 5",731,23681.167,-32.00
141,0,29420,Billy Horschel,32' 5",1036,33558.250,-69.00
141,0,24140,Sean O'Hair,32' 5",899,29125.000,-65.00
141,0,33419,Cameron Tringale,32' 5",822,26653.500,-59.00
146,0,25720,Chad Collins,32' 6",699,22736.083,-49.00
146,0,46550,Brandon Hagy,32' 6",820,26676.417,-55.00
146,0,27649,Brandt Snedeker,32' 6",558,18150.250,-60.00
149,0,23541,Ben Crane,32' 7",936,30535.167,-70.00
149,0,34409,David Lingmerth,32' 7",910,29649.750,-61.00
149,0,24138,Ian Poulter,32' 7",726,23669.500,-72.00
152,0,26499,Rafa Cabrera Bello,32' 9",594,19460.167,-26.00
152,0,29908,C.T. Pan,32' 9",1014,33167.333,-65.00
152,0,34431,Robert Streb,32' 9",1064,34852.750,-58.00
152,0,32150,Michael Thompson,32' 9",569,18635.083,-26.00
156,0,33948,Byeong Hun An,32' 10",715,23452.167,-44.00
156,0,25191,Gonzalo Fernandez-Castaño,32' 10",527,17311.500,-38.00
156,0,27936,Martin Laird,32' 10",974,32003.250,-86.00
156,0,29461,Jamie Lovemark,32' 10",986,32404.250,-83.00
156,0,22046,Geoff Ogilvy,32' 10",876,28797.167,-35.00
156,0,29476,Kyle Reifers,32' 10",1000,32795.917,-47.00
156,0,27064,Jhonattan Vegas,32' 10",862,28313.833,-61.00
163,0,32448,James Hahn,32' 11",1073,35363.167,-64.00
163,0,31202,William McGirt,32' 11",1014,33401.083,-70.00
163,0,25834,Daniel Summerhays,32' 11",1078,35500.750,-68.00
166,0,27466,Spencer Levin,33' 0",932,30763.500,-44.00
167,0,31557,Jim Herman,33' 1",923,30557.083,-47.00
167,0,36699,Patrick Rodgers,33' 1",784,25931.083,-19.00
167,0,25493,Nick Taylor,33' 1",1073,35508.000,-60.00
170,0,23983,Luke Donald,33' 3",552,18361.250,-27.00
170,0,28679,Fabián Gómez,33' 3",651,21622.917,-41.00
170,0,26300,Matt Jones,33' 3",625,20794.417,-47.00
173,0,26329,Louis Oosthuizen,33' 4",667,22217.500,-71.00
173,0,26331,Charl Schwartzel,33' 4",583,19427.167,-37.00
175,0,23800,Bryce Molder,33' 5",816,27267.833,-14.00
175,0,34360,Patrick Reed,33' 5",1035,34575.333,-108.00
177,0,25892,Steve Wheatcroft,33' 6",542,18139.583,-30.00
178,0,39954,Cody Gribble,33' 7",842,28303.333,-45.00
178,0,20572,Rod Pampling,33' 7",847,28424.917,-14.00
178,0,34358,Jonathan Randolph,33' 7",672,22584.000,-44.00
181,0,33461,Morgan Hoffmann,33' 8",1043,35076.667,-68.00
181,0,24361,Pat Perez,33' 8",947,31845.667,-97.00
183,0,35506,Mackenzie Hughes,33' 9",1221,41196.000,-97.00
184,0,27895,Jonas Blixt,33' 11",750,25431.167,-65.00
184,0,37455,Si Woo Kim,33' 11",732,24827.417,-16.00
186,0,20593,Greg Chalmers,34' 4",862,29594.417,-36.00
187,0,22371,Aaron Baddeley,34' 8",561,19455.667,-30.00
188,0,06522,Ernie Els,34' 10",481,16742.333,-3.00
189,0,25274,Steven Bowditch,35' 9",502,17967.333,+34.00
190,0,24781,Hunter Mahan,35' 10",775,27746.167,-12.00
