RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,24937,Jess Daley,4.000,4,1
1,0,06522,Ernie Els,4.000,4,1
1,0,06575,Dudley Hart,4.000,4,1
1,0,20572,Rod Pampling,4.000,4,1
1,0,23177,Kenneth Staton,4.000,4,1
6,0,01024,Billy Andrade,5.000,5,1
6,0,01226,Fred Couples,5.000,5,1
6,0,07457,Steve Flesch,5.000,5,1
6,0,01361,Dan Forsman,5.000,5,1
6,0,21805,Harrison Frazar,5.000,5,1
6,0,19958,Miguel Angel Jiménez,5.000,5,1
6,0,08633,Per-Ulrik Johansson,5.000,5,1
6,0,01771,Blaine McCallister,5.000,5,1
6,0,01945,Kenny Perry,5.000,5,1
6,0,23621,Rory Sabbatini,5.000,5,1
6,0,02110,Jerry Smith,5.000,5,1
6,0,23322,Brett Wetterich,5.000,5,1
6,0,20436,Garrett Willis,5.000,5,1
6,0,20566,Kaname Yokoo,5.000,5,1
20,0,01761,Len Mattiace,6.000,6,1
20,0,01810,Phil Mickelson,6.000,6,1
20,0,20095,Carl Paulson,6.000,12,2
20,0,02101,Joey Sindelar,6.000,6,1
24,0,01132,Mark Brooks,7.000,7,1
