RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
86,0,23983,Luke Donald,29.18,185,634
87,0,29478,Kevin Kisner,29.16,291,998
88,0,24024,Zach Johnson,29.15,339,1163
89,0,29740,Brad Fritsch,29.06,163,561
90,0,32640,Troy Merritt,29.01,210,724
91,0,34261,Scott Langley,28.98,311,1073
92,0,27436,Graham DeLaet,28.91,290,1003
93,0,28132,Tyrone Van Aswegen,28.86,260,901
94,0,27095,Nick Watney,28.85,262,908
95,0,33413,Ben Martin,28.78,272,945
96,0,27936,Martin Laird,28.69,212,739
97,0,25834,Daniel Summerhays,28.68,337,1175
98,0,07867,Woody Austin,28.64,185,646
99,0,24924,Bill Haas,28.55,370,1296
99,0,29289,S.Y. Noh,28.55,316,1107
101,0,26679,Kevin Stadler,28.45,313,1100
102,0,29420,Billy Horschel,28.41,323,1137
102,0,25345,Carl Pettersson,28.41,310,1091
104,0,34409,David Lingmerth,28.39,245,863
105,0,24781,Hunter Mahan,28.36,289,1019
105,0,26329,Louis Oosthuizen,28.36,156,550
107,0,24361,Pat Perez,28.32,275,971
108,0,23135,Tim Clark,28.29,245,866
109,0,10860,Justin Leonard,28.24,220,779
110,0,01706,Davis Love III,28.14,235,835
111,0,22046,Geoff Ogilvy,28.05,260,927
112,0,23800,Bryce Molder,28.04,235,838
113,0,24507,Jason Bohn,27.95,263,941
114,0,02206,David Toms,27.94,214,766
115,0,24925,Jonathan Byrd,27.92,234,838
116,0,20157,Retief Goosen,27.86,287,1030
117,0,20229,Stewart Cink,27.79,301,1083
117,0,29535,Brice Garnett,27.79,286,1029
119,0,25349,Tim Wilkinson,27.75,252,908
120,0,10423,Mike Weir,27.72,186,671
121,0,27120,Troy Matteson,27.67,179,647
122,0,26758,David Hearn,27.66,320,1157
123,0,27064,Jhonattan Vegas,27.65,258,933
124,0,25720,Chad Collins,27.64,220,796
125,0,20645,John Senden,27.63,333,1205
126,0,22621,Ben Curtis,27.62,227,822
127,0,28500,Martin Flores,27.59,280,1015
127,0,19846,Brian Gay,27.59,232,841
129,0,23623,Bo Van Pelt,27.57,282,1023
130,0,23541,Ben Crane,27.52,254,923
131,0,33418,Shawn Stefani,27.49,196,713
132,0,28486,Michael Putnam,27.48,338,1230
133,0,23638,Brendon de Jonge,27.40,346,1263
134,0,24140,Sean O'Hair,27.28,239,876
135,0,29425,Andrew Svoboda,27.18,256,942
136,0,24663,Y.E. Yang,27.17,235,865
137,0,33122,Russell Knox,27.11,305,1125
138,0,20160,Charlie Wi,27.09,207,764
139,0,31193,Jim Renner,27.07,180,665
140,0,33419,Cameron Tringale,27.03,359,1328
141,0,30692,Scott Stallings,27.00,233,863
142,0,25900,Lucas Glover,26.76,213,796
143,0,34021,Bud Cauley,26.70,181,678
144,0,32448,James Hahn,26.69,245,918
144,0,27466,Spencer Levin,26.69,182,682
146,0,20104,Ken Duke,26.65,251,942
146,0,10809,Jim Furyk,26.65,263,987
148,0,34174,John Huh,26.61,256,962
149,0,27933,John Merrick,26.60,270,1015
150,0,26956,Bronson La'Cassie,26.59,138,519
151,0,27330,Josh Teater,26.50,273,1030
152,0,32200,Roberto Castro,26.47,212,801
153,0,20498,Briny Baird,26.44,151,571
154,0,06567,Vijay Singh,26.41,258,977
154,0,30110,Kyle Stanley,26.41,263,996
156,0,25444,Justin Hicks,26.36,335,1271
157,0,25240,D.A. Points,26.21,216,824
158,0,34264,Hudson Swafford,26.17,230,879
159,0,34265,Will Wilcox,26.15,154,589
160,0,22293,Heath Slocum,26.08,218,836
161,0,29222,Billy Hurley III,26.06,265,1017
162,0,37273,Derek Ernst,26.01,225,865
163,0,10885,Robert Allenby,25.89,255,985
164,0,31557,Jim Herman,25.76,178,691
165,0,28780,Nicholas Thompson,25.54,248,971
166,0,32333,Kevin Tway,25.36,176,694
167,0,35541,John Peterson,25.28,179,708
168,0,22378,Trevor Immelman,24.89,233,936
169,0,01724,Jeff Maggert,24.88,159,639
170,0,27556,Ted Potter Jr.,24.75,197,796
171,0,26951,Johnson Wagner,24.23,181,747
172,0,22913,John Rollins,24.22,226,933
173,0,28092,D.H. Lee,23.98,129,538
174,0,12510,Chad Campbell,23.91,165,690
175,0,26289,Boo Weekley,23.61,208,881
176,0,23353,J.J. Henry,23.44,255,1088
177,0,21878,Mark Wilson,23.27,172,739
