RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,20645,John Senden,70.89,1276,1800,-0.26
2,0,24925,Jonathan Byrd,70.59,1080,1530,-0.29
3,0,06621,Joe Durant,70.58,686,972,-0.24
4,0,24358,Robert Garrigus,70.53,1003,1422,-0.26
5,0,10425,Jay Williamson,70.49,774,1098,-0.19
6,0,20691,Greg Owen,70.41,1128,1602,-0.24
7,0,23788,D.J. Trahan,70.37,1216,1728,-0.26
8,0,24507,Jason Bohn,69.63,1103,1584,-0.26
9,0,12510,Chad Campbell,69.19,1071,1548,-0.25
10,0,20498,Briny Baird,68.95,1055,1530,-0.24
10,0,01677,Tom Lehman,68.95,633,918,-0.17
12,0,27963,Chris Stroud,68.72,1039,1512,-0.27
13,0,08845,Scott Sterling,68.60,531,774,-0.22
14,0,23349,Charles Warren,68.52,703,1026,-0.25
15,0,22548,Patrick Sheehan,68.48,530,774,-0.23
16,0,08793,Tiger Woods,68.46,764,1116,-0.32
17,0,23614,Rich Beem,68.44,850,1242,-0.24
18,0,27120,Troy Matteson,68.38,1120,1638,-0.25
19,0,24781,Hunter Mahan,68.36,1132,1656,-0.28
20,0,02206,David Toms,68.32,1156,1692,-0.27
21,0,28158,Steve Marino,68.26,1155,1692,-0.27
22,0,01724,Jeff Maggert,68.21,970,1422,-0.21
23,0,24846,Ricky Barnes,68.17,724,1062,-0.20
24,0,10885,Robert Allenby,68.10,858,1260,-0.20
24,0,23353,J.J. Henry,68.10,1140,1674,-0.23
26,0,24912,Will MacKenzie,67.87,843,1242,-0.22
27,0,24140,Sean O'Hair,67.84,928,1368,-0.27
28,0,24024,Zach Johnson,67.81,1123,1656,-0.28
29,0,02214,Kirk Triplett,67.78,732,1080,-0.21
30,0,06004,Stephen Ames,67.70,914,1350,-0.30
31,0,26497,Casey Wittenberg,67.64,767,1134,-0.22
32,0,22293,Heath Slocum,67.58,1107,1638,-0.24
33,0,01313,Steve Elkington,67.46,850,1260,-0.25
34,0,24924,Bill Haas,67.37,1055,1566,-0.27
34,0,27466,Spencer Levin,67.37,861,1278,-0.23
36,0,01945,Kenny Perry,67.34,1103,1638,-0.26
