RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,01320,Bob Estes,92.93,171,184,-0.57
2,0,20127,Chris Riley,91.62,175,191,-0.56
3,0,20498,Briny Baird,91.44,203,222,-0.50
4,0,24140,Sean O'Hair,91.24,198,217,-0.58
5,0,24912,Will MacKenzie,90.67,204,225,-0.45
6,0,06527,Steve Stricker,90.61,193,213,-0.61
7,0,06595,Kevin Sutherland,90.24,222,246,-0.56
8,0,08845,Scott Sterling,90.10,91,101,-0.38
9,0,25396,Kevin Na,90.00,207,230,-0.61
10,0,22348,Nick O'Hern,89.91,205,228,-0.51
11,0,26951,Johnson Wagner,89.87,204,227,-0.50
12,0,24925,Jonathan Byrd,89.68,278,310,-0.54
13,0,01945,Kenny Perry,89.67,243,271,-0.50
14,0,20593,Greg Chalmers,89.47,204,228,-0.56
15,0,02206,David Toms,89.41,228,255,-0.50
16,0,26289,Boo Weekley,89.16,222,249,-0.50
17,0,07867,Woody Austin,89.03,211,237,-0.48
18,0,21878,Mark Wilson,88.81,238,268,-0.51
19,0,24924,Bill Haas,88.59,264,298,-0.58
20,0,20157,Retief Goosen,88.30,151,171,-0.66
21,0,24024,Zach Johnson,88.21,217,246,-0.59
22,0,07223,Brian Bateman,88.19,127,144,-0.42
23,0,20645,John Senden,88.18,261,296,-0.62
24,0,06197,Michael Allen,88.11,163,185,-0.48
25,0,01677,Tom Lehman,88.10,74,84,-0.31
26,0,21731,Freddie Jacobson,88.03,206,234,-0.55
27,0,06004,Stephen Ames,88.02,169,192,-0.66
28,0,24358,Robert Garrigus,87.95,219,249,-0.50
29,0,21961,Charles Howell III,87.86,246,280,-0.54
29,0,27466,Spencer Levin,87.86,181,206,-0.44
31,0,10425,Jay Williamson,87.85,159,181,-0.44
32,0,24781,Hunter Mahan,87.74,229,261,-0.54
32,0,27963,Chris Stroud,87.74,229,261,-0.58
34,0,23135,Tim Clark,87.70,164,187,-0.53
35,0,27141,J.B. Holmes,87.69,228,260,-0.51
36,0,23800,Bryce Molder,87.67,128,146,-0.58
37,0,25345,Carl Pettersson,87.66,206,235,-0.54
38,0,23621,Rory Sabbatini,87.64,227,259,-0.53
39,0,28089,Jason Day,87.63,163,186,-0.56
40,0,23325,Vaughn Taylor,87.60,219,250,-0.52
41,0,10117,Bob Heintz,87.58,134,153,-0.49
42,0,22405,Justin Rose,87.57,162,185,-0.53
43,0,23983,Luke Donald,87.50,147,168,-0.55
43,0,26881,Jarrod Lyle,87.50,140,160,-0.40
45,0,22293,Heath Slocum,87.46,244,279,-0.46
45,0,23788,D.J. Trahan,87.46,258,295,-0.57
47,0,26476,Chez Reavie,87.39,194,222,-0.46
48,0,01706,Davis Love III,87.36,242,277,-0.52
49,0,23778,Brad Adamonis,87.29,158,181,-0.54
50,0,20472,Alex Cejka,87.28,199,228,-0.56
51,0,23349,Charles Warren,87.26,185,212,-0.56
52,0,08793,Tiger Woods,87.21,150,172,-0.69
53,0,30927,Brendon Todd,87.20,109,125,-0.34
54,0,02214,Kirk Triplett,87.08,182,209,-0.43
55,0,20160,Charlie Wi,87.07,202,232,-0.53
56,0,12510,Chad Campbell,87.04,215,247,-0.50
56,0,23638,Brendon de Jonge,87.04,235,270,-0.46
56,0,25240,D.A. Points,87.04,235,270,-0.50
59,0,20691,Greg Owen,87.02,248,285,-0.56
60,0,28780,Nicholas Thompson,86.98,294,338,-0.52
60,0,26498,Matt Weibring,86.98,147,169,-0.53
62,0,25804,Bubba Watson,86.90,199,229,-0.57
63,0,09011,David Duval,86.81,125,144,-0.57
64,0,06643,Paul Goydos,86.67,182,210,-0.50
65,0,23353,J.J. Henry,86.61,207,239,-0.53
66,0,19846,Brian Gay,86.58,200,231,-0.50
66,0,22295,Darron Stiles,86.58,129,149,-0.43
68,0,27060,John Mallinger,86.55,193,223,-0.58
69,0,23623,Bo Van Pelt,86.52,244,282,-0.59
70,0,01948,Tim Petrovic,86.51,250,289,-0.53
71,0,01797,Rocco Mediate,86.43,191,221,-0.46
72,0,01724,Jeff Maggert,86.31,227,263,-0.42
73,0,28118,Peter Tomasulo,86.25,138,160,-0.53
74,0,20766,Padraig Harrington,86.16,137,159,-0.55
75,0,20850,Daniel Chopra,86.11,279,324,-0.55
75,0,07457,Steve Flesch,86.11,155,180,-0.49
77,0,01928,Corey Pavin,86.05,111,129,-0.44
78,0,22621,Ben Curtis,85.99,135,157,-0.55
79,0,24502,Adam Scott,85.91,128,149,-0.59
