RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
108,0,24357,K.J. Choi,17.09,326,1908
110,0,01329,Brad Faxon,17.13,293,1710
111,0,12602,Dean Wilson,17.14,253,1476
112,0,07223,Brian Bateman,17.16,207,1206
113,0,21739,Aaron Barber,17.20,291,1692
114,0,01577,Lee Janzen,17.22,248,1440
115,0,01569,Peter Jacobsen,17.26,233,1350
116,0,10107,Deane Pappas,17.28,227,1314
117,0,10565,Ian Leggatt,17.32,212,1224
118,0,21633,Steve Allan,17.35,153,882
118,0,01157,Tom Byrum,17.35,303,1746
120,0,23983,Luke Donald,17.36,275,1584
121,0,22293,Heath Slocum,17.46,308,1764
122,0,22371,Aaron Baddeley,17.50,211,1206
123,0,20029,Notah Begay III,17.59,285,1620
124,0,01724,Jeff Maggert,17.63,257,1458
125,0,20436,Garrett Willis,17.65,305,1728
126,0,24925,Jonathan Byrd,17.66,321,1818
127,0,01810,Phil Mickelson,17.71,255,1440
128,0,25345,Carl Pettersson,17.72,252,1422
129,0,06617,Brian Henninger,17.76,179,1008
129,0,06527,Steve Stricker,17.76,179,1008
131,0,01035,Tommy Armour III,17.80,205,1152
132,0,01042,Paul Azinger,17.81,234,1314
133,0,23036,Chris Anderson,17.82,308,1728
134,0,01226,Fred Couples,17.83,215,1206
134,0,11032,Frank Lickliter II,17.83,292,1638
136,0,01175,Jim Carter,17.92,300,1674
137,0,01098,Jay Don Blake,17.93,242,1350
138,0,12662,Thomas Levet,17.94,268,1494
139,0,20771,Steven Alker,17.97,275,1530
140,0,01132,Mark Brooks,18.01,282,1566
141,0,07941,Mike Grob,18.11,264,1458
142,0,20099,Doug Barron,18.12,287,1584
143,0,21878,Mark Wilson,18.13,261,1440
144,0,20634,Peter Lonard,18.15,294,1620
145,0,23552,Hank Kuehne,18.23,233,1278
145,0,01666,Bernhard Langer,18.23,210,1152
147,0,01307,Joel Edwards,18.24,197,1080
148,0,06581,David Sutherland,18.26,240,1314
149,0,22621,Ben Curtis,18.28,227,1242
149,0,20574,Mathew Goggin,18.28,283,1548
151,0,23034,Brent Schwarzrock,18.30,191,1044
152,0,01707,Steve Lowery,18.47,266,1440
153,0,23108,Matt Kuchar,18.49,203,1098
154,0,08547,John Maginnes,18.58,291,1566
155,0,23125,Brad Elder,18.59,164,882
156,0,06809,Bob Burns,18.65,282,1512
157,0,01685,J.L. Lewis,18.67,326,1746
158,0,24361,Pat Perez,18.70,313,1674
159,0,22913,John Rollins,18.76,287,1530
159,0,23621,Rory Sabbatini,18.76,314,1674
161,0,20593,Greg Chalmers,18.83,322,1710
162,0,20940,Kenichi Kuboya,18.85,302,1602
163,0,20623,Gavin Coles,18.86,224,1188
164,0,22295,Darron Stiles,19.01,308,1620
165,0,19825,Darren Clarke,19.03,185,972
166,0,10912,Craig Perks,19.27,274,1422
167,0,23177,Kenneth Staton,19.30,198,1026
168,0,26950,John Morgan,19.34,275,1422
169,0,25692,Akio Sadakata,19.41,283,1458
170,0,02106,Chris Smith,19.50,323,1656
171,0,25031,Andy Miller,19.63,265,1350
172,0,24356,Jason Buha,19.73,206,1044
173,0,24502,Adam Scott,19.81,164,828
174,0,21209,Sergio Garcia,19.88,204,1026
175,0,02049,Gene Sauers,19.93,305,1530
176,0,20568,Anthony Painter,20.20,309,1530
177,0,23656,Jason Caron,20.34,260,1278
178,0,22892,Jason Gore,20.35,304,1494
179,0,07101,Dave Stockton Jr.,20.56,285,1386
180,0,12755,Vance Veazey,20.62,245,1188
181,0,12388,Michael Clark II,20.78,202,972
182,0,19972,José Coceres,20.88,233,1116
183,0,23614,Rich Beem,20.92,290,1386
184,0,01249,John Daly,21.43,216,1008
185,0,01887,Mark O'Meara,21.89,264,1206
186,0,20566,Kaname Yokoo,22.74,221,972
187,0,26489,Cameron Yancey,23.02,232,1008
188,0,12661,Todd Barranger,23.19,313,1350
189,0,06475,Jeff Klein,23.95,250,1044
190,0,25450,Ty Tryon,24.22,218,900
