RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,10809,Jim Furyk,12.27,223,1818
2,0,01361,Dan Forsman,13.10,231,1764
3,0,06567,Vijay Singh,13.34,245,1836
4,0,20628,Arron Oberholser,13.40,193,1440
5,0,02104,Jeff Sluman,13.94,261,1872
6,0,20498,Briny Baird,13.97,274,1962
7,0,01938,David Peoples,14.29,247,1728
8,0,01706,Davis Love III,14.42,205,1422
9,0,20548,Hidemichi Tanaka,14.43,291,2016
10,0,20229,Stewart Cink,14.44,260,1800
11,0,02239,Scott Verplank,14.47,250,1728
12,0,01619,Skip Kendall,14.49,287,1980
13,0,06004,Stephen Ames,14.61,234,1602
14,0,08931,Glen Day,14.69,267,1818
15,0,02223,Bob Tway,14.71,225,1530
15,0,08793,Tiger Woods,14.71,180,1224
17,0,02214,Kirk Triplett,14.75,239,1620
18,0,07721,Pat Bates,14.76,287,1944
19,0,06522,Ernie Els,14.81,160,1080
20,0,01945,Kenny Perry,14.83,259,1746
21,0,10423,Mike Weir,14.89,201,1350
22,0,20572,Rod Pampling,14.93,223,1494
23,0,06573,Brandt Jobe,14.94,207,1386
24,0,08075,Jerry Kelly,14.96,280,1872
25,0,01723,Andrew Magee,14.98,240,1602
26,0,10213,Dicky Pride,14.99,197,1314
27,0,20157,Retief Goosen,15.02,173,1152
28,0,12782,Tim Herron,15.06,271,1800
29,0,01948,Tim Petrovic,15.12,283,1872
30,0,02002,John Riegger,15.17,142,936
31,0,01457,Jay Haas,15.19,227,1494
32,0,01320,Bob Estes,15.20,249,1638
32,0,02101,Joey Sindelar,15.20,249,1638
34,0,21961,Charles Howell III,15.22,315,2070
35,0,01381,Fred Funk,15.24,299,1962
36,0,01553,John Huston,15.33,207,1350
37,0,07749,Brett Quigley,15.34,243,1584
38,0,01378,David Frost,15.35,221,1440
39,0,12510,Chad Campbell,15.36,282,1836
40,0,06595,Kevin Sutherland,15.37,260,1692
41,0,10860,Justin Leonard,15.41,208,1350
42,0,08123,Jeff Brehaut,15.42,297,1926
42,0,06332,Neal Lancaster,15.42,297,1926
42,0,20645,John Senden,15.42,297,1926
45,0,02206,David Toms,15.43,225,1458
46,0,02170,Hal Sutton,15.50,226,1458
47,0,08375,Paul Stankowski,15.51,187,1206
48,0,06251,Chris DiMarco,15.53,260,1674
49,0,06621,Joe Durant,15.63,270,1728
50,0,06575,Dudley Hart,15.66,186,1188
51,0,23353,J.J. Henry,15.68,271,1728
52,0,12645,Brent Geiberger,15.69,144,918
53,0,10885,Robert Allenby,15.76,227,1440
53,0,02010,Loren Roberts,15.76,244,1548
55,0,20127,Chris Riley,15.80,256,1620
56,0,22548,Patrick Sheehan,15.82,282,1782
57,0,07457,Steve Flesch,15.84,308,1944
58,0,06643,Paul Goydos,15.86,237,1494
59,0,21805,Harrison Frazar,15.88,243,1530
60,0,02246,Duffy Waldorf,15.89,246,1548
61,0,20098,Stuart Appleby,16.01,245,1530
62,0,10425,Jay Williamson,16.12,267,1656
63,0,01388,Robert Gamez,16.18,332,2052
63,0,01475,Donnie Hammond,16.18,268,1656
63,0,01941,Tom Pernice Jr.,16.18,297,1836
66,0,06515,Shaun Micheel,16.19,274,1692
67,0,12680,Shigeki Maruyama,16.21,248,1530
68,0,26420,Richard Johnson,16.23,260,1602
69,0,08537,J.P. Hayes,16.24,231,1422
70,0,12652,Cameron Beckman,16.27,243,1494
71,0,12705,Cliff Kresge,16.28,293,1800
71,0,01928,Corey Pavin,16.28,252,1548
73,0,01139,Olin Browne,16.31,323,1980
74,0,19881,Robert Damron,16.32,282,1728
74,0,12823,Carlos Franco,16.32,285,1746
76,0,22046,Geoff Ogilvy,16.33,241,1476
77,0,23541,Ben Crane,16.36,271,1656
78,0,08339,Spike McRoy,16.39,298,1818
79,0,01766,Billy Mayfair,16.40,310,1890
80,0,01968,Nick Price,16.49,184,1116
81,0,08633,Per-Ulrik Johansson,16.55,286,1728
82,0,21806,Paul Gow,16.58,185,1116
83,0,10733,Kent Jones,16.59,209,1260
84,0,08545,Glen Hnatiuk,16.60,266,1602
84,0,20094,Jonathan Kaye,16.60,263,1584
86,0,06078,Esteban Toledo,16.67,318,1908
87,0,07867,Woody Austin,16.72,313,1872
87,0,20095,Carl Paulson,16.72,304,1818
89,0,01161,Mark Calcavecchia,16.73,253,1512
89,0,06034,Marco Dawson,16.73,253,1512
89,0,01677,Tom Lehman,16.73,247,1476
92,0,11011,Mike Sposa,16.75,211,1260
93,0,01024,Billy Andrade,16.78,302,1800
94,0,20573,Scott Laycock,16.83,209,1242
95,0,10585,Scott McCarron,16.87,246,1458
96,0,01797,Rocco Mediate,16.88,237,1404
96,0,20663,Brenden Pappas,16.88,313,1854
98,0,23338,David Gossett,16.91,280,1656
99,0,08337,Mike Heinen,16.92,268,1584
100,0,12660,Jesper Parnevik,16.94,305,1800
101,0,23135,Tim Clark,16.95,238,1404
102,0,01761,Len Mattiace,16.97,284,1674
103,0,20121,Todd Fischer,17.02,291,1710
104,0,19824,Craig Barlow,17.03,285,1674
105,0,10201,Matt Gogel,17.05,224,1314
106,0,19846,Brian Gay,17.07,298,1746
107,0,08725,Tom Gillis,17.08,209,1224
108,0,20472,Alex Cejka,17.09,280,1638
