RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,02104,Jeff Sluman,23,5
2,0,01226,Fred Couples,22,11
3,0,01098,Jay Don Blake,20,5
3,0,02101,Joey Sindelar,20,5
5,0,12660,Jesper Parnevik,19,12
5,0,01958,Dan Pohl,19,3
7,0,01093,Ronnie Black,17,4
7,0,01346,Ed Fiori,17,2
7,0,01475,Donnie Hammond,17,7
7,0,01736,Roger Maltbie,17,1
7,0,01887,Mark O'Meara,17,16
7,0,02214,Kirk Triplett,17,7
13,0,01320,Bob Estes,16,16
13,0,01444,Ken Green,16,4
13,0,01577,Lee Janzen,16,13
13,0,01771,Blaine McCallister,16,5
13,0,01926,Steve Pate,16,5
13,0,01928,Corey Pavin,16,3
19,0,01527,Scott Hoch,15,11
19,0,01633,Tom Kite,15,6
19,0,01723,Andrew Magee,15,9
19,0,02099,Scott Simpson,15,6
19,0,02133,Craig Stadler,15,12
24,0,06034,Marco Dawson,14,6
24,0,01724,Jeff Maggert,14,6
24,0,02010,Loren Roberts,14,9
24,0,02146,Payne Stewart,14,10
24,0,02245,Grant Waite,14,12
29,0,01024,Billy Andrade,13,7
29,0,01042,Paul Azinger,13,5
29,0,01142,Bart Bryant,13,0
29,0,01143,Brad Bryant,13,7
29,0,01162,Rex Caldwell,13,2
29,0,01203,Russ Cochran,13,11
29,0,01219,John Cook,13,9
29,0,08931,Glen Day,13,5
29,0,01313,Steve Elkington,13,5
29,0,01331,Rick Fehr,13,9
29,0,01390,Buddy Gardner,13,1
29,0,01553,John Huston,13,4
29,0,01569,Peter Jacobsen,13,5
29,0,01666,Bernhard Langer,13,6
29,0,10860,Justin Leonard,13,5
29,0,01748,Doug Martin,13,5
29,0,01783,Mark McCumber,13,2
29,0,01935,Calvin Peete,13,0
29,0,01938,David Peoples,13,4
29,0,01971,Dillard Pruitt,13,0
29,0,01996,Mike Reid,13,6
29,0,02033,Dave Rummells,13,4
29,0,02090,Tom Sieckmann,13,1
