RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,31646,Emiliano Grillo,2.5
2,0,27644,Brian Harman,2.4
3,0,30925,Dustin Johnson,2.3
3,0,27349,Alex Noren,2.3
5,0,29725,Tony Finau,2.2
5,0,35461,Beau Hossler,2.2
7,0,30911,Tommy Fleetwood,2.1
8,0,32150,Michael Thompson,2.0
9,0,26499,Rafa Cabrera Bello,1.9
9,0,36689,Brooks Koepka,1.9
9,0,27936,Martin Laird,1.9
9,0,25396,Kevin Na,1.9
9,0,22405,Justin Rose,1.9
9,0,33448,Justin Thomas,1.9
15,0,29478,Kevin Kisner,1.8
15,0,27649,Brandt Snedeker,1.8
15,0,21528,Henrik Stenson,1.8
18,0,19846,Brian Gay,1.7
18,0,34098,Russell Henley,1.7
18,0,24024,Zach Johnson,1.7
18,0,37454,Whee Kim,1.7
18,0,30926,Chris Kirk,1.7
18,0,50526,Tom Lovelady,1.7
18,0,29484,Peter Uihlein,1.7
18,0,37189,Harold Varner III,1.7
26,0,19803,Ryan Armour,1.6
26,0,35545,Blayne Barber,1.6
26,0,27958,Ryan Blaum,1.6
26,0,10809,Jim Furyk,1.6
26,0,32839,Hideki Matsuyama,1.6
26,0,31202,William McGirt,1.6
26,0,01810,Phil Mickelson,1.6
26,0,24361,Pat Perez,1.6
26,0,49771,J.T. Poston,1.6
26,0,30110,Kyle Stanley,1.6
26,0,32333,Kevin Tway,1.6
26,0,26951,Johnson Wagner,1.6
26,0,31323,Gary Woodland,1.6
39,0,20229,Stewart Cink,1.5
39,0,34076,Joel Dahmen,1.5
39,0,28089,Jason Day,1.5
39,0,24924,Bill Haas,1.5
39,0,35421,Brandon Harkins,1.5
39,0,35532,Tom Hoge,1.5
39,0,33122,Russell Knox,1.5
39,0,30944,Jason Kokrak,1.5
39,0,37278,Nicholas Lindheim,1.5
39,0,33413,Ben Martin,1.5
39,0,28237,Rory McIlroy,1.5
39,0,32640,Troy Merritt,1.5
39,0,25198,Francesco Molinari,1.5
39,0,26476,Chez Reavie,1.5
39,0,37275,Sam Ryder,1.5
39,0,23621,Rory Sabbatini,1.5
39,0,48081,Xander Schauffele,1.5
39,0,39327,Ben Silverman,1.5
39,0,29221,Webb Simpson,1.5
39,0,29485,Brett Stegmaier,1.5
39,0,08793,Tiger Woods,1.5
60,0,40026,Daniel Berger,1.4
60,0,46435,Austin Cook,1.4
60,0,47959,Bryson DeChambeau,1.4
60,0,35376,Roberto Díaz,1.4
60,0,32102,Rickie Fowler,1.4
60,0,25900,Lucas Glover,1.4
60,0,29974,Branden Grace,1.4
60,0,33399,Adam Hadwin,1.4
