RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,39971,Sungjae Im,313,592,52.9
2,1,35310,Lanto Griffin,297,591,50.3
3,-1,27644,Brian Harman,295,547,53.9
4,1,30927,Brendon Todd,279,580,48.1
5,4,48822,Sebastián Muñoz,272,562,48.4
6,-2,29970,Dylan Frittelli,267,488,54.7
7,-2,46402,Talor Gooch,264,526,50.2
7,3,34360,Patrick Reed,264,522,50.6
9,-2,34076,Joel Dahmen,262,473,55.4
10,-2,36801,Mark Hubbard,260,538,48.3
11,6,46046,Scottie Scheffler,258,506,51.0
12,8,50525,Collin Morikawa,252,520,48.5
13,-3,35449,Adam Long,250,498,50.2
14,-2,33667,Carlos Ortiz,245,452,54.2
15,-2,45609,Tyler Duncan,244,496,49.2
16,-2,33597,Harry Higgs,243,486,50.0
17,6,32839,Hideki Matsuyama,242,435,55.6
17,-2,36699,Patrick Rodgers,242,519,46.6
19,-3,31560,Brian Stuard,241,476,50.6
20,-3,35532,Tom Hoge,239,477,50.1
20,10,23320,Ryan Palmer,239,445,53.7
22,-3,33948,Byeong Hun An,237,433,54.7
23,5,29725,Tony Finau,236,432,54.6
24,-4,49771,J.T. Poston,235,478,49.2
25,1,33448,Justin Thomas,234,436,53.7
26,7,47959,Bryson DeChambeau,232,482,48.1
26,-4,56278,Matthew Wolff,232,454,51.1
28,-5,37455,Si Woo Kim,230,449,51.2
29,-4,39977,Max Homa,229,411,55.7
29,7,45486,Joaquin Niemann,229,455,50.3
31,8,35506,Mackenzie Hughes,228,465,49.0
32,9,35891,Cameron Smith,225,422,53.3
33,-7,33410,Andrew Landry,224,393,57.0
33,8,25396,Kevin Na,224,477,47.0
35,18,46970,Jon Rahm,223,421,53.0
36,-7,32791,K.H. Lee,222,404,55.0
36,12,48081,Xander Schauffele,222,458,48.5
38,-8,26300,Matt Jones,221,444,49.8
38,-8,32254,Xinjun Zhang,221,427,51.8
40,11,40026,Daniel Berger,220,447,49.2
41,5,45526,Abraham Ancer,219,421,52.0
41,-7,27974,Sung Kang,219,417,52.5
43,9,34099,Harris English,218,478,45.6
44,-9,26476,Chez Reavie,216,384,56.3
45,-9,53165,Doc Redman,215,469,45.8
46,17,29420,Billy Horschel,214,432,49.5
46,-8,32150,Michael Thompson,214,400,53.5
48,-9,34021,Bud Cauley,213,411,51.8
48,10,52372,Cameron Champ,213,418,51.0
48,9,29478,Kevin Kisner,213,432,49.3
51,-10,47993,Denny McCarthy,212,474,44.7
51,-10,37275,Sam Ryder,212,401,52.9
51,-10,33419,Cameron Tringale,212,383,55.4
54,-7,37189,Harold Varner III,209,391,53.5
55,-7,49960,Sepp Straka,206,426,48.4
56,-6,47347,Adam Schenk,205,403,50.9
57,-3,29518,Brendan Steele,199,405,49.1
57,-3,27214,Kevin Streelman,199,394,50.5
59,-3,23621,Rory Sabbatini,198,370,53.5
