RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,02146,Payne Stewart,-22,3.98,3592
2,0,01958,Dan Pohl,-20,3.98,3488
2,0,02242,Lanny Wadkins,-20,3.97,2960
4,0,01042,Paul Azinger,-19,3.98,3524
5,0,01378,David Frost,-15,3.98,3788
6,0,01666,Bernhard Langer,-9,3.98,2056
6,0,02159,Curtis Strange,-9,3.99,3564
8,0,02170,Hal Sutton,-8,3.99,3392
9,0,01527,Scott Hoch,-3,4.00,3604
9,0,01887,Mark O'Meara,-3,4.00,3340
11,0,01926,Steve Pate,-2,4.00,4476
12,0,02133,Craig Stadler,-1,4.00,2928
13,0,01633,Tom Kite,+2,4.00,3248
14,0,01226,Fred Couples,+3,4.00,3300
15,0,02256,Tom Watson,+4,4.01,2424
16,0,01235,Ben Crenshaw,+6,4.01,2944
17,0,01837,Gil Morgan,+7,4.02,1856
18,0,01876,Greg Norman,+9,4.02,2280
19,0,02241,Bobby Wadkins,+10,4.01,3776
20,0,01559,Hale Irwin,+11,4.02,2864
21,0,01928,Corey Pavin,+12,4.02,3120
21,0,01996,Mike Reid,+12,4.01,3884
21,0,02322,Richard Zokol,+12,4.02,2464
24,0,01823,Larry Mize,+14,4.02,2832
25,0,01060,Dave Barr,+16,4.02,3528
26,0,01960,Don Pooley,+17,4.02,3440
26,0,02321,Fuzzy Zoeller,+17,4.02,2872
28,0,01864,Larry Nelson,+18,4.03,2584
29,0,01725,John Mahaffey,+19,4.02,3968
29,0,02099,Scott Simpson,+19,4.02,3256
31,0,01998,Jack Renner,+22,4.02,3560
32,0,01457,Jay Haas,+25,4.02,4132
33,0,01968,Nick Price,+27,4.04,3076
34,0,01192,T.C. Chen,+28,4.05,2120
34,0,01783,Mark McCumber,+28,4.03,3856
36,0,01214,Frank Conner,+29,4.06,2080
36,0,01219,John Cook,+29,4.03,3756
36,0,01288,Ed Dougherty,+29,4.04,3264
39,0,01355,Raymond Floyd,+30,4.05,2352
39,0,01952,Billy Pierot,+30,4.05,2244
41,0,01072,Chip Beck,+31,4.03,3592
42,0,01346,Ed Fiori,+32,4.04,3484
42,0,01755,Dick Mast,+32,4.03,3968
44,0,01135,Ken Brown,+33,4.05,2612
44,0,01305,Danny Edwards,+33,4.04,2992
44,0,01935,Calvin Peete,+33,4.05,2560
47,0,01161,Mark Calcavecchia,+34,4.04,3204
48,0,01690,Bruce Lietzke,+35,4.05,2856
48,0,02267,D.A. Weibring,+35,4.04,3240
50,0,01682,Wayne Levi,+36,4.04,3432
51,0,01306,David Edwards,+37,4.06,2592
52,0,02223,Bob Tway,+38,4.05,3368
53,0,02118,J.C. Snead,+40,4.05,3444
54,0,01156,Curt Byrum,+41,4.04,4560
55,0,01871,Mike Nicolette,+42,4.08,1988
56,0,01098,Jay Don Blake,+43,4.04,3852
56,0,01175,Jim Carter,+43,4.05,3808
56,0,02033,Dave Rummells,+43,4.04,4372
56,0,02190,Doug Tewell,+43,4.06,3120
60,0,01197,Bobby Clampett,+44,4.05,3456
61,0,02100,Tim Simpson,+45,4.04,4416
62,0,01037,Dewey Arnette,+46,4.07,2612
62,0,01975,Tom Purtzer,+46,4.05,3600
64,0,01943,Chris Perry,+47,4.04,4180
65,0,01846,Jodie Mudd,+49,4.05,3872
65,0,02104,Jeff Sluman,+49,4.04,4360
65,0,02160,Ron Streck,+49,4.05,3888
68,0,01093,Ronnie Black,+50,4.05,3836
68,0,01717,Sandy Lyle,+50,4.10,2032
70,0,01444,Ken Green,+52,4.06,3664
70,0,01736,Roger Maltbie,+52,4.06,3396
70,0,02255,Denis Watson,+52,4.06,3748
73,0,01150,George Burns,+53,4.05,3872
73,0,01706,Davis Love III,+53,4.06,3360
75,0,01390,Buddy Gardner,+54,4.05,4332
75,0,02196,Robert Thompson,+54,4.07,2888
77,0,01331,Rick Fehr,+56,4.10,2312
78,0,01203,Russ Cochran,+57,4.05,4248
78,0,01569,Peter Jacobsen,+57,4.07,3308
80,0,02225,Howard Twitty,+58,4.06,3912
80,0,02294,Willie Wood,+58,4.06,4048
82,0,01068,Andy Bean,+59,4.11,2216
82,0,02094,Tony Sills,+59,4.07,3612
84,0,01329,Brad Faxon,+60,4.06,3764
84,0,01418,Bill Glasson,+60,4.07,3544
84,0,01723,Andrew Magee,+60,4.06,3704
84,0,01884,Mac O'Grady,+60,4.08,3128
88,0,01436,David Graham,+61,4.11,2288
88,0,01782,Mike McCullough,+61,4.09,2828
90,0,01475,Donnie Hammond,+62,4.08,3256
90,0,02049,Gene Sauers,+62,4.06,3996
92,0,02067,Ted Schulz,+63,4.09,2908
92,0,02101,Joey Sindelar,+63,4.06,4376
94,0,02098,Jim Simons,+65,4.12,2116
95,0,01200,Keith Clearwater,+66,4.06,4436
95,0,01878,Andy North,+66,4.11,2424
95,0,02152,Dave Stockton,+66,4.11,2388
98,0,01448,Tony Grimes,+67,4.10,2564
98,0,01641,Gary Koch,+67,4.10,2712
100,0,01303,Bob Eastwood,+68,4.08,3512
101,0,01522,Lon Hinkle,+69,4.10,2848
102,0,01945,Kenny Perry,+71,4.09,3216
102,0,02016,Bill Rogers,+71,4.09,3168
104,0,01310,Dave Eichelberger,+72,4.08,3644
104,0,02007,Larry Rinker,+72,4.08,3828
104,0,02023,Clarence Rose,+72,4.06,4660
107,0,01984,Sam Randolph,+73,4.10,3060
108,0,01206,Bobby Cole,+74,4.08,3872
108,0,01495,Morris Hatalsky,+74,4.09,3256
108,0,02303,Robert Wrenn,+74,4.10,2964
111,0,01157,Tom Byrum,+75,4.07,4172
111,0,01468,Gary Hallberg,+75,4.08,3784
111,0,02087,Don Shirey Jr.,+75,4.09,3336
114,0,01201,Lennie Clements,+76,4.10,3068
114,0,02111,Mike Smith,+76,4.10,2932
114,0,02239,Scott Verplank,+76,4.09,3364
117,0,01129,Bill Britton,+77,4.09,3260
117,0,01469,Dan Halldorson,+77,4.09,3500
117,0,01501,Vance Heafner,+77,4.09,3280
117,0,01851,Bob Murphy,+77,4.10,3036
117,0,01892,Aki Ohmachi,+77,4.10,3060
117,0,02010,Loren Roberts,+77,4.10,3152
123,0,01715,Mark Lye,+78,4.08,4088
124,0,01162,Rex Caldwell,+79,4.12,2540
125,0,02180,Harry Taylor,+80,4.10,3232
126,0,01599,Steve Jones,+81,4.09,3804
126,0,01797,Rocco Mediate,+81,4.08,3816
128,0,01179,Antonio Cerda,+82,4.09,3680
129,0,01323,Brad Fabel,+84,4.11,3068
129,0,01557,John Inman,+84,4.09,3824
129,0,01949,Mark Pfeil,+84,4.15,2184
132,0,01278,Andy Dillard,+87,4.11,3296
132,0,01549,Mike Hulbert,+87,4.08,4312
132,0,01639,Kenny Knox,+87,4.09,4048
132,0,01771,Blaine McCallister,+87,4.08,4212
132,0,02167,Mike Sullivan,+87,4.10,3392
137,0,01061,Ray Barr Jr.,+88,4.11,3136
137,0,01654,Gary Krueger,+88,4.13,2744
139,0,01284,Mike Donald,+89,4.08,4520
139,0,02126,Bruce Soulsby,+89,4.10,3420
141,0,01168,David Canipe,+91,4.11,3356
141,0,02195,Leonard Thompson,+91,4.09,4184
141,0,02201,Jim Thorpe,+91,4.18,2056
144,0,01103,Charles Bolling,+92,4.09,4108
144,0,01282,Trevor Dodds,+92,4.12,3192
144,0,01414,Bob Gilder,+92,4.09,3888
147,0,01513,Denny Hepler,+93,4.16,2272
147,0,01877,Tim Norris,+93,4.10,3656
