RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,02007,Larry Rinker,1.747,1904,1090,3.08
1,0,02146,Payne Stewart,1.747,1939,1110,3.21
3,0,01495,Morris Hatalsky,1.749,1525,872,3.00
4,0,01823,Larry Mize,1.752,1845,1053,3.01
5,0,01049,Ian Baker-Finch,1.754,1693,965,3.06
6,0,02104,Jeff Sluman,1.758,2094,1191,3.01
7,0,01024,Billy Andrade,1.759,2142,1218,2.97
8,0,02223,Bob Tway,1.760,1989,1130,3.23
9,0,01378,David Frost,1.762,1626,923,2.90
9,0,01388,Robert Gamez,1.762,1619,919,3.13
9,0,01926,Steve Pate,1.762,2091,1187,3.01
12,0,01042,Paul Azinger,1.763,2093,1187,2.94
12,0,01329,Brad Faxon,1.763,1738,986,3.07
14,0,01766,Billy Mayfair,1.765,2321,1315,3.00
14,0,02279,Mark Wiebe,1.765,1979,1121,2.99
16,0,01235,Ben Crenshaw,1.766,1395,790,2.77
17,0,02186,Brian Tennyson,1.767,1988,1125,2.96
17,0,02239,Scott Verplank,1.767,1788,1012,3.05
19,0,01876,Greg Norman,1.768,1273,720,3.18
19,0,01925,Jerry Pate,1.768,962,544,3.25
21,0,01219,John Cook,1.770,2050,1158,2.81
22,0,01096,Phil Blackmar,1.771,1874,1058,2.88
23,0,01175,Jim Carter,1.772,1698,958,2.97
24,0,01996,Mike Reid,1.773,1374,775,2.84
25,0,01887,Mark O'Meara,1.774,1815,1023,3.23
26,0,01150,George Burns,1.775,1715,966,3.27
27,0,01457,Jay Haas,1.776,1883,1060,2.88
27,0,01577,Lee Janzen,1.776,1982,1116,2.89
27,0,01641,Gary Koch,1.776,1128,635,2.74
27,0,01706,Davis Love III,1.776,1870,1053,3.21
31,0,01355,Raymond Floyd,1.778,1015,571,2.96
31,0,01928,Corey Pavin,1.778,2242,1261,2.83
33,0,01284,Mike Donald,1.779,2427,1364,2.94
33,0,01444,Ken Green,1.779,1783,1002,2.80
33,0,01510,Nolan Henke,1.779,1934,1087,2.76
33,0,01960,Don Pooley,1.779,1510,849,2.94
33,0,02294,Willie Wood,1.779,1357,763,2.75
38,0,01161,Mark Calcavecchia,1.780,1987,1116,3.14
38,0,02170,Hal Sutton,1.780,1898,1066,2.86
40,0,01078,Jim Benepe,1.781,1781,1000,2.79
40,0,01846,Jodie Mudd,1.781,1694,951,2.87
40,0,02099,Scott Simpson,1.781,1268,712,2.75
43,0,01072,Chip Beck,1.782,1739,976,2.84
43,0,02041,Bill Sander,1.782,1990,1117,2.90
45,0,01132,Mark Brooks,1.783,2368,1328,2.77
45,0,01313,Steve Elkington,1.783,2050,1150,2.99
45,0,01331,Rick Fehr,1.783,1783,1000,2.84
45,0,01381,Fred Funk,1.783,1708,958,2.80
45,0,02049,Gene Sauers,1.783,2072,1162,3.20
45,0,02094,Tony Sills,1.783,1025,575,2.97
51,0,01261,Jay Delsing,1.784,1975,1107,2.97
51,0,02242,Lanny Wadkins,1.784,1688,946,2.94
53,0,01098,Jay Don Blake,1.785,1951,1093,2.95
53,0,01527,Scott Hoch,1.785,1880,1053,2.92
55,0,01968,Nick Price,1.786,2125,1190,2.86
55,0,02133,Craig Stadler,1.786,1347,754,2.98
57,0,01487,Jeff Hart,1.787,1682,941,2.55
57,0,01690,Bruce Lietzke,1.787,1319,738,3.01
57,0,01715,Mark Lye,1.787,1996,1117,2.66
60,0,01435,Wayne Grady,1.788,1708,955,2.80
61,0,01196,Brian Claar,1.789,1818,1016,2.70
62,0,02100,Tim Simpson,1.790,2107,1177,2.93
62,0,02230,Stan Utley,1.790,2067,1155,2.71
64,0,01143,Brad Bryant,1.791,1866,1042,2.91
64,0,01361,Dan Forsman,1.791,1809,1010,3.17
64,0,01559,Hale Irwin,1.791,1325,740,2.86
64,0,01790,Pat McGowan,1.791,1689,943,2.74
68,0,01320,Bob Estes,1.792,1966,1097,2.73
68,0,01414,Bob Gilder,1.792,1597,891,3.04
68,0,02185,Lance Ten Broeck,1.792,1921,1072,2.81
68,0,02303,Robert Wrenn,1.792,2064,1152,2.91
72,0,02214,Kirk Triplett,1.794,1622,904,2.59
73,0,01639,Kenny Knox,1.795,1969,1097,2.69
73,0,01701,Bob Lohr,1.795,1958,1091,2.70
73,0,02095,Larry Silveira,1.795,1671,931,2.91
73,0,02256,Tom Watson,1.795,1174,654,2.84
77,0,01288,Ed Dougherty,1.796,1532,853,2.70
