RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,28237,Rory McIlroy,+2.33,68.90,71.23
2,0,35891,Cameron Smith,+1.76,68.89,70.65
3,0,46046,Scottie Scheffler,+1.71,68.89,70.60
4,0,35450,Patrick Cantlay,+1.70,69.01,70.71
5,0,40098,Matt Fitzpatrick,+1.65,69.50,71.15
6,0,33448,Justin Thomas,+1.61,68.84,70.45
7,0,48081,Xander Schauffele,+1.60,68.94,70.54
8,0,47483,Will Zalatoris,+1.54,69.55,71.09
9,0,46970,Jon Rahm,+1.50,69.59,71.09
10,0,39971,Sungjae Im,+1.42,69.22,70.64
11,0,30911,Tommy Fleetwood,+1.35,69.80,71.15
12,0,29725,Tony Finau,+1.30,69.17,70.47
13,0,33204,Shane Lowry,+1.27,69.66,70.93
14,0,47504,Sam Burns,+1.23,69.36,70.59
14,0,57366,Cameron Young,+1.23,69.65,70.88
16,0,46402,Talor Gooch,+1.21,69.45,70.66
17,0,45486,Joaquin Niemann,+1.15,69.50,70.65
18,0,39977,Max Homa,+1.12,69.87,70.99
19,0,34098,Russell Henley,+1.09,69.54,70.63
19,0,32839,Hideki Matsuyama,+1.09,69.49,70.58
21,0,49964,Aaron Wise,+1.08,69.42,70.50
22,0,50525,Collin Morikawa,+1.07,69.63,70.70
23,0,39997,Corey Conners,+1.05,69.70,70.75
24,0,29420,Billy Horschel,+1.01,69.80,70.81
24,0,46717,Viktor Hovland,+1.01,69.74,70.75
26,0,47993,Denny McCarthy,+.96,69.81,70.77
26,0,39546,Keith Mitchell,+.96,69.51,70.47
28,0,34046,Jordan Spieth,+.94,69.74,70.68
29,0,34363,Tyrrell Hatton,+.87,70.23,71.10
30,0,28252,Seamus Power,+.84,69.72,70.56
31,0,47529,Mito Pereira,+.81,69.91,70.72
32,0,46442,Maverick McNealy,+.77,69.75,70.52
33,0,21961,Charles Howell III,+.76,69.74,70.50
34,0,23108,Matt Kuchar,+.74,69.77,70.51
35,0,35532,Tom Hoge,+.72,69.94,70.66
35,0,40250,Taylor Pendrith,+.72,69.75,70.47
37,0,33141,Keegan Bradley,+.70,70.15,70.85
37,0,36801,Mark Hubbard,+.70,69.53,70.23
39,0,47995,Davis Riley,+.67,69.89,70.56
40,0,26851,Marc Leishman,+.66,70.11,70.77
40,0,32640,Troy Merritt,+.66,70.31,70.97
42,0,37189,Harold Varner III,+.65,69.99,70.64
43,0,45522,Christiaan Bezuidenhout,+.64,69.95,70.59
44,0,30926,Chris Kirk,+.63,70.10,70.73
45,0,30692,Scott Stallings,+.62,69.86,70.48
46,0,31323,Gary Woodland,+.61,70.61,71.22
47,0,27644,Brian Harman,+.59,69.90,70.49
48,0,24502,Adam Scott,+.58,70.08,70.66
49,0,33399,Adam Hadwin,+.57,70.08,70.65
49,0,49771,J.T. Poston,+.57,69.78,70.35
51,0,35449,Adam Long,+.56,69.97,70.53
52,0,36699,Patrick Rodgers,+.54,70.31,70.85
53,0,27349,Alex Noren,+.52,69.97,70.49
54,0,22405,Justin Rose,+.50,70.26,70.76
55,0,27064,Jhonattan Vegas,+.49,70.17,70.66
56,0,30927,Brendon Todd,+.48,69.98,70.46
57,0,48822,Sebastián Muñoz,+.47,70.19,70.66
58,0,27936,Martin Laird,+.45,70.26,70.71
59,0,28089,Jason Day,+.44,70.33,70.77
59,0,46340,Alex Smalley,+.44,70.12,70.56
59,0,39324,J.J. Spaun,+.44,70.25,70.69
62,0,45609,Tyler Duncan,+.43,69.91,70.34
62,0,35310,Lanto Griffin,+.43,70.54,70.97
62,0,34256,Andrew Putnam,+.43,69.98,70.41
65,0,29518,Brendan Steele,+.41,70.40,70.81
66,0,45157,Cam Davis,+.40,70.09,70.49
66,0,30944,Jason Kokrak,+.40,70.38,70.78
68,0,45526,Abraham Ancer,+.39,70.19,70.58
68,0,32791,K.H. Lee,+.39,70.20,70.59
68,0,27129,Luke List,+.39,70.54,70.93
71,0,28775,Nate Lashley,+.38,70.01,70.39
71,0,24361,Pat Perez,+.38,70.55,70.93
73,0,51634,Sahith Theegala,+.37,70.01,70.38
74,0,34610,Matthias Schwab,+.36,70.17,70.53
74,0,33419,Cameron Tringale,+.36,70.35,70.71
76,0,37455,Si Woo Kim,+.35,70.34,70.69
77,0,51766,Wyndham Clark,+.33,70.28,70.61
77,0,33122,Russell Knox,+.33,70.18,70.51
77,0,29221,Webb Simpson,+.33,70.17,70.50
80,0,26300,Matt Jones,+.32,70.28,70.60
80,0,36326,David Lipsky,+.32,70.34,70.66
80,0,46414,Aaron Rai,+.32,70.17,70.49
83,0,36871,Matthew NeSmith,+.28,70.46,70.74
84,0,47988,Nick Hardy,+.26,70.34,70.60
84,0,22056,Cameron Percy,+.26,70.18,70.44
86,0,48117,Kurt Kitayama,+.24,70.53,70.77
87,0,35506,Mackenzie Hughes,+.23,70.68,70.91
87,0,34174,John Huh,+.23,69.99,70.22
87,0,29478,Kevin Kisner,+.23,70.15,70.38
87,0,27214,Kevin Streelman,+.23,70.20,70.43
91,0,49947,Taylor Moore,+.22,70.20,70.42
91,0,29908,C.T. Pan,+.22,70.45,70.67
91,0,51894,Vince Whaley,+.22,70.08,70.30
94,0,46601,Trey Mullinax,+.20,70.06,70.26
95,0,31420,Anirban Lahiri,+.19,70.58,70.77
95,0,40115,Adam Svensson,+.19,70.15,70.34
97,0,51890,Greyson Sigg,+.18,70.23,70.41
97,0,48699,Callum Tarren,+.18,70.42,70.60
99,0,52374,Brandon Wu,+.17,70.31,70.48
100,0,31646,Emiliano Grillo,+.15,70.13,70.28
101,0,23325,Vaughn Taylor,+.13,70.15,70.28
102,0,36799,Stephan Jaeger,+.11,70.45,70.56
102,0,24138,Ian Poulter,+.11,70.86,70.97
102,0,23621,Rory Sabbatini,+.11,70.09,70.20
105,0,32816,Satoshi Kodaira,+.10,70.25,70.35
106,0,55708,Hayden Buckley,+.09,70.44,70.53
