RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
106,0,35461,Beau Hossler,+.09,71.06,71.15
106,0,23320,Ryan Palmer,+.09,70.58,70.67
109,0,24925,Jonathan Byrd,+.08,70.40,70.48
109,0,34076,Joel Dahmen,+.08,70.41,70.49
109,0,39058,Lucas Herbert,+.08,71.28,71.36
112,0,50095,Austin Smotherman,+.07,70.51,70.58
113,0,54628,Lee Hodges,+.06,70.23,70.29
113,0,40162,Justin Lower,+.06,70.39,70.45
113,0,25493,Nick Taylor,+.06,70.73,70.79
113,0,32150,Michael Thompson,+.06,70.26,70.32
117,0,29970,Dylan Frittelli,+.05,70.69,70.74
118,0,32448,James Hahn,+.04,70.32,70.36
118,0,34466,Peter Malnati,+.04,70.38,70.42
118,0,32139,Danny Willett,+.04,70.94,70.98
121,0,23983,Luke Donald,+.03,70.46,70.49
122,0,19803,Ryan Armour,+.02,70.54,70.56
122,0,25198,Francesco Molinari,+.02,71.02,71.04
124,0,34360,Patrick Reed,E,71.00,71.00
125,0,37275,Sam Ryder,-.02,70.48,70.46
125,0,39953,Chase Seiffert,-.02,70.78,70.76
127,0,52375,Doug Ghim,-.03,70.65,70.62
127,0,49766,Hank Lebioda,-.03,70.53,70.50
129,0,32662,Michael Gligic,-.04,70.45,70.41
129,0,29289,S.Y. Noh,-.04,70.75,70.71
129,0,34431,Robert Streb,-.04,70.41,70.37
132,0,29926,Danny Lee,-.07,70.90,70.83
132,0,26476,Chez Reavie,-.07,70.58,70.51
134,0,52372,Cameron Champ,-.08,71.25,71.17
134,0,32757,Patton Kizzire,-.08,70.51,70.43
136,0,29535,Brice Garnett,-.09,70.62,70.53
136,0,25818,Scott Piercy,-.09,70.51,70.42
136,0,47983,Chad Ramey,-.09,70.68,70.59
139,0,36689,Brooks Koepka,-.10,70.80,70.70
139,0,47347,Adam Schenk,-.10,71.03,70.93
141,0,24980,Scott Gutschewski,-.13,70.73,70.60
142,0,35879,Kelly Kraft,-.14,70.58,70.44
142,0,49960,Sepp Straka,-.14,70.82,70.68
142,0,34264,Hudson Swafford,-.14,70.78,70.64
145,0,32102,Rickie Fowler,-.15,70.99,70.84
145,0,49298,Kramer Hickok,-.15,70.74,70.59
147,0,25900,Lucas Glover,-.16,70.78,70.62
148,0,24024,Zach Johnson,-.18,70.88,70.70
149,0,51997,Andrew Novak,-.19,70.62,70.43
150,0,24924,Bill Haas,-.20,70.54,70.34
150,0,36884,Ben Kohles,-.20,70.67,70.47
152,0,20229,Stewart Cink,-.22,70.69,70.47
153,0,56278,Matthew Wolff,-.23,71.32,71.09
154,0,53165,Doc Redman,-.24,70.68,70.44
155,0,31560,Brian Stuard,-.27,70.79,70.52
156,0,46435,Austin Cook,-.28,70.75,70.47
157,0,30163,Henrik Norlander,-.34,70.71,70.37
158,0,34563,Chesson Hadley,-.36,70.73,70.37
159,0,36852,Jim Knous,-.37,70.86,70.49
159,0,45540,Jared Wolfe,-.37,70.76,70.39
161,0,29974,Branden Grace,-.41,70.88,70.47
161,0,40006,Erik van Rooyen,-.41,71.04,70.63
163,0,33667,Carlos Ortiz,-.42,70.82,70.40
164,0,30978,Kiradech Aphibarnrat,-.47,70.87,70.40
164,0,27770,Camilo Villegas,-.47,71.17,70.70
166,0,54783,Dylan Wu,-.48,70.99,70.51
167,0,34255,Joseph Bramlett,-.50,70.93,70.43
167,0,12716,Charley Hoffman,-.50,70.86,70.36
167,0,32333,Kevin Tway,-.50,70.83,70.33
167,0,48887,Matt Wallace,-.50,70.96,70.46
171,0,51950,Max McGreevy,-.51,70.97,70.46
172,0,33486,Roger Sloan,-.54,71.08,70.54
173,0,27649,Brandt Snedeker,-.56,71.07,70.51
174,0,10381,Curtis Thompson,-.57,71.09,70.52
175,0,32366,Kevin Chappell,-.58,71.13,70.55
176,0,37212,Paul Barjon,-.64,71.03,70.39
176,0,47856,Seth Reeves,-.64,71.07,70.43
178,0,33597,Harry Higgs,-.65,71.16,70.51
179,0,31557,Jim Herman,-.70,71.14,70.44
180,0,27139,David Skinns,-.71,71.12,70.41
181,0,27974,Sung Kang,-.72,70.98,70.26
182,0,35617,Martin Trainer,-.78,71.17,70.39
183,0,33490,Bo Hoag,-.81,71.37,70.56
184,0,27095,Nick Watney,-.89,71.71,70.82
185,0,46550,Brandon Hagy,-.90,71.44,70.54
186,0,25686,Jason Dufner,-.92,71.78,70.86
187,0,28114,Dawie van der Walt,-.99,71.55,70.56
188,0,54421,Garrick Higgo,-1.03,72.03,71.00
189,0,48084,Wesley Bryan,-1.08,71.37,70.29
190,0,47128,Richy Werenski,-1.15,71.57,70.42
191,0,35110,Brett Drewitt,-1.18,71.53,70.35
192,0,39436,Joshua Creel,-1.26,71.79,70.53
193,0,27895,Jonas Blixt,-1.62,72.02,70.40
