RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,40042,Tyler McCumber,60,The RSM Classic,4
1,0,48822,Sebastián Muñoz,60,AT&T Byron Nels,1
1,0,22405,Justin Rose,60,RBC Canadian/St,4
4,0,31646,Emiliano Grillo,61,THE CJ CUP/The ,4
4,0,32448,James Hahn,61,AT&T Byron Nels,3
4,0,34174,John Huh,61,Wyndham/Sedgefi,1
4,0,24024,Zach Johnson,61,The RSM Classic,1
4,0,26300,Matt Jones,61,Sentry/Plantati,4
4,0,27974,Sung Kang,61,Shriners/TPC Su,1
4,0,55182,Tom Kim,61,Wyndham/Sedgefi,4
4,0,25396,Kevin Na,61,Sony Open/Waial,1
4,0,36871,Matthew NeSmith,61,Valspar/Innisbr,2
4,0,40250,Taylor Pendrith,61,Butterfield Ber,2
4,0,46970,Jon Rahm,61,Sentry/Plantati,3
4,0,48081,Xander Schauffele,61,AT&T Byron Nels,4
4,0,34431,Robert Streb,61,THE CJ CUP/The ,1
4,0,33448,Justin Thomas,61,Sentry/Plantati,3
4,0,33419,Cameron Tringale,61,Genesis Scottis,1
4,0,56278,Matthew Wolff,61,World Wide Tech,1
4,0,47483,Will Zalatoris,61,The American Ex,2
21,0,35450,Patrick Cantlay,62,The American Ex,1
21,0,39997,Corey Conners,62,RBC Canadian/St,4
21,0,29725,Tony Finau,62,RBC Canadian/St,3
21,0,10809,Jim Furyk,62,Sony Open/Waial,1
21,0,46402,Talor Gooch,62,THE CJ CUP/The ,4
21,0,46550,Brandon Hagy,62,Barbasol/Keene ,2
21,0,34098,Russell Henley,62,Sony Open/Waial,1
21,0,54628,Lee Hodges,62,The American Ex,1
21,0,39977,Max Homa,62,TOUR Championsh,2
21,0,46717,Viktor Hovland,62,World Wide Tech,3
21,0,35506,Mackenzie Hughes,62,The RSM Classic,4
21,0,39971,Sungjae Im,62,Shriners/TPC Su,4
21,0,36799,Stephan Jaeger,62,Wyndham/Sedgefi,4
21,0,37455,Si Woo Kim,62,FedEx St. Jude/,1
21,0,32839,Hideki Matsuyama,62,AT&T Byron Nels,4
21,0,28237,Rory McIlroy,62,Travelers/TPC R,1
21,0,39546,Keith Mitchell,62,THE CJ CUP/The ,1
21,0,50525,Collin Morikawa,62,Sentry/Plantati,4
21,0,23320,Ryan Palmer,62,AT&T Byron Nels,2
21,0,49771,J.T. Poston,62,John Deere/TPC ,1
21,0,47995,Davis Riley,62,Valspar/Innisbr,3
21,0,46046,Scottie Scheffler,62,WM Phoenix Open,3
21,0,47347,Adam Schenk,62,Farmers/Torrey ,2
21,0,34610,Matthias Schwab,62,AT&T Pebble Bea,2
21,0,46340,Alex Smalley,62,Farmers/Torrey ,2
21,0,39324,J.J. Spaun,62,FedEx St. Jude/,1
21,0,30692,Scott Stallings,62,Butterfield Ber,4
21,0,40115,Adam Svensson,62,Barbasol/Keene ,1
21,0,51634,Sahith Theegala,62,The American Ex,2
21,0,49964,Aaron Wise,62,Shriners/TPC Su,2
21,0,57366,Cameron Young,62,Genesis/The Riv,2
52,0,45526,Abraham Ancer,63,THE CJ CUP/The ,3
52,0,30978,Kiradech Aphibarnrat,63,Wyndham/Sedgefi,3
52,0,19803,Ryan Armour,63,Sony Open/Waial,2
52,0,55708,Hayden Buckley,63,Shriners/TPC Su,4
52,0,47504,Sam Burns,63,Shriners/TPC Su,2
52,0,32366,Kevin Chappell,63,Sony Open/Waial,1
52,0,20229,Stewart Cink,63,Sony Open/Waial,2
52,0,51766,Wyndham Clark,63,RBC Canadian/St,1
52,0,45157,Cam Davis,63,RBC Heritage/Ha,4
52,0,28089,Jason Day,63,Wells Fargo/TPC,1
52,0,55412,Mickey DeMorat,63,The RSM Classic,1
52,0,45609,Tyler Duncan,63,FedEx St. Jude/,2
52,0,32102,Rickie Fowler,63,THE CJ CUP/The ,3
52,0,32662,Michael Gligic,63,Barbasol/Keene ,2
52,0,34563,Chesson Hadley,63,The RSM Classic,1
52,0,54421,Garrick Higgo,63,World Wide Tech,2
52,0,33490,Bo Hoag,63,John Deere/TPC ,3
52,0,12716,Charley Hoffman,63,Shriners/TPC Su,1
52,0,35532,Tom Hoge,63,AT&T Pebble Bea,1
52,0,29420,Billy Horschel,63,Farmers/Torrey ,1
52,0,21961,Charles Howell III,63,Sony Open/Waial,2
52,0,36801,Mark Hubbard,63,Butterfield Ber,2
52,0,27747,Hiroshi Iwata,63,ZOZO/Accordia G,1
52,0,30925,Dustin Johnson,63,THE PLAYERS/TPC,4
52,0,50188,S.H. Kim,63,THE CJ CUP/The ,2
52,0,32757,Patton Kizzire,63,Sony Open/Waial,1
52,0,35879,Kelly Kraft,63,John Deere/TPC ,2
52,0,27936,Martin Laird,63,Travelers/TPC R,1
52,0,28775,Nate Lashley,63,The RSM Classic,1
52,0,32791,K.H. Lee,63,AT&T Byron Nels,4
52,0,26851,Marc Leishman,63,Shriners/TPC Su,4
52,0,35296,Haotong Li,63,Sony Open/Waial,1
52,0,55509,Hurly Long,63,Barbasol/Keene ,3
52,0,51950,Max McGreevy,63,Barbasol/Keene ,2
52,0,46442,Maverick McNealy,63,John Deere/TPC ,2
52,0,29275,Naoto Nakanishi,63,ZOZO/Accordia G,4
52,0,45486,Joaquin Niemann,63,Genesis/The Riv,2
52,0,27349,Alex Noren,63,AT&T Byron Nels,2
52,0,51997,Andrew Novak,63,World Wide Tech,4
52,0,28252,Seamus Power,63,Sony Open/Waial,1
52,0,47983,Chad Ramey,63,Shriners/TPC Su,1
52,0,26476,Chez Reavie,63,The RSM Classic,1
52,0,53165,Doc Redman,63,Farmers/Torrey ,2
52,0,47856,Seth Reeves,63,Sanderson Farms,3
52,0,48867,Matti Schmid,63,Barbasol/Keene ,2
52,0,24502,Adam Scott,63,THE CJ CUP/The ,2
52,0,27139,David Skinns,63,AT&T Byron Nels,2
52,0,34046,Jordan Spieth,63,AT&T Pebble Bea,3
52,0,27214,Kevin Streelman,63,THE CJ CUP/The ,3
52,0,48699,Callum Tarren,63,3M Open/TPC Twi,2
52,0,32150,Michael Thompson,63,Sony Open/Waial,4
52,0,37189,Harold Varner III,63,Travelers/TPC R,2
52,0,25804,Bubba Watson,63,PGA Championshi,2
52,0,52374,Brandon Wu,63,Mexico Open/Vid,4
106,0,45522,Christiaan Bezuidenhout,64,AT&T Byron Nels,3
106,0,27895,Jonas Blixt,64,AT&T Pebble Bea,1
106,0,33141,Keegan Bradley,64,BMW Championshi,1
106,0,34255,Joseph Bramlett,64,RBC Heritage/Ha,4
106,0,29479,Scott Brown,64,3M Open/TPC Twi,3
106,0,24925,Jonathan Byrd,64,Mexico Open/Vid,1
106,0,46435,Austin Cook,64,Barbasol/Keene ,2
106,0,34076,Joel Dahmen,64,Wells Fargo/TPC,1
106,0,40098,Matt Fitzpatrick,64,TOUR Championsh,1
106,0,30911,Tommy Fleetwood,64,RBC Heritage/Ha,3
106,0,21209,Sergio Garcia,64,World Wide Tech,1
106,0,29535,Brice Garnett,64,AT&T Byron Nels,4
106,0,19846,Brian Gay,64,The RSM Classic,1
106,0,25900,Lucas Glover,64,Sony Open/Waial,3
106,0,46594,Ricardo Gouveia,64,Barbasol/Keene ,1
106,0,54591,Ben Griffin,64,Wyndham/Sedgefi,4
106,0,35310,Lanto Griffin,64,AT&T Byron Nels,2
106,0,24924,Bill Haas,64,Travelers/TPC R,2
106,0,33399,Adam Hadwin,64,Valspar/Innisbr,1
106,0,47988,Nick Hardy,64,John Deere/TPC ,4
106,0,27644,Brian Harman,64,The American Ex,4
106,0,34363,Tyrrell Hatton,64,Wyndham/Sedgefi,4
106,0,33597,Harry Higgs,64,Wyndham/Sedgefi,4
106,0,33461,Morgan Hoffmann,64,John Deere/TPC ,2
106,0,35461,Beau Hossler,64,AT&T Byron Nels,2
106,0,30926,Chris Kirk,64,World Wide Tech,1
106,0,29478,Kevin Kisner,64,FedEx St. Jude/,2
106,0,48117,Kurt Kitayama,64,Mexico Open/Vid,1
106,0,33122,Russell Knox,64,Wyndham/Sedgefi,3
106,0,32816,Satoshi Kodaira,64,John Deere/TPC ,3
106,0,36884,Ben Kohles,64,Sony Open/Waial,3
106,0,30944,Jason Kokrak,64,Sony Open/Waial,1
106,0,23108,Matt Kuchar,64,AT&T Byron Nels,4
106,0,49766,Hank Lebioda,64,The RSM Classic,1
106,0,29926,Danny Lee,64,Charles Schwab/,2
106,0,36326,David Lipsky,64,Mexico Open/Vid,4
106,0,40162,Justin Lower,64,AT&T Byron Nels,1
106,0,33204,Shane Lowry,64,THE CJ CUP/The ,4
106,0,34466,Peter Malnati,64,Wyndham/Sedgefi,1
106,0,47993,Denny McCarthy,64,Sony Open/Waial,2
106,0,10375,Sean McCarty,64,John Deere/TPC ,2
106,0,25198,Francesco Molinari,64,AT&T Byron Nels,4
106,0,55789,Taylor Montgomery,64,Farmers/Torrey ,2
