RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
97,-40,29908,C.T. Pan,2.487,274.6,110.428,223,0215002753
101,-67,34255,Joseph Bramlett,2.486,300.0,120.671,267,0207002785
101,15,35450,Patrick Cantlay,2.486,293.2,117.963,240,0214102993
101,28,51766,Wyndham Clark,2.486,304.6,122.544,222,0189702892
101,-58,56149,Wilson Furr,2.486,300.2,120.777,179,0201402881
105,28,48117,Kurt Kitayama,2.485,298.1,119.960,190,0212002918
106,-20,49771,J.T. Poston,2.484,280.8,113.060,332,0203603088
107,-60,50188,S.H. Kim,2.483,292.4,117.794,305,0198502792
108,-9,56630,Akshay Bhatia,2.482,288.1,116.071,280,0214502971
109,-52,40162,Justin Lower,2.480,280.7,113.174,320,0203602751
110,-35,37378,Min Woo Lee,2.479,308.1,124.273,208,0219402793
111,14,32839,Hideki Matsuyama,2.476,286.6,115.740,234,0212302981
111,-34,28237,Rory McIlroy,2.476,306.1,123.653,184,0193102817
113,3,31646,Emiliano Grillo,2.475,279.5,112.912,316,0187002917
113,-17,33399,Adam Hadwin,2.475,284.4,114.923,280,0206603217
113,-4,34098,Russell Henley,2.475,274.0,110.677,258,0203102983
113,15,52215,Robert MacIntyre,2.475,292.5,118.176,228,0196602770
113,-58,48887,Matt Wallace,2.475,287.3,116.101,205,0208702833
118,-40,57975,Harry Hall,2.474,287.7,116.305,241,0198402882
118,-5,39971,Sungjae Im,2.474,285.0,115.186,325,0208702974
120,11,57366,Cameron Young,2.472,301.4,121.945,275,0212602862
121,13,59866,Nick Dunlap,2.470,297.7,120.521,220,0210903031
122,-52,60067,Joe Highsmith,2.469,289.2,117.131,211,0205602831
123,-35,51977,Max Greyserman,2.468,296.3,120.048,221,0205702759
124,-8,47993,Denny McCarthy,2.467,276.1,111.937,318,0203302990
124,-34,33968,Thorbjørn Olesen,2.467,288.7,117.016,128,0198902744
124,-1,51634,Sahith Theegala,2.467,289.5,117.344,329,0198503111
127,-7,25493,Nick Taylor,2.466,275.8,111.834,303,0192102930
128,6,45522,Christiaan Bezuidenhout,2.465,277.3,112.524,264,0211103075
129,-51,51349,Nico Echavarria,2.462,280.1,113.747,280,0209402919
130,-52,33408,Tyson Alexander,2.460,289.8,117.827,227,0210702843
130,-34,27064,Jhonattan Vegas,2.460,297.0,120.716,239,0200902760
132,19,33653,Thomas Detry,2.459,298.1,121.256,204,0209103143
132,-33,52453,Nicolai Højgaard,2.459,296.6,120.608,159,0219702728
134,-40,28775,Nate Lashley,2.458,275.0,111.883,263,0216202770
135,13,28252,Seamus Power,2.457,284.7,115.886,318,0199602803
136,-7,54628,Lee Hodges,2.454,282.0,114.926,304,0203402838
136,9,55182,Tom Kim,2.454,280.3,114.219,301,0204602905
138,-31,29936,Ryan Fox,2.453,294.6,120.100,194,0193102767
139,-30,40006,Erik van Rooyen,2.451,290.8,118.624,284,0193802862
140,-48,50497,Adrien Dumont de Chassart,2.448,289.0,118.037,234,0199002777
141,12,39997,Corey Conners,2.447,287.3,117.410,288,0204102977
141,30,59095,Chris Gotterup,2.447,305.6,124.892,208,0184002760
141,16,46046,Scottie Scheffler,2.447,291.8,119.236,260,0199302990
141,-51,50484,Hayden Springer,2.447,298.6,122.013,201,0216202806
145,-42,28420,Ryan Brehm,2.445,293.5,120.019,173,0209302779
146,-24,27349,Alex Noren,2.443,284.1,116.290,177,0210902823
147,-51,52372,Cameron Champ,2.440,308.8,126.564,169,0189802745
147,20,39977,Max Homa,2.440,290.3,118.961,214,0165402905
149,4,34466,Peter Malnati,2.439,284.1,116.487,291,0202402783
150,-46,27936,Martin Laird,2.437,275.8,113.187,210,0204302822
150,-1,49947,Taylor Moore,2.437,292.4,119.986,323,0176602925
152,20,48153,Matthieu Pavon,2.436,289.5,118.858,194,0196403022
153,-41,40026,Daniel Berger,2.434,280.3,115.123,253,0191102807
153,22,29725,Tony Finau,2.434,299.1,122.893,272,0204902998
153,-49,32333,Kevin Tway,2.434,291.9,119.902,174,0211602792
156,-17,51696,Rico Hoey,2.430,295.3,121.500,219,0210002753
156,5,35532,Tom Hoge,2.430,280.1,115.300,349,0193603107
156,9,37455,Si Woo Kim,2.430,277.8,114.337,325,0186202953
159,-18,59442,Parker Coody,2.429,288.5,118.760,166,0189002724
160,-23,36884,Ben Kohles,2.424,273.7,112.880,284,0202602749
160,-28,46441,Robby Shelton,2.424,273.0,112.636,255,0208702828
162,-13,39327,Ben Silverman,2.422,273.4,112.885,316,0207602794
163,-17,27129,Luke List,2.421,291.7,120.492,261,0205102858
164,-23,52374,Brandon Wu,2.419,272.9,112.819,257,0202302782
165,12,40098,Matt Fitzpatrick,2.417,282.8,117.017,228,0189102990
166,14,48081,Xander Schauffele,2.416,297.2,123.025,211,0191002827
167,-8,51070,Vincent Norrman,2.415,294.9,122.117,171,0207302743
168,-29,51894,Vince Whaley,2.413,288.7,119.660,184,0199402770
169,-16,36801,Mark Hubbard,2.411,278.3,115.460,353,0209602712
170,4,40115,Adam Svensson,2.410,279.6,116.003,367,0197202855
171,-10,46414,Aaron Rai,2.409,278.6,115.638,322,0197103971
172,1,36699,Patrick Rodgers,2.408,288.9,119.977,348,0201602803
173,-13,27770,Camilo Villegas,2.403,267.6,111.343,183,0132002847
174,-13,38991,Alejandro Tosti,2.401,293.6,122.296,212,0175402869
175,4,34256,Andrew Putnam,2.399,266.7,111.193,297,0157102830
175,-11,31323,Gary Woodland,2.399,300.5,125.303,220,0200302775
177,-21,30163,Henrik Norlander,2.398,275.2,114.771,169,0210002745
178,-12,54576,Patrick Fishburn,2.393,290.7,121.510,178,0201502706
178,-9,46442,Maverick McNealy,2.393,283.0,118.265,305,0172502819
180,-12,48699,Callum Tarren,2.389,289.0,120.991,206,0191003640
181,-4,35310,Lanto Griffin,2.369,279.8,118.147,216,0197002730
182,2,47679,Victor Perez,2.362,281.1,119.004,193,0204202668
183,-1,47420,Jake Knapp,2.355,290.2,123.220,276,0196102762
184,-1,55789,Taylor Montgomery,2.310,274.5,118.847,157,0185802623
