RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,51070,Vincent Norrman,4.0,1731.3,436
2,1,32839,Hideki Matsuyama,3.9,2231.8,570
3,1,52453,Nicolai Højgaard,3.6,1402.3,395
4,-2,55789,Taylor Montgomery,3.5,1427.7,403
5,2,52955,Ludvig Åberg,3.4,1964.4,578
5,0,52666,Sami Valimaki,3.4,1765.2,513
7,-2,52372,Cameron Champ,3.3,1278.7,388
7,10,48117,Kurt Kitayama,3.3,1404.8,432
9,-1,33948,Byeong Hun An,3.2,2021.8,626
9,6,39997,Corey Conners,3.2,2271.8,709
9,-1,59442,Parker Coody,3.2,1519.6,474
9,6,40098,Matt Fitzpatrick,3.2,1812.0,563
9,-1,23320,Ryan Palmer,3.2,1242.0,389
14,-6,33408,Tyson Alexander,3.1,1844.2,598
14,3,33653,Thomas Detry,3.1,1786.0,573
14,3,31646,Emiliano Grillo,3.1,2092.2,676
14,3,39977,Max Homa,3.1,1718.2,556
18,11,51766,Wyndham Clark,3.0,1473.4,485
18,-1,34099,Harris English,3.0,1946.6,641
18,-6,47988,Nick Hardy,3.0,2347.9,773
18,-6,27129,Luke List,3.0,1851.7,612
18,11,46046,Scottie Scheffler,3.0,1784.0,600
18,-6,48887,Matt Wallace,3.0,1592.8,535
24,-7,22371,Aaron Baddeley,2.9,1685.7,586
24,14,29725,Tony Finau,2.9,1821.9,635
24,-7,12716,Charley Hoffman,2.9,1620.8,558
24,-7,40162,Justin Lower,2.9,2145.7,737
24,-7,39546,Keith Mitchell,2.9,2191.1,763
24,5,34256,Andrew Putnam,2.9,2008.5,694
24,14,22405,Justin Rose,2.9,1375.7,469
24,-7,54783,Dylan Wu,2.9,1961.7,674
24,-7,55454,Carl Yuan,2.9,1521.5,523
33,-16,28420,Ryan Brehm,2.8,1309.7,463
33,-4,45609,Tyler Duncan,2.8,1639.5,585
33,5,35506,Mackenzie Hughes,2.8,2289.1,823
33,-4,27349,Alex Noren,2.8,1352.5,490
33,-4,29908,C.T. Pan,2.8,1489.6,530
33,-4,48867,Matti Schmid,2.8,1459.7,528
33,-4,51890,Greyson Sigg,2.8,1849.5,665
33,29,47483,Will Zalatoris,2.8,1362.2,492
41,21,32102,Rickie Fowler,2.7,1460.0,537
41,-3,27644,Brian Harman,2.7,2348.0,855
41,21,29420,Billy Horschel,2.7,1777.2,663
41,8,49947,Taylor Moore,2.7,2147.8,810
41,21,28252,Seamus Power,2.7,1889.7,713
41,21,48081,Xander Schauffele,2.7,1322.0,489
41,21,34046,Jordan Spieth,2.7,1622.1,607
41,8,25493,Nick Taylor,2.7,1911.3,707
41,8,51634,Sahith Theegala,2.7,2109.1,790
41,-3,40006,Erik van Rooyen,2.7,1807.2,679
41,8,57366,Cameron Young,2.7,1825.1,665
52,-23,34255,Joseph Bramlett,2.6,1768.4,670
52,36,47504,Sam Burns,2.6,1513.1,576
52,-3,32367,Jorge Campillo,2.6,942.9,359
52,36,35450,Patrick Cantlay,2.6,1412.2,547
52,10,57362,Austin Eckroat,2.6,1881.1,735
52,-14,52375,Doug Ghim,2.6,1959.6,750
52,-14,35310,Lanto Griffin,2.6,1378.8,540
52,-3,57975,Harry Hall,2.6,1687.0,647
52,10,34098,Russell Henley,2.6,1680.4,642
52,-14,54421,Garrick Higgo,2.6,1668.4,631
52,10,35532,Tom Hoge,2.6,2094.1,804
52,10,37455,Si Woo Kim,2.6,2089.0,795
52,10,47420,Jake Knapp,2.6,1731.9,673
52,-3,28775,Nate Lashley,2.6,1611.5,620
52,10,47993,Denny McCarthy,2.6,1987.5,764
52,-14,51997,Andrew Novak,2.6,1881.8,724
52,-3,37275,Sam Ryder,2.6,1649.1,636
52,-14,46441,Robby Shelton,2.6,1810.1,693
52,36,29221,Webb Simpson,2.6,1114.4,425
52,-14,55893,Sam Stevens,2.6,2050.4,792
52,10,30927,Brendon Todd,2.6,2116.9,827
73,15,45522,Christiaan Bezuidenhout,2.5,1671.4,658
73,35,33141,Keegan Bradley,2.5,1542.5,619
73,15,47591,Eric Cole,2.5,2220.1,905
73,35,28089,Jason Day,2.5,1322.9,537
73,-11,47663,Kevin Dougherty,2.5,1302.0,518
73,-24,51349,Nico Echavarria,2.5,1677.0,675
73,35,30911,Tommy Fleetwood,2.5,1325.0,533
73,15,54591,Ben Griffin,2.5,1840.3,724
73,-11,35461,Beau Hossler,2.5,2000.7,800
73,15,46717,Viktor Hovland,2.5,1263.9,498
73,-24,36801,Mark Hubbard,2.5,2182.6,866
73,15,39971,Sungjae Im,2.5,1872.2,757
73,-11,34587,Chan Kim,2.5,1549.4,615
73,-24,39975,Michael Kim,2.5,1640.5,646
73,-24,50188,S.H. Kim,2.5,2053.8,820
73,-11,37378,Min Woo Lee,2.5,1179.7,469
73,-11,36326,David Lipsky,2.5,1379.5,553
73,35,52215,Robert MacIntyre,2.5,1428.2,576
73,-24,26596,Ryan Moore,2.5,1716.9,675
73,-11,36871,Matt NeSmith,2.5,1492.3,600
73,-11,46414,Aaron Rai,2.5,1913.4,751
73,-11,47983,Chad Ramey,2.5,1618.7,642
73,15,47995,Davis Riley,2.5,1697.9,672
73,-11,27064,Jhonattan Vegas,2.5,1260.0,512
97,-35,50497,Adrien Dumont de Chassart,2.4,1430.6,593
97,22,59095,Chris Gotterup,2.4,1373.2,573
97,-9,51287,Ryo Hisatsune,2.4,1625.3,687
97,11,36799,Stephan Jaeger,2.4,1803.0,744
97,-35,32791,K.H. Lee,2.4,1508.2,622
97,-35,46442,Maverick McNealy,2.4,1799.8,748
97,-9,33968,Thorbjørn Olesen,2.4,830.7,342
97,22,48153,Matthieu Pavon,2.4,1247.6,523
97,22,47679,Victor Perez,2.4,1169.9,486
97,-9,36699,Patrick Rodgers,2.4,2233.3,924
97,-9,47347,Adam Schenk,2.4,1934.6,797
97,-9,39327,Ben Silverman,2.4,1906.5,800
97,-9,27649,Brandt Snedeker,2.4,1394.4,580
97,-9,39324,J.J. Spaun,2.4,1646.7,695
97,-9,27330,Josh Teater,2.4,992.7,412
97,-35,58168,Davis Thompson,2.4,1759.3,722
113,-25,34374,Erik Barnes,2.3,1036.4,446
113,6,56630,Akshay Bhatia,2.3,1792.7,786
113,6,45157,Cam Davis,2.3,1374.8,593
113,-5,29936,Ryan Fox,2.3,1374.4,608
113,-5,25900,Lucas Glover,2.3,1770.2,754
113,6,30926,Chris Kirk,2.3,1516.8,669
113,-5,32640,Troy Merritt,2.3,1462.8,634
113,6,24502,Adam Scott,2.3,1335.0,574
113,-5,50493,Justin Suh,2.3,1367.7,598
113,-25,52513,Carson Young,2.3,1707.8,727
113,-25,45242,Kevin Yu,2.3,1455.5,631
124,-5,34563,Chesson Hadley,2.2,1346.8,609
124,13,33399,Adam Hadwin,2.2,1495.1,689
124,-5,54628,Lee Hodges,2.2,1654.6,744
124,13,55182,Tom Kim,2.2,1493.4,685
124,-16,27936,Martin Laird,2.2,1254.5,568
124,-5,28237,Rory McIlroy,2.2,935.3,420
124,13,49771,J.T. Poston,2.2,1691.4,775
124,-16,26476,Chez Reavie,2.2,1292.7,577
124,-5,40115,Adam Svensson,2.2,2111.9,948
124,-5,38991,Alejandro Tosti,2.2,1334.0,605
124,-5,31323,Gary Woodland,2.2,1226.5,552
135,-16,55708,Hayden Buckley,2.1,1310.4,613
135,-16,34021,Bud Cauley,2.1,1141.4,535
135,-16,60067,Joe Highsmith,2.1,1268.2,607
135,10,33204,Shane Lowry,2.1,1305.2,613
135,10,50525,Collin Morikawa,2.1,1209.9,563
135,2,57900,Chandler Phillips,2.1,1555.0,756
135,-16,50484,Hayden Springer,2.1,1223.2,582
135,10,49960,Sepp Straka,2.1,1264.4,599
135,-16,48699,Callum Tarren,2.1,1209.4,576
135,10,33448,Justin Thomas,2.1,1004.3,468
135,2,48319,Tom Whitney,2.1,1101.0,530
146,-1,37212,Paul Barjon,2.0,788.8,403
146,-1,40058,Zac Blair,2.0,1672.5,826
146,-1,32070,Rafael Campos,2.0,904.1,448
146,-1,32366,Kevin Chappell,2.0,880.2,445
146,-9,56149,Wilson Furr,2.0,892.3,439
146,-1,24024,Zach Johnson,2.0,917.5,462
146,-1,46113,Ryan McCormick,2.0,866.6,434
146,13,40250,Taylor Pendrith,2.0,1486.6,736
146,-9,47806,Raul Pereda,2.0,803.1,394
146,-1,27139,David Skinns,2.0,1186.2,592
146,-1,48119,Ben Taylor,2.0,941.1,478
146,-9,27770,Camilo Villegas,2.0,854.9,418
158,-13,34076,Joel Dahmen,1.9,1523.3,788
158,1,34466,Peter Malnati,1.9,1396.9,723
158,-13,51894,Vince Whaley,1.9,1102.4,574
158,1,52374,Brandon Wu,1.9,1248.1,670
162,0,60004,Jacob Bridgeman,1.8,1059.6,592
162,0,51977,Max Greyserman,1.8,951.0,516
162,0,51696,Rico Hoey,1.8,1080.7,588
165,4,59866,Nick Dunlap,1.7,918.0,533
165,0,60767,Blaine Hale Jr.,1.7,678.0,409
165,0,59143,Mac Meissner,1.7,1019.1,587
165,0,46340,Alex Smalley,1.7,915.8,530
169,0,36884,Ben Kohles,1.6,1095.1,684
169,0,23108,Matt Kuchar,1.6,1040.6,671
169,0,33486,Roger Sloan,1.6,987.5,612
169,-4,35617,Martin Trainer,1.6,655.3,403
173,1,40026,Daniel Berger,1.5,922.2,624
173,1,59836,Pierceson Coody,1.5,914.7,625
173,1,52514,Trace Crowe,1.5,915.3,609
173,-4,29478,Kevin Kisner,1.5,744.8,483
173,1,32757,Patton Kizzire,1.5,767.3,527
178,0,54576,Patrick Fishburn,1.4,707.4,522
178,0,27214,Kevin Streelman,1.4,746.7,552
180,0,30163,Henrik Norlander,.9,399.5,449
181,0,29535,Brice Garnett,.8,332.2,424
182,0,50095,Austin Smotherman,.7,283.2,412
183,0,32333,Kevin Tway,.2,89.1,433
184,0,48084,Wesley Bryan,.0,2.8,388
