RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,27770,Camilo Villegas,1.516,304.782,201,1.538,.000
2,0,60767,Blaine Hale Jr.,1.515,283.263,187,1.542,.000
3,0,33948,Byeong Hun An,1.514,440.691,291,1.537,.000
3,1,45157,Cam Davis,1.514,410.184,271,1.538,.000
5,-1,52955,Ludvig Åberg,1.513,411.603,272,1.538,.000
5,-1,34563,Chesson Hadley,1.513,447.949,296,1.539,.000
5,-1,52453,Nicolai Højgaard,1.513,285.948,189,1.534,.000
5,-1,29908,C.T. Pan,1.513,388.722,257,1.539,.000
5,-1,51890,Greyson Sigg,1.513,477.967,316,1.535,.000
5,-1,34046,Jordan Spieth,1.513,426.675,282,1.539,.000
5,-1,33448,Justin Thomas,1.513,346.542,229,1.539,.000
5,-1,27064,Jhonattan Vegas,1.513,408.566,270,1.538,.000
13,0,39997,Corey Conners,1.512,526.221,348,1.539,.000
13,0,52375,Doug Ghim,1.512,476.210,315,1.536,.000
13,0,25900,Lucas Glover,1.512,517.054,342,1.539,.000
13,0,35461,Beau Hossler,1.512,554.802,367,1.536,.000
13,7,24024,Zach Johnson,1.512,329.590,218,1.661,.000
13,0,33486,Roger Sloan,1.512,353.730,234,1.538,.000
13,0,27330,Josh Teater,1.512,291.816,193,1.533,.000
13,0,38991,Alejandro Tosti,1.512,389.986,258,1.539,.000
21,-1,34374,Erik Barnes,1.511,317.401,210,1.534,.000
21,-1,33141,Keegan Bradley,1.511,462.351,306,1.539,.000
21,-1,34255,Joseph Bramlett,1.511,478.890,317,1.537,.000
21,10,51287,Ryo Hisatsune,1.511,445.613,295,1.539,.000
21,-1,34587,Chan Kim,1.511,442.804,293,1.535,.000
21,-1,33204,Shane Lowry,1.511,435.256,288,1.539,.000
21,-1,59143,Mac Meissner,1.511,423.054,280,1.539,.000
21,-1,32640,Troy Merritt,1.511,442.725,293,1.539,.000
21,-1,29221,Webb Simpson,1.511,348.995,231,1.527,.000
21,-1,49960,Sepp Straka,1.511,427.689,283,1.536,.000
21,-1,45242,Kevin Yu,1.511,415.596,275,1.552,.000
32,-1,51766,Wyndham Clark,1.510,363.797,241,1.537,.000
32,-1,34098,Russell Henley,1.510,445.546,295,1.534,.000
32,-1,37378,Min Woo Lee,1.510,345.873,229,1.539,.000
32,-1,52215,Robert MacIntyre,1.510,397.221,263,1.539,.000
32,7,40250,Taylor Pendrith,1.510,487.694,323,1.539,.000
32,-1,47806,Raul Pereda,1.510,276.350,183,1.537,.000
32,-1,24502,Adam Scott,1.510,430.452,285,1.539,.000
32,-1,52513,Carson Young,1.510,517.813,343,1.535,.000
40,-1,34021,Bud Cauley,1.509,390.891,259,1.534,.000
40,-1,29535,Brice Garnett,1.509,300.249,199,1.538,.000
40,-1,54421,Garrick Higgo,1.509,449.589,298,1.537,.000
40,-1,29420,Billy Horschel,1.509,451.247,299,1.539,.000
40,-1,23108,Matt Kuchar,1.509,449.536,298,1.538,.000
40,-1,50095,Austin Smotherman,1.509,270.196,179,1.539,.000
40,-1,48119,Ben Taylor,1.509,347.169,230,1.536,.000
40,-1,58168,Davis Thompson,1.509,497.948,330,1.535,.000
40,-1,48319,Tom Whitney,1.509,369.730,245,1.539,.000
49,0,48084,Wesley Bryan,1.508,250.278,166,1.539,.000
49,0,34076,Joel Dahmen,1.508,474.949,315,1.536,.000
49,0,45609,Tyler Duncan,1.508,372.528,247,1.542,.000
49,0,33399,Adam Hadwin,1.508,478.065,317,1.537,.000
49,0,27936,Martin Laird,1.508,375.516,249,1.565,.000
49,0,47993,Denny McCarthy,1.508,542.875,360,1.539,.000
49,0,57900,Chandler Phillips,1.508,503.802,334,1.538,.000
49,0,22405,Justin Rose,1.508,348.450,231,1.536,.000
49,0,46340,Alex Smalley,1.508,384.537,255,1.539,.000
49,0,25493,Nick Taylor,1.508,512.776,340,1.537,.000
49,10,52374,Brandon Wu,1.508,450.774,299,1.543,.000
60,-1,47988,Nick Hardy,1.507,537.927,357,1.539,.000
60,-1,27644,Brian Harman,1.507,568.215,377,1.538,.000
60,-1,23320,Ryan Palmer,1.507,268.327,178,1.534,.000
60,-1,51894,Vince Whaley,1.507,382.719,254,1.536,.000
64,1,33408,Tyson Alexander,1.506,409.658,272,1.538,.000
64,1,55708,Hayden Buckley,1.506,439.757,292,1.533,.000
64,1,32366,Kevin Chappell,1.506,305.621,203,1.538,.000
64,1,52514,Trace Crowe,1.506,411.129,273,1.536,.000
64,1,29936,Ryan Fox,1.506,332.837,221,1.536,.000
64,1,46717,Viktor Hovland,1.506,311.765,207,1.539,.000
64,-5,32757,Patton Kizzire,1.506,376.603,250,1.535,.000
64,1,51997,Andrew Novak,1.506,441.298,293,1.538,.000
64,10,47995,Davis Riley,1.506,463.717,308,1.539,.000
64,1,48867,Matti Schmid,1.506,403.521,268,1.537,.000
64,1,55454,Carl Yuan,1.506,341.918,227,1.537,.000
75,-1,35450,Patrick Cantlay,1.505,386.722,257,1.539,.000
75,-1,51977,Max Greyserman,1.505,392.770,261,1.539,.000
75,-1,35310,Lanto Griffin,1.505,388.323,258,1.560,.000
75,-1,31646,Emiliano Grillo,1.505,493.717,328,1.535,.000
75,-1,35506,Mackenzie Hughes,1.505,595.960,396,1.547,.000
75,-1,39975,Michael Kim,1.505,461.912,307,1.532,.000
75,-1,47483,Will Zalatoris,1.505,361.184,240,1.536,.000
82,0,40026,Daniel Berger,1.504,421.004,280,1.538,.000
82,0,32070,Rafael Campos,1.504,329.412,219,1.534,.000
82,0,47591,Eric Cole,1.504,593.953,395,1.540,.000
82,0,32102,Rickie Fowler,1.504,386.567,257,1.536,.000
82,0,55893,Sam Stevens,1.504,526.402,350,1.538,.000
82,0,52666,Sami Valimaki,1.504,332.493,221,1.533,.000
82,0,54783,Dylan Wu,1.504,481.304,320,1.527,.000
89,0,22371,Aaron Baddeley,1.503,416.245,277,1.539,.000
89,0,60004,Jacob Bridgeman,1.503,413.448,275,1.538,.000
89,0,52372,Cameron Champ,1.503,293.063,195,1.534,.000
89,8,54591,Ben Griffin,1.503,522.933,348,1.529,.000
89,8,60067,Joe Highsmith,1.503,389.151,259,1.540,.000
89,0,39971,Sungjae Im,1.503,532.106,354,1.533,.000
89,0,26476,Chez Reavie,1.503,429.971,286,1.539,.000
89,0,51634,Sahith Theegala,1.503,553.230,368,1.538,.000
89,0,35617,Martin Trainer,1.503,284.061,189,1.533,.000
89,0,48887,Matt Wallace,1.503,347.094,231,1.538,.000
99,-2,59836,Pierceson Coody,1.502,437.212,291,1.535,.000
99,-2,12716,Charley Hoffman,1.502,372.555,248,1.538,.000
99,-2,32839,Hideki Matsuyama,1.502,416.135,277,1.538,.000
99,-2,28237,Rory McIlroy,1.502,340.844,227,1.538,.000
99,-2,40115,Adam Svensson,1.502,644.552,429,1.538,.000
104,2,56630,Akshay Bhatia,1.501,501.167,334,1.539,.000
104,2,59866,Nick Dunlap,1.501,361.652,241,1.536,.000
104,0,57362,Austin Eckroat,1.501,504.288,336,1.534,.000
104,0,48699,Callum Tarren,1.501,391.792,261,1.551,.000
108,-2,35532,Tom Hoge,1.500,583.582,389,1.536,.000
108,-2,50188,S.H. Kim,1.500,559.407,373,1.536,.000
108,-2,26596,Ryan Moore,1.500,492.152,328,1.539,.000
108,-2,39324,J.J. Spaun,1.500,503.920,336,1.535,.000
108,-2,50493,Justin Suh,1.500,427.530,285,1.546,.000
113,1,37212,Paul Barjon,1.499,283.401,189,1.535,.000
113,1,28420,Ryan Brehm,1.499,311.709,208,1.536,.000
113,1,50497,Adrien Dumont de Chassart,1.499,398.677,266,1.544,.000
113,1,40098,Matt Fitzpatrick,1.499,388.282,259,1.537,.000
113,1,55182,Tom Kim,1.499,502.298,335,1.533,.000
113,-7,49771,J.T. Poston,1.499,548.638,366,1.539,.000
113,1,46441,Robby Shelton,1.499,482.814,322,1.548,.000
113,1,27649,Brandt Snedeker,1.499,379.341,253,1.535,.000
113,1,40006,Erik van Rooyen,1.499,478.296,319,1.532,.000
113,9,57366,Cameron Young,1.499,472.216,315,1.537,.000
123,-1,47504,Sam Burns,1.498,416.557,278,1.539,.000
123,-1,28252,Seamus Power,1.498,552.656,369,1.533,.000
125,0,56149,Wilson Furr,1.497,299.325,200,1.533,.000
125,1,47679,Victor Perez,1.497,360.720,241,1.537,.000
127,-1,30911,Tommy Fleetwood,1.496,405.474,271,1.539,.000
127,-1,57975,Harry Hall,1.496,435.405,291,1.537,.000
127,-1,36326,David Lipsky,1.496,409.876,274,1.536,.000
127,-1,46113,Ryan McCormick,1.496,311.224,208,1.540,.000
127,-1,39546,Keith Mitchell,1.496,502.641,336,1.530,.000
127,-1,49947,Taylor Moore,1.496,553.352,370,1.537,.000
127,-1,47983,Chad Ramey,1.496,472.603,316,1.533,.000
134,0,39977,Max Homa,1.495,391.644,262,1.536,.000
134,1,36799,Stephan Jaeger,1.495,426.003,285,1.532,.000
136,-1,47420,Jake Knapp,1.494,454.323,304,1.533,.000
136,-1,46414,Aaron Rai,1.494,531.844,356,1.539,.000
138,1,45522,Christiaan Bezuidenhout,1.493,489.751,328,1.534,.000
138,1,54628,Lee Hodges,1.493,530.080,355,1.532,.000
138,1,48117,Kurt Kitayama,1.493,311.977,209,1.536,.000
138,-3,32791,K.H. Lee,1.493,454.018,304,1.526,.000
138,1,34466,Peter Malnati,1.493,512.061,343,1.539,.000
138,1,33968,Thorbjørn Olesen,1.493,243.350,163,1.524,.000
138,1,39327,Ben Silverman,1.493,539.091,361,1.538,.000
145,0,32367,Jorge Campillo,1.492,268.542,180,1.526,.000
145,0,51349,Nico Echavarria,1.492,480.277,322,1.531,.000
145,8,34099,Harris English,1.492,471.516,316,1.534,.000
145,0,28775,Nate Lashley,1.492,442.989,297,1.535,.000
145,0,40162,Justin Lower,1.492,546.051,366,1.537,.000
145,0,46442,Maverick McNealy,1.492,528.101,354,1.538,.000
145,0,27349,Alex Noren,1.492,317.752,213,1.538,.000
145,0,27214,Kevin Streelman,1.492,414.751,278,1.530,.000
145,0,30927,Brendon Todd,1.492,602.699,404,1.536,.000
154,3,29725,Tony Finau,1.491,456.157,306,1.536,.000
154,3,54576,Patrick Fishburn,1.491,329.450,221,1.579,.000
154,-1,30163,Henrik Norlander,1.491,289.258,194,1.529,.000
154,-1,51070,Vincent Norrman,1.491,296.670,199,1.536,.000
158,-5,30926,Chris Kirk,1.490,472.432,317,1.538,.000
158,-1,27139,David Skinns,1.490,440.992,296,1.536,.000
158,-1,32333,Kevin Tway,1.490,312.998,210,1.529,.000
161,0,48081,Xander Schauffele,1.489,358.964,241,1.534,.000
