RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,01920,Craig Parry,-.250
2,0,08793,Tiger Woods,-.222
3,0,01553,John Huston,-.118
4,0,21961,Charles Howell III,-.113
5,0,02223,Bob Tway,-.100
6,0,06527,Steve Stricker,-.094
7,0,01945,Kenny Perry,-.078
8,0,01024,Billy Andrade,-.064
9,0,12680,Shigeki Maruyama,-.056
10,0,23541,Ben Crane,-.055
11,0,19846,Brian Gay,-.048
12,0,01948,Tim Petrovic,-.044
13,0,10809,Jim Furyk,-.036
14,0,01313,Steve Elkington,-.034
15,0,24937,Jess Daley,-.022
15,0,20127,Chris Riley,-.022
17,0,06004,Stephen Ames,E
17,0,06251,Chris DiMarco,E
17,0,06621,Joe Durant,E
17,0,01320,Bob Estes,E
17,0,23338,David Gossett,E
17,0,21259,Jason Hill,E
17,0,01569,Peter Jacobsen,E
17,0,20634,Peter Lonard,E
17,0,23800,Bryce Molder,E
17,0,23621,Rory Sabbatini,E
27,0,02101,Joey Sindelar,+.013
28,0,23177,Kenneth Staton,+.018
29,0,12510,Chad Campbell,+.019
29,0,08881,Tripp Isenhour,+.019
29,0,01938,David Peoples,+.019
32,0,01035,Tommy Armour III,+.020
32,0,21805,Harrison Frazar,+.020
34,0,24357,K.J. Choi,+.023
35,0,19824,Craig Barlow,+.024
36,0,20029,Notah Begay III,+.029
36,0,01599,Steve Jones,+.029
36,0,01771,Blaine McCallister,+.029
39,0,06643,Paul Goydos,+.031
39,0,02099,Scott Simpson,+.031
41,0,20502,Michael Long,+.032
42,0,08123,Jeff Brehaut,+.037
42,0,06567,Vijay Singh,+.037
44,0,24925,Jonathan Byrd,+.038
44,0,02245,Grant Waite,+.038
46,0,12823,Carlos Franco,+.039
47,0,07003,David Berganio Jr.,+.041
48,0,01161,Mark Calcavecchia,+.048
49,0,08339,Spike McRoy,+.049
50,0,02002,John Riegger,+.051
51,0,01388,Robert Gamez,+.053
52,0,01381,Fred Funk,+.054
52,0,06515,Shaun Micheel,+.054
54,0,06809,Bob Burns,+.056
55,0,01707,Steve Lowery,+.057
56,0,06197,Michael Allen,+.061
56,0,01175,Jim Carter,+.061
56,0,01361,Dan Forsman,+.061
59,0,06613,Tommy Tolles,+.064
60,0,01329,Brad Faxon,+.065
61,0,01685,J.L. Lewis,+.067
62,0,20593,Greg Chalmers,+.070
62,0,01203,Russ Cochran,+.070
62,0,08537,J.P. Hayes,+.070
62,0,11032,Frank Lickliter II,+.070
66,0,12652,Cameron Beckman,+.073
67,0,10885,Robert Allenby,+.075
68,0,02239,Scott Verplank,+.077
69,0,10585,Scott McCarron,+.079
70,0,20572,Rod Pampling,+.082
71,0,20157,Retief Goosen,+.083
71,0,10649,Tom Scherrer,+.083
73,0,01761,Len Mattiace,+.088
74,0,20645,John Senden,+.089
74,0,02110,Jerry Smith,+.089
76,0,20094,Jonathan Kaye,+.091
76,0,01810,Phil Mickelson,+.091
78,0,10117,Bob Heintz,+.093
79,0,23108,Matt Kuchar,+.095
80,0,07721,Pat Bates,+.098
80,0,23125,Brad Elder,+.098
82,0,06617,Brian Henninger,+.100
82,0,02246,Duffy Waldorf,+.100
84,0,08931,Glen Day,+.102
85,0,10107,Deane Pappas,+.103
86,0,01706,Davis Love III,+.106
87,0,01378,David Frost,+.109
88,0,06350,Bob May,+.110
89,0,01374,Robin Freeman,+.111
90,0,01577,Lee Janzen,+.113
91,0,08535,Gary Nicklaus,+.114
92,0,24361,Pat Perez,+.115
93,0,01927,Dennis Paulson,+.117
94,0,23983,Luke Donald,+.118
95,0,23353,J.J. Henry,+.119
96,0,06522,Ernie Els,+.121
97,0,01723,Andrew Magee,+.122
98,0,01475,Donnie Hammond,+.125
98,0,10733,Kent Jones,+.125
100,0,12663,Phil Tataurangi,+.127
101,0,01307,Joel Edwards,+.128
102,0,20548,Hidemichi Tanaka,+.131
103,0,20498,Briny Baird,+.132
104,0,12753,David Morland IV,+.133
104,0,20566,Kaname Yokoo,+.133
106,0,12645,Brent Geiberger,+.135
107,0,08075,Jerry Kelly,+.136
108,0,07749,Brett Quigley,+.140
108,0,02106,Chris Smith,+.140
110,0,12782,Tim Herron,+.143
110,0,01619,Skip Kendall,+.143
112,0,07223,Brian Bateman,+.145
113,0,01527,Scott Hoch,+.147
114,0,02170,Hal Sutton,+.148
115,0,08633,Per-Ulrik Johansson,+.149
116,0,20043,Edward Fryatt,+.152
116,0,22293,Heath Slocum,+.152
118,0,22046,Geoff Ogilvy,+.153
