RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01553,John Huston,4.11,345,84
2,0,01810,Phil Mickelson,4.03,262,65
3,0,02321,Fuzzy Zoeller,3.99,291,73
4,0,01690,Bruce Lietzke,3.97,234,59
4,0,02010,Loren Roberts,3.97,306,77
6,0,01418,Bill Glasson,3.91,293,75
7,0,01098,Jay Don Blake,3.90,339,87
8,0,06527,Steve Stricker,3.85,358,93
9,0,01876,Greg Norman,3.84,242,63
10,0,01677,Tom Lehman,3.80,308,81
10,0,01724,Jeff Maggert,3.80,334,88
12,0,01559,Hale Irwin,3.76,278,74
13,0,06567,Vijay Singh,3.73,250,67
14,0,01161,Mark Calcavecchia,3.71,312,84
14,0,01320,Bob Estes,3.71,352,95
14,0,01388,Robert Gamez,3.71,282,76
14,0,02170,Hal Sutton,3.71,360,97
18,0,01927,Dennis Paulson,3.70,285,77
18,0,02131,Mike Springer,3.70,311,84
20,0,02133,Craig Stadler,3.68,254,69
21,0,01457,Jay Haas,3.67,374,102
21,0,01968,Nick Price,3.67,220,60
23,0,02241,Bobby Wadkins,3.66,245,67
24,0,01143,Brad Bryant,3.64,397,109
24,0,01266,Clark Dennis,3.64,357,98
26,0,01569,Peter Jacobsen,3.63,247,68
26,0,01823,Larry Mize,3.63,272,75
28,0,01201,Lennie Clements,3.62,304,84
29,0,01945,Kenny Perry,3.59,355,99
30,0,06214,Guy Boros,3.58,333,93
30,0,01200,Keith Clearwater,3.58,319,89
30,0,01331,Rick Fehr,3.58,276,77
30,0,01378,David Frost,3.58,279,78
30,0,01706,Davis Love III,3.58,326,91
35,0,01226,Fred Couples,3.57,182,51
35,0,01385,Jim Gallagher Jr.,3.57,296,83
35,0,06577,John Wilson,3.57,300,84
35,0,06791,Mark Wurtz,3.57,289,81
39,0,01755,Dick Mast,3.56,299,84
40,0,01329,Brad Faxon,3.55,327,92
40,0,01374,Robin Freeman,3.55,323,91
40,0,01771,Blaine McCallister,3.55,337,95
40,0,01837,Gil Morgan,3.55,231,65
44,0,01783,Mark McCumber,3.54,269,76
44,0,02159,Curtis Strange,3.54,294,83
46,0,08337,Mike Heinen,3.53,279,79
46,0,02246,Duffy Waldorf,3.53,282,80
48,0,01116,Michael Bradley,3.52,313,89
48,0,01156,Curt Byrum,3.52,285,81
48,0,01235,Ben Crenshaw,3.52,303,86
51,0,01905,Joe Ozaki,3.51,214,61
52,0,08931,Glen Day,3.50,329,94
52,0,06251,Chris DiMarco,3.50,301,86
54,0,01072,Chip Beck,3.49,300,86
54,0,02267,D.A. Weibring,3.49,220,63
56,0,01527,Scott Hoch,3.48,327,94
56,0,01707,Steve Lowery,3.48,327,94
58,0,01261,Jay Delsing,3.47,305,88
58,0,01468,Gary Hallberg,3.47,271,78
58,0,02214,Kirk Triplett,3.47,312,90
58,0,02239,Scott Verplank,3.47,222,64
62,0,01408,Kelly Gibson,3.46,322,93
63,0,01313,Steve Elkington,3.44,213,62
63,0,01928,Corey Pavin,3.44,234,68
65,0,01306,David Edwards,3.43,281,82
65,0,01926,Steve Pate,3.43,319,93
67,0,01414,Bob Gilder,3.41,280,82
67,0,01633,Tom Kite,3.41,266,78
69,0,01920,Craig Parry,3.40,211,62
70,0,01060,Dave Barr,3.39,319,94
70,0,06809,Bob Burns,3.39,234,69
70,0,02049,Gene Sauers,3.39,278,82
73,0,01890,Brett Ogle,3.38,196,58
73,0,01975,Tom Purtzer,3.38,230,68
73,0,02033,Dave Rummells,3.38,338,100
73,0,02218,Ted Tryba,3.38,365,108
77,0,01475,Donnie Hammond,3.37,280,83
77,0,02256,Tom Watson,3.37,182,54
79,0,01093,Ronnie Black,3.36,269,80
79,0,06617,Brian Henninger,3.36,232,69
79,0,01682,Wayne Levi,3.36,279,83
79,0,01723,Andrew Magee,3.36,299,89
83,0,01938,David Peoples,3.34,294,88
83,0,06657,Steve Rintoul,3.34,267,80
83,0,08375,Paul Stankowski,3.34,257,77
86,0,06643,Paul Goydos,3.33,346,104
86,0,06012,Greg Kraft,3.33,286,86
86,0,02223,Bob Tway,3.33,266,80
89,0,01132,Mark Brooks,3.32,372,112
89,0,06332,Neal Lancaster,3.32,315,95
89,0,02146,Payne Stewart,3.32,252,76
89,0,07101,Dave Stockton Jr.,3.32,299,90
93,0,06058,John Flannery,3.30,310,94
94,0,01024,Billy Andrade,3.29,286,87
95,0,01219,John Cook,3.28,262,80
95,0,06034,Marco Dawson,3.28,279,85
95,0,10809,Jim Furyk,3.28,312,95
95,0,01444,Ken Green,3.28,282,86
95,0,01607,Brian Kamm,3.28,308,94
95,0,02206,David Toms,3.28,302,92
101,0,01381,Fred Funk,3.27,343,105
101,0,01435,Wayne Grady,3.27,183,56
101,0,01577,Lee Janzen,3.27,288,88
101,0,06315,Pete Jordan,3.27,288,88
101,0,12660,Jesper Parnevik,3.27,183,56
101,0,02099,Scott Simpson,3.27,229,70
101,0,06589,Jeff Woodland,3.27,271,83
108,0,01550,Ed Humenik,3.26,290,89
108,0,01887,Mark O'Meara,3.26,297,91
108,0,01971,Dillard Pruitt,3.26,287,88
111,0,06020,Steve Brodie,3.25,276,85
111,0,01510,Nolan Henke,3.25,257,79
111,0,01701,Bob Lohr,3.25,286,88
114,0,01361,Dan Forsman,3.24,220,68
114,0,01996,Mike Reid,3.24,217,67
114,0,02225,Howard Twitty,3.24,285,88
117,0,01203,Russ Cochran,3.23,304,94
118,0,06197,Michael Allen,3.22,316,98
118,0,02104,Jeff Sluman,3.22,296,92
120,0,01824,Yoshinori Mizumaki,3.21,196,61
121,0,02135,Mike Standly,3.20,298,93
121,0,02167,Mike Sullivan,3.20,227,71
123,0,02190,Doug Tewell,3.19,268,84
124,0,06609,Rob Boldt,3.17,187,59
124,0,01549,Mike Hulbert,3.17,326,103
126,0,01330,David Feherty,3.16,215,68
126,0,06575,Dudley Hart,3.16,256,81
128,0,01014,Fulton Allem,3.15,258,82
128,0,01185,Brandel Chamblee,3.15,271,86
128,0,01282,Trevor Dodds,3.15,249,79
128,0,06140,Sean Murphy,3.15,268,85
128,0,02101,Joey Sindelar,3.15,205,65
128,0,02303,Robert Wrenn,3.15,164,52
134,0,01196,Brian Claar,3.14,311,99
134,0,01891,David Ogrin,3.14,283,90
136,0,01288,Ed Dougherty,3.11,305,98
137,0,01129,Bill Britton,3.10,211,68
137,0,02242,Lanny Wadkins,3.10,208,67
139,0,12661,Todd Barranger,3.09,207,67
139,0,02067,Ted Schulz,3.09,241,78
139,0,02201,Jim Thorpe,3.09,235,76
142,0,02294,Willie Wood,3.08,237,77
143,0,01495,Morris Hatalsky,3.07,233,76
143,0,06090,Jim McGovern,3.07,292,95
143,0,02007,Larry Rinker,3.07,227,74
146,0,10213,Dicky Pride,3.05,226,74
146,0,12663,Phil Tataurangi,3.05,201,66
148,0,01986,Joey Rassett,3.04,216,71
148,0,02090,Tom Sieckmann,3.04,240,79
150,0,07235,John Morse,3.03,230,76
151,0,02100,Tim Simpson,3.01,274,91
152,0,07569,Mark Carnevale,3.00,258,86
153,0,01006,John Adams,2.99,245,82
153,0,01766,Billy Mayfair,2.99,296,99
155,0,01139,Olin Browne,2.98,271,91
155,0,01864,Larry Nelson,2.98,164,55
157,0,06128,Steve Lamontagne,2.95,233,79
157,0,06062,Charles Raulerson,2.95,183,62
159,0,01307,Joel Edwards,2.92,248,85
159,0,02224,Greg Twiggs,2.92,187,64
161,0,02095,Larry Silveira,2.91,224,77
162,0,02245,Grant Waite,2.89,202,70
163,0,01353,Bruce Fleisher,2.83,232,82
163,0,01629,Eddie Kirby,2.83,147,52
165,0,02230,Stan Utley,2.82,206,73
166,0,06591,Rocky Walcher,2.81,180,64
167,0,06088,Steve Gotsche,2.80,157,56
168,0,01096,Phil Blackmar,2.78,186,67
169,0,06078,Esteban Toledo,2.77,216,78
170,0,06016,Brad Lardon,2.76,152,55
171,0,01748,Doug Martin,2.74,222,81
172,0,01725,John Mahaffey,2.71,203,75
173,0,02322,Richard Zokol,2.68,198,74
174,0,06350,Bob May,2.63,205,78
175,0,07781,Ty Armstrong,2.55,153,60
175,0,01557,John Inman,2.55,258,101
177,0,01133,Billy Ray Brown,2.52,141,56
177,0,01648,Billy Kratzert,2.52,174,69
179,0,01392,Tom Garner,2.38,133,56
