RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,21528,Henrik Stenson,.960,42.239,44
2,0,33141,Keegan Bradley,.888,71.055,80
3,0,08793,Tiger Woods,.883,52.110,59
4,0,33448,Justin Thomas,.844,57.413,68
5,0,30925,Dustin Johnson,.829,51.411,62
6,0,32839,Hideki Matsuyama,.727,41.422,57
7,0,20229,Stewart Cink,.698,46.796,67
8,0,24502,Adam Scott,.639,38.324,60
9,0,34563,Chesson Hadley,.606,53.932,89
10,0,25198,Francesco Molinari,.593,33.825,57
11,0,25364,Paul Casey,.586,28.729,49
12,0,47959,Bryson DeChambeau,.556,43.375,78
13,0,01810,Phil Mickelson,.555,38.816,70
14,0,25818,Scott Piercy,.553,37.586,68
15,0,40026,Daniel Berger,.543,33.635,62
16,0,26596,Ryan Moore,.532,35.095,66
17,0,22405,Justin Rose,.526,27.861,53
18,0,30926,Chris Kirk,.518,49.695,96
19,0,35450,Patrick Cantlay,.509,34.121,67
20,0,29725,Tony Finau,.500,40.540,81
21,0,32102,Rickie Fowler,.494,30.130,61
22,0,26499,Rafa Cabrera Bello,.487,23.381,48
23,0,29221,Webb Simpson,.486,39.357,81
24,0,31323,Gary Woodland,.484,33.882,70
25,0,45609,Tyler Duncan,.476,38.546,81
26,0,34098,Russell Henley,.467,27.063,58
27,0,24024,Zach Johnson,.463,33.316,72
28,0,33948,Byeong Hun An,.448,32.713,73
29,0,26476,Chez Reavie,.437,26.242,60
30,0,24138,Ian Poulter,.435,21.770,50
31,0,27214,Kevin Streelman,.415,34.036,82
32,0,39324,J.J. Spaun,.410,29.138,71
33,0,34046,Jordan Spieth,.409,26.983,66
34,0,30911,Tommy Fleetwood,.405,21.887,54
35,0,37275,Sam Ryder,.399,27.957,70
36,0,20157,Retief Goosen,.389,15.573,40
37,0,34076,Joel Dahmen,.381,27.083,71
37,0,32757,Patton Kizzire,.381,29.741,78
39,0,34256,Andrew Putnam,.380,29.241,77
40,0,26758,David Hearn,.379,18.931,50
41,0,30692,Scott Stallings,.373,29.855,80
42,0,29268,Bronson Burgoon,.371,21.162,57
