RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
43,0,35506,Mackenzie Hughes,.353,24.002,68
44,0,29420,Billy Horschel,.352,27.078,77
45,0,33419,Cameron Tringale,.348,17.732,51
46,0,31646,Emiliano Grillo,.345,25.179,73
47,0,23353,J.J. Henry,.340,21.445,63
48,0,24358,Robert Garrigus,.331,22.499,68
49,0,23325,Vaughn Taylor,.305,21.361,70
50,0,25632,Jimmy Walker,.304,20.096,66
51,0,30110,Kyle Stanley,.298,19.936,67
52,0,35532,Tom Hoge,.297,24.617,83
53,0,32366,Kevin Chappell,.296,18.378,62
54,0,39997,Corey Conners,.275,21.734,79
55,0,25396,Kevin Na,.273,19.119,70
56,0,28237,Rory McIlroy,.269,13.699,51
57,0,29908,C.T. Pan,.267,21.897,82
58,0,33122,Russell Knox,.263,19.462,74
59,0,30944,Jason Kokrak,.257,22.629,88
60,0,33204,Shane Lowry,.245,12.489,51
61,0,29518,Brendan Steele,.243,13.103,54
62,0,34174,John Huh,.240,19.685,82
63,0,23320,Ryan Palmer,.236,14.144,60
64,0,48081,Xander Schauffele,.235,16.938,72
65,0,36689,Brooks Koepka,.232,12.527,54
66,0,48084,Wesley Bryan,.222,11.305,51
67,0,33418,Shawn Stefani,.220,13.227,60
68,0,12716,Charley Hoffman,.216,14.694,68
68,0,23108,Matt Kuchar,.216,14.072,65
70,0,19803,Ryan Armour,.213,20.406,96
71,0,26851,Marc Leishman,.211,15.436,73
72,0,34363,Tyrrell Hatton,.202,8.503,42
73,0,27129,Luke List,.194,15.147,78
74,0,34360,Patrick Reed,.187,11.759,63
75,0,10809,Jim Furyk,.179,8.247,46
76,0,29974,Branden Grace,.174,7.675,44
77,0,33399,Adam Hadwin,.166,10.930,66
78,0,21961,Charles Howell III,.163,12.698,78
79,0,27141,J.B. Holmes,.159,10.837,68
80,0,27095,Nick Watney,.141,11.282,80
81,0,33413,Ben Martin,.119,6.764,57
82,0,22371,Aaron Baddeley,.117,8.159,70
83,0,27349,Alex Noren,.107,5.261,49
84,0,31560,Brian Stuard,.099,8.749,88
85,0,34431,Robert Streb,.096,5.737,60
86,0,31202,William McGirt,.091,6.797,75
87,0,46501,Ollie Schniederjans,.090,6.895,77
88,0,32640,Troy Merritt,.086,6.258,73
89,0,32448,James Hahn,.081,5.560,69
90,0,29485,Brett Stegmaier,.078,3.677,47
90,0,26951,Johnson Wagner,.078,4.304,55
92,0,46402,Talor Gooch,.075,4.657,62
93,0,45526,Abraham Ancer,.074,6.118,83
94,0,40058,Zac Blair,.072,3.295,46
95,0,24846,Ricky Barnes,.059,2.671,45
96,0,46970,Jon Rahm,.047,2.379,51
97,0,25572,Graeme McDowell,.046,2.133,46
98,0,24925,Jonathan Byrd,.043,2.088,48
99,0,22056,Cameron Percy,.039,1.607,41
100,0,19846,Brian Gay,.036,3.339,92
100,0,28775,Nate Lashley,.036,1.276,35
100,0,22582,Kyle Thompson,.036,1.303,36
103,0,35891,Cameron Smith,.034,2.061,61
104,0,32333,Kevin Tway,.032,2.855,90
105,0,37454,Whee Kim,.030,2.213,73
106,0,27942,Rob Oppenheim,.026,1.378,54
107,0,27936,Martin Laird,.024,1.487,61
108,0,35879,Kelly Kraft,.017,1.261,74
109,0,49964,Aaron Wise,.012,.981,80
110,0,25493,Nick Taylor,.011,.818,74
111,0,25804,Bubba Watson,.005,.343,68
112,0,35421,Brandon Harkins,-.006,-.518,85
113,0,39328,Conrad Shindler,-.008,-.368,44
113,0,28132,Tyrone Van Aswegen,-.008,-.652,83
115,0,25686,Jason Dufner,-.009,-.478,52
116,0,12510,Chad Campbell,-.010,-.693,67
117,0,28679,Fabián Gómez,-.015,-1.079,71
118,0,28307,Matt Every,-.024,-1.434,61
118,0,27644,Brian Harman,-.024,-1.735,72
120,0,27649,Brandt Snedeker,-.026,-1.906,74
121,0,34021,Bud Cauley,-.032,-1.315,41
122,0,23541,Ben Crane,-.038,-1.765,46
123,0,29461,Jamie Lovemark,-.040,-3.151,78
123,0,29484,Peter Uihlein,-.040,-2.611,65
125,0,25900,Lucas Glover,-.043,-1.993,46
125,0,35310,Lanto Griffin,-.043,-2.570,60
127,0,46435,Austin Cook,-.045,-4.160,92
128,0,35545,Blayne Barber,-.047,-2.801,60
129,0,24924,Bill Haas,-.052,-3.429,66
130,0,27963,Chris Stroud,-.056,-3.241,58
131,0,25892,Steve Wheatcroft,-.065,-2.975,46
132,0,24140,Sean O'Hair,-.073,-4.179,57
133,0,27958,Ryan Blaum,-.074,-5.320,72
134,0,37189,Harold Varner III,-.076,-5.629,74
135,0,29223,Sam Saunders,-.081,-5.406,67
135,0,27064,Jhonattan Vegas,-.081,-5.158,64
137,0,28500,Martin Flores,-.083,-5.990,72
137,0,33410,Andrew Landry,-.083,-6.066,73
139,0,27974,Sung Kang,-.094,-6.279,67
140,0,39546,Keith Mitchell,-.128,-10.604,83
141,0,24361,Pat Perez,-.138,-7.014,51
142,0,28089,Jason Day,-.140,-6.881,49
143,0,29535,Brice Garnett,-.144,-11.631,81
144,0,24781,Hunter Mahan,-.149,-7.618,51
145,0,23621,Rory Sabbatini,-.152,-11.370,75
146,0,29926,Danny Lee,-.155,-10.833,70
147,0,34409,David Lingmerth,-.160,-11.056,69
148,0,36799,Stephan Jaeger,-.166,-10.463,63
149,0,26331,Charl Schwartzel,-.168,-7.066,42
150,0,20472,Alex Cejka,-.169,-10.134,60
150,0,47128,Richy Werenski,-.169,-12.492,74
152,0,29222,Billy Hurley III,-.170,-9.702,57
153,0,37455,Si Woo Kim,-.200,-15.615,78
153,0,27556,Ted Potter Jr.,-.200,-15.397,77
155,0,39975,Michael Kim,-.213,-11.479,54
156,0,34264,Hudson Swafford,-.237,-12.304,52
157,0,50526,Tom Lovelady,-.240,-16.552,69
158,0,30978,Kiradech Aphibarnrat,-.247,-8.414,34
159,0,40009,Dominic Bozzelli,-.252,-15.368,61
160,0,32254,Xinjun Zhang,-.254,-14.482,57
161,0,34466,Peter Malnati,-.257,-19.308,75
162,0,26329,Louis Oosthuizen,-.261,-12.017,46
163,0,47347,Adam Schenk,-.262,-17.281,66
164,0,37338,Zecheng Dou,-.265,-9.543,36
165,0,29479,Scott Brown,-.270,-21.856,81
166,0,32816,Satoshi Kodaira,-.284,-11.356,40
167,0,31420,Anirban Lahiri,-.285,-19.078,67
168,0,34099,Harris English,-.297,-20.204,68
169,0,29478,Kevin Kisner,-.316,-20.525,65
170,0,36699,Patrick Rodgers,-.323,-23.590,73
171,0,47993,Denny McCarthy,-.347,-17.001,49
171,0,34213,Grayson Murray,-.347,-20.449,59
173,0,31416,Derek Fathauer,-.365,-24.809,68
174,0,37278,Nicholas Lindheim,-.368,-21.726,59
175,0,49771,J.T. Poston,-.373,-21.251,57
176,0,39327,Ben Silverman,-.385,-29.251,76
177,0,26300,Matt Jones,-.386,-18.132,47
178,0,28252,Seamus Power,-.392,-25.849,66
179,0,35461,Beau Hossler,-.395,-35.520,90
180,0,20572,Rod Pampling,-.415,-18.676,45
181,0,32150,Michael Thompson,-.423,-23.683,56
182,0,47287,Ethan Tracy,-.424,-22.874,54
183,0,46601,Trey Mullinax,-.442,-26.106,59
184,0,35544,Andrew Yun,-.447,-15.195,34
185,0,34358,Jonathan Randolph,-.538,-32.309,60
186,0,25240,D.A. Points,-.541,-25.971,48
187,0,27895,Jonas Blixt,-.563,-27.030,48
188,0,35376,Roberto Díaz,-.600,-33.574,56
189,0,39954,Cody Gribble,-.696,-37.606,54
190,0,32876,Martin Piller,-.811,-54.362,67
191,0,47125,Matt Atkins,-1.039,-41.550,40
192,0,20593,Greg Chalmers,-1.192,-48.882,41
193,0,25834,Daniel Summerhays,-1.586,-60.269,38
