RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
56,0,39546,Keith Mitchell,.486,.706,-.128,-.092,83
57,0,26476,Chez Reavie,.483,.183,.437,-.137,60
58,0,33122,Russell Knox,.471,.059,.263,.149,74
59,0,49964,Aaron Wise,.464,.410,.012,.042,80
60,0,29974,Branden Grace,.463,.163,.174,.125,44
61,0,25900,Lucas Glover,.462,.514,-.043,-.008,46
62,0,48081,Xander Schauffele,.448,.240,.235,-.027,72
63,0,39324,J.J. Spaun,.441,.286,.410,-.255,71
64,0,32448,James Hahn,.431,.323,.081,.028,69
65,0,01810,Phil Mickelson,.420,-.225,.555,.091,70
65,0,34256,Andrew Putnam,.420,-.146,.380,.187,77
67,0,12716,Charley Hoffman,.398,.254,.216,-.071,68
68,0,19803,Ryan Armour,.395,-.012,.213,.194,96
69,0,29461,Jamie Lovemark,.378,-.101,-.040,.519,78
70,0,45526,Abraham Ancer,.376,.325,.074,-.022,83
70,0,23353,J.J. Henry,.376,.174,.340,-.138,63
72,0,34098,Russell Henley,.374,.093,.467,-.186,58
73,0,30978,Kiradech Aphibarnrat,.373,.485,-.247,.135,34
73,0,29268,Bronson Burgoon,.373,.309,.371,-.307,57
75,0,22371,Aaron Baddeley,.366,-.345,.117,.595,70
76,0,24358,Robert Garrigus,.356,.210,.331,-.186,68
77,0,30692,Scott Stallings,.341,-.008,.373,-.025,80
78,0,20472,Alex Cejka,.302,-.024,-.169,.495,60
79,0,23621,Rory Sabbatini,.299,.217,-.152,.234,75
79,0,23325,Vaughn Taylor,.299,-.005,.305,-.002,70
81,0,23320,Ryan Palmer,.297,.235,.236,-.174,60
82,0,27349,Alex Noren,.286,.208,.107,-.029,49
83,0,32333,Kevin Tway,.277,.271,.032,-.026,90
84,0,25396,Kevin Na,.268,-.378,.273,.373,70
85,0,46435,Austin Cook,.254,.120,-.045,.179,92
86,0,29484,Peter Uihlein,.247,.132,-.040,.156,65
87,0,35532,Tom Hoge,.235,.018,.297,-.079,83
88,0,23108,Matt Kuchar,.228,-.199,.216,.211,65
88,0,28775,Nate Lashley,.228,.111,.036,.080,35
90,0,25572,Graeme McDowell,.219,.124,.046,.049,46
91,0,27936,Martin Laird,.189,-.045,.024,.209,61
92,0,35506,Mackenzie Hughes,.163,-.068,.353,-.122,68
93,0,37189,Harold Varner III,.149,.204,-.076,.021,74
94,0,27649,Brandt Snedeker,.147,-.145,-.026,.318,74
95,0,27095,Nick Watney,.143,.170,.141,-.167,80
96,0,33418,Shawn Stefani,.141,-.093,.220,.013,60
97,0,24924,Bill Haas,.139,-.177,-.052,.368,66
97,0,26300,Matt Jones,.139,.333,-.386,.192,47
99,0,32640,Troy Merritt,.132,.138,.086,-.092,73
99,0,29223,Sam Saunders,.132,.350,-.081,-.138,67
101,0,19846,Brian Gay,.123,-.166,.036,.253,92
102,0,40058,Zac Blair,.120,-.345,.072,.394,46
103,0,35891,Cameron Smith,.104,-.148,.034,.218,61
104,0,26758,David Hearn,.095,-.170,.379,-.113,50
105,0,34021,Bud Cauley,.094,-.113,-.032,.239,41
106,0,26951,Johnson Wagner,.092,-.213,.078,.226,55
107,0,27064,Jhonattan Vegas,.089,.294,-.081,-.124,64
108,0,34174,John Huh,.083,-.110,.240,-.047,82
109,0,37455,Si Woo Kim,.077,-.014,-.200,.291,78
109,0,25493,Nick Taylor,.077,.049,.011,.017,74
111,0,25686,Jason Dufner,.068,.256,-.009,-.178,52
112,0,36799,Stephan Jaeger,.054,.045,-.166,.175,63
113,0,35421,Brandon Harkins,.050,.181,-.006,-.124,85
114,0,25632,Jimmy Walker,.033,-.437,.304,.166,66
115,0,10809,Jim Furyk,.023,-.392,.179,.235,46
116,0,27644,Brian Harman,.017,.137,-.024,-.096,72
117,0,34213,Grayson Murray,.014,.375,-.347,-.015,59
118,0,49771,J.T. Poston,.003,.381,-.373,-.005,57
119,0,47128,Richy Werenski,-.014,.077,-.169,.077,74
120,0,35545,Blayne Barber,-.019,.101,-.047,-.073,60
121,0,31202,William McGirt,-.021,-.306,.091,.194,75
122,0,24140,Sean O'Hair,-.026,.211,-.073,-.164,57
123,0,12510,Chad Campbell,-.029,-.042,-.010,.023,67
123,0,33410,Andrew Landry,-.029,.206,-.083,-.152,73
125,0,27958,Ryan Blaum,-.058,.011,-.074,.005,72
126,0,32757,Patton Kizzire,-.063,-.294,.381,-.150,78
127,0,46501,Ollie Schniederjans,-.071,-.410,.090,.250,77
128,0,20157,Retief Goosen,-.085,-.392,.389,-.083,40
129,0,31420,Anirban Lahiri,-.095,.070,-.285,.120,67
130,0,29926,Danny Lee,-.099,.005,-.155,.051,70
131,0,35461,Beau Hossler,-.101,.281,-.395,.013,90
131,0,31560,Brian Stuard,-.101,-.227,.099,.026,88
133,0,28679,Fabián Gómez,-.107,-.062,-.015,-.030,71
134,0,33413,Ben Martin,-.119,-.142,.119,-.096,57
135,0,24781,Hunter Mahan,-.137,.465,-.149,-.453,51
136,0,50526,Tom Lovelady,-.140,.379,-.240,-.279,69
137,0,46601,Trey Mullinax,-.144,.506,-.442,-.207,59
138,0,39328,Conrad Shindler,-.147,.114,-.008,-.252,44
139,0,23541,Ben Crane,-.157,-.302,-.038,.184,46
140,0,24925,Jonathan Byrd,-.160,-.542,.043,.339,48
141,0,24361,Pat Perez,-.163,-.063,-.138,.037,51
142,0,27556,Ted Potter Jr.,-.169,-.074,-.200,.105,77
143,0,35310,Lanto Griffin,-.173,-.046,-.043,-.084,60
144,0,46402,Talor Gooch,-.194,-.322,.075,.053,62
145,0,25892,Steve Wheatcroft,-.211,.112,-.065,-.258,46
146,0,34264,Hudson Swafford,-.232,.225,-.237,-.221,52
147,0,29535,Brice Garnett,-.234,.188,-.144,-.278,81
148,0,34409,David Lingmerth,-.235,.006,-.160,-.081,69
149,0,26331,Charl Schwartzel,-.276,-.035,-.168,-.073,42
150,0,28500,Martin Flores,-.278,-.097,-.083,-.098,72
151,0,47347,Adam Schenk,-.280,.073,-.262,-.091,66
152,0,32254,Xinjun Zhang,-.297,.139,-.254,-.182,57
153,0,28132,Tyrone Van Aswegen,-.313,-.493,-.008,.187,83
154,0,28252,Seamus Power,-.319,.076,-.392,-.003,66
155,0,36699,Patrick Rodgers,-.328,-.039,-.323,.034,73
156,0,29485,Brett Stegmaier,-.353,-.135,.078,-.296,47
157,0,47993,Denny McCarthy,-.355,.011,-.347,-.019,49
158,0,40009,Dominic Bozzelli,-.363,-.244,-.252,.133,61
159,0,34466,Peter Malnati,-.374,-.372,-.257,.255,75
160,0,27963,Chris Stroud,-.391,-.277,-.056,-.058,58
161,0,35879,Kelly Kraft,-.395,-.286,.017,-.126,74
162,0,34099,Harris English,-.406,-.219,-.297,.111,68
163,0,39327,Ben Silverman,-.444,.069,-.385,-.128,76
164,0,32150,Michael Thompson,-.446,-.073,-.423,.050,56
165,0,29478,Kevin Kisner,-.476,-.043,-.316,-.118,65
166,0,34431,Robert Streb,-.500,-.680,.096,.084,60
167,0,22582,Kyle Thompson,-.512,-.534,.036,-.014,36
168,0,37338,Zecheng Dou,-.531,-.079,-.265,-.187,36
169,0,27942,Rob Oppenheim,-.586,-.662,.026,.050,54
170,0,20572,Rod Pampling,-.673,-.095,-.415,-.163,45
171,0,37278,Nicholas Lindheim,-.678,-.258,-.368,-.052,59
172,0,24846,Ricky Barnes,-.703,-1.019,.059,.257,45
173,0,29479,Scott Brown,-.710,-.265,-.270,-.175,81
174,0,29222,Billy Hurley III,-.727,-.696,-.170,.139,57
175,0,28307,Matt Every,-.775,-.437,-.024,-.314,61
176,0,47287,Ethan Tracy,-.787,-.054,-.424,-.309,54
177,0,27895,Jonas Blixt,-.791,-.424,-.563,.196,48
178,0,27974,Sung Kang,-.806,-.488,-.094,-.225,67
179,0,48084,Wesley Bryan,-.814,-1.443,.222,.407,51
180,0,37454,Whee Kim,-.864,-.748,.030,-.146,73
181,0,33419,Cameron Tringale,-.915,-1.351,.348,.088,51
182,0,47125,Matt Atkins,-.932,.134,-1.039,-.027,40
183,0,34358,Jonathan Randolph,-.992,-.271,-.538,-.182,60
184,0,35376,Roberto Díaz,-1.001,-.165,-.600,-.237,56
185,0,39954,Cody Gribble,-1.020,-.212,-.696,-.111,54
186,0,31416,Derek Fathauer,-1.170,-.757,-.365,-.048,68
187,0,32816,Satoshi Kodaira,-1.187,.027,-.284,-.930,40
188,0,32876,Martin Piller,-1.246,-.248,-.811,-.186,67
189,0,39975,Michael Kim,-1.262,-1.023,-.213,-.027,54
190,0,35544,Andrew Yun,-1.336,-.457,-.447,-.432,34
191,0,25240,D.A. Points,-1.559,-1.069,-.541,.051,48
192,0,20593,Greg Chalmers,-2.056,-.690,-1.192,-.174,41
193,0,25834,Daniel Summerhays,-2.840,-.977,-1.586,-.277,38
