RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
63,0,27095,Nick Watney,.200,15.999,80
65,0,31420,Anirban Lahiri,.199,13.322,67
66,0,48081,Xander Schauffele,.196,14.079,72
67,0,26476,Chez Reavie,.192,11.495,60
68,0,35376,Roberto Díaz,.168,9.410,56
68,0,36689,Brooks Koepka,.168,9.058,54
70,0,34098,Russell Henley,.167,9.704,58
70,0,34174,John Huh,.167,13.730,82
72,0,34360,Patrick Reed,.164,10.317,63
72,0,31560,Brian Stuard,.164,14.398,88
74,0,29926,Danny Lee,.156,10.927,70
75,0,30978,Kiradech Aphibarnrat,.138,4.700,34
76,0,49771,J.T. Poston,.135,7.712,57
77,0,25364,Paul Casey,.133,6.537,49
78,0,32839,Hideki Matsuyama,.132,7.507,57
79,0,47347,Adam Schenk,.130,8.564,66
80,0,26851,Marc Leishman,.126,9.234,73
81,0,32876,Martin Piller,.119,7.943,67
82,0,33413,Ben Martin,.118,6.722,57
83,0,24361,Pat Perez,.115,5.873,51
83,0,34358,Jonathan Randolph,.115,6.913,60
83,0,35891,Cameron Smith,.115,6.990,61
86,0,25240,D.A. Points,.110,5.274,48
87,0,29268,Bronson Burgoon,.107,6.124,57
88,0,33399,Adam Hadwin,.106,7.013,66
89,0,29223,Sam Saunders,.094,6.304,67
90,0,28775,Nate Lashley,.082,2.854,35
91,0,26331,Charl Schwartzel,.081,3.381,42
92,0,32640,Troy Merritt,.077,5.594,73
93,0,35879,Kelly Kraft,.075,5.535,74
94,0,27556,Ted Potter Jr.,.074,5.736,77
95,0,30926,Chris Kirk,.073,6.996,96
96,0,46601,Trey Mullinax,.072,4.243,59
97,0,28237,Rory McIlroy,.060,3.073,51
98,0,23621,Rory Sabbatini,.059,4.449,75
99,0,27963,Chris Stroud,.053,3.098,58
100,0,34256,Andrew Putnam,.052,4.008,77
100,0,32333,Kevin Tway,.052,4.722,90
102,0,29479,Scott Brown,.049,3.967,81
103,0,27942,Rob Oppenheim,.045,2.413,54
104,0,30110,Kyle Stanley,.037,2.505,67
105,0,46402,Talor Gooch,.031,1.903,62
106,0,32757,Patton Kizzire,.030,2.321,78
107,0,12716,Charley Hoffman,.026,1.789,68
108,0,27958,Ryan Blaum,.025,1.790,72
108,0,29222,Billy Hurley III,.025,1.419,57
110,0,30944,Jason Kokrak,.022,1.931,88
111,0,29484,Peter Uihlein,.021,1.352,65
112,0,29461,Jamie Lovemark,.010,.810,78
113,0,20472,Alex Cejka,.009,.557,60
114,0,31323,Gary Woodland,.007,.483,70
115,0,28679,Fabián Gómez,.001,.062,71
115,0,25804,Bubba Watson,.001,.063,68
117,0,33410,Andrew Landry,-.010,-.752,73
117,0,28132,Tyrone Van Aswegen,-.010,-.821,83
119,0,35545,Blayne Barber,-.022,-1.324,60
120,0,37189,Harold Varner III,-.024,-1.770,74
121,0,26329,Louis Oosthuizen,-.026,-1.214,46
121,0,47287,Ethan Tracy,-.026,-1.403,54
123,0,26300,Matt Jones,-.034,-1.616,47
123,0,34046,Jordan Spieth,-.034,-2.224,66
123,0,33418,Shawn Stefani,-.034,-2.045,60
126,0,50526,Tom Lovelady,-.049,-3.410,69
127,0,45526,Abraham Ancer,-.056,-4.648,83
128,0,22371,Aaron Baddeley,-.057,-3.973,70
129,0,19803,Ryan Armour,-.058,-5.545,96
129,0,25686,Jason Dufner,-.058,-3.003,52
131,0,24924,Bill Haas,-.059,-3.923,66
131,0,27064,Jhonattan Vegas,-.059,-3.779,64
133,0,29908,C.T. Pan,-.067,-5.470,82
134,0,30692,Scott Stallings,-.070,-5.618,80
135,0,29535,Brice Garnett,-.076,-6.170,81
136,0,23325,Vaughn Taylor,-.080,-5.580,70
137,0,34431,Robert Streb,-.081,-4.830,60
138,0,33122,Russell Knox,-.088,-6.538,74
139,0,35310,Lanto Griffin,-.096,-5.733,60
140,0,33419,Cameron Tringale,-.104,-5.287,51
141,0,24925,Jonathan Byrd,-.106,-5.087,48
142,0,47128,Richy Werenski,-.109,-8.087,74
143,0,26758,David Hearn,-.127,-6.329,50
144,0,25892,Steve Wheatcroft,-.128,-5.887,46
145,0,36799,Stephan Jaeger,-.144,-9.090,63
146,0,39324,J.J. Spaun,-.149,-10.580,71
147,0,46970,Jon Rahm,-.151,-7.685,51
148,0,32448,James Hahn,-.152,-10.517,69
149,0,35532,Tom Hoge,-.162,-13.429,83
150,0,39328,Conrad Shindler,-.166,-7.325,44
151,0,37455,Si Woo Kim,-.168,-13.138,78
152,0,35506,Mackenzie Hughes,-.177,-12.011,68
153,0,35450,Patrick Cantlay,-.182,-12.177,67
154,0,25900,Lucas Glover,-.186,-8.573,46
155,0,47125,Matt Atkins,-.198,-7.907,40
156,0,22056,Cameron Percy,-.205,-8.387,41
157,0,27141,J.B. Holmes,-.207,-14.110,68
157,0,24140,Sean O'Hair,-.207,-11.802,57
157,0,21528,Henrik Stenson,-.207,-9.092,44
160,0,27974,Sung Kang,-.235,-15.725,67
161,0,27214,Kevin Streelman,-.250,-20.473,82
162,0,34264,Hudson Swafford,-.260,-13.534,52
163,0,26596,Ryan Moore,-.271,-17.864,66
164,0,34076,Joel Dahmen,-.277,-19.670,71
165,0,33948,Byeong Hun An,-.285,-20.820,73
165,0,24502,Adam Scott,-.285,-17.092,60
167,0,33204,Shane Lowry,-.286,-14.582,51
168,0,28500,Martin Flores,-.289,-20.822,72
169,0,25493,Nick Taylor,-.312,-23.072,74
170,0,32366,Kevin Chappell,-.344,-21.350,62
171,0,20229,Stewart Cink,-.345,-23.115,67
172,0,37275,Sam Ryder,-.349,-24.436,70
173,0,34213,Grayson Murray,-.350,-20.673,59
174,0,33141,Keegan Bradley,-.358,-28.640,80
175,0,28307,Matt Every,-.364,-22.202,61
176,0,39997,Corey Conners,-.385,-30.426,79
177,0,20157,Retief Goosen,-.411,-16.460,40
178,0,20572,Rod Pampling,-.421,-18.964,45
179,0,32254,Xinjun Zhang,-.437,-24.885,57
180,0,12510,Chad Campbell,-.454,-30.441,67
181,0,27129,Luke List,-.467,-36.446,78
182,0,25198,Francesco Molinari,-.487,-27.741,57
183,0,39546,Keith Mitchell,-.504,-41.841,83
184,0,23320,Ryan Palmer,-.528,-31.665,60
185,0,45609,Tyler Duncan,-.566,-45.865,81
186,0,24358,Robert Garrigus,-.569,-38.672,68
186,0,23353,J.J. Henry,-.569,-35.860,63
186,0,25818,Scott Piercy,-.569,-38.686,68
189,0,29518,Brendan Steele,-.576,-31.096,54
190,0,35544,Andrew Yun,-.600,-20.385,34
191,0,32816,Satoshi Kodaira,-.645,-25.795,40
192,0,37338,Zecheng Dou,-.667,-24.010,36
193,0,22582,Kyle Thompson,-.750,-27.018,36
