RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,30925,Dustin Johnson,2.372,147.040,123.179,23.861,62
2,0,22405,Justin Rose,1.952,103.435,80.953,22.479,53
3,0,33448,Justin Thomas,1.835,124.788,106.261,18.528,68
4,0,30911,Tommy Fleetwood,1.606,86.720,69.210,17.510,54
5,0,08793,Tiger Woods,1.596,94.154,78.448,15.703,59
6,0,47959,Bryson DeChambeau,1.558,121.526,94.543,26.983,78
7,0,29725,Tony Finau,1.435,116.248,97.473,18.774,81
8,0,29221,Webb Simpson,1.432,116.022,60.005,56.018,81
9,0,28237,Rory McIlroy,1.412,71.989,68.917,3.073,51
10,0,28089,Jason Day,1.285,62.966,25.245,37.721,49
11,0,32102,Rickie Fowler,1.275,77.798,59.767,18.029,61
12,0,36689,Brooks Koepka,1.220,65.874,56.815,9.058,54
13,0,32839,Hideki Matsuyama,1.196,68.157,60.649,7.507,57
14,0,21528,Henrik Stenson,1.153,50.738,59.828,-9.092,44
15,0,31646,Emiliano Grillo,1.133,82.692,42.850,39.841,73
16,0,25198,Francesco Molinari,1.123,64.014,91.756,-27.741,57
17,0,26499,Rafa Cabrera Bello,1.112,53.370,40.270,13.101,48
17,0,29420,Billy Horschel,1.112,85.643,55.474,30.165,77
19,0,35450,Patrick Cantlay,1.096,73.418,85.596,-12.177,67
20,0,31323,Gary Woodland,1.066,74.632,74.147,.483,70
21,0,27349,Alex Noren,1.044,51.168,14.013,37.154,49
22,0,24024,Zach Johnson,1.035,74.544,59.710,14.836,72
23,0,25364,Paul Casey,.966,47.336,40.801,6.537,49
24,0,34360,Patrick Reed,.947,59.645,49.325,10.317,63
25,0,26596,Ryan Moore,.941,62.090,79.953,-17.864,66
26,0,34363,Tyrrell Hatton,.938,39.390,25.315,14.077,42
27,0,01810,Phil Mickelson,.931,65.141,29.429,35.711,70
28,0,46970,Jon Rahm,.889,45.323,53.008,-7.685,51
29,0,27129,Luke List,.870,67.879,104.322,-36.446,78
30,0,34563,Chesson Hadley,.859,76.441,57.882,18.555,89
31,0,24138,Ian Poulter,.850,42.507,31.362,11.143,50
32,0,34046,Jordan Spieth,.830,54.751,56.977,-2.224,66
33,0,40026,Daniel Berger,.816,50.605,30.826,19.780,62
34,0,29974,Branden Grace,.812,35.747,20.359,15.390,44
35,0,33948,Byeong Hun An,.805,58.790,79.607,-20.820,73
36,0,21961,Charles Howell III,.801,62.475,45.384,17.092,78
36,0,25396,Kevin Na,.801,56.037,18.733,37.304,70
38,0,33141,Keegan Bradley,.793,63.411,92.047,-28.640,80
39,0,24502,Adam Scott,.779,46.738,63.829,-17.092,60
40,0,30926,Chris Kirk,.732,70.287,63.288,6.996,96
41,0,26951,Johnson Wagner,.715,39.339,5.049,34.292,55
42,0,49964,Aaron Wise,.703,56.223,37.152,19.071,80
43,0,25572,Graeme McDowell,.697,32.061,10.093,21.967,46
44,0,30110,Kyle Stanley,.686,45.987,43.483,2.505,67
45,0,26476,Chez Reavie,.674,40.453,28.956,11.495,60
46,0,48081,Xander Schauffele,.644,46.352,32.276,14.079,72
47,0,27649,Brandt Snedeker,.625,46.285,10.905,35.378,74
48,0,26851,Marc Leishman,.624,45.569,36.334,9.234,73
49,0,27214,Kevin Streelman,.619,50.729,71.201,-20.473,82
50,0,33399,Adam Hadwin,.596,39.353,32.337,7.013,66
51,0,35461,Beau Hossler,.584,52.529,-9.092,61.617,90
52,0,23108,Matt Kuchar,.576,37.442,14.848,22.592,65
53,0,46435,Austin Cook,.569,52.338,23.377,28.963,92
54,0,19846,Brian Gay,.565,52.021,11.355,40.668,92
55,0,25804,Bubba Watson,.555,37.729,37.666,.063,68
56,0,27141,J.B. Holmes,.549,37.302,51.408,-14.110,68
57,0,34098,Russell Henley,.541,31.381,21.679,9.704,58
58,0,30944,Jason Kokrak,.539,47.388,45.455,1.931,88
59,0,26329,Louis Oosthuizen,.521,23.973,25.186,-1.214,46
60,0,30978,Kiradech Aphibarnrat,.511,17.365,12.665,4.700,34
61,0,29268,Bronson Burgoon,.481,27.400,21.278,6.124,57
62,0,29908,C.T. Pan,.478,39.162,44.628,-5.470,82
63,0,34256,Andrew Putnam,.472,36.369,32.359,4.008,77
64,0,27936,Martin Laird,.470,28.680,11.499,17.178,61
65,0,20229,Stewart Cink,.465,31.177,54.292,-23.115,67
66,0,34021,Bud Cauley,.461,18.901,3.845,15.055,41
67,0,12716,Charley Hoffman,.425,28.870,27.080,1.789,68
68,0,10809,Jim Furyk,.412,18.946,1.042,17.903,46
69,0,34076,Joel Dahmen,.400,28.422,48.093,-19.670,71
70,0,29461,Jamie Lovemark,.388,30.261,29.446,.810,78
71,0,33122,Russell Knox,.383,28.318,34.857,-6.538,74
72,0,23621,Rory Sabbatini,.358,26.877,22.425,4.449,75
73,0,25632,Jimmy Walker,.357,23.548,2.175,21.369,66
74,0,27095,Nick Watney,.343,27.477,11.474,15.999,80
75,0,19803,Ryan Armour,.337,32.370,37.915,-5.545,96
76,0,32333,Kevin Tway,.329,29.634,24.908,4.722,90
77,0,40058,Zac Blair,.323,14.862,5.517,9.346,46
77,0,32366,Kevin Chappell,.323,20.042,41.395,-21.350,62
79,0,45526,Abraham Ancer,.320,26.573,31.219,-4.648,83
80,0,20472,Alex Cejka,.312,18.703,18.143,.557,60
81,0,28775,Nate Lashley,.310,10.836,7.982,2.854,35
82,0,22371,Aaron Baddeley,.309,21.661,25.633,-3.973,70
83,0,39324,J.J. Spaun,.292,20.762,31.344,-10.580,71
84,0,27644,Brian Harman,.290,20.894,1.214,19.683,72
84,0,25818,Scott Piercy,.290,19.719,58.406,-38.686,68
86,0,22056,Cameron Percy,.285,11.703,20.092,-8.387,41
87,0,32448,James Hahn,.279,19.221,29.737,-10.517,69
88,0,25900,Lucas Glover,.276,12.697,21.266,-8.573,46
89,0,35421,Brandon Harkins,.275,23.400,4.254,19.146,85
90,0,30692,Scott Stallings,.270,21.629,27.246,-5.618,80
91,0,29484,Peter Uihlein,.268,17.434,16.080,1.352,65
92,0,46501,Ollie Schniederjans,.254,19.567,-5.478,25.042,77
93,0,34174,John Huh,.251,20.556,6.825,13.730,82
94,0,34466,Peter Malnati,.244,18.337,-28.073,46.410,75
95,0,33204,Shane Lowry,.238,12.126,26.705,-14.582,51
96,0,36699,Patrick Rodgers,.232,16.969,-23.964,40.932,73
97,0,29223,Sam Saunders,.226,15.123,8.820,6.304,67
98,0,35891,Cameron Smith,.219,13.353,6.363,6.990,61
98,0,23325,Vaughn Taylor,.219,15.344,20.928,-5.580,70
100,0,24781,Hunter Mahan,.209,10.648,-6.992,17.640,51
100,0,32640,Troy Merritt,.209,15.233,9.638,5.594,73
102,0,39997,Corey Conners,.193,15.285,45.712,-30.426,79
103,0,31202,William McGirt,.178,13.365,-1.606,14.970,75
103,0,28252,Seamus Power,.178,11.778,-21.073,32.851,66
105,0,23541,Ben Crane,.176,8.088,-7.199,15.286,46
