RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
106,0,37275,Sam Ryder,.154,10.793,35.231,-24.436,70
107,0,49771,J.T. Poston,.138,7.888,.176,7.712,57
108,0,37189,Harold Varner III,.125,9.273,11.039,-1.770,74
109,0,33418,Shawn Stefani,.107,6.420,8.464,-2.045,60
110,0,26300,Matt Jones,.104,4.910,6.527,-1.616,47
110,0,31420,Anirban Lahiri,.104,6.977,-6.347,13.322,67
112,0,47993,Denny McCarthy,.094,4.625,-17.392,22.018,49
113,0,24924,Bill Haas,.079,5.225,9.145,-3.923,66
114,0,35532,Tom Hoge,.074,6.112,19.540,-13.429,83
115,0,31560,Brian Stuard,.062,5.481,-8.920,14.398,88
116,0,29926,Danny Lee,.058,4.032,-6.898,10.927,70
117,0,32150,Michael Thompson,.052,2.913,-24.976,27.889,56
118,0,29485,Brett Stegmaier,.048,2.254,-16.580,18.836,47
119,0,29478,Kevin Kisner,.037,2.409,-30.953,33.365,65
120,0,27064,Jhonattan Vegas,.030,1.945,5.723,-3.779,64
121,0,29518,Brendan Steele,.029,1.541,32.638,-31.096,54
122,0,45609,Tyler Duncan,.017,1.339,47.204,-45.865,81
123,0,25686,Jason Dufner,.011,.551,3.554,-3.003,52
124,0,33413,Ben Martin,-.001,-.064,-6.786,6.722,57
125,0,34409,David Lingmerth,-.007,-.453,-16.227,15.774,69
126,0,35506,Mackenzie Hughes,-.014,-.959,11.052,-12.011,68
127,0,39546,Keith Mitchell,-.018,-1.471,40.372,-41.841,83
128,0,26758,David Hearn,-.031,-1.565,4.765,-6.329,50
129,0,27958,Ryan Blaum,-.033,-2.362,-4.152,1.790,72
129,0,32757,Patton Kizzire,-.033,-2.605,-4.925,2.321,78
131,0,33410,Andrew Landry,-.039,-2.853,-2.102,-.752,73
132,0,35545,Blayne Barber,-.041,-2.456,-1.129,-1.324,60
133,0,24361,Pat Perez,-.048,-2.456,-8.327,5.873,51
134,0,40009,Dominic Bozzelli,-.055,-3.330,-22.129,18.800,61
135,0,46601,Trey Mullinax,-.072,-4.231,-8.472,4.243,59
136,0,36799,Stephan Jaeger,-.090,-5.689,3.401,-9.090,63
137,0,37455,Si Woo Kim,-.092,-7.170,5.967,-13.138,78
138,0,27556,Ted Potter Jr.,-.094,-7.272,-13.009,5.736,77
139,0,28679,Fabián Gómez,-.106,-7.516,-7.578,.062,71
140,0,47128,Richy Werenski,-.124,-9.145,-1.058,-8.087,74
141,0,47347,Adam Schenk,-.150,-9.916,-18.481,8.564,66
142,0,46402,Talor Gooch,-.163,-10.131,-12.033,1.903,62
143,0,34099,Harris English,-.184,-12.521,-27.587,15.063,68
144,0,50526,Tom Lovelady,-.190,-13.077,-9.667,-3.410,69
145,0,23353,J.J. Henry,-.193,-12.144,23.717,-35.860,63
146,0,26331,Charl Schwartzel,-.195,-8.208,-11.587,3.381,42
147,0,39327,Ben Silverman,-.206,-15.636,-33.723,18.085,76
148,0,24358,Robert Garrigus,-.213,-14.489,24.181,-38.672,68
149,0,23320,Ryan Palmer,-.231,-13.834,17.828,-31.665,60
150,0,24140,Sean O'Hair,-.233,-13.300,-1.499,-11.802,57
151,0,25493,Nick Taylor,-.235,-17.377,5.693,-23.072,74
152,0,24925,Jonathan Byrd,-.266,-12.774,-7.686,-5.087,48
153,0,35310,Lanto Griffin,-.268,-16.088,-10.354,-5.733,60
154,0,29535,Brice Garnett,-.310,-25.098,-18.930,-6.170,81
155,0,39328,Conrad Shindler,-.313,-13.775,-6.448,-7.325,44
156,0,35879,Kelly Kraft,-.320,-23.703,-29.239,5.535,74
157,0,37278,Nicholas Lindheim,-.323,-19.055,-39.984,20.930,59
157,0,28132,Tyrone Van Aswegen,-.323,-26.813,-25.992,-.821,83
159,0,34213,Grayson Murray,-.336,-19.836,.834,-20.673,59
160,0,27963,Chris Stroud,-.338,-19.608,-22.706,3.098,58
161,0,25892,Steve Wheatcroft,-.339,-15.603,-9.713,-5.887,46
162,0,24846,Ricky Barnes,-.365,-16.438,-31.639,15.201,45
163,0,37454,Whee Kim,-.437,-31.865,-63.050,31.181,73
164,0,48084,Wesley Bryan,-.454,-23.160,-41.512,18.354,51
165,0,12510,Chad Campbell,-.484,-32.399,-1.959,-30.441,67
166,0,34264,Hudson Swafford,-.492,-25.596,-12.060,-13.534,52
167,0,20157,Retief Goosen,-.497,-19.867,-3.409,-16.460,40
168,0,27942,Rob Oppenheim,-.542,-29.255,-31.667,2.413,54
169,0,27895,Jonas Blixt,-.547,-26.236,-37.960,11.722,48
170,0,28500,Martin Flores,-.567,-40.854,-20.035,-20.822,72
171,0,34431,Robert Streb,-.581,-34.850,-30.021,-4.830,60
172,0,29479,Scott Brown,-.661,-53.530,-57.498,3.967,81
173,0,29222,Billy Hurley III,-.702,-40.024,-41.442,1.419,57
174,0,32254,Xinjun Zhang,-.734,-41.811,-16.926,-24.885,57
175,0,31416,Derek Fathauer,-.807,-54.869,-79.540,24.669,68
176,0,47287,Ethan Tracy,-.813,-43.876,-42.473,-1.403,54
177,0,39954,Cody Gribble,-.819,-44.251,-55.090,10.839,54
178,0,35376,Roberto Díaz,-.833,-46.666,-56.076,9.410,56
179,0,34358,Jonathan Randolph,-.877,-52.610,-59.521,6.913,60
180,0,39975,Michael Kim,-1.003,-54.166,-68.173,14.005,54
181,0,33419,Cameron Tringale,-1.019,-51.965,-46.678,-5.287,51
182,0,27974,Sung Kang,-1.041,-69.757,-54.034,-15.725,67
183,0,20572,Rod Pampling,-1.094,-49.235,-30.273,-18.964,45
184,0,32876,Martin Piller,-1.127,-75.535,-83.478,7.943,67
185,0,47125,Matt Atkins,-1.129,-45.173,-37.264,-7.907,40
186,0,28307,Matt Every,-1.139,-69.470,-47.268,-22.202,61
187,0,37338,Zecheng Dou,-1.198,-43.122,-19.112,-24.010,36
188,0,22582,Kyle Thompson,-1.262,-45.441,-18.421,-27.018,36
189,0,20593,Greg Chalmers,-1.266,-51.892,-84.279,32.388,41
190,0,25240,D.A. Points,-1.449,-69.535,-74.810,5.274,48
191,0,32816,Satoshi Kodaira,-1.832,-73.271,-47.474,-25.795,40
192,0,35544,Andrew Yun,-1.936,-65.811,-45.425,-20.385,34
193,0,25834,Daniel Summerhays,-2.105,-79.974,-107.938,27.966,38
