RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
85,0,12454,Mario Tiziani,58.23,230,395
86,0,23135,Tim Clark,58.21,326,560
87,0,01685,J.L. Lewis,58.19,348,598
87,0,01948,Tim Petrovic,58.19,341,586
89,0,24357,K.J. Choi,58.17,274,471
90,0,06332,Neal Lancaster,58.11,344,592
91,0,21731,Freddie Jacobson,58.09,280,482
92,0,22046,Geoff Ogilvy,58.06,324,558
93,0,19881,Robert Damron,58.03,336,579
94,0,01157,Tom Byrum,58.02,304,524
95,0,08123,Jeff Brehaut,58.01,210,362
96,0,10117,Bob Heintz,57.96,273,471
97,0,01329,Brad Faxon,57.94,281,485
98,0,23325,Vaughn Taylor,57.84,354,612
99,0,24925,Jonathan Byrd,57.78,364,630
100,0,25240,D.A. Points,57.75,328,568
101,0,01577,Lee Janzen,57.72,273,473
101,0,20691,Greg Owen,57.72,273,473
103,0,24140,Sean O'Hair,57.71,337,584
104,0,01024,Billy Andrade,57.70,311,539
105,0,23353,J.J. Henry,57.51,314,546
106,0,10201,Matt Gogel,57.50,295,513
106,0,01761,Len Mattiace,57.50,387,673
108,0,23621,Rory Sabbatini,57.48,315,548
109,0,24024,Zach Johnson,57.37,327,570
110,0,01161,Mark Calcavecchia,57.32,317,553
111,0,02239,Scott Verplank,57.23,297,519
112,0,24604,Hunter Haas,57.14,292,511
113,0,01035,Tommy Armour III,57.12,337,590
114,0,23623,Bo Van Pelt,57.10,358,627
115,0,06621,Joe Durant,57.08,242,424
116,0,01457,Jay Haas,56.98,200,351
117,0,21633,Steve Allan,56.94,361,634
118,0,02206,David Toms,56.86,257,452
119,0,07867,Woody Austin,56.79,364,641
119,0,01619,Skip Kendall,56.79,297,523
121,0,01677,Tom Lehman,56.78,222,391
122,0,12652,Cameron Beckman,56.60,330,583
123,0,01142,Bart Bryant,56.58,288,509
124,0,06573,Brandt Jobe,56.57,323,571
125,0,08993,Franklin Langham,56.56,332,587
126,0,20812,Tjaart van der Walt,56.47,192,340
127,0,01388,Robert Gamez,56.43,329,583
128,0,01553,John Huston,56.37,314,557
129,0,25900,Lucas Glover,56.26,283,503
130,0,22548,Patrick Sheehan,56.18,409,728
131,0,20157,Retief Goosen,56.15,201,358
132,0,20094,Jonathan Kaye,56.08,249,444
133,0,26287,Roland Thatcher,56.00,224,400
134,0,20572,Rod Pampling,55.96,291,520
135,0,20498,Briny Baird,55.93,297,531
135,0,01175,Jim Carter,55.93,231,413
137,0,01707,Steve Lowery,55.90,341,610
138,0,10733,Kent Jones,55.89,337,603
139,0,01723,Andrew Magee,55.86,305,546
140,0,01042,Paul Azinger,55.82,259,464
140,0,24912,Will MacKenzie,55.82,254,455
142,0,20472,Alex Cejka,55.73,282,506
143,0,01599,Steve Jones,55.70,210,377
144,0,24227,Justin Bolli,55.66,246,442
144,0,12510,Chad Campbell,55.66,290,521
146,0,12826,Paul Claxton,55.49,278,501
147,0,06197,Michael Allen,55.45,336,606
148,0,02246,Duffy Waldorf,55.44,275,496
149,0,01127,Danny Briggs,55.43,245,442
150,0,24502,Adam Scott,55.36,222,401
151,0,01418,Bill Glasson,55.26,184,333
152,0,20634,Peter Lonard,55.19,298,540
153,0,23036,Chris Anderson,55.17,240,435
153,0,08725,Tom Gillis,55.17,267,484
155,0,28088,Matt Davidson,55.05,207,376
156,0,23322,Brett Wetterich,54.98,232,422
157,0,06515,Shaun Micheel,54.93,273,497
158,0,21959,Ted Purdy,54.89,421,767
159,0,07457,Steve Flesch,54.85,311,567
160,0,24980,Scott Gutschewski,54.81,262,478
161,0,10585,Scott McCarron,54.77,270,493
162,0,21407,Arjun Atwal,54.74,225,411
163,0,23497,Tag Ridings,54.72,313,572
164,0,12645,Brent Geiberger,54.64,212,388
165,0,26679,Kevin Stadler,54.61,320,586
166,0,25847,Rob Rashell,54.51,260,477
167,0,01724,Jeff Maggert,54.47,250,459
168,0,01226,Fred Couples,54.38,211,388
168,0,23788,D.J. Trahan,54.38,242,445
170,0,20766,Padraig Harrington,54.35,175,322
171,0,23320,Ryan Palmer,54.30,328,604
172,0,19824,Craig Barlow,54.11,250,462
173,0,08545,Glen Hnatiuk,54.09,172,318
174,0,10885,Robert Allenby,53.99,264,489
175,0,22913,John Rollins,53.92,316,586
176,0,07223,Brian Bateman,53.59,321,599
176,0,22621,Ben Curtis,53.59,239,446
178,0,20396,Lee Westwood,53.53,167,312
179,0,20502,Michael Long,53.15,236,444
180,0,24138,Ian Poulter,53.13,204,384
181,0,01473,Todd Hamilton,53.11,316,595
182,0,23552,Hank Kuehne,53.06,295,556
182,0,21951,Joey Snyder III,53.06,295,556
184,0,23540,Jason Allred,53.01,282,532
185,0,01219,John Cook,52.97,241,455
186,0,11032,Frank Lickliter II,52.94,315,595
187,0,10962,Bradley Hughes,52.89,174,329
188,0,26758,David Hearn,52.82,206,390
189,0,23614,Rich Beem,52.57,215,409
190,0,21498,Hideto Tanihara,52.52,177,337
191,0,01927,Dennis Paulson,52.34,224,428
192,0,01249,John Daly,52.06,265,509
193,0,24290,D.J. Brigman,51.81,243,469
194,0,24781,Hunter Mahan,51.74,313,605
195,0,12662,Thomas Levet,51.49,190,369
196,0,23063,Scott Hend,51.45,249,484
197,0,20663,Brenden Pappas,51.39,166,323
198,0,20433,Mark Hensby,50.88,231,454
199,0,06599,John Elliott,50.61,208,411
200,0,23349,Charles Warren,50.52,245,485
201,0,02106,Chris Smith,50.10,258,515
202,0,10912,Craig Perks,47.75,212,444
