RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,24502,Adam Scott,69.60,3480,50
2,0,30925,Dustin Johnson,69.62,4038,58
3,0,32102,Rickie Fowler,69.77,3349,48
4,0,26596,Ryan Moore,69.85,3353,48
5,0,34360,Patrick Reed,69.86,3563,51
6,0,24507,Jason Bohn,69.93,2028,29
7,0,28237,Rory McIlroy,69.95,2588,37
8,0,24358,Robert Garrigus,69.96,1889,27
9,0,06527,Steve Stricker,70.00,1890,27
10,0,34098,Russell Henley,70.02,2871,41
11,0,36689,Brooks Koepka,70.03,2801,40
12,0,32366,Kevin Chappell,70.04,3572,51
13,0,40026,Daniel Berger,70.05,2872,41
14,0,30163,Henrik Norlander,70.07,1892,27
15,0,25686,Jason Dufner,70.08,3434,49
16,0,20472,Alex Cejka,70.09,2313,33
16,0,24924,Bill Haas,70.09,3084,44
16,0,29221,Webb Simpson,70.09,2383,34
19,0,34046,Jordan Spieth,70.10,3435,49
20,0,27649,Brandt Snedeker,70.15,3648,52
21,0,32839,Hideki Matsuyama,70.19,2948,42
22,0,23320,Ryan Palmer,70.20,3089,44
23,0,28089,Jason Day,70.21,2738,39
24,0,29478,Kevin Kisner,70.22,3230,46
24,0,33448,Justin Thomas,70.22,3441,49
26,0,25364,Paul Casey,70.24,3231,46
26,0,29974,Branden Grace,70.24,2037,29
28,0,32200,Roberto Castro,70.30,3234,46
28,0,25900,Lucas Glover,70.30,2601,37
30,0,01810,Phil Mickelson,70.32,2672,38
31,0,23108,Matt Kuchar,70.33,3446,49
32,0,34262,Jon Curran,70.36,3096,44
33,0,21209,Sergio Garcia,70.37,2111,30
34,0,25804,Bubba Watson,70.38,2252,32
35,0,25396,Kevin Na,70.42,3521,50
35,0,28114,Dawie van der Walt,70.42,2324,33
37,0,29485,Brett Stegmaier,70.45,2818,40
38,0,37455,Si Woo Kim,70.48,4088,58
38,0,31202,William McGirt,70.48,3242,46
40,0,26476,Chez Reavie,70.49,2890,41
41,0,20229,Stewart Cink,70.50,1692,24
41,0,30711,Colt Knost,70.50,2820,40
43,0,23983,Luke Donald,70.51,2750,39
43,0,21731,Freddie Jacobson,70.51,3173,45
43,0,08075,Jerry Kelly,70.51,2891,41
46,0,30944,Jason Kokrak,70.54,2751,39
47,0,33399,Adam Hadwin,70.55,3316,47
48,0,22371,Aaron Baddeley,70.56,2893,41
48,0,12510,Chad Campbell,70.56,3034,43
50,0,24461,Thomas Aiken,70.57,1976,28
51,0,24140,Sean O'Hair,70.59,2894,41
51,0,37189,Harold Varner III,70.59,3459,49
53,0,21961,Charles Howell III,70.60,3177,45
54,0,33122,Russell Knox,70.63,3037,43
54,0,23800,Bryce Molder,70.63,2825,40
56,0,32757,Patton Kizzire,70.65,2826,40
57,0,34264,Hudson Swafford,70.66,3957,56
58,0,35539,Luke Guthrie,70.68,1767,25
58,0,27141,J.B. Holmes,70.68,2403,34
58,0,26851,Marc Leishman,70.68,2827,40
61,0,34265,Will Wilcox,70.69,2050,29
62,0,25572,Graeme McDowell,70.70,2121,30
63,0,27466,Spencer Levin,70.71,3394,48
63,0,27963,Chris Stroud,70.71,2475,35
